dataset,n,kappa,h,label,nearest_control,margin,ferro_score,antiphase_score,transverse_score,distance_ferro_like,distance_antiphase_like,distance_paramagnetic_like,distance_degraded
grid_n8,8,0.1,1.9000000000000001,paramagnetic_like,paramagnetic_like,0.8286551645729859,0.10065025301105991,-0.042737454130474584,0.9369400786473832,1.2428266210905206,1.238895529920238,0.11296060383437986,0.9416157684073658
grid_n8,8,0.1,2.0,paramagnetic_like,paramagnetic_like,0.8434553010581484,0.0929842379014668,-0.03835818129664655,0.9429596934067036,1.2521896149251472,1.2402574410173581,0.10344504427881071,0.9469003453369591
grid_n8,8,0.15000000000000002,0.0,ferro_like,ferro_like,0.9100137361600648,1.0,-0.3333333333333333,0.0,0.0,1.4142135623730951,1.352081728298996,0.9100137361600648
grid_n8,8,0.15000000000000002,0.1,ferro_like,ferro_like,0.8496726753898566,0.9965109880315597,-0.33216870465514087,0.05899739532462245,0.059082786979573816,1.4126705425382151,1.3068441757673455,0.9087554623694304
grid_n8,8,0.15000000000000002,0.2,ferro_like,ferro_like,0.7850524443217541,0.9856791319538581,-0.3285359476126956,0.11908290477903558,0.11979442404389011,1.4078682844535928,1.2572120130006086,0.9048468683656442
grid_n8,8,0.15000000000000002,0.30000000000000004,ferro_like,ferro_like,0.7135175727616203,0.9661932962846415,-0.32197044140216086,0.18170196880867584,0.18429123812897016,1.3991987675282138,1.2011064579359418,0.8978088108905905
grid_n8,8,0.15000000000000002,0.4,ferro_like,ferro_like,0.6298649482828769,0.9347062971460132,-0.3114411772895577,0.24958518434790425,0.2565665916115341,1.3851802055584752,1.1342797301476246,0.8864315398944109
grid_n8,8,0.15000000000000002,0.5,ferro_like,ferro_like,0.5228307609514016,0.8828782986650016,-0.294736123020269,0.3283575700397127,0.34519433756109325,1.3624611326120089,1.047259486263171,0.8680250985124949
grid_n8,8,0.15000000000000002,0.6000000000000001,uncertain,ferro_like,0.3744858711451607,0.7943323716688911,-0.2680575764965846,0.4262621520084383,0.4652757212858633,1.3261408341437635,0.9234041520945272,0.839761592431024
grid_n8,8,0.15000000000000002,0.7000000000000001,uncertain,ferro_like,0.12982855723266162,0.6576561957425285,-0.2295321405754073,0.5429286658790221,0.6249503956381566,1.278968158485904,0.7547789528708182,0.809659557749313
grid_n8,8,0.15000000000000002,0.8,uncertain,paramagnetic_like,0.2178636865252721,0.501824868848748,-0.18678814692395226,0.6544085385800936,0.7939408881372081,1.2404506740404218,0.576077201611936,0.8004261486091183
grid_n8,8,0.15000000000000002,0.9,paramagnetic_like,paramagnetic_like,0.3803909298531697,0.3741098921514773,-0.15060888381006532,0.7376154148208669,0.928860651382625,1.2220424487991968,0.43446563020674556,0.8148565600599152
grid_n8,8,0.15000000000000002,1.0,paramagnetic_like,paramagnetic_like,0.4995383155374063,0.2865199439478489,-0.1234958363239187,0.7934904783795753,1.0218313564695851,1.2168783741438935,0.33775429989407196,0.8372926154314783
grid_n8,8,0.15000000000000002,1.1,paramagnetic_like,paramagnetic_like,0.586009670506279,0.22857950222376575,-0.10323707925840737,0.8315258468467982,1.0848188134318706,1.2172516608142019,0.2727295946247476,0.8587392651310265
grid_n8,8,0.15000000000000002,1.2000000000000002,paramagnetic_like,paramagnetic_like,0.6497381511214253,0.18920177014501163,-0.08758127977784509,0.858769292416463,1.1290586644638978,1.2195279763996962,0.22730612270529613,0.8770442738267215
grid_n8,8,0.15000000000000002,1.3,paramagnetic_like,paramagnetic_like,0.6982123711862631,0.1612588453263568,-0.07508216224330944,0.8792491514459285,1.1615512393743554,1.2223041783362232,0.19406544398081033,0.8922778151670735
grid_n8,8,0.15000000000000002,1.4000000000000001,paramagnetic_like,paramagnetic_like,0.7362070731403826,0.14057826659792647,-0.06486082701495903,0.8952292825928243,1.1863701175622134,1.2250621465515088,0.1687417302199318,0.9049488033603144
grid_n8,8,0.15000000000000002,1.5,paramagnetic_like,paramagnetic_like,0.7667317607409104,0.1247062980995065,-0.0563601261167069,0.9080473974697654,1.205934082352123,1.2276209601614227,0.1488246696537929,0.9155564303947034
grid_n8,8,0.15000000000000002,1.6,paramagnetic_like,paramagnetic_like,0.7917428778574378,0.1121513459751854,-0.04920414401364156,0.9185447885150299,1.2217438515217358,1.229930530643175,0.13276582478455634,0.9245087026419941
grid_n8,8,0.15000000000000002,1.7000000000000002,paramagnetic_like,paramagnetic_like,0.8125636967043549,0.10197004829405262,-0.04312454937623581,0.9272813305815051,1.2347750017656278,1.2319917668410987,0.11956164221292978,0.9321253389172847
