n,kappa,metric,h,value
8,0.8,mx_derivative,1.9000000000000001,0.04970361276079238
8,0.8,mx_derivative,1.9500000000000002,0.04679407361074617
8,0.8,mx_derivative,2.0,0.044007001358075115
8,0.8,chi_f_per_site,0.025,nan
8,0.8,chi_f_per_site,0.07500000000000001,0.10228342380342213
8,0.8,chi_f_per_site,0.125,0.11086745625071404
8,0.8,chi_f_per_site,0.17500000000000002,0.1251889991216764
8,0.8,chi_f_per_site,0.225,0.14759179133037548
8,0.8,chi_f_per_site,0.275,0.1821533722662825
8,0.8,chi_f_per_site,0.32500000000000007,0.2348691301510946
8,0.8,chi_f_per_site,0.375,0.3115710062652696
8,0.8,chi_f_per_site,0.42500000000000004,0.4100181252772912
8,0.8,chi_f_per_site,0.475,0.5061835936107109
8,0.8,chi_f_per_site,0.525,0.5531297827552099
8,0.8,chi_f_per_site,0.5750000000000001,0.5176064165823692
8,0.8,chi_f_per_site,0.625,0.4185537526802698
8,0.8,chi_f_per_site,0.675,0.3049346475451945
8,0.8,chi_f_per_site,0.7250000000000001,0.21038195609605112
8,0.8,chi_f_per_site,0.775,0.14307045170572136
8,0.8,chi_f_per_site,0.8250000000000001,0.09838098845864753
8,0.8,chi_f_per_site,0.875,0.06933437201781623
8,0.8,chi_f_per_site,0.925,0.05035487516232017
8,0.8,chi_f_per_site,0.9750000000000001,0.03771482739401664
8,0.8,chi_f_per_site,1.025,0.029079133368004526
8,0.8,chi_f_per_site,1.0750000000000002,0.023012532219895916
8,0.8,chi_f_per_site,1.125,0.01863031018637477
8,0.8,chi_f_per_site,1.1750000000000003,0.015379580899283122
8,0.8,chi_f_per_site,1.225,0.012908173016263867
8,0.8,chi_f_per_site,1.275,0.010986887005298427
8,0.8,chi_f_per_site,1.3250000000000002,0.009463185520234804
8,0.8,chi_f_per_site,1.375,0.008233265187593257
8,0.8,chi_f_per_site,1.4250000000000003,0.007224937916866047
8,0.8,chi_f_per_site,1.475,0.006386946552246598
8,0.8,chi_f_per_site,1.525,0.005682170129676156
8,0.8,chi_f_per_site,1.5750000000000002,0.005083220734745066
8,0.8,chi_f_per_site,1.625,0.004569536968789119
8,0.8,chi_f_per_site,1.6750000000000003,0.004125430594490141
8,0.8,chi_f_per_site,1.725,0.0037387508606289382
8,0.8,chi_f_per_site,1.775,0.0033999558953024373
8,0.8,chi_f_per_site,1.8250000000000002,0.00310145677410232
8,0.8,chi_f_per_site,1.875,0.0028371471249096364
8,0.8,chi_f_per_site,1.9250000000000003,0.0026020608904987912
8,0.8,chi_f_per_site,1.975,0.0023921199017646194
12,0.0,negative_order_derivative,0.05,0.022815904500546935
12,0.0,negative_order_derivative,0.1,0.046228689293632996
12,0.0,negative_order_derivative,0.15000000000000002,0.06994837998278314
12,0.0,negative_order_derivative,0.2,0.0944224333575523
12,0.0,negative_order_derivative,0.25,0.11995218365367677
12,0.0,negative_order_derivative,0.30000000000000004,0.1468903007322364
12,0.0,negative_order_derivative,0.35000000000000003,0.17567030410772944
12,0.0,negative_order_derivative,0.4,0.20685974022594067
12,0.0,negative_order_derivative,0.45,0.24125905084168053
12,0.0,negative_order_derivative,0.5,0.2800807026221097
12,0.0,negative_order_derivative,0.55,0.32525371174356366
12,0.0,negative_order_derivative,0.6000000000000001,0.37989115667607365
12,0.0,negative_order_derivative,0.65,0.4488860749768744
12,0.0,negative_order_derivative,0.7000000000000001,0.5393472513080919
12,0.0,negative_order_derivative,0.75,0.6599323471527372
12,0.0,negative_order_derivative,0.8,0.8169925742379123
12,0.0,negative_order_derivative,0.8500000000000001,1.005083161447561
12,0.0,negative_order_derivative,0.9,1.1943505474853824
12,0.0,negative_order_derivative,0.9500000000000001,1.3299412736414968
12,0.0,negative_order_derivative,1.0,1.3599485334249177
12,0.0,negative_order_derivative,1.05,1.274286803208307
12,0.0,negative_order_derivative,1.1,1.1104696339501836
12,0.0,negative_order_derivative,1.1500000000000001,0.9214522021667961
12,0.0,negative_order_derivative,1.2000000000000002,0.7450754379203715
12,0.0,negative_order_derivative,1.25,0.5974267950231273
12,0.0,negative_order_derivative,1.3,0.4803332974427432
12,0.0,negative_order_derivative,1.35,0.389595971988264
12,0.0,negative_order_derivative,1.4000000000000001,0.3196807751971593
12,0.0,negative_order_derivative,1.4500000000000002,0.2656003872478627
12,0.0,negative_order_derivative,1.5,0.22339711872896073
12,0.0,negative_order_derivative,1.55,0.19009274075562166
12,0.0,negative_order_derivative,1.6,0.16349353911132347
12,0.0,negative_order_derivative,1.6500000000000001,0.14199288076022065
12,0.0,negative_order_derivative,1.7000000000000002,0.1244111076753378
12,0.0,negative_order_derivative,1.75,0.10987600745254067
12,0.0,negative_order_derivative,1.8,0.09773666863531671
12,0.0,negative_order_derivative,1.85,0.08750225525245381
12,0.0,negative_order_derivative,1.9000000000000001,0.07879862306452767
12,0.0,negative_order_derivative,1.9500000000000002,0.07133748733642009
12,0.0,negative_order_derivative,2.0,0.06443465705753848
12,0.0,mx_derivative,0.05,0.5001474434064079
12,0.0,mx_derivative,0.1,0.5020491874389355
12,0.0,mx_derivative,0.15000000000000002,0.5044492795229757
12,0.0,mx_derivative,0.2,0.5078752573045917
12,0.0,mx_derivative,0.25,0.5123989974370438
12,0.0,mx_derivative,0.30000000000000004,0.51812535775973
