kappa,L,p,feature,h,value,derivative,preparation_failed,branch_switch,branch_checked,branch_sensitive
0.0,6,0,mx,1.5,0.8722858702321649,0.2071191443788436,False,False,False,
0.0,6,0,mx,1.55,0.8819590992352763,0.1820425077755896,False,False,False,
0.0,6,0,mx,1.6,0.8904901210097238,0.16099702222457246,False,False,False,
0.0,6,0,mx,1.65,0.8980588014577339,0.14321134631683918,False,False,False,
0.0,6,0,mx,1.7,0.9048112556414074,0.1280910375714388,False,True,True,False
0.0,6,0,mx,1.75,0.9108679052148777,0.1151499557898994,False,False,False,
0.0,6,0,mx,1.8,0.9163262512203973,0.10398705409333076,False,False,False,
0.0,6,0,mx,1.85,0.9212666106242109,0.09431721887291822,False,False,False,
0.0,6,0,mx,1.9,0.9257579731076894,0.08587320811282062,False,False,False,
0.0,6,0,mx,1.95,0.9298539314354927,0.07846348176813933,False,False,False,
0.0,6,0,mx,2.0,0.9336043212845033,0.07155211219228974,False,False,False,
0.0,6,0.01,order,0.05,0.3939723290284786,0.0015852966032912086,False,False,False,
0.0,6,0.01,order,0.1,0.3937682504058534,0.006577848301717815,False,False,False,
0.0,6,0.01,order,0.15,0.39331454419830686,0.011551182180918662,False,False,False,
0.0,6,0.01,order,0.2,0.3926131321877615,0.016445993273868975,False,False,False,
0.0,6,0.01,order,0.25,0.39166994487092,0.02131551456138192,False,False,False,
0.0,6,0.01,order,0.3,0.3904815807316233,0.026302829723161558,False,False,False,
0.0,6,0.01,order,0.35,0.38903966189860384,0.2813651579819232,False,False,False,
0.0,6,0.01,order,0.4,0.36234506493343094,0.03192249882289655,False,True,False,
0.0,6,0.01,order,0.45,0.3858474120163142,-0.21097464185349057,False,True,False,
0.0,6,0.01,order,0.5,0.38344252911878,0.299441212842424,False,False,False,
0.0,6,0.01,order,0.55,0.3559032907320717,0.060990775203364045,False,True,False,
0.0,6,0.01,order,0.6,0.37734345159844346,0.06266166897406755,False,True,False,
0.0,6,0.01,order,0.65,0.3496371238346649,0.0937947900279279,False,True,False,
0.0,6,0.01,order,0.7,0.3679639725956505,0.10755796265780049,False,True,False,
0.0,6,0.01,order,0.75,0.3388813275688848,1.055747838412831,False,True,False,
0.0,6,0.01,order,0.8,0.3529596622615727,,False,True,True,True
0.0,6,0.01,order,0.85,0.3427740971452441,0.22151918318134012,False,False,False,
0.0,6,0.01,order,0.9,0.33099408327303503,0.24968137170701965,False,False,False,
