L,p,h,m_pi2,strongest_other,other_q_over_pi,competing_excess,near_peaks,preparation_failed
6,0,1.65,0.17820759357067234,0.1568710674222568,0.25,-0.021336526148415552,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.17820759357067234, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,1.7,0.17666641789194673,0.15659983969869723,0.25,-0.0200665781932495,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.17666641789194673, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,1.75,0.17522447640774122,0.15630448682468295,0.25,-0.018919989583058267,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.17522447640774122, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,1.8,0.17387531216208196,0.15598663232278417,0.25,-0.01788867983929779,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.17387531216208196, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,1.85,0.17260414277967978,0.1556572299604951,0.25,-0.016946912819184673,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1556572299604951, ""gap_from_max"": 0.016946912819184673, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.17260414277967978, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0,1.9,0.17140871167628288,0.15531395585053032,0.25,-0.016094755825752566,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.15531395585053032, ""gap_from_max"": 0.016094755825752566, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.17140871167628288, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0,1.95,0.17027782005317682,0.1549642346208259,0.25,-0.015313585432350924,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1549642346208259, ""gap_from_max"": 0.015313585432350924, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.17027782005317682, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0,2.0,0.16920831211220777,0.15460812207789515,0.25,-0.014600190034312621,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.15460812207789515, ""gap_from_max"": 0.014600190034312621, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.16920831211220777, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0.01,0.05,0.25549960879112277,0.08455596894810423,0.25,-0.17094363984301852,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.25549960879112277, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,0.1,0.27404082508801,0.08095191084357259,0.25,-0.1930889142444374,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.27404082508801, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,0.15,0.2729849863440883,0.08161827766447828,0.25,-0.19136670867961003,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.2729849863440883, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,0.2,0.2708846344222912,0.0827891229684039,0.25,-0.1880955114538873,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.2708846344222912, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,0.25,0.26817652328531,0.08428508852280352,0.25,-0.18389143476250647,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.26817652328531, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,0.3,0.2798839345571752,0.08054442773307284,0.25,-0.19933950682410234,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.2798839345571752, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,0.35,0.2729389484528247,0.08431118188684154,0.25,-0.18862776656598312,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.2729389484528247, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,0.4,0.2754914307977498,0.08478816263402456,0.25,-0.19070326816372524,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.2754914307977498, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,0.45,0.2669876331106966,0.09077997220895269,0.25,-0.17620766090174395,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.2669876331106966, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,0.5,0.25652932675382156,0.09823041885105523,0.25,-0.15829890790276635,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.25652932675382156, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,0.55,0.23936625948828533,0.10930409574164564,0.25,-0.1300621637466397,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.23936625948828533, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,0.6,0.2284931287109094,0.1163945857579678,0.25,-0.11209854295294161,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.2284931287109094, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,0.65,0.21781928612670362,0.1252562437335978,0.25,-0.09256304239310581,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.21781928612670362, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,0.7,0.2082207244620855,0.13130887690552406,0.25,-0.07691184755656144,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.2082207244620855, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,0.75,0.20042294663723653,0.13593334503497942,0.25,-0.06448960160225711,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.20042294663723653, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,0.8,0.19418797282431316,0.13938906776175117,0.25,-0.05479890506256199,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.19418797282431316, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,0.85,0.18917774007131777,0.1419912078695237,0.25,-0.04718653220179406,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.18917774007131777, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,0.9,0.18505202712909433,0.14404801761031988,0.25,-0.04100400951877445,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.18505202712909433, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,0.95,0.1812710589457382,0.14573182789211853,0.25,-0.03553923105361967,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1812710589457382, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,1.0,0.17784012441235472,0.14691214628166874,0.25,-0.030927978130685985,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.17784012441235472, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,1.05,0.17483220655643408,0.1477225687941899,0.25,-0.027109637762244176,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.17483220655643408, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,1.1,0.1722025097678355,0.14825890362135075,0.25,-0.023943606146484747,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1722025097678355, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,1.15,0.16989367479608514,0.14860333351146915,0.25,-0.021290341284615988,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.16989367479608514, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,1.2,0.16782832658998179,0.14879044578436273,0.25,-0.01903788080561905,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.16782832658998179, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,1.25,0.16597884817189348,0.1488638194804719,0.25,-0.01711502869142159,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.16597884817189348, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0.01,1.3,0.16431676470494042,0.14885292720709128,0.25,-0.015463837497849131,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.14885292720709128, ""gap_from_max"": 0.015463837497849131, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.16431676470494042, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0.01,1.35,0.16279034372101286,0.14877268354693493,0.25,-0.014017660174077934,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.14877268354693493, ""gap_from_max"": 0.014017660174077934, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.16279034372101286, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0.01,1.4,0.16141217719389156,0.14864136059714386,0.25,-0.012770816596747697,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.14864136059714386, ""gap_from_max"": 0.012770816596747697, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.16141217719389156, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0.01,1.45,0.16014038723899615,0.1484678969236392,0.25,-0.011672490315356943,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1484678969236392, ""gap_from_max"": 0.011672490315356943, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.16014038723899615, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0.01,1.5,0.15896639150952638,0.14828009747395315,0.25,-0.010686294035573224,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.14828009747395315, ""gap_from_max"": 0.010686294035573224, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.15896639150952638, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0.01,1.55,0.15787713858100652,0.1480482320047926,0.25,-0.009828906576213908,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1480482320047926, ""gap_from_max"": 0.009828906576213908, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.15787713858100652, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0.01,1.6,0.15686294282286586,0.14780640373783985,0.25,-0.009056539085026016,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.14780640373783985, ""gap_from_max"": 0.009056539085026016, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.15686294282286586, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0.01,1.65,0.15592790989494892,0.14754997432403694,0.25,-0.008377935570911987,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.14754997432403694, ""gap_from_max"": 0.008377935570911987, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.15592790989494892, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0.01,1.7,0.15503790870246414,0.1472791177120908,0.25,-0.007758790990373354,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1472791177120908, ""gap_from_max"": 0.007758790990373354, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.15503790870246414, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0.01,1.75,0.1542281374633864,0.14701992933143085,0.25,-0.007208208131955551,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.14701992933143085, ""gap_from_max"": 0.007208208131955551, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1542281374633864, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0.01,1.8,0.15344655569825158,0.1467435450472241,0.25,-0.006703010651027491,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1467435450472241, ""gap_from_max"": 0.006703010651027491, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.15344655569825158, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0.01,1.85,0.15267207361839563,0.14645225870280631,0.25,-0.006219814915589317,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.14645225870280631, ""gap_from_max"": 0.006219814915589317, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.15267207361839563, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0.01,1.9,0.15202949077056366,0.14618103375271016,0.25,-0.005848457017853498,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.14618103375271016, ""gap_from_max"": 0.005848457017853498, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.15202949077056366, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0.01,1.95,0.15133750070468632,0.1458941572435017,0.25,-0.005443343461184635,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1458941572435017, ""gap_from_max"": 0.005443343461184635, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.15133750070468632, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0.01,2.0,0.15076471824157073,0.1456139802154024,0.25,-0.005150738026168333,"[{""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1456139802154024, ""gap_from_max"": 0.005150738026168333, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.15076471824157073, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",False
6,0.05,0.05,0.1271287031010784,0.12460355293709371,0.25,-0.0025251501639846907,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12384973212778057, ""gap_from_max"": 0.0032789709732978373, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12460355293709371, ""gap_from_max"": 0.0025251501639846907, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1271287031010784, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12449191357524178, ""gap_from_max"": 0.0026367895258366247, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12370192864538761, ""gap_from_max"": 0.003426774455690798, ""unique_global_max"": false}]",False
6,0.05,0.1,0.129605964493926,0.12433969127912435,0.25,-0.0052662732148016506,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.1218936125777296, ""gap_from_max"": 0.007712351916196403, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12433969127912435, ""gap_from_max"": 0.0052662732148016506, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.129605964493926, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12423545123174225, ""gap_from_max"": 0.005370513262183754, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12174417341267632, ""gap_from_max"": 0.00786179108124968, ""unique_global_max"": false}]",False
6,0.05,0.15,0.12956702661516814,0.12439672458068562,0.25,-0.005170302034482516,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12197510023104227, ""gap_from_max"": 0.007591926384125869, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12439672458068562, ""gap_from_max"": 0.005170302034482516, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.12956702661516814, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.1241985473898286, ""gap_from_max"": 0.005368479225339534, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12170030259758699, ""gap_from_max"": 0.00786672401758115, ""unique_global_max"": false}]",False
6,0.05,0.2,0.12947510267212686,0.1244810150377845,0.25,-0.004994087634342365,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12210170191999345, ""gap_from_max"": 0.007373400752133413, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1244810150377845, ""gap_from_max"": 0.004994087634342365, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.12947510267212686, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12416092372598636, ""gap_from_max"": 0.005314178946140502, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12166421520819717, ""gap_from_max"": 0.007810887463929689, ""unique_global_max"": false}]",False
6,0.05,0.25,0.12936336435510812,0.12458067884300492,0.25,-0.004782685512103202,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12225731808492209, ""gap_from_max"": 0.007106046270186031, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12458067884300492, ""gap_from_max"": 0.004782685512103202, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.12936336435510812, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12411379576837042, ""gap_from_max"": 0.005249568586737696, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.1216270039821039, ""gap_from_max"": 0.007736360373004222, ""unique_global_max"": false}]",False
6,0.05,0.3,0.13070301549398547,0.12431264633589562,0.25,-0.006390369158089854,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12266214733939977, ""gap_from_max"": 0.008040868154585698, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12431264633589562, ""gap_from_max"": 0.006390369158089854, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.13070301549398547, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12310835947455412, ""gap_from_max"": 0.007594656019431351, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12108981005172252, ""gap_from_max"": 0.009613205442262948, ""unique_global_max"": false}]",False
6,0.05,0.35,0.13027133481053646,0.12442351809153916,0.25,-0.005847816718997298,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.1230360896449437, ""gap_from_max"": 0.007235245165592763, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12442351809153916, ""gap_from_max"": 0.005847816718997298, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.13027133481053646, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12312127856915779, ""gap_from_max"": 0.007150056241378669, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12133164741258057, ""gap_from_max"": 0.008939687397955892, ""unique_global_max"": false}]",False
6,0.05,0.4,0.1318014354191923,0.12420974643410751,0.25,-0.007591688985084777,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.1217053589333231, ""gap_from_max"": 0.010096076485869188, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12420974643410751, ""gap_from_max"": 0.007591688985084777, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1318014354191923, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12297504592394715, ""gap_from_max"": 0.00882638949524514, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12032218551217197, ""gap_from_max"": 0.011479249907020317, ""unique_global_max"": false}]",False
6,0.05,0.45,0.1315182832691941,0.12460154391556026,0.25,-0.006916739353633836,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12201578504164555, ""gap_from_max"": 0.009502498227548548, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12460154391556026, ""gap_from_max"": 0.006916739353633836, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1315182832691941, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.1228466356765348, ""gap_from_max"": 0.008671647592659301, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12005128923576565, ""gap_from_max"": 0.011466994033428449, ""unique_global_max"": false}]",False
6,0.05,0.5,0.13121295513478348,0.12506237728474462,0.25,-0.006150577850038863,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.1223665495985693, ""gap_from_max"": 0.008846405536214186, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12506237728474462, ""gap_from_max"": 0.006150577850038863, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.13121295513478348, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12268752760632744, ""gap_from_max"": 0.008525427528456045, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.11970773034970761, ""gap_from_max"": 0.011505224785075874, ""unique_global_max"": false}]",False
6,0.05,0.55,0.13043942808245554,0.12594529945520616,0.25,-0.0044941286272493775,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12262675999750958, ""gap_from_max"": 0.007812668084945962, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12594529945520616, ""gap_from_max"": 0.0044941286272493775, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.13043942808245554, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12276474504889051, ""gap_from_max"": 0.007674683033565027, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.11907429482937879, ""gap_from_max"": 0.011365133253076753, ""unique_global_max"": false}]",False
6,0.05,0.6,0.1302543534887743,0.12616879122161978,0.25,-0.004085562267154508,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12281824972941724, ""gap_from_max"": 0.007436103759357049, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12616879122161978, ""gap_from_max"": 0.004085562267154508, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1302543534887743, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12267963127916486, ""gap_from_max"": 0.007574722209609433, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.11897619829145867, ""gap_from_max"": 0.01127815519731562, ""unique_global_max"": false}]",False
6,0.05,0.65,0.12980444466777424,0.12649545727926081,0.25,-0.003308987388513429,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12337410685256454, ""gap_from_max"": 0.0064303378152097, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12649545727926081, ""gap_from_max"": 0.003308987388513429, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.12980444466777424, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12253081132901218, ""gap_from_max"": 0.007273633338762062, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.11896446659533257, ""gap_from_max"": 0.010839978072441678, ""unique_global_max"": false}]",False
6,0.05,0.7,0.12965045781125192,0.126735395637665,0.25,-0.0029150621735869187,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12353682715742251, ""gap_from_max"": 0.006113630653829416, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.126735395637665, ""gap_from_max"": 0.0029150621735869187, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.12965045781125192, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12245472915999649, ""gap_from_max"": 0.007195728651255437, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.11878200762474356, ""gap_from_max"": 0.010868450186508366, ""unique_global_max"": false}]",False
