L,p,h,m_pi2,strongest_other,other_q_over_pi,competing_excess,near_peaks,preparation_failed
4,0.05,0.9,0.13499163401895037,0.12871128977701812,0.25,-0.006280344241932245,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12160326161590426, ""gap_from_max"": 0.013388372403046106, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12871128977701812, ""gap_from_max"": 0.006280344241932245, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.13499163401895037, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",True
4,0.05,0.95,0.13466113541992794,0.1290572731045699,0.25,-0.0056038623153580325,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12194281358422333, ""gap_from_max"": 0.012718321835704607, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1290572731045699, ""gap_from_max"": 0.0056038623153580325, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.13466113541992794, ""gap_from_max"": 0.0, ""unique_global_max"": false}]",True
4,0.05,1.0,0.1317685387093775,0.12752103358436753,0.25,-0.004247505125009959,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12193067093615713, ""gap_from_max"": 0.009837867773220363, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12752103358436753, ""gap_from_max"": 0.004247505125009959, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1317685387093775, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12095291293416455, ""gap_from_max"": 0.010815625775212945, ""unique_global_max"": false}]",False
4,0.05,1.05,0.13124401409014072,0.12741570321602527,0.25,-0.003828310874115448,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12215655188603543, ""gap_from_max"": 0.009087462204105293, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12741570321602527, ""gap_from_max"": 0.003828310874115448, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.13124401409014072, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12119183172848859, ""gap_from_max"": 0.010052182361652132, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.11814035004465039, ""gap_from_max"": 0.013103664045490335, ""unique_global_max"": false}]",False
4,0.05,1.1,0.13079492525636172,0.12730913521410317,0.25,-0.0034857900422585464,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12234313665902358, ""gap_from_max"": 0.008451788597338139, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12730913521410317, ""gap_from_max"": 0.0034857900422585464, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.13079492525636172, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12140694282304113, ""gap_from_max"": 0.00938798243332059, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.11863485675395974, ""gap_from_max"": 0.012160068502401977, ""unique_global_max"": false}]",False
4,0.05,1.15,0.1303976833438978,0.12719945494004456,0.25,-0.003198228403853254,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12250018362536172, ""gap_from_max"": 0.007897499718536094, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12719945494004456, ""gap_from_max"": 0.003198228403853254, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1303976833438978, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12160688433656597, ""gap_from_max"": 0.008790799007331845, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.11909177113361591, ""gap_from_max"": 0.011305912210281904, ""unique_global_max"": false}]",False
4,0.05,1.2,0.13006186983639714,0.1271032401012233,0.25,-0.002958629735173829,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12263532033788291, ""gap_from_max"": 0.007426549498514234, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1271032401012233, ""gap_from_max"": 0.002958629735173829, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.13006186983639714, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12177807437402928, ""gap_from_max"": 0.008283795462367863, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.1194783110388101, ""gap_from_max"": 0.010583558797587045, ""unique_global_max"": false}]",False
4,0.05,1.25,0.12975828096113656,0.12700728324988597,0.25,-0.0027509977112505912,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12275320048479815, ""gap_from_max"": 0.00700508047633841, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12700728324988597, ""gap_from_max"": 0.0027509977112505912, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.12975828096113656, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12193825244627585, ""gap_from_max"": 0.007820028514860716, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.11983916620059692, ""gap_from_max"": 0.009919114760539638, ""unique_global_max"": false}]",False
4,0.05,1.3,0.12948685334578355,0.1269162871422581,0.25,-0.002570566203525443,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12285746198077717, ""gap_from_max"": 0.006629391365006385, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1269162871422581, ""gap_from_max"": 0.002570566203525443, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.12948685334578355, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.1220845489171439, ""gap_from_max"": 0.00740230442863965, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12016715920884742, ""gap_from_max"": 0.009319694136936132, ""unique_global_max"": false}]",False
4,0.05,1.35,0.1292435133249952,0.1268311853000929,0.25,-0.002412328024902294,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12295097877283331, ""gap_from_max"": 0.006292534552161888, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1268311853000929, ""gap_from_max"": 0.002412328024902294, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1292435133249952, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12221775352476233, ""gap_from_max"": 0.0070257598002328725, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12046411692745848, ""gap_from_max"": 0.00877939639753672, ""unique_global_max"": false}]",False
4,0.05,1.4,0.12902093937375594,0.1267499079073562,0.25,-0.002271031466399731,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12303642789955507, ""gap_from_max"": 0.005984511474200871, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1267499079073562, ""gap_from_max"": 0.002271031466399731, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.12902093937375594, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12234117418156214, ""gap_from_max"": 0.006679765192193807, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12073952917509237, ""gap_from_max"": 0.008281410198663575, ""unique_global_max"": false}]",False
4,0.05,1.45,0.12881366471077252,0.1266697233668015,0.25,-0.0021439413439710286,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12311333824248574, ""gap_from_max"": 0.005700326468286776, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1266697233668015, ""gap_from_max"": 0.0021439413439710286, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.12881366471077252, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12245889946265442, ""gap_from_max"": 0.006354765248118094, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12100208667705095, ""gap_from_max"": 0.007811578033721567, ""unique_global_max"": false}]",False
4,0.05,1.5,0.12863119347826857,0.1266005450488151,0.25,-0.002030648429453469,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12318595466070864, ""gap_from_max"": 0.0054452388175599276, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1266005450488151, ""gap_from_max"": 0.002030648429453469, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.12863119347826857, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12256150070296866, ""gap_from_max"": 0.006069692775299909, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12122756687918276, ""gap_from_max"": 0.007403626599085805, ""unique_global_max"": false}]",False
4,0.05,1.55,0.1284144497566226,0.12649648052294268,0.25,-0.0019179692336799281,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12324597938366516, ""gap_from_max"": 0.005168470372957451, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12649648052294268, ""gap_from_max"": 0.0019179692336799281, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1284144497566226, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12269497499195463, ""gap_from_max"": 0.005719474764667984, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12154221007329111, ""gap_from_max"": 0.006872239683331505, ""unique_global_max"": false}]",False
4,0.05,1.6,0.12830368591452337,0.12647079709470163,0.25,-0.001832888819821743,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12331609211973224, ""gap_from_max"": 0.004987593794791134, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12647079709470163, ""gap_from_max"": 0.001832888819821743, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.12830368591452337, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12274876913296882, ""gap_from_max"": 0.00555491678155455, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.1216374035958751, ""gap_from_max"": 0.00666628231864827, ""unique_global_max"": false}]",False
4,0.05,1.65,0.1280834937974282,0.12635199332995486,0.25,-0.0017315004674733347,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12336378460926144, ""gap_from_max"": 0.0047197091881667624, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12635199332995486, ""gap_from_max"": 0.0017315004674733347, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1280834937974282, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12289019024226366, ""gap_from_max"": 0.005193303555164536, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12198486065144239, ""gap_from_max"": 0.006098633145985813, ""unique_global_max"": false}]",False
4,0.05,1.7,0.12797877765653362,0.12632104057536692,0.25,-0.0016577370811667047,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.1234243260216012, ""gap_from_max"": 0.004554451634932427, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12632104057536692, ""gap_from_max"": 0.0016577370811667047, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.12797877765653362, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12294490928447675, ""gap_from_max"": 0.005033868372056868, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12208621894564009, ""gap_from_max"": 0.005892558710893531, ""unique_global_max"": false}]",False
4,0.05,1.75,0.12788491081451403,0.12629581278395047,0.25,-0.0015890980305635627,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12348407091031176, ""gap_from_max"": 0.004400839904202272, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12629581278395047, ""gap_from_max"": 0.0015890980305635627, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.12788491081451403, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.1229924236276339, ""gap_from_max"": 0.004892487186880123, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12216963463748635, ""gap_from_max"": 0.0057152761770276755, ""unique_global_max"": false}]",False
4,0.05,1.8,0.1277106749900193,0.1262004378493103,0.25,-0.0015102371407090254,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12352419226446268, ""gap_from_max"": 0.004186482725556634, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1262004378493103, ""gap_from_max"": 0.0015102371407090254, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1277106749900193, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12310490496480206, ""gap_from_max"": 0.004605770025217254, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12244377212726507, ""gap_from_max"": 0.005266902862754247, ""unique_global_max"": false}]",False
4,0.05,1.85,0.1276194126479924,0.12617041279229269,0.25,-0.001448999855699712,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12357678004217319, ""gap_from_max"": 0.004042632605819205, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12617041279229269, ""gap_from_max"": 0.001448999855699712, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1276194126479924, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12315391826404615, ""gap_from_max"": 0.00446549438394625, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12253573254915816, ""gap_from_max"": 0.0050836800988342395, ""unique_global_max"": false}]",False
4,0.05,1.9,0.12753663380462568,0.1261445357192625,0.25,-0.0013920980853631693,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12362767869505689, ""gap_from_max"": 0.00390895510956879, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1261445357192625, ""gap_from_max"": 0.0013920980853631693, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.12753663380462568, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12319796797619204, ""gap_from_max"": 0.0043386658284336466, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.1226140463047756, ""gap_from_max"": 0.004922587499850084, ""unique_global_max"": false}]",False
4,0.05,1.95,0.1274599037706586,0.1261210324376039,0.25,-0.0013388713330547142,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12367669075411959, ""gap_from_max"": 0.0037832130165390138, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.1261210324376039, ""gap_from_max"": 0.0013388713330547142, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1274599037706586, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.12323885549192803, ""gap_from_max"": 0.004221048278730571, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12268372584549707, ""gap_from_max"": 0.004776177925161537, ""unique_global_max"": false}]",False
4,0.05,2.0,0.12739167087974546,0.12610280679608843,0.25,-0.0012888640836570264,"[{""k"": 0, ""partner_k"": 0, ""q_over_pi"": 0.0, ""value"": 0.12372545469133035, ""gap_from_max"": 0.003666216188415103, ""unique_global_max"": false}, {""k"": 1, ""partner_k"": 7, ""q_over_pi"": 0.25, ""value"": 0.12610280679608843, ""gap_from_max"": 0.0012888640836570264, ""unique_global_max"": false}, {""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.12739167087974546, ""gap_from_max"": 0.0, ""unique_global_max"": false}, {""k"": 3, ""partner_k"": 5, ""q_over_pi"": 0.75, ""value"": 0.1232738074430197, ""gap_from_max"": 0.004117863436725752, ""unique_global_max"": false}, {""k"": 4, ""partner_k"": 4, ""q_over_pi"": 1.0, ""value"": 0.12273797507095675, ""gap_from_max"": 0.004653695808788702, ""unique_global_max"": false}]",False
6,0,0.05,0.4996312618625597,0.0001231800357090564,0.25,-0.49950808182685064,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.4996312618625597, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,0.1,0.49849424759645566,0.0005063576031151578,0.25,-0.4979878899933405,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.49849424759645566, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,0.15,0.4964906738571585,0.0011943971609610633,0.25,-0.49529627669619747,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.4964906738571585, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,0.2,0.49343860154244157,0.002274538044549177,0.25,-0.4911640634978924,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.49343860154244157, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,0.25,0.48904328320831936,0.0038978137529281248,0.25,-0.4851454694553912,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.48904328320831936, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,0.3,0.48284210021785284,0.0063116458230476225,0.25,-0.47653045439480524,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.48284210021785284, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,0.35,0.47409428504955503,0.00997431719983313,0.25,-0.4641199678497219,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.47409428504955503, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,0.4,0.46151401867947844,0.015715632791766892,0.25,-0.44579838588771153,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.46151401867947844, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,0.45,0.4440364477250272,0.024324358409492146,0.25,-0.41971208931553505,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.4440364477250272, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,0.5,0.42070847174338244,0.03665819670980946,0.25,-0.384050275033573,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.42070847174338244, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,0.55,0.3908329980469415,0.05339873723175845,0.25,-0.337434260815183,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.3908329980469415, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,0.6,0.3591034308474458,0.07202384508759412,0.25,-0.28707958575985165,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.3591034308474458, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,0.65,0.3276774608151669,0.09099202093980878,0.25,-0.23668543987535812,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.3276774608151669, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,0.7,0.30111685070838656,0.10680112446922427,0.25,-0.1943157262391623,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.30111685070838656, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,0.75,0.27943709349260687,0.11945060661643463,0.25,-0.15998648687617223,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.27943709349260687, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,0.8,0.2621133887479603,0.12920047420877834,0.25,-0.13291291453918197,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.2621133887479603, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,0.85,0.24827482158116557,0.13660272036841753,0.25,-0.11167210121274804,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.24827482158116557, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,0.9,0.23710515821925543,0.14220629228571036,0.25,-0.09489886593354507,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.23710515821925543, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,0.95,0.22792684906599578,0.1464825626012392,0.25,-0.08144428646475657,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.22792684906599578, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,1.0,0.22034801416385033,0.14969078165592414,0.25,-0.07065723250792619,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.22034801416385033, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,1.05,0.2140049296416493,0.1520848904412528,0.25,-0.06192003920039649,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.2140049296416493, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,1.1,0.2086296158238111,0.15385358074968902,0.25,-0.05477603507412207,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.2086296158238111, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,1.15,0.20401014551044405,0.15514747323808345,0.25,-0.0488626722723606,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.20401014551044405, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,1.2,0.1999927350856397,0.15607648194538798,0.25,-0.043916253140251715,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1999927350856397, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,1.25,0.1964604353696516,0.15672275063424862,0.25,-0.039737684735402984,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1964604353696516, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,1.3,0.19332493593810537,0.1571480645878498,0.25,-0.036176871350255574,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.19332493593810537, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,1.35,0.190516771563772,0.15740155503828326,0.25,-0.03311521652548874,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.190516771563772, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,1.4,0.1879853425036767,0.15751653102531316,0.25,-0.030468811478363556,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1879853425036767, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,1.45,0.18568529247116314,0.1575242485997686,0.25,-0.028161043871394537,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.18568529247116314, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,1.5,0.18358050170370258,0.15744995059533573,0.25,-0.026130551108366845,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.18358050170370258, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,1.55,0.18164869682437185,0.15730581600013196,0.25,-0.024342880824239882,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.18164869682437185, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
6,0,1.6,0.1798627726939378,0.1571102227549598,0.25,-0.02275254993897799,"[{""k"": 2, ""partner_k"": 6, ""q_over_pi"": 0.5, ""value"": 0.1798627726939378, ""gap_from_max"": 0.0, ""unique_global_max"": true}]",False
