kappa,L,p,feature,index,h,height,interval_low,interval_high,step,endpoint,prominence,half_prominence_width,observable_range,coarse_grid_stable,resolved,status,reasons
0.8,4,0.05,order,20,1.05,0.009500245888731884,1.05,1.1,0.05,True,0.0,,0.003852343210395265,False,False,not_resolved,"[""endpoint_peak"", ""insufficient_observable_range"", ""insufficient_derivative_prominence"", ""numerical_floor"", ""coarse_grid_unstable""]"
0.8,4,0.05,order,29,1.5,0.003992149541498957,1.45,1.55,0.05,False,9.469058662525676e-05,0.028301284082813894,0.003852343210395265,False,False,not_resolved,"[""insufficient_observable_range"", ""insufficient_derivative_prominence"", ""coarse_grid_unstable""]"
0.8,4,0.05,order,31,1.6,0.0033095595919441223,1.55,1.65,0.05,False,3.4483954492126045e-05,0.03925498438377613,0.003852343210395265,False,False,not_resolved,"[""insufficient_observable_range"", ""insufficient_derivative_prominence"", ""coarse_grid_unstable""]"
0.8,4,0.05,order,34,1.75,0.002681026665143138,1.7,1.8,0.05,False,0.0006951968360013883,0.09257949005685938,0.003852343210395265,False,False,not_resolved,"[""insufficient_observable_range"", ""insufficient_derivative_prominence"", ""coarse_grid_unstable""]"
0.8,4,0.05,mx,1,0.1,0.07624613181883871,0.05,0.15,0.05,False,0.0018101675131632078,0.030299119342463588,0.033324128837692674,False,False,not_resolved,"[""insufficient_derivative_prominence"", ""coarse_grid_unstable""]"
0.8,4,0.05,mx,8,0.45,0.12741104610300624,0.4,0.45,0.05,True,0.0,,0.033324128837692674,False,False,not_resolved,"[""endpoint_peak"", ""insufficient_derivative_prominence"", ""numerical_floor"", ""coarse_grid_unstable""]"
0.8,4,0.05,mx,20,1.05,0.027370186574750877,1.05,1.1,0.05,True,0.0,,0.01828730840849216,False,False,not_resolved,"[""endpoint_peak"", ""insufficient_observable_range"", ""insufficient_derivative_prominence"", ""numerical_floor"", ""coarse_grid_unstable""]"
0.8,4,0.05,mx,30,1.55,0.01821746393615875,1.5,1.6,0.05,False,0.003804190383068562,0.052582064344206626,0.01828730840849216,False,False,not_resolved,"[""insufficient_observable_range"", ""insufficient_derivative_prominence"", ""coarse_grid_unstable""]"
0.8,4,0.05,mx,33,1.7,0.023187570535688762,1.65,1.75,0.05,False,0.01028885296224269,0.05265227382234264,0.01828730840849216,False,False,not_resolved,"[""insufficient_observable_range"", ""insufficient_derivative_prominence"", ""coarse_grid_unstable""]"
0.8,4,0.05,mx,37,1.9,0.02012739914490913,1.85,1.95,0.05,False,0.0019745559813464375,0.12061403140726812,0.01828730840849216,False,False,not_resolved,"[""insufficient_observable_range"", ""insufficient_derivative_prominence"", ""coarse_grid_unstable""]"
0.8,6,0,order,11,0.6,0.6315553723177465,0.55,0.65,0.05,False,0.6107790503197363,0.37882276669119186,0.3304229497503519,True,True,resolved,[]
0.8,6,0,mx,9,0.5,1.4453845239937961,0.45,0.55,0.05,False,0.8185280094031441,0.31057088607817745,0.910798830443603,True,True,resolved,[]
0.8,6,0.01,order,3,0.2,0.04808463058778356,0.15,0.25,0.05,False,0.13807763193662348,0.08772095498785293,0.024384325766052428,False,False,not_resolved,"[""coarse_grid_unstable""]"
0.8,6,0.01,order,9,0.5,0.22871121383572035,0.45,0.5,0.05,True,0.0,,0.024384325766052428,False,False,not_resolved,"[""endpoint_peak"", ""insufficient_derivative_prominence"", ""numerical_floor"", ""coarse_grid_unstable""]"
0.8,6,0.01,order,13,0.7,0.17158359661623646,0.7,0.75,0.05,True,0.0,,0.05745600622051478,False,False,not_resolved,"[""endpoint_peak"", ""insufficient_derivative_prominence"", ""numerical_floor"", ""coarse_grid_unstable""]"
0.8,6,0.01,mx,0,0.05,0.6731558549399739,0.05,0.1,0.05,True,0.0,,0.18420657653505002,False,False,not_resolved,"[""endpoint_peak"", ""insufficient_derivative_prominence"", ""numerical_floor"", ""coarse_grid_unstable"", ""unchecked_branch_switch""]"
0.8,6,0.01,mx,3,0.2,0.34812579058477033,0.15,0.25,0.05,False,0.023821147722269786,0.03831358230614304,0.18420657653505002,False,False,not_resolved,"[""coarse_grid_unstable""]"
0.8,6,0.01,mx,9,0.5,0.6122474807155633,0.45,0.5,0.05,True,0.0,,0.18420657653505002,False,False,not_resolved,"[""endpoint_peak"", ""insufficient_derivative_prominence"", ""numerical_floor"", ""coarse_grid_unstable""]"
0.8,6,0.01,mx,13,0.7,0.45384939604328567,0.7,0.75,0.05,True,0.0,,0.21447406976598904,False,False,not_resolved,"[""endpoint_peak"", ""insufficient_derivative_prominence"", ""numerical_floor"", ""coarse_grid_unstable""]"
0.8,6,0.01,mx,36,1.85,0.06359409576586206,1.8,1.9,0.05,False,0.004872687304706247,0.05181458330781688,0.21447406976598904,False,False,not_resolved,"[""insufficient_derivative_prominence"", ""coarse_grid_unstable""]"
0.8,6,0.01,mx,39,2.0,0.08781793931233395,1.95,2.0,0.05,True,0.0,,0.21447406976598904,False,False,not_resolved,"[""endpoint_peak"", ""insufficient_derivative_prominence"", ""numerical_floor"", ""coarse_grid_unstable""]"
0.8,6,0.05,order,3,0.2,0.002036622600600335,0.15,0.25,0.05,False,0.014506107187176598,0.0880310983239912,0.004672732318113881,False,False,not_resolved,"[""insufficient_observable_range"", ""insufficient_derivative_prominence"", ""coarse_grid_unstable""]"
0.8,6,0.05,order,5,0.3,-0.009079704554283419,0.25,0.35,0.05,False,0.003199423664302481,0.06699832727315758,0.004672732318113881,False,False,not_resolved,"[""insufficient_observable_range"", ""insufficient_derivative_prominence"", ""coarse_grid_unstable"", ""unchecked_branch_switch""]"
0.8,6,0.05,order,9,0.5,0.010788551867385587,0.45,0.55,0.05,False,0.010942927758866183,0.21192119175983734,0.004672732318113881,False,False,not_resolved,"[""insufficient_observable_range"", ""insufficient_derivative_prominence"", ""coarse_grid_unstable""]"
0.8,6,0.05,order,20,1.05,0.0024479892791509084,1.0,1.1,0.05,False,0.0022455760929800395,0.6338326039855011,0.004672732318113881,False,False,not_resolved,"[""insufficient_observable_range"", ""insufficient_derivative_prominence"", ""coarse_grid_unstable""]"
0.8,6,0.05,order,30,1.55,0.0014102565325637695,1.5,1.6,0.05,False,2.9671195602487543e-05,0.030509121420764097,0.004672732318113881,False,False,not_resolved,"[""insufficient_observable_range"", ""insufficient_derivative_prominence"", ""coarse_grid_unstable""]"
0.8,6,0.05,order,35,1.8,0.001239963438782521,1.75,1.85,0.05,False,0.00025505530849101454,0.05038995623327054,0.004672732318113881,False,False,not_resolved,"[""insufficient_observable_range"", ""insufficient_derivative_prominence"", ""coarse_grid_unstable""]"
0.8,6,0.05,mx,0,0.05,0.11460913378900772,0.05,0.1,0.05,True,0.0,,0.057403548971575055,False,False,not_resolved,"[""endpoint_peak"", ""insufficient_derivative_prominence"", ""numerical_floor"", ""coarse_grid_unstable"", ""unchecked_branch_switch""]"
0.8,6,0.05,mx,3,0.2,0.016512665601357952,0.15,0.25,0.05,False,0.0009394692889519093,0.02886313980253581,0.057403548971575055,False,False,not_resolved,"[""insufficient_derivative_prominence"", ""coarse_grid_unstable""]"
0.8,6,0.05,mx,10,0.55,0.11973679028581766,0.5,0.6,0.05,False,0.13570082657925242,0.10888008822023815,0.057403548971575055,True,True,resolved,[]
0.8,6,0.05,mx,17,0.9,0.06267725223373694,0.85,0.95,0.05,False,0.04890785323197838,0.3501552447143157,0.057403548971575055,True,True,resolved,[]
0.8,6,0.05,mx,31,1.6,0.02052393029045818,1.55,1.65,0.05,False,0.00031820789638858926,0.03116225069623635,0.057403548971575055,False,False,not_resolved,"[""insufficient_derivative_prominence"", ""coarse_grid_unstable""]"
0.8,6,0.05,mx,33,1.7,0.019717309773341407,1.65,1.75,0.05,False,0.00048433595347496805,0.04336814733648353,0.057403548971575055,False,False,not_resolved,"[""insufficient_derivative_prominence"", ""coarse_grid_unstable""]"
0.8,6,0.05,mx,36,1.85,0.01775877273753934,1.8,1.9,0.05,False,0.0010950942630196803,0.031862570014422074,0.057403548971575055,False,False,not_resolved,"[""insufficient_derivative_prominence"", ""coarse_grid_unstable""]"
0.8,6,0.05,mx,39,2.0,0.03372282100635893,1.95,2.0,0.05,True,0.0,,0.057403548971575055,False,False,not_resolved,"[""endpoint_peak"", ""insufficient_derivative_prominence"", ""numerical_floor"", ""coarse_grid_unstable""]"
