task,n,kappa,h,method,region,joint_pass,observable_pass,state_pass,candidate_checkpoint_exists,all_saved_growth_or_probe_exists,random_restart_runs,random_restart_pass,warm_continuations,warm_pass,oracle_runs,oracle_pass,actual_stop,cnots,delta_e,fidelity,tags,source
confirmation,8,0.523,0.068,B3,low_field,False,False,False,False,,0,0,0,0,0,0,budget,128,0.0008611196673072863,0.9699218316064696,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/3463029b2eba0bdc8874a323e23df58f23249141c9804ac7155c57dcc8870798.npz
confirmation,8,0.523,0.093,C0,low_field,False,False,False,False,,0,0,0,0,0,0,budget,127,0.0008790931866095031,0.9858735531408342,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/a9e5e029250452fe4e74cc44e384f92bfc765c9b958b74341da712fed996836d.npz
confirmation,8,0.523,0.093,C1,low_field,False,True,False,False,,0,0,0,0,0,0,budget,128,0.0009580372485290534,0.9766295278599314,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/30032271d6df098e04d2016a8ed019327f9d31fc1fc751fab03a3b54e5c1708d.npz
confirmation,8,0.523,0.093,H6,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,127,0.00020116005960968408,0.9971514348769798,selected_pass,results/stage6_v1/domain_wall_candidates/cache/9ec7727efe31e63b5c3a7045a76a1c6b7c92405e509662fe7279bfa90983b96c.npz
confirmation,8,0.523,0.093,B3,low_field,False,False,False,False,,0,0,0,0,0,0,budget,128,0.0007889196484406336,0.9855377725035309,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/1aebcd96d68e9dc84da4dab128b4a7c080915a505381f7f4d105cd65aba82584.npz
confirmation,8,0.523,0.138,C0,low_field,False,False,False,False,,0,0,0,0,0,0,budget,128,0.0012818262086884413,0.9844868767023052,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/2f1e459689465449b8430dcec5c179fe0bd9b13ab4cfa82209314447a67cea73.npz
confirmation,8,0.523,0.138,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,127,0.0004227686595849045,0.9979163714151149,selected_pass,results/stage6_v1/domain_wall_candidates/cache/87e74f4a54d03035862431f0d2d70e9c4b21d6dfdf877f1cd7a0a22ec77145dd.npz
confirmation,8,0.523,0.138,H6,low_field,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,127,0.00012882896220867135,0.9987141697944609,selected_pass,results/stage6_v1/domain_wall_candidates/cache/c13cbec808927478ade791f9932dc56afc4e8759d15505addfe5a05d480fef09.npz
confirmation,8,0.523,0.138,B3,low_field,False,False,False,False,,0,0,0,0,0,0,budget,128,0.0012818261761878835,0.9844867302056464,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/1fb6ef58664ce2f9280dc5f4cfda65c7aba20f0759f8f1309cce662999572975.npz
confirmation,8,0.539,0.013,C0,low_field,False,True,False,True,,0,0,0,0,0,0,budget,64,1.5773200190416503e-08,0.5000000463792389,qualified_checkpoint_candidate_found_but_not_selected;recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/2cee18babc844b248de62f8e563657349c5675662da58f3d9ff4a3957c130df1.npz
confirmation,8,0.539,0.013,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,64,1.8687138281237026e-08,0.9999995332349835,selected_pass,results/stage6_v1/domain_wall_candidates/cache/2499dbed5483e45e97e8f0fb38f6f68b9516f54ee45e92a2282d8cf6eafdf896.npz
confirmation,8,0.539,0.013,H6,low_field,False,True,False,True,,0,0,0,0,0,0,energy_stagnation,45,1.7116860040466975e-08,0.5000000198016576,qualified_checkpoint_candidate_found_but_not_selected,results/stage6_v1/domain_wall_candidates/cache/f8aeaba5d4c4a53350fac15efcaa46864215f8ecbfe45cf94bd70d08fe5bf919.npz
confirmation,8,0.539,0.013,B3,low_field,True,True,True,True,,0,0,0,0,0,0,pool_gradient,6,7.843857817380062e-05,0.9997076911782372,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/f22eef08f59735fe8248512a2deba5f2c589cd09214c0066d26932eed92c8b1b.npz
confirmation,8,0.539,0.028,C0,low_field,False,True,False,True,,0,0,0,0,0,0,budget,64,3.750092237853053e-07,0.5000007344259434,qualified_checkpoint_candidate_found_but_not_selected;recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/663d5683100e7a02be2a4c5c75f85c5673dde1a8a39b607094cd6b316d94f80a.npz
confirmation,8,0.539,0.028,C1,low_field,False,True,False,True,,0,0,0,0,0,0,budget,64,3.613215208142506e-07,0.5000011717120267,qualified_checkpoint_candidate_found_but_not_selected;recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/ab1fe2f028b3ee1564fc9944ba87fbaebe63e999a1ce014992522c5b01e52de8.npz
confirmation,8,0.539,0.028,H6,low_field,False,True,False,True,,0,0,0,0,0,0,energy_stagnation,63,3.950386952000784e-07,0.5000004745586459,qualified_checkpoint_candidate_found_but_not_selected,results/stage6_v1/domain_wall_candidates/cache/eedfa60d9396ebd1ced951a3f37ac0e91a6a447dbf5b6abe9f672df89685726e.npz
confirmation,8,0.539,0.028,B3,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,32,8.01743379796882e-07,0.999978178356557,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/e208500c4aeec957547b986dd93b8ac58bf5f7e607d3945ed30952e5415ff8a4.npz
confirmation,8,0.539,0.044,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,6.534342827935191e-07,0.9999753505353306,selected_pass,results/stage6_v1/domain_wall_candidates/cache/c609c53e89da7e5fd04931f42745addb78610c393c18d4dc19d8c7742d61c9ab.npz
confirmation,8,0.539,0.044,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,96,9.358137624815299e-07,0.9999687919113532,selected_pass,results/stage6_v1/domain_wall_candidates/cache/f3977a96fbafd011a88ac7757f3c6a236006295f822df1e3bc1e821ef1e57dd4.npz
confirmation,8,0.539,0.044,H6,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,6.534342827935191e-07,0.9999753505353306,selected_pass,results/stage6_v1/domain_wall_candidates/cache/c609c53e89da7e5fd04931f42745addb78610c393c18d4dc19d8c7742d61c9ab.npz
confirmation,8,0.539,0.044,B3,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,32,5.412979450336586e-06,0.9998228687195887,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/a6ebd32eaec345b2007aa04222f40f92040a2f0ebd1ce5e5118918170e58fbd8.npz
confirmation,8,0.539,0.068,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,1.5886628042416362e-05,0.9987726800217009,selected_pass,results/stage6_v1/domain_wall_candidates/cache/99a07f3990a0189897287efdfbbbd049abf40759b7050122163b024efda4d043.npz
confirmation,8,0.539,0.068,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,1.5235154895210101e-05,0.9987746460478096,selected_pass,results/stage6_v1/domain_wall_candidates/cache/967d50dd6b677a40fa8ba270ffd8617fa17ba463511216dba8a88a3db3a37b8c.npz
confirmation,8,0.539,0.068,H6,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,1.5886628042416362e-05,0.9987726800217009,selected_pass,results/stage6_v1/domain_wall_candidates/cache/99a07f3990a0189897287efdfbbbd049abf40759b7050122163b024efda4d043.npz
confirmation,8,0.539,0.068,B3,low_field,True,True,True,True,,0,0,0,0,0,0,budget,32,4.4442114638942876e-05,0.9971366427073776,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/e318b0f81b23f4bf4e0383071f77beff32b322ea43cb290b9a1a6904864bcc08.npz
confirmation,8,0.539,0.093,C0,low_field,False,False,False,False,,0,0,0,0,0,0,budget,128,0.0007576444070326316,0.6673328005947654,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/9db90a26a62c44869177528d09fc7c96209a8937e34b89433b1c0c5e44772a91.npz
confirmation,8,0.539,0.093,C1,low_field,False,False,False,False,,0,0,0,0,0,0,budget,128,0.0007529709754429126,0.668801007276359,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/f9b2fe9c31ae20edb4345720f053c4b41d848bfcdc474b6ed984d3d567cc3720.npz
confirmation,8,0.539,0.093,H6,low_field,False,False,False,False,,0,0,0,0,0,0,energy_stagnation,127,0.0006663942657357813,0.44553592591479463,still_uncertain,results/stage6_v1/domain_wall_candidates/cache/9f8d60e5e3bb00543ae627bea28ca31e36fcdb337a8897a1686269b319e4b975.npz
confirmation,8,0.539,0.093,B3,low_field,False,False,False,False,,0,0,0,0,0,0,budget,64,0.0008219821086558055,0.6435092545340562,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/dce3d6f307e46eed0fc297c9de3d6cafcd0ed39300dcd2284065ac7ac3e6470f.npz
confirmation,8,0.539,0.138,C0,low_field,False,False,False,False,,0,0,0,0,0,0,budget,127,0.001752995631771781,0.9728784445920632,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/383c45b48cb8fa1395d6bedd05b49a84b2847f49434837124dc2ef782d470d50.npz
confirmation,8,0.539,0.138,C1,low_field,False,False,False,False,,0,0,0,0,0,0,budget,128,0.0010068502652929023,0.9866376441378681,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/13113f3f75e02db1ff6a1f92b62f6316c01e3db8ecf38d614f5cf11ebf77744c.npz
confirmation,8,0.539,0.138,H6,low_field,False,False,False,False,,0,0,0,0,0,0,parameter_cap160,127,0.0003653918144846946,0.9872843709252389,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/ed211bc211ab87d8bd7050a77dba8f101f8b0ead1c521c4e7fc4f8937f9b9604.npz
confirmation,8,0.539,0.138,B3,low_field,False,False,False,False,,0,0,0,0,0,0,budget,127,0.0017529956284338954,0.9728785026475021,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/1b085c3a24837fc7fdb55dddd58743d3ec079e57ce59ce87d927aba08cbda5aa.npz
confirmation,8,0.555,0.013,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,64,1.3125294295868173e-08,0.9999997706109702,selected_pass,results/stage6_v1/domain_wall_candidates/cache/88b39656be1c705ce00ec84bcfac6914a145f974363ed39939ed313844177a00.npz
confirmation,8,0.555,0.013,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,64,1.1298024182870847e-08,0.9999998106079985,selected_pass,results/stage6_v1/domain_wall_candidates/cache/c8d1e3dfd39a5a59c093e54255f232d4a23fb92fd1097fd2e47e60dce18f20ea.npz
confirmation,8,0.555,0.013,H6,low_field,False,True,False,True,,0,0,0,0,0,0,energy_stagnation,35,1.545367689370636e-08,0.5000000207468602,qualified_checkpoint_candidate_found_but_not_selected,results/stage6_v1/domain_wall_candidates/cache/4e3d171d063221267e12ac52638585e49d890c0bc7e64bf5db0635acb67b92fa.npz
confirmation,8,0.555,0.013,B3,low_field,True,True,True,True,,0,0,0,0,0,0,pool_gradient,6,7.616443935098971e-05,0.9997248890296273,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/32a2f4277e8040296771eb12e55206c641a93251aed9c1607f9cfdaef698f25f.npz
confirmation,8,0.555,0.028,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,64,2.4648300167573467e-07,0.999995507497906,selected_pass,results/stage6_v1/domain_wall_candidates/cache/9eaa04076f2215a3f4de6d29cb39e19a64995ec776b8cfa9ddefb6ed28b104c4.npz
confirmation,8,0.555,0.028,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,64,2.5617457988236225e-07,0.9999953460804245,selected_pass,results/stage6_v1/domain_wall_candidates/cache/7750cd623ce42b7252fcef5095ee8a747bf16d0c643df402d24b905d1bc65e85.npz
confirmation,8,0.555,0.028,H6,low_field,False,True,False,True,,0,0,0,0,0,0,energy_stagnation,63,3.4209337951285335e-07,0.5000004886685718,qualified_checkpoint_candidate_found_but_not_selected,results/stage6_v1/domain_wall_candidates/cache/8edef74caf9af9375231b6376ef72b2aa4ce1fffb86604807a49a04e507d09b4.npz
confirmation,8,0.555,0.028,B3,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,32,5.005382474054798e-07,0.9999908915371326,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/6be1686eaa42e79c70741a7362f444c1a896c3921fd5452d1272774c17a51d08.npz
confirmation,8,0.555,0.044,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,1.9112946603172531e-07,0.9999962363978814,selected_pass,results/stage6_v1/domain_wall_candidates/cache/41f5ecd4c3d9a79d545d24ea6bd451c9364240a3af35ce46680b54207d54b634.npz
confirmation,8,0.555,0.044,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,1.9322700761659206e-07,0.9999958536296722,selected_pass,results/stage6_v1/domain_wall_candidates/cache/c0111cc469f004bd7eece66b3bb323a376a97c26558ab6f976cc7bb09cb32757.npz
confirmation,8,0.555,0.044,H6,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,1.9112946603172531e-07,0.9999962363978814,selected_pass,results/stage6_v1/domain_wall_candidates/cache/41f5ecd4c3d9a79d545d24ea6bd451c9364240a3af35ce46680b54207d54b634.npz
confirmation,8,0.555,0.044,B3,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,32,3.219219859573741e-06,0.9999363436535912,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/68eb6726ba9c60306450f2980bd2aeea1a58d1e3e9bfce5812a4ddcb9fe344eb.npz
confirmation,8,0.555,0.068,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,3.429341700944555e-06,0.9998954545362592,selected_pass,results/stage6_v1/domain_wall_candidates/cache/a784c53e73ad40caf7848e49c75d7e6434cd15bbf3aad3a887a9f91944ee0fca.npz
confirmation,8,0.555,0.068,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,96,4.023128467589565e-06,0.9998887371706415,selected_pass,results/stage6_v1/domain_wall_candidates/cache/7131a0c707fe767b9ce5e02e5ec166f91df03c0a0f3f4470396b07d1efd532d2.npz
confirmation,8,0.555,0.068,H6,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,3.429341700944555e-06,0.9998954545362592,selected_pass,results/stage6_v1/domain_wall_candidates/cache/a784c53e73ad40caf7848e49c75d7e6434cd15bbf3aad3a887a9f91944ee0fca.npz
confirmation,8,0.555,0.068,B3,low_field,True,True,True,True,,0,0,0,0,0,0,budget,32,2.1277089020332873e-05,0.999461456886,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/78b0387f33d9a44edfc90ecb01a71c32b023d6439c291000110131ec2b0afa5b.npz
confirmation,8,0.555,0.093,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,3.142563438196522e-05,0.9984228885192705,selected_pass,results/stage6_v1/domain_wall_candidates/cache/9659c69196f2262205bf184621783c947f75de9a380fbf55081018c6619852f4.npz
confirmation,8,0.555,0.093,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,3.526612130821949e-05,0.9981862643954477,selected_pass,results/stage6_v1/domain_wall_candidates/cache/fafba0cf59ca98edae01d303d0f30a21f61e46f97bfe5a990a7369766d04f8ce.npz
confirmation,8,0.555,0.093,H6,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,3.142563438196522e-05,0.9984228885192705,selected_pass,results/stage6_v1/domain_wall_candidates/cache/9659c69196f2262205bf184621783c947f75de9a380fbf55081018c6619852f4.npz
confirmation,8,0.555,0.093,B3,low_field,True,True,True,True,,0,0,0,0,0,0,budget,32,0.00010092837285313738,0.9957383592285246,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/2dabb1ea5a7bf2712bc607dff902266c19cf36e90e75fb7300e5dce2882bb8d4.npz
confirmation,8,0.555,0.138,C0,low_field,False,False,False,False,,0,0,0,0,0,0,budget,128,0.0026552840907039243,0.514009027490261,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/16309846419cecb1055529b6c3f52edc509d8e3d08f3e2a772aa3488f8d064c3.npz
confirmation,8,0.555,0.138,C1,low_field,False,False,False,False,,0,0,0,0,0,0,budget,128,0.0023634623457226,0.731098634404316,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/2415850aa9893efb1c850380c3236e7fd834d14deec15a6bea0f7554e6d386d7.npz
confirmation,8,0.555,0.138,H6,low_field,False,False,False,False,,0,0,0,0,0,0,energy_stagnation,127,0.0008395789244094454,0.8013068856877283,still_uncertain,results/stage6_v1/domain_wall_candidates/cache/dae9a1d8c0508a534780cc4d3dae1bf7f6db6c1290af4a73ade2f1367512faec.npz
confirmation,8,0.555,0.138,B3,low_field,False,False,False,False,,0,0,0,0,0,0,budget,128,0.0026552840966944657,0.5140115484997273,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/2cd08a7370a073340e9c4d404d645d54067db5e8c515b96bec25394602bc68e4.npz
confirmation,8,0.663,0.235,C0,antiphase_band,True,True,True,True,,0,0,0,0,0,0,budget,128,0.0001891105341004229,0.9979542847265024,selected_pass,results/stage6_v1/domain_wall_candidates/cache/c3645b50902ed56f74e31fad9c0d0dfc00c5c27f2c9a0671c16dec5c88c1fa96.npz
confirmation,8,0.663,0.235,C1,antiphase_band,True,True,True,True,,0,0,0,0,0,0,budget,128,0.00015823863292607765,0.9984947025718831,selected_pass,results/stage6_v1/domain_wall_candidates/cache/c0d14a6552b4842b5e53e0a6f6d0ec06d058ead179210e56039adda90aa2a1d3.npz
confirmation,8,0.663,0.235,H6,antiphase_band,True,True,True,True,,0,0,0,0,0,0,budget,128,0.0001891105341004229,0.9979542847265024,selected_pass,results/stage6_v1/domain_wall_candidates/cache/c3645b50902ed56f74e31fad9c0d0dfc00c5c27f2c9a0671c16dec5c88c1fa96.npz
confirmation,8,0.663,0.235,B3,antiphase_band,True,True,True,True,,0,0,0,0,0,0,budget,96,0.00023060966984822517,0.9973504059749682,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/53b0a78676e9d100c0b8ba374c4af7e760fcb2a6e9a71b51c6ef9b4660eb1611.npz
confirmation,8,0.663,0.305,C0,antiphase_band,False,False,False,False,,0,0,0,0,0,0,budget,128,0.001160263532941852,0.9857023661722469,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/da019a3d777c454f62b4db44592f593fc986253a8026ea5c15588f1a60a939fd.npz
confirmation,8,0.663,0.305,C1,antiphase_band,False,False,False,False,,0,0,0,0,0,0,budget,128,0.00122749812853451,0.9838529056534476,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/dd8873f1993d78e93d8e6fa9175d62ba1019458589ee110ca9c061c179d45104.npz
confirmation,8,0.663,0.305,H6,antiphase_band,False,False,False,False,,0,0,0,0,0,0,budget,128,0.001160263532941852,0.9857023661722469,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/da019a3d777c454f62b4db44592f593fc986253a8026ea5c15588f1a60a939fd.npz
confirmation,8,0.663,0.305,B3,antiphase_band,False,False,False,False,,0,0,0,0,0,0,budget,128,0.0011602635257395022,0.9857018281035828,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/b1cdc9a5ef1256c3826118fc4c6fb335635f545846311fd68dc93607905eb957.npz
confirmation,8,0.663,0.375,C0,antiphase_band,False,False,True,False,,0,0,0,0,0,0,budget,128,0.0008511382321841898,0.9964835897080294,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/8bd0d6404e8be4c3b06dd62c471d25fffff1407a8b0652e37cebae73af106dc5.npz
confirmation,8,0.663,0.375,C1,antiphase_band,False,False,False,False,,0,0,0,0,0,0,budget,128,0.0020126935250842637,0.9865062491602405,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/8ac6cd0a24e6bf8ad8542c42f8d78c51cf4e53f92a02790ae951d1f54af67629.npz
confirmation,8,0.663,0.375,H6,antiphase_band,False,False,True,False,,0,0,0,0,0,0,budget,128,0.0008511382321841898,0.9964835897080294,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/8bd0d6404e8be4c3b06dd62c471d25fffff1407a8b0652e37cebae73af106dc5.npz
confirmation,8,0.663,0.375,B3,antiphase_band,False,False,False,False,,0,0,0,0,0,0,budget,127,0.002394267656584681,0.9806956146132885,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/b0210645a98c1a649ffbafcdef09d311d39e5cbb803ea04c96d87457669fc73e.npz
confirmation,8,0.663,0.445,C0,antiphase_band,False,False,True,False,,0,0,0,0,0,0,budget,127,0.0017002628583459023,0.9953579779836937,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/d1249cc5900810e7be4a2e5598aefa584ca68d065f4dc0225b8ae589e5325847.npz
confirmation,8,0.663,0.445,C1,antiphase_band,False,False,True,False,,0,0,0,0,0,0,budget,128,0.0018019443947678848,0.9934628235511411,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/425a5ac7ce528932195bb57275cd8ade9ed7a9642293716714d3a12cd675e7c7.npz
confirmation,8,0.663,0.445,H6,antiphase_band,False,False,True,False,,0,0,0,0,0,0,budget,127,0.0017002628583459023,0.9953579779836937,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/d1249cc5900810e7be4a2e5598aefa584ca68d065f4dc0225b8ae589e5325847.npz
confirmation,8,0.663,0.445,B3,antiphase_band,False,False,False,False,,0,0,0,0,0,0,budget,128,0.0023691934477008125,0.9890206352320947,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/af4713c825ce27ae7db0d94a42890f9e45408e03681337ab966b2e7076c9b358.npz
confirmation,8,0.663,0.515,C0,antiphase_band,False,False,True,False,,0,0,0,0,0,0,budget,128,0.0017205199130009285,0.9960146751661041,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/fc7ef3234394d41e58290386f5d8e1334581fc61d171e9156069d752226af260.npz
confirmation,8,0.663,0.515,C1,antiphase_band,False,False,True,False,,0,0,0,0,0,0,budget,128,0.0013967271778668744,0.9976161773685637,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/25494c047af013bd981288fbf6584bf0bd10cee27481269165c23ada5ba0867a.npz
confirmation,8,0.663,0.515,H6,antiphase_band,False,False,True,False,,0,0,0,0,0,0,budget,128,0.0017205199130009285,0.9960146751661041,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/fc7ef3234394d41e58290386f5d8e1334581fc61d171e9156069d752226af260.npz
confirmation,8,0.663,0.515,B3,antiphase_band,False,False,True,False,,0,0,0,0,0,0,budget,128,0.001924659770211501,0.9960821063166921,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/0e4db61c92e83bafe81f25ca1463730390b71e82b2d4498a3fe357295d1ab3f0.npz
confirmation,8,0.663,0.585,C0,antiphase_band,False,False,True,False,,0,0,0,0,0,0,budget,128,0.0011400262393217453,0.9974801546242341,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/e3b1285f2efe82affed9d68bfe8d5b7a35df81b77b221ba3682f133216917091.npz
confirmation,8,0.663,0.585,C1,antiphase_band,True,True,True,True,,0,0,0,0,0,0,budget,128,0.0006742471015178664,0.9989834360136695,selected_pass,results/stage6_v1/domain_wall_candidates/cache/8bd17a7e81616252842cfca14796891a89afb241648bfb09e25f91ed4fe1ca29.npz
confirmation,8,0.663,0.585,H6,antiphase_band,False,False,True,False,,0,0,0,0,0,0,budget,128,0.0011400262393217453,0.9974801546242341,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/e3b1285f2efe82affed9d68bfe8d5b7a35df81b77b221ba3682f133216917091.npz
confirmation,8,0.663,0.585,B3,antiphase_band,False,False,True,False,,0,0,0,0,0,0,budget,128,0.001602177037497543,0.9972035946109918,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/4c4cf4527013236507e316e377c2cf61e54a97b8800bae578fd1e59189df32fe.npz
confirmation,8,0.683,0.085,C0,interior,True,True,True,True,,0,0,0,0,0,0,budget,128,1.833819976981843e-07,0.9999990410174123,selected_pass,results/stage6_v1/domain_wall_candidates/cache/b55842cbd0b29721127dc48f1b8fe0cf750e12f4437d8bed7a0905a23728c2fa.npz
confirmation,8,0.683,0.085,C1,interior,True,True,True,True,,0,0,0,0,0,0,budget,128,1.6220124143817571e-07,0.9999991342550456,selected_pass,results/stage6_v1/domain_wall_candidates/cache/289315e2a06eb41e1e79e7ad738716f0d96a35a27b3518da862054293fe91fec.npz
confirmation,8,0.683,0.085,H6,interior,True,True,True,True,,0,0,0,0,0,0,budget,128,1.833819976981843e-07,0.9999990410174123,selected_pass,results/stage6_v1/domain_wall_candidates/cache/b55842cbd0b29721127dc48f1b8fe0cf750e12f4437d8bed7a0905a23728c2fa.npz
confirmation,8,0.683,0.085,B3,interior,True,True,True,True,,0,0,0,0,0,0,pool_gradient,32,6.336739842738304e-06,0.9999673507688026,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/267404436b0b022c9a22136fe308a2001ecf1d3d0a4bc1469e4196be4edd8f54.npz
confirmation,8,0.683,0.175,C0,interior,True,True,True,True,,0,0,0,0,0,0,budget,128,1.5902570876580313e-05,0.999887618661598,selected_pass,results/stage6_v1/domain_wall_candidates/cache/f01eb7252a28bf2582093a1728276d880b8fee06e5ef97d76b28c84d12a8bbf6.npz
confirmation,8,0.683,0.175,C1,interior,True,True,True,True,,0,0,0,0,0,0,budget,128,1.386904612543649e-05,0.9998995398685145,selected_pass,results/stage6_v1/domain_wall_candidates/cache/9db40b45422e1d3b7b9da44422fdd190fa13debe3fd2906009843620f69f4480.npz
confirmation,8,0.683,0.175,H6,interior,True,True,True,True,,0,0,0,0,0,0,budget,128,1.5902570876580313e-05,0.999887618661598,selected_pass,results/stage6_v1/domain_wall_candidates/cache/f01eb7252a28bf2582093a1728276d880b8fee06e5ef97d76b28c84d12a8bbf6.npz
confirmation,8,0.683,0.175,B3,interior,True,True,True,True,,0,0,0,0,0,0,budget,64,7.770249931438045e-05,0.999494781881726,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/dbf9a0b48586ef5a1b52a4a463a855a2ab9f1e893c50036c61485d69ded18e6c.npz
confirmation,8,0.683,1.675,C0,interior,True,True,True,True,,0,0,0,0,0,0,budget,128,3.198759922451444e-05,0.9999816090518572,selected_pass,results/stage6_v1/domain_wall_candidates/cache/d0d6b95daf402247c8f17cb1a8b01eb5fa487928c30d7d4dff92709aa6f50695.npz
confirmation,8,0.683,1.675,C1,interior,True,True,True,True,,0,0,0,0,0,0,budget,128,3.363289705182737e-05,0.9999785721739741,selected_pass,results/stage6_v1/domain_wall_candidates/cache/84d7f434961654042599ce24818ab821fe636fa685e0d3fda885cd3da6dba1e7.npz
confirmation,8,0.683,1.675,H6,interior,True,True,True,True,,0,0,0,0,0,0,budget,128,3.198759922451444e-05,0.9999816090518572,selected_pass,results/stage6_v1/domain_wall_candidates/cache/d0d6b95daf402247c8f17cb1a8b01eb5fa487928c30d7d4dff92709aa6f50695.npz
confirmation,8,0.683,1.675,B3,interior,True,True,True,True,,0,0,0,0,0,0,budget,96,8.126118318640962e-05,0.9999504729584129,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/837894c2bbefdc23b70cc34d317d16156fdc5df1902501d876b16b4e9d48a6f3.npz
confirmation,8,0.683,1.875,C0,interior,True,True,True,True,,0,0,0,0,0,0,budget,128,1.4457296447556445e-05,0.9999921804499046,selected_pass,results/stage6_v1/domain_wall_candidates/cache/b716d1535650c12e14ea066182670c2f4c878f6f5db7bac37436789cbc1a195a.npz
