task,n,kappa,h,method,region,joint_pass,observable_pass,state_pass,candidate_checkpoint_exists,all_saved_growth_or_probe_exists,random_restart_runs,random_restart_pass,warm_continuations,warm_pass,oracle_runs,oracle_pass,actual_stop,cnots,delta_e,fidelity,tags,source
development,8,0.6,0.4,B3,difficult,False,False,True,False,,3,0,1,0,0,0,budget,128,0.0014869611317983589,0.99250157717173,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/39df0548ff34934e33f6945abb2559465dd19ae2a1b74a5b268aa3ca42a1ce7c.npz
development,8,0.6,0.5,C0,difficult,False,False,True,False,False,0,0,0,0,0,0,budget,128,0.0012247976919892434,0.9974129835940826,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/5f3ed373f52fb9e2431ba97d78fad41a0d93e51b819d6264b90b6cba88b9b0eb.npz
development,8,0.6,0.5,C1,difficult,True,True,True,True,True,0,0,0,0,0,0,budget,127,0.0009576302937480685,0.997221231186361,selected_pass,results/stage6_v1/domain_wall_candidates/cache/88ee42b5949771687fca7e7e8c3e8d97308a86583257f132901ebc351af96bcb.npz
development,8,0.6,0.5,C2,difficult,True,True,True,True,True,0,0,0,0,0,0,parameter_cap160,127,0.0007026844826614198,0.9984327103787572,selected_pass,results/stage6_v1/domain_wall_candidates/cache/20f7c0aa236dd9a8770f688a6204f91309825ae81069aca13c8ff233acc857ad.npz
development,8,0.6,0.5,C3,difficult,True,True,True,True,True,3,0,1,1,0,0,parameter_cap160,127,0.0007521531685873439,0.9984147345686034,selected_pass,results/stage6_v1/domain_wall_candidates/cache/a5d76269bd0b15a995784aad9e998df9c767568ed455462b8cbc606748c48355.npz
development,8,0.6,0.5,H6,difficult,False,False,True,False,,0,0,0,0,0,0,budget,128,0.0012247976919892434,0.9974129835940826,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/5f3ed373f52fb9e2431ba97d78fad41a0d93e51b819d6264b90b6cba88b9b0eb.npz
development,8,0.6,0.5,B3,difficult,False,False,True,False,,3,0,1,0,0,0,budget,127,0.0013482416105625727,0.9968827474675084,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/baa8b9a004e556214a3a9206528ceec856123cb52dafb16e31888cbbc94bfa93.npz
development,8,0.65,0.3,C0,difficult,False,False,False,False,False,0,0,0,0,0,0,budget,128,0.0018124556820519055,0.9691698884826474,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/b94f60df8a2fae0f00800dce92b61fbfcee9f4e769cece00d471bbdf23ff2453.npz
development,8,0.65,0.3,C1,difficult,False,False,False,False,False,0,0,0,0,0,0,budget,128,0.001290712980503761,0.9858355837664445,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/683e60453e6fb55a5ed802468fcddf88c51bf252b802a68a2a9920ec493076aa.npz
development,8,0.65,0.3,C2,difficult,False,False,False,False,False,0,0,0,0,0,0,parameter_cap160,127,0.0038349224256758463,0.5529601150257589,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/37c611fc869333182b6e34a885949979dd60799f0513c22d184162a4490b6a51.npz
development,8,0.65,0.3,C3,difficult,False,False,False,False,False,3,0,1,0,0,0,parameter_cap160,127,0.003568018109219584,0.5739251109321705,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/7777a9f186a67f24d0435c9d625399052a70778b8a13889e4f4774ff2257f3a7.npz
development,8,0.65,0.3,H6,difficult,False,False,False,False,,0,0,0,0,0,0,budget,128,0.0018124556820519055,0.9691698884826474,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/b94f60df8a2fae0f00800dce92b61fbfcee9f4e769cece00d471bbdf23ff2453.npz
development,8,0.65,0.3,B3,difficult,False,False,False,False,,3,0,1,0,0,0,budget,128,0.0016002615628384342,0.979058500797889,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/fe284d8a515eb50277980360da9c6f439fc5e8167300b08e6d9fc1713a1ba8f2.npz
development,8,0.7,1.5,C0,interior_control,True,True,True,True,,0,0,0,0,0,0,budget,128,4.5710102569040956e-05,0.999970372520396,selected_pass,results/stage6_v1/domain_wall_candidates/cache/bbfbc7322b3e78dfe0913e3233cdb161d4c8e54f379aa65136c5092ebfb82837.npz
development,8,0.7,1.5,C1,interior_control,True,True,True,True,,0,0,0,0,0,0,budget,128,3.3042628235113725e-05,0.9999786226669489,selected_pass,results/stage6_v1/domain_wall_candidates/cache/9d64e8bcc07e7c665bd3bd8ca4e3af72c887dec354c5522dd4459b2d05621c2a.npz
development,8,0.7,1.5,C2,interior_control,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,127,8.78624648985582e-05,0.9999409440545718,selected_pass,results/stage6_v1/domain_wall_candidates/cache/bd9b673882548bb3c6100250738f3ab7d1d1c72545dff3d2afda7ca674cdad53.npz
development,8,0.7,1.5,C3,interior_control,True,True,True,True,,3,2,1,1,0,0,parameter_cap160,127,0.00010271651000315352,0.999929317226742,selected_pass,results/stage6_v1/domain_wall_candidates/cache/0c5509cbc7e092c320510f0e575661a73f4ad6d14f78c9e3aecd87cd9e87813e.npz
development,8,0.7,1.5,H6,interior_control,True,True,True,True,,0,0,0,0,0,0,budget,128,4.5710102569040956e-05,0.999970372520396,selected_pass,results/stage6_v1/domain_wall_candidates/cache/bbfbc7322b3e78dfe0913e3233cdb161d4c8e54f379aa65136c5092ebfb82837.npz
development,8,0.7,1.5,B3,interior_control,True,True,True,True,,3,3,1,1,0,0,budget,96,0.00010602248243074541,0.9999243279451099,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/d9bbf280a98c7b2a826e85f262d4e157189c0eaeb14fda46e5b05e5d53fa195f.npz
development,8,0.8,0.1,C0,interior_control,True,True,True,True,,0,0,0,0,0,0,budget,128,6.236258898173475e-08,0.9999997970826145,selected_pass,results/stage6_v1/domain_wall_candidates/cache/ebc2c37030f2f2361df893ed3df7322d9182533a624dfd047a030425dcbd2035.npz
development,8,0.8,0.1,C1,interior_control,True,True,True,True,,0,0,0,0,0,0,budget,128,6.776106842298901e-08,0.9999997898467242,selected_pass,results/stage6_v1/domain_wall_candidates/cache/f10fb9f1aa4146959f8c8ffa200c74364046b1a216981d995af6136f3f297618.npz
development,8,0.8,0.1,C2,interior_control,False,True,False,False,,0,0,0,0,0,0,parameter_cap160,63,1.6846454747532214e-05,0.5000359991284508,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/4402a98fa60f50b5cff9301de5949ee361ae973466a326bb1b47e5d1f26e8542.npz
development,8,0.8,0.1,C3,interior_control,False,True,False,False,,3,0,1,0,0,0,parameter_cap160,63,1.6825742901738217e-05,0.5000363772211304,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/e6aaf8663ebe3212263d8428117cc2ab10333d2286e3bab56a8cb996e6173c4e.npz
development,8,0.8,0.1,H6,interior_control,True,True,True,True,,0,0,0,0,0,0,budget,128,6.236258898173475e-08,0.9999997970826145,selected_pass,results/stage6_v1/domain_wall_candidates/cache/ebc2c37030f2f2361df893ed3df7322d9182533a624dfd047a030425dcbd2035.npz
development,8,0.8,0.1,B3,interior_control,True,True,True,True,,3,3,1,1,0,0,pool_gradient,32,4.134912849118599e-06,0.9999877607351649,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/0bbd277978498e27341dc3e6df77662314527b17a484bbe902152288cb9772b9.npz
development,8,0.8,0.6,C0,difficult,False,False,True,False,False,0,0,0,0,0,0,budget,128,0.0015256992662711077,0.9961574011691304,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/7d8c3347e34d93b52431e9dc4831970a9090de241457d8f608fa049a02cbdc47.npz
development,8,0.8,0.6,C1,difficult,False,False,True,False,False,0,0,0,0,0,0,budget,128,0.0013242373876145574,0.9970953599409761,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/d420c0f09676a88405f5298c66153f1cec8d6be8249ed84c53f8ac597434b526.npz
development,8,0.8,0.6,C2,difficult,False,False,True,False,False,0,0,0,0,0,0,parameter_cap160,127,0.0022663855939870636,0.9939122366506545,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/abdf49b833ca71592b5990f1a613decc2607dd0c6090d1faa96f2fe0adf7bdd0.npz
development,8,0.8,0.6,C3,difficult,False,False,True,False,False,3,0,1,0,1,0,energy_stagnation,127,0.00236939318185192,0.9937954887173386,bounded_oracle_failed_not_mathematical_inexpressivity,results/stage6_v1/domain_wall_candidates/cache/e5632a6a0cf29df0488e8e62f91048eb1dcbc6304c318e617c775a7498eb47e2.npz
development,8,0.8,0.6,H6,difficult,False,False,True,False,,0,0,0,0,0,0,budget,128,0.0015256992662711077,0.9961574011691304,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/7d8c3347e34d93b52431e9dc4831970a9090de241457d8f608fa049a02cbdc47.npz
development,8,0.8,0.6,B3,difficult,False,False,True,False,,3,0,1,0,1,0,budget,128,0.001979410106574764,0.995098827499524,bounded_oracle_failed_not_mathematical_inexpressivity;recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/938c7f66b32703608a65cab0691e1139a678ee8f1362fec81ea0edda8d9e8691.npz
development,8,0.8,0.8,C0,difficult,True,True,True,True,True,0,0,0,0,0,0,budget,128,0.0008860544430462358,0.9988228401982141,selected_pass,results/stage6_v1/domain_wall_candidates/cache/80f3d579006bf94bba4434a07edfb8f71f6f3e61db94140f3eb846a038d36acf.npz
development,8,0.8,0.8,C1,difficult,False,False,True,False,False,0,0,0,0,0,0,budget,128,0.0010160503770249019,0.9985330464451698,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/e264aa7c01bcd52cd5601046678958182f0a8c8b88c9821792d960ace29063d6.npz
development,8,0.8,0.8,C2,difficult,False,False,True,False,False,0,0,0,0,0,0,parameter_cap160,127,0.0014396158573311002,0.998387634339348,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/7b522b70cf0601174a23aae7c0071582b9622091fcc1fa66d336709ee4c0aad2.npz
development,8,0.8,0.8,C3,difficult,True,True,True,True,True,3,1,1,1,1,1,parameter_cap160,127,0.0007714497170703272,0.9990449538121275,selected_pass,results/stage6_v1/domain_wall_candidates/cache/9c798cc8a4b83bb62b174563e3ec9847730ef35b1b0b12703ccf75043312081d.npz
development,8,0.8,0.8,H6,difficult,True,True,True,True,,0,0,0,0,0,0,budget,128,0.0008860544430462358,0.9988228401982141,selected_pass,results/stage6_v1/domain_wall_candidates/cache/80f3d579006bf94bba4434a07edfb8f71f6f3e61db94140f3eb846a038d36acf.npz
development,8,0.8,0.8,B3,difficult,False,False,True,False,,3,0,1,0,1,0,budget,128,0.0013573431863422858,0.997980161865843,bounded_oracle_failed_not_mathematical_inexpressivity;recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/4de7eca1c2f467475dc8e578e6a3a743dbdb02c54c572a3d6d5f16f38009a177.npz
development,8,0.9,1.8,C0,interior_control,True,True,True,True,,0,0,0,0,0,0,budget,128,4.8698213229059206e-05,0.9999718044769441,selected_pass,results/stage6_v1/domain_wall_candidates/cache/afbe56437d3576c3db08e1e348d6b5c9fce041baa0ad423a51f8108d54997072.npz
development,8,0.9,1.8,C1,interior_control,True,True,True,True,,0,0,0,0,0,0,budget,128,6.453389788374508e-05,0.9999622812122946,selected_pass,results/stage6_v1/domain_wall_candidates/cache/e39dc7504f9f83f6c04eb37c410207a9fb2eace22dc1de1e8a2d0efcad402d85.npz
development,8,0.9,1.8,C2,interior_control,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,127,0.000692313326357441,0.999591988548505,selected_pass,results/stage6_v1/domain_wall_candidates/cache/0d55e9fac97da4eb0df9d74b03c02d6ef5accfef32db083b2c2d5ba086321a79.npz
development,8,0.9,1.8,C3,interior_control,True,True,True,True,,3,2,1,1,0,0,parameter_cap160,127,0.00029279037392715423,0.9998332107936626,selected_pass,results/stage6_v1/domain_wall_candidates/cache/c3bb317b0d3c15572d22a1461f34d2542a9b2201d856ffe0f4ca4560c2db0c31.npz
development,8,0.9,1.8,H6,interior_control,True,True,True,True,,0,0,0,0,0,0,budget,128,4.8698213229059206e-05,0.9999718044769441,selected_pass,results/stage6_v1/domain_wall_candidates/cache/afbe56437d3576c3db08e1e348d6b5c9fce041baa0ad423a51f8108d54997072.npz
development,8,0.9,1.8,B3,interior_control,True,True,True,True,,3,3,1,1,0,0,budget,128,8.512394780413324e-05,0.9999529632326182,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/009776d1b021f2d21d7a3d97c502cbaa66959ff5c10ba68a42bec5abd7e2bce9.npz
development,8,1.0,0.2,C0,interior_control,True,True,True,True,,0,0,0,0,0,0,budget,128,4.432588582847785e-07,0.9999990846067986,selected_pass,results/stage6_v1/domain_wall_candidates/cache/5c75d7d215d5e32a0c3e959013ae3045085808fc1d594a887457628aca0e4104.npz
development,8,1.0,0.2,C1,interior_control,True,True,True,True,,0,0,0,0,0,0,budget,128,4.5265906445379755e-07,0.9999990863709651,selected_pass,results/stage6_v1/domain_wall_candidates/cache/824679a391135738d7e7edd1bcadff9b58414e9693a66b1b3f8d9f220940a792.npz
development,8,1.0,0.2,C2,interior_control,False,True,False,False,,0,0,0,0,0,0,parameter_cap160,95,0.00013275196298057068,0.5003179719543968,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/375a9e34ea65cc48a3ce9042649ce77eda57fba4df71e11762a0f9b3d87a0ed2.npz
development,8,1.0,0.2,C3,interior_control,True,True,True,True,,3,0,1,1,0,0,parameter_cap160,127,2.9478633551960343e-06,0.9999951847916876,selected_pass,results/stage6_v1/domain_wall_candidates/cache/dedb4a9f1edeba06f7a869156496543cb62ea5ac5cff4d8197fbeab000e50ebd.npz
development,8,1.0,0.2,H6,interior_control,True,True,True,True,,0,0,0,0,0,0,budget,128,4.432588582847785e-07,0.9999990846067986,selected_pass,results/stage6_v1/domain_wall_candidates/cache/5c75d7d215d5e32a0c3e959013ae3045085808fc1d594a887457628aca0e4104.npz
development,8,1.0,0.2,B3,interior_control,True,True,True,True,,3,3,1,1,0,0,energy_stagnation,32,1.879427093776087e-05,0.9999666828494981,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/4a0cfe6dd49e5220ad24cfad488aada99ae7a5b1555f6d2dae07ab098ce91651.npz
validation,8,0.115,0.165,C0,other,True,True,True,True,,0,0,0,0,0,0,budget,64,6.100468797898273e-07,0.9999983898328935,selected_pass,results/stage6_v1/domain_wall_candidates/cache/0d0f1b64a6a00f416519bb144b5a39ef3d341bbdb5d7a8f77e7d06728a3acef1.npz
validation,8,0.115,0.165,C1,other,True,True,True,True,,0,0,0,0,0,0,budget,64,3.88920055272024e-07,0.9999990243962585,selected_pass,results/stage6_v1/domain_wall_candidates/cache/612f7392181e8adec575240df1d2f38a55059f13704f3c5a2cf90f655eb67d45.npz
validation,8,0.115,0.165,C2,other,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,127,2.8445758082362715e-08,0.9999999661723024,selected_pass,results/stage6_v1/domain_wall_candidates/cache/d60293a2a03de7d412e2912c54f2c1d3bf5b49021a8158516c2880fb93c9549b.npz
validation,8,0.115,0.165,C3,other,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,95,1.806387700531431e-07,0.9999997688619393,selected_pass,results/stage6_v1/domain_wall_candidates/cache/44ab1b177d21a9b4c5c6f738a3b75108ccbb71d6f7091aa7435836ded3360822.npz
validation,8,0.115,0.165,H6,other,True,True,True,True,,0,0,0,0,0,0,budget,64,6.100468797898273e-07,0.9999983898328935,selected_pass,results/stage6_v1/domain_wall_candidates/cache/0d0f1b64a6a00f416519bb144b5a39ef3d341bbdb5d7a8f77e7d06728a3acef1.npz
validation,8,0.115,0.165,B3,other,True,True,True,True,,0,0,0,0,0,0,pool_gradient,31,1.9338527044721054e-05,0.9999478090734274,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/4fa3452db55b8b23752b1a207388683ec24740c6bb02eda6dd654420ee9ccfb7.npz
validation,8,0.115,1.715,C0,other,True,True,True,True,,0,0,0,0,0,0,budget,127,8.01543784678671e-08,0.9999999557651837,selected_pass,results/stage6_v1/domain_wall_candidates/cache/add258201dede1da4d1b478b43c69be7aaf131f2a0b526fda7223c120b63897b.npz
validation,8,0.115,1.715,C1,other,True,True,True,True,,0,0,0,0,0,0,budget,95,6.528505580583044e-08,0.9999999589308453,selected_pass,results/stage6_v1/domain_wall_candidates/cache/e29151403948f538f0865cc74079be2c63a6d088d6fb7258861769d5e3dbc755.npz
validation,8,0.115,1.715,C2,other,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,127,2.1683252882098714e-07,0.9999998612403974,selected_pass,results/stage6_v1/domain_wall_candidates/cache/0f3b7a41169535b07bfdf04feadcb6a86be3ec133c6e116a13d6c96072e02cde.npz
validation,8,0.115,1.715,C3,other,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,95,7.353166946444389e-07,0.999999201345523,selected_pass,results/stage6_v1/domain_wall_candidates/cache/331f06de1e49d4580790bc16e6cf31b9428e0e795315359ce28ea9157a47c27e.npz
validation,8,0.115,1.715,H6,other,True,True,True,True,,0,0,0,0,0,0,budget,127,8.01543784678671e-08,0.9999999557651837,selected_pass,results/stage6_v1/domain_wall_candidates/cache/add258201dede1da4d1b478b43c69be7aaf131f2a0b526fda7223c120b63897b.npz
validation,8,0.115,1.715,B3,other,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,63,7.39101653524088e-06,0.9999939360145275,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/4cdcb935b52333bcf9f637f314f7da28a73692d57c9451614185e33a77161d95.npz
validation,8,0.315,0.165,C0,other,True,True,True,True,,0,0,0,0,0,0,budget,127,7.829776634826757e-07,0.9999974438157487,selected_pass,results/stage6_v1/domain_wall_candidates/cache/d3ed4809df3ef4a5e5c190952bf8a485d084bc5b7eb17698f4209e6cef7972cf.npz
validation,8,0.315,0.165,C1,other,True,True,True,True,,0,0,0,0,0,0,budget,96,2.757649820717134e-07,0.9999994028298048,selected_pass,results/stage6_v1/domain_wall_candidates/cache/2c429ac8254c0c8f063ffcf085ec786f02846b9613baaffc67fbce3c1d4c4ff6.npz
validation,8,0.315,0.165,C2,other,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,95,7.710686112938347e-07,0.9999986762976147,selected_pass,results/stage6_v1/domain_wall_candidates/cache/2ad242d9f2d24d9f07e775df70309f5924c0dc0b26bb8d623f49ec67a1a394ec.npz
validation,8,0.315,0.165,C3,other,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,95,1.0184541362479038e-06,0.9999981257246333,selected_pass,results/stage6_v1/domain_wall_candidates/cache/be10be3506af6da8f42bf5c20dc15e9538eb24af899f9973df7a35b7e047d6c0.npz
validation,8,0.315,0.165,H6,other,True,True,True,True,,0,0,0,0,0,0,budget,127,7.829776634826757e-07,0.9999974438157487,selected_pass,results/stage6_v1/domain_wall_candidates/cache/d3ed4809df3ef4a5e5c190952bf8a485d084bc5b7eb17698f4209e6cef7972cf.npz
validation,8,0.315,0.165,B3,other,True,True,True,True,,0,0,0,0,0,0,budget,63,2.0416422200852935e-05,0.9998614104786617,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/d556150ae66d72c8911785ece4a074f87f98192e9949693365776c92d976750d.npz
validation,8,0.315,1.715,C0,other,True,True,True,True,,0,0,0,0,0,0,budget,127,9.36797502015807e-07,0.9999994912250697,selected_pass,results/stage6_v1/domain_wall_candidates/cache/bf7b58bb2e6d51661ca76a903f84142202ca7b16cd0d3720655180cb674b9b49.npz
validation,8,0.315,1.715,C1,other,True,True,True,True,,0,0,0,0,0,0,budget,128,5.484571337088795e-07,0.9999996989496283,selected_pass,results/stage6_v1/domain_wall_candidates/cache/20111c755c5762f587e61a00b69fca28d43349924af871fe54c47547ac310191.npz
validation,8,0.315,1.715,C2,other,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,127,5.187238328430155e-06,0.999997061189662,selected_pass,results/stage6_v1/domain_wall_candidates/cache/592d74e9d9b691909f950e870151e93a9de40d9eb165690009f2c0b557cf405a.npz
validation,8,0.315,1.715,C3,other,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,127,8.875140912856239e-06,0.9999944817559179,selected_pass,results/stage6_v1/domain_wall_candidates/cache/68d5263a45d1f58f9d0b5300d3861b6f71c7a934b0eaaa6f451527c585e33bcc.npz
validation,8,0.315,1.715,H6,other,True,True,True,True,,0,0,0,0,0,0,budget,127,9.36797502015807e-07,0.9999994912250697,selected_pass,results/stage6_v1/domain_wall_candidates/cache/bf7b58bb2e6d51661ca76a903f84142202ca7b16cd0d3720655180cb674b9b49.npz
validation,8,0.315,1.715,B3,other,True,True,True,True,,0,0,0,0,0,0,budget,63,6.368347812846231e-05,0.9999474576153555,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/399f1dc35363faef9b089135967f7a083bd3924c64fc0c84f8bb10e2896d3bbd.npz
validation,8,0.407,0.018,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,1.1722870452146594e-09,0.9999999960151578,selected_pass,results/stage6_v1/domain_wall_candidates/cache/d33deaf1bfeb9cf494184b5171eccd97389023d90e6d92a8422dda1b08c84122.npz
validation,8,0.407,0.018,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,9.499360187348316e-10,0.9999999962753496,selected_pass,results/stage6_v1/domain_wall_candidates/cache/2165b790b25a67bffce814bae32d9825269a77460eab9f8fdc15ab973bcf66bd.npz
validation,8,0.407,0.018,C2,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,33,1.0249602722112172e-08,0.9999999002286173,selected_pass,results/stage6_v1/domain_wall_candidates/cache/0393944436f29a664d0161d3a65b65747f9fb258bab4c6151ea5bc7d760999ec.npz
validation,8,0.407,0.018,C3,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,37,1.0151020468640581e-08,0.9999999004307771,selected_pass,results/stage6_v1/domain_wall_candidates/cache/053c3cf3673d1103827e748f197c30869ca69d87b65d5de73eedabddfe7c15f9.npz
validation,8,0.407,0.018,H6,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,37,1.0151020468640581e-08,0.9999999004307771,selected_pass,results/stage6_v1/domain_wall_candidates/cache/053c3cf3673d1103827e748f197c30869ca69d87b65d5de73eedabddfe7c15f9.npz
validation,8,0.407,0.018,B3,low_field,True,True,True,True,,0,0,0,0,0,0,pool_gradient,15,6.837330887288218e-05,0.9997684290900869,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/e005eb51f49e88d1db953b92b81aeadc013d2818c8c1ef523db8b795d7b49120.npz
validation,8,0.407,0.058,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,3.7610736214332974e-07,0.9999961501744943,selected_pass,results/stage6_v1/domain_wall_candidates/cache/cad2fcd6bd65d7d493293aecdcacdc1f7f05047d815d9dfd230e38d8c7d895fe.npz
validation,8,0.407,0.058,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,3.7604394975687683e-07,0.9999961517718633,selected_pass,results/stage6_v1/domain_wall_candidates/cache/5036c4cbeb577788bfe80b6c9036b77f0bcd876392587a9e444c610977831f47.npz
validation,8,0.407,0.058,C2,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,95,1.0406326689249568e-07,0.9999997976399819,selected_pass,results/stage6_v1/domain_wall_candidates/cache/243af2b974c5ca2dbb685560506cbf9b96eb3b04475b3153e7101a26d526e169.npz
validation,8,0.407,0.058,C3,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,95,8.248546778943933e-08,0.9999998663311782,selected_pass,results/stage6_v1/domain_wall_candidates/cache/ebe4477bff5efec7f4fcca153671db16961898fba6c8398c403aeb6eddc734d7.npz
validation,8,0.407,0.058,H6,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,3.7610736214332974e-07,0.9999961501744943,selected_pass,results/stage6_v1/domain_wall_candidates/cache/cad2fcd6bd65d7d493293aecdcacdc1f7f05047d815d9dfd230e38d8c7d895fe.npz
validation,8,0.407,0.058,B3,low_field,True,True,True,True,,0,0,0,0,0,0,pool_gradient,31,6.178832820946667e-06,0.999930590492042,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/5f69ac4e7a34f3f13808104112abdd5c10e4cfeab41f121a58f08b5f0ef0e8f1.npz
validation,8,0.407,0.118,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,2.1162027219467916e-07,0.9999995146081299,selected_pass,results/stage6_v1/domain_wall_candidates/cache/3c67aced93135eae6a299d78299a2d0a2588ee1bb60248c02a778eccf5360cd6.npz
validation,8,0.407,0.118,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,96,1.205343824750571e-06,0.999994634897256,selected_pass,results/stage6_v1/domain_wall_candidates/cache/ca9f0da0224ec7affeb4ad23de19d1e2878237c14348909d0bdfa02502b02e07.npz
validation,8,0.407,0.118,C2,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,127,1.830937427227397e-07,0.9999996618702719,selected_pass,results/stage6_v1/domain_wall_candidates/cache/72a90bf7fdab9968dd602d6288af2f569bdec8d4d8684e4f4709cdb4487e3409.npz
validation,8,0.407,0.118,C3,low_field,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,127,1.4783889756841972e-07,0.9999996901234223,selected_pass,results/stage6_v1/domain_wall_candidates/cache/df975bca17c421473abbb99feb19feac9175ba2fb9131aaebe2eb34123e23860.npz
validation,8,0.407,0.118,H6,low_field,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,127,1.4783889756841972e-07,0.9999996901234223,selected_pass,results/stage6_v1/domain_wall_candidates/cache/df975bca17c421473abbb99feb19feac9175ba2fb9131aaebe2eb34123e23860.npz
validation,8,0.407,0.118,B3,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,2.8820166034115857e-05,0.9994758508155939,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/f95ab6ea4e9f258c01ee1614c29d282a30eb644ff79fcacd69662bc7596fc7f1.npz
validation,8,0.427,0.018,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,1.7467377544377882e-09,0.9999999904197971,selected_pass,results/stage6_v1/domain_wall_candidates/cache/4f6afbe69b8f9d74b460187dad45cb1420bd4ce68fdd9374ba67ecfd5dbd7559.npz
validation,8,0.427,0.018,C1,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,63,1.439722563389978e-09,0.9999999910236261,selected_pass,results/stage6_v1/domain_wall_candidates/cache/b48ba0bd79adcb864d00526d65c39ff97eaf71feba1cee2a20ae3e2331301918.npz
validation,8,0.427,0.018,C2,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,39,1.4658908531473003e-08,0.9999998145966563,selected_pass,results/stage6_v1/domain_wall_candidates/cache/b724a74090d739fe417c952d573efca8e6b6464854bf716ec4dbdaf147054c6d.npz
validation,8,0.427,0.018,C3,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,53,1.4652980828699924e-08,0.9999998148971448,selected_pass,results/stage6_v1/domain_wall_candidates/cache/623417b1011a42e9052441abed8063e4928824d1892c2fc6f71aecea52a20bd5.npz
validation,8,0.427,0.018,H6,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,53,1.4652980828699924e-08,0.9999998148971448,selected_pass,results/stage6_v1/domain_wall_candidates/cache/623417b1011a42e9052441abed8063e4928824d1892c2fc6f71aecea52a20bd5.npz
