method,kappa,h,p,new_pass,old_pass,common_pass,new_cnots,old_cnots,epsilon_c_new,epsilon_c_old,epsilon_sf_new,epsilon_sf_old,epsilon_mx_new,epsilon_mx_old
B3,0.15,1.2,0.01,True,True,True,64,192,0.08956584322934485,0.17728640627330586,0.04399906651868163,0.09135657421862861,0.13374537604354297,0.37246927351896475
B3,0.15,1.3,0.01,True,True,True,63,192,0.07688952220740664,0.1665022731064637,0.03429483340163411,0.0754340186843023,0.16695217591310751,0.36833161422407945
B3,0.15,1.4,0.01,True,True,True,63,192,0.07609842911951303,0.1537388096209012,0.030932009527231935,0.06457157067323605,0.16790818069016367,0.3753688298881793
B3,0.15,1.5,0.01,True,True,True,64,192,0.06572586807705522,0.13053287954509343,0.02516031051165804,0.0569585585181171,0.136096077771241,0.38232381378104097
B3,0.15,1.6,0.01,True,True,True,63,192,0.06129130382886783,0.12242585063572453,0.021984174542692858,0.05051326868143757,0.1589997811985513,0.38586248872358586
B3,0.15,1.7,0.01,True,True,True,63,192,0.06605426928968955,0.12534676869454195,0.02254515247893471,0.04460799228894485,0.1804543505724634,0.39483810024322485
B3,0.15,1.8,0.01,True,True,True,32,192,0.03276706320944639,0.10196419741901097,0.011119186961043359,0.03054640252382651,0.07202097579395816,0.4080250129901798
B3,0.15,1.9,0.01,True,True,True,32,192,0.028013796056502505,0.11189098283767807,0.009833305235475598,0.03765366953837951,0.07250304572721933,0.39920819671336294
B3,0.15,2.0,0.01,True,True,True,32,192,0.029137702485736633,0.10720183122312694,0.008415603215855633,0.03485885750073292,0.07308268762725212,0.4014706403081164
B3,0.2,0.1,0.01,True,True,True,31,192,0.14672816174083003,0.7576004713691105,0.11481801892084487,0.5990263700794691,0.004918145740237301,0.006042995823921371
B3,0.2,0.2,0.01,True,True,True,31,192,0.1507462845420231,0.7459011312924391,0.11648094453850277,0.5886819396544709,0.01226261262004455,0.04076658107404829
B3,0.2,0.3,0.01,True,True,True,64,192,0.26543095986718157,0.7228220812228231,0.21257585265051604,0.5699584672625291,0.030370283638972095,0.10665869376476773
B3,0.2,0.4,0.01,True,True,True,95,192,0.40722329097907306,0.6819843461654765,0.3200034881740029,0.5370231203741982,0.07327981343024087,0.1434743856913251
B3,0.2,0.5,0.01,True,True,True,96,192,0.3271792945443104,0.623625861813604,0.26132372219090294,0.49047884242513223,0.08895464277041104,0.1965754219766222
B3,0.2,0.6,0.01,True,True,True,96,192,0.2947284445175057,0.49368981153195185,0.2414646297054151,0.4180231967903815,0.12998580542146887,0.24776533801778777
B3,0.2,0.7,0.01,True,True,True,96,192,0.19926954107188777,0.3875302364864224,0.15623927193121107,0.309267232037296,0.14521060505954475,0.321818968535094
B3,0.2,0.8,0.01,True,True,True,95,192,0.16090436617026443,0.333556930881631,0.11090156513275995,0.21865796093761286,0.17133966954540514,0.37362474141474095
B3,0.2,0.9,0.01,True,True,True,64,192,0.11007132715761081,0.2962509137778421,0.06152424757421954,0.16130887803794658,0.11877715010349488,0.40773845458092794
B3,0.2,1.0,0.01,True,True,True,63,192,0.08722173779716946,0.26943156667519674,0.043716186557238024,0.1258595561367138,0.15137878370773616,0.43149806186977213
B3,0.2,1.1,0.01,True,True,True,63,192,0.08314250265395318,0.17765762640004992,0.03567062000599153,0.0747141789755586,0.1577169626607613,0.34061629864550036
B3,0.2,1.2,0.01,True,True,True,64,192,0.0707563857032445,0.2088637041631607,0.027961441967466305,0.07398495795697319,0.13133674473248425,0.4523100610976286
B3,0.2,1.3,0.01,True,True,True,63,192,0.06811680924521979,0.163895526054951,0.02408229019896896,0.06109610150626921,0.1577031417792043,0.4143062381171461
B3,0.2,1.4,0.01,True,True,True,63,192,0.06303436958372571,0.14199372822081302,0.020750980648944345,0.04656651577415499,0.15684508138884778,0.36838684823421763
B3,0.2,1.5,0.01,True,True,True,63,192,0.06129640621500218,0.13663172893269368,0.01898083255638705,0.044016341158410965,0.1631059670116196,0.37173828994876157
B3,0.2,1.6,0.01,True,True,True,63,192,0.058653739269041216,0.1284448488390774,0.01775079783541625,0.0397957189451664,0.1591245612817347,0.3757980937119858
B3,0.2,1.7,0.01,True,True,True,32,192,0.030669551839603737,0.12165795745108665,0.007339625092924185,0.03634942642615874,0.07193303162631448,0.3792261141803709
B3,0.2,1.8,0.01,True,True,True,32,192,0.030271477745125425,0.09909316588128367,0.006977922031745548,0.030578812859324345,0.0725120339665708,0.37167094253370736
B3,0.2,1.9,0.01,True,True,True,32,192,0.02672240338914289,0.09415808478489121,0.006820497123539659,0.02838561835043682,0.0730186559772954,0.3735946553249295
B3,0.2,2.0,0.01,True,True,True,32,192,0.024632155373294967,0.08966772683239435,0.006173453656492273,0.02649642447031894,0.07336364576292032,0.3753484113392713
B3,0.25,0.1,0.01,True,True,True,31,192,0.15533924332636706,0.7921275207600205,0.12099647620395682,0.633126295770498,0.006557983626979166,0.0074177657396285665
B3,0.25,0.2,0.01,True,True,True,63,192,0.26214222077403204,0.7431257915007533,0.21125148919534031,0.5875736502042312,0.02259807629743632,0.07721157717446603
B3,0.25,0.3,0.01,True,True,True,95,192,0.39449668066511967,0.7117518667022023,0.3136579282058508,0.561165711457928,0.03857423777436769,0.11566228260004494
B3,0.25,0.4,0.01,True,True,True,127,192,0.44423716423571824,0.654764962024314,0.3581909549279628,0.5178302473694111,0.08252498895898874,0.1726373695024257
B3,0.25,0.5,0.01,True,True,True,96,192,0.2771651072545185,0.5000430188524525,0.23089132630679843,0.40933763300701465,0.09968949079683759,0.2171375321360151
B3,0.25,0.6,0.01,True,True,True,96,192,0.21026050015305087,0.3186370591260025,0.17417226948712988,0.2687830104053954,0.1547352658859411,0.27942856454697346
B3,0.25,0.7,0.01,True,True,True,95,192,0.16415418835303142,0.25278898817722495,0.0999452627175339,0.16469979559516545,0.18162697263747296,0.31642791019938976
B3,0.25,0.8,0.01,True,True,True,63,192,0.1068692853070985,0.2206924148895016,0.05374656368933178,0.10771033690492823,0.14259577397233048,0.3107801188217527
B3,0.25,0.9,0.01,True,True,True,63,192,0.09448461678909015,0.18718658569258192,0.03911748460094222,0.07937502925943196,0.1479356115411139,0.375926713439902
B3,0.25,1.0,0.01,True,True,True,63,192,0.08643728383195814,0.16997028355677868,0.028349294026288996,0.0658204838523006,0.15288003400508354,0.3667195964871301
B3,0.25,1.1,0.01,True,True,True,63,192,0.07553863022700347,0.15688787824666944,0.022064688339406835,0.05534741451231462,0.1587682714423776,0.3775004579849318
B3,0.25,1.2,0.01,True,True,True,63,192,0.07164357164501256,0.14545618377043693,0.020117081090341354,0.04795562414368043,0.15505803533179652,0.38479419071700255
B3,0.25,1.3,0.01,True,True,True,63,192,0.06263499265277145,0.13493677756641784,0.016844866269152325,0.04211398574587527,0.15618646873296105,0.38705633978513243
B3,0.25,1.4,0.01,True,True,True,63,192,0.06402611824555371,0.12673566881487963,0.016697050993824347,0.03788979153186561,0.17007275559169865,0.39170465292073
B3,0.25,1.5,0.01,True,True,True,63,192,0.05828946028719073,0.11983261707270598,0.01395815105792797,0.034534364594196426,0.16685757014482716,0.39537101904547967
B3,0.25,1.6,0.01,True,True,True,63,192,0.052390128134202685,0.1134508192188407,0.012414749871291708,0.03180782358154002,0.16493397505140506,0.39880431549409756
B3,0.25,1.7,0.01,True,True,True,63,192,0.059054056656805215,0.10853733051424952,0.013388678511014551,0.029579026248040208,0.18051576806080993,0.40131540883478656
B3,0.25,1.8,0.01,True,True,True,63,192,0.05069215371049923,0.10376761946228258,0.01158952314689779,0.027700009425578515,0.16427981820314586,0.4038172181808788
B3,0.25,1.9,0.01,True,True,True,63,192,0.04894871758708769,0.09992286440962156,0.011128076489943975,0.026096760468442476,0.1648347892071138,0.40586946873056073
B3,0.25,2.0,0.01,True,True,True,63,192,0.04718273491612768,0.09634259514610798,0.01055583601351505,0.024658304489194316,0.17568096024577806,0.40775033072409417
B3,0.3,0.1,0.01,True,True,True,31,192,0.1443559793712219,0.7915771399939847,0.11364695537726321,0.6392770041680845,0.006801324180278914,0.012230345962450831
B3,0.3,0.2,0.01,True,True,True,63,192,0.268393794111085,0.7377031148066913,0.2129846559483738,0.5829129147127043,0.025332030684690338,0.08359304124728073
B3,0.3,0.3,0.01,True,True,True,96,192,0.3650824351975529,0.6958599442685929,0.29144752273794805,0.5503648143713263,0.04817234582501018,0.13986855264580572
B3,0.3,0.4,0.01,True,True,True,96,192,0.3443995909515636,0.5442902427278837,0.2809989653109566,0.4343900768994142,0.10921645995900092,0.16709932971559924
B3,0.3,0.5,0.01,True,True,True,127,192,0.25019889520919103,0.3038176491842846,0.1888287024508672,0.2523816614884933,0.18165744834039255,0.25382933323461754
B3,0.3,0.6,0.01,True,True,True,95,192,0.16130509034010948,0.26278575822522426,0.08550165530691611,0.1342130543146251,0.1734532750942912,0.29974336259264245
B3,0.3,0.7,0.01,True,True,True,95,192,0.14167348946647357,0.20034497312132082,0.05267478493797495,0.09157485114029495,0.1879273782033265,0.34732862974822404
B3,0.3,0.8,0.01,True,True,True,95,192,0.12779732477177091,0.17563763924130454,0.04111032463232034,0.06712991225081832,0.19930698720225526,0.3554057455843893
B3,0.3,0.9,0.01,True,True,True,95,192,0.12140499378182046,0.15861978703071788,0.033446489575916616,0.05309057654910973,0.2043717368000746,0.3603676958001289
B3,0.3,1.0,0.01,True,True,True,95,192,0.11140596760453247,0.14523471810058292,0.03145446546398373,0.044178959662126954,0.21068154403904038,0.36460810510020697
B3,0.3,1.1,0.01,True,True,True,64,192,0.06800975426290895,0.1340701495646622,0.016045697681994014,0.03795619583867185,0.13024277619876712,0.3683026700587818
B3,0.3,1.2,0.01,True,True,True,64,192,0.0671633657719568,0.12454726584609979,0.01565464912572892,0.033270482539869056,0.13342196371257242,0.3710425156377214
B3,0.3,1.3,0.01,True,True,True,64,192,0.061422247428628673,0.11648133515987741,0.014529556278957217,0.02964238854888593,0.1352467621377299,0.37279669402865656
B3,0.3,1.4,0.01,True,True,True,64,192,0.06042273708757112,0.10936792894869335,0.014229622719544865,0.02672909182835939,0.1385584983806465,0.37448511959424136
B3,0.3,1.5,0.01,True,True,True,64,192,0.05781180199197555,0.10309951874841938,0.013031498438844102,0.024351688787942638,0.13789138981518012,0.37618013450801335
B3,0.3,1.6,0.01,True,True,True,64,192,0.055605435586914,0.09762383480059639,0.012685284159033305,0.022355582227914006,0.1402095704937555,0.3773300426968691
B3,0.3,1.7,0.01,True,True,True,63,192,0.055771884871510025,0.09276411162038847,0.012532879363000654,0.020666448258523124,0.1854743181767583,0.37814511387953653
B3,0.3,1.8,0.01,True,True,True,63,192,0.048249603995837914,0.0884068673911321,0.010940529377292035,0.01944671819664695,0.16782292394053366,0.37879477955940866
B3,0.3,1.9,0.01,True,True,True,63,192,0.043358153220611206,0.08445116668359232,0.010313230061215872,0.01846499353404943,0.1564114974606493,0.3793609917425469
B3,0.3,2.0,0.01,True,True,True,63,192,0.04666803833177435,0.08091668022028042,0.01061514590585333,0.017585828163459244,0.18338894115004356,0.3797699679403156
B3,0.35,0.1,0.01,True,True,True,31,192,0.15033948394497365,0.7764636733669678,0.11676186023200752,0.613073672184874,0.007640219925989816,0.025271445675711657
B3,0.35,0.2,0.01,True,True,True,95,192,0.3739118381319111,0.7324754643374236,0.3019101085420197,0.5764395628930016,0.03972013211295927,0.09482411053253625
B3,0.35,0.3,0.01,True,True,True,96,192,0.32898713220471154,0.602186533725719,0.2685438485480661,0.4843784732281511,0.0652025805291912,0.1661669385351615
B3,0.35,0.4,0.01,True,True,True,96,192,0.22148805417673828,0.3133212784586693,0.1369774186999636,0.19921214513672397,0.12981943521575917,0.22184699680234388
B3,0.35,0.5,0.01,True,True,True,127,192,0.19493216053166018,0.2440431229981514,0.07018440216293775,0.0892202257130085,0.21618009202542188,0.35701668659679253
B3,0.35,0.6,0.01,True,True,True,127,192,0.17476949200284492,0.20408985162068544,0.044769159273682246,0.050929025143690576,0.23856322625668913,0.34940351874296477
B3,0.35,0.7,0.01,True,True,True,96,192,0.10857906031992198,0.18337434955883747,0.030468507614897167,0.049373258302196354,0.1711333761796675,0.3562321046788565
B3,0.35,0.8,0.01,True,True,True,95,192,0.11718486648338383,0.16777159411760967,0.031390182173009595,0.045892892104993754,0.20457607026573266,0.36202598314684886
B3,0.35,0.9,0.01,True,True,True,95,192,0.09565993540778606,0.1554966000030396,0.027710807419049965,0.042197586788839725,0.20296343474629852,0.3663416971188234
B3,0.35,1.0,0.01,True,True,True,95,192,0.09528605327918671,0.14574355454909738,0.02483885099991104,0.03895652389594556,0.20812493117786557,0.3705368114461396
B3,0.35,1.1,0.01,True,True,True,95,192,0.10122057607179752,0.13724840756357803,0.025572361140080352,0.03598545959294239,0.21903750623206075,0.37355678270382286
B3,0.35,1.2,0.01,True,True,True,64,192,0.05352634807608797,0.12985036252990984,0.015296194588544948,0.03335071948626034,0.1413376211952697,0.375793229308895
B3,0.35,1.3,0.01,True,True,True,96,192,0.07887180102028621,0.12322845011093875,0.01969243177020885,0.03100885056819841,0.20352610274520389,0.3775432774876304
B3,0.35,1.4,0.01,True,True,True,64,192,0.05574064807914386,0.11725136172823988,0.013906008055770552,0.02891458414144668,0.13750237874917304,0.37840446226423097
B3,0.35,1.5,0.01,True,True,True,64,192,0.056484727658191014,0.11148995895243635,0.014123146034491357,0.027072690375653824,0.14153441508155273,0.3815994829106979
B3,0.35,1.6,0.01,True,True,True,64,192,0.0518459001540878,0.1063204973412685,0.012866222318910409,0.02544879426230079,0.14701670359686525,0.3843697754776363
B3,0.35,1.7,0.01,True,True,True,64,192,0.049117319536314374,0.1026662029204381,0.011706765869222091,0.02415787076149367,0.14371938090274894,0.38540126958538723
B3,0.35,1.8,0.01,True,True,True,64,192,0.044374191962784276,0.09843540386951728,0.010562022206279581,0.02291760610554923,0.1431161092798494,0.38756721461598476
B3,0.35,1.9,0.01,True,True,True,63,192,0.04518526021659339,0.11581965719649069,0.010565797111178943,0.027422435833603098,0.17824360660560012,0.39966155334281395
B3,0.35,2.0,0.01,True,True,True,64,192,0.040846993475363635,0.11116689055421324,0.009662662075067163,0.026159228200261203,0.14553053915263703,0.40076353690124045
B3,0.4,0.1,0.01,True,True,True,31,192,0.1389366720757701,0.7657723901824981,0.11032407412442691,0.6107247270606271,0.010270890301641702,0.029133676803335867
B3,0.4,0.2,0.01,True,True,True,95,192,0.3700423857981967,0.6512421989975871,0.2927050662075026,0.5213287975121186,0.043147628911511415,0.11879298036114058
B3,0.4,0.3,0.01,False,False,False,128,192,0.21294552406137485,0.2576123748556014,0.058708121321944695,0.07813800759685907,0.17057116197849193,0.2895084795501443
B3,0.4,0.4,0.01,True,False,False,128,192,0.20110973514623898,0.20852320247124073,0.068543644088082,0.07838875646853274,0.2136918229569572,0.31836496717847174
B3,0.4,0.5,0.01,True,True,True,127,192,0.16351411666907817,0.18873887689405677,0.06008803292096859,0.07274022518561873,0.24087568620955346,0.3486186548100556
B3,0.4,0.6,0.01,True,True,True,127,192,0.158328842396112,0.17251278789891017,0.05518096047966539,0.06493225163640384,0.23689039028027858,0.366645420426577
B3,0.4,0.7,0.01,True,True,True,127,192,0.1408303094887493,0.15827013876167267,0.04609597179331329,0.05732392595561192,0.25773395877561955,0.3799042854185769
B3,0.4,0.8,0.01,True,True,True,95,192,0.09673597884982948,0.1573956781987412,0.03264970285056845,0.05224606656011693,0.19593548610312495,0.3461768849279687
B3,0.4,0.9,0.01,True,True,True,95,192,0.09231700666102877,0.14536316503619306,0.029933552557730114,0.046504875764602854,0.21759726161725346,0.3546116083375628
B3,0.4,1.0,0.01,True,True,True,95,192,0.09824633580998438,0.13532013578936797,0.02874211686654954,0.04172250685011189,0.2164834380662044,0.3606348771771797
B3,0.4,1.1,0.01,True,True,True,95,192,0.09255747884140514,0.12672036396054578,0.02687925149577275,0.03775227839691683,0.22890200679287287,0.3655635525142007
B3,0.4,1.2,0.01,True,True,True,96,192,0.08094210056891399,0.11879116257311695,0.022368137218395423,0.03433170593251009,0.20590909305749727,0.36962991254629485
B3,0.4,1.3,0.01,True,True,True,96,192,0.07538278028147663,0.1073439643649714,0.01990207927349491,0.030540728349701007,0.19886257052127454,0.4072754541369422
B3,0.4,1.4,0.01,True,True,True,64,192,0.05586948572717787,0.10124373670628331,0.014914619849201338,0.028029780904594348,0.1374067281094289,0.41042847577892627
B3,0.4,1.5,0.01,True,True,True,96,192,0.07284079482799125,0.0958126073946691,0.018605275909041985,0.02587611782399002,0.2384203350908387,0.41307978483194174
B3,0.4,1.6,0.01,True,True,True,64,192,0.04963446151624093,0.09087712055775052,0.012278519605657262,0.024024111313479618,0.14192895706169706,0.41542491396074754
B3,0.4,1.7,0.01,True,True,True,95,192,0.07121008650453109,0.08651184784358024,0.017702514180079537,0.022380185328768315,0.23817830509117122,0.41708027170349504
B3,0.4,1.8,0.01,True,True,True,64,192,0.04400065550480445,0.08244005871753207,0.01089506517369937,0.02095437817333401,0.14375454859683656,0.41886710556647144
B3,0.4,1.9,0.01,True,True,True,64,192,0.04414306857975839,0.07878684362395068,0.010953806645835895,0.019700779770593008,0.14216728565661174,0.42021092846659036
B3,0.4,2.0,0.01,True,True,True,95,192,0.0617862059689393,0.080827843984145,0.01545822063743521,0.021628578117250066,0.2375983403459594,0.3804441112199628
B3,0.45,0.1,0.01,True,True,True,96,192,0.47868064855139714,0.7307619016037927,0.3614151573069646,0.5759622046960947,0.007174991429102856,0.06772075144074852
B3,0.45,0.2,0.01,False,False,False,128,192,0.29661420883058986,0.35408999974102084,0.10168110481006531,0.12792986987941363,0.20811154098810042,0.2810579487671948
B3,0.45,0.3,0.01,True,True,True,128,192,0.22950206598336104,0.3155699867125511,0.08990095392233721,0.11678422138893899,0.22351776784615573,0.30997206464048754
B3,0.45,0.4,0.01,True,True,True,128,192,0.19236837725688344,0.26739146581048717,0.08207586067213599,0.10366654991265739,0.20563148765514694,0.34224019747511625
B3,0.45,0.5,0.01,True,True,True,128,192,0.15697334943465785,0.22881975747403668,0.06631925821532064,0.0982296640965854,0.21819461972319554,0.38634607869529386
B3,0.45,0.6,0.01,True,True,True,127,192,0.14759676066988558,0.16995248127964868,0.05823627759500616,0.073661066921489,0.24588357081792267,0.3666036644969906
B3,0.45,0.7,0.01,True,True,True,127,192,0.1353854370618363,0.21106307501205934,0.05140649031869868,0.07555674075651408,0.25582435761734035,0.4323865206082054
B3,0.45,0.8,0.01,True,True,True,96,192,0.09121846216712698,0.1929853841885622,0.03332985127348556,0.0657206476469876,0.17900679012176446,0.44485104693841604
B3,0.45,0.9,0.01,True,True,True,95,192,0.08974667382770707,0.17670457836893105,0.031338366651436134,0.057625068533886326,0.20956900857958582,0.43432348125378983
B3,0.45,1.0,0.01,True,True,True,96,192,0.08565814392819987,0.12023227887318752,0.027678164846936748,0.04211668439425231,0.2053054308681398,0.38122913747508397
B3,0.45,1.1,0.01,True,True,True,96,192,0.0813303845464235,0.11296504511754701,0.024587753083241126,0.037663954612552286,0.19470154155440533,0.3809109592981029
B3,0.45,1.2,0.01,True,True,True,96,192,0.07192323683362112,0.10684620630439928,0.021693159996614364,0.034159108093601426,0.21223359090412608,0.38072721342617866
B3,0.45,1.3,0.01,True,True,True,95,192,0.0746465097464924,0.1013145519464369,0.02008055814305565,0.03116953941665848,0.23181529389718225,0.38047981634281114
B3,0.45,1.4,0.01,True,True,True,95,192,0.07983407923010735,0.09676211920256739,0.02106942315604196,0.028722833895899413,0.23666985042499478,0.37997101400759936
B3,0.45,1.5,0.01,True,True,True,95,192,0.06660137247771189,0.11322464747165531,0.01754484281821639,0.029594819804077327,0.22931242134489715,0.41050712635378017
B3,0.45,1.6,0.01,True,True,True,64,192,0.04979490580596624,0.10801013166851323,0.013170240850113257,0.027619649071185498,0.14789311743872147,0.4126554720385056
B3,0.45,1.7,0.01,True,True,True,64,192,0.05002866904069769,0.10325348094768397,0.012786638929595334,0.02588496996414727,0.14622019574294653,0.41457440021818925
B3,0.45,1.8,0.01,True,True,True,95,192,0.061065845528691626,0.09890212588003523,0.01524224974353977,0.0243536639571795,0.2244891115961244,0.41629521862323915
B3,0.45,1.9,0.01,True,True,True,64,192,0.04127865108800202,0.09490652351134474,0.010260078010069007,0.02317452188234838,0.14314922293065668,0.41781869970456964
B3,0.45,2.0,0.01,True,True,True,95,192,0.05472966693078324,0.09132826008934043,0.013332792138302824,0.02256613774235218,0.23525658035309727,0.419289043402854
B3,0.5,0.1,0.01,False,False,False,128,192,0.3146627859218393,0.44424636707935217,0.11702589814435321,0.15859284285921937,0.19039621526328332,0.2794099671949504
B3,0.5,0.2,0.01,False,False,False,127,192,0.2961385983573117,0.3964758351756214,0.10620803627073316,0.14406181176323224,0.1962690394020713,0.3061207598083301
B3,0.5,0.3,0.01,True,True,True,127,192,0.24006399174376342,0.3357170008952661,0.09189013840947716,0.12572162186629474,0.20224065351387754,0.33059514426561626
B3,0.5,0.4,0.01,True,True,True,128,192,0.18940809803577094,0.27161636509888637,0.07959338074343295,0.10652103995397605,0.19763542257617372,0.34698447964605905
B3,0.5,0.5,0.01,True,True,True,127,192,0.16146378077827334,0.21755733907931935,0.07182142683270465,0.09076553586725383,0.23603824006758123,0.37158238160891627
B3,0.5,0.6,0.01,True,True,True,127,192,0.142037649928987,0.1724415015307787,0.05691505474351474,0.07783601255983044,0.24049448187571176,0.3942713864054344
B3,0.5,0.7,0.01,True,True,True,127,192,0.1303611116669734,0.1613633360687972,0.0497004922433848,0.06731617582062113,0.27017599838154693,0.41061362343286545
B3,0.5,0.8,0.01,True,True,True,127,192,0.1098642017080359,0.152898527892693,0.04358774375437824,0.05820136608408455,0.2780323989825624,0.42551890806306364
B3,0.5,0.9,0.01,True,True,True,128,192,0.11128971730557946,0.14319877249129748,0.037963842159995875,0.051503323032046966,0.2652280564478132,0.42704614549797126
B3,0.5,1.0,0.01,True,True,True,96,192,0.08280743950298333,0.13313589737551185,0.027012258540322076,0.04579392142345906,0.1919820933269092,0.42433113843138837
B3,0.5,1.1,0.01,True,True,True,96,192,0.07916732534949097,0.12477382897302083,0.024142620852640184,0.04115335352774965,0.19902865641884926,0.42228555462889644
B3,0.5,1.2,0.01,True,True,True,95,192,0.06943911809886583,0.11740542408071256,0.021542115644278215,0.03734037765988937,0.2192648157889744,0.418658222530459
B3,0.5,1.3,0.01,True,True,True,96,192,0.0689280159665965,0.1110945822876134,0.02013980422504058,0.03422437275195703,0.21560520342015377,0.4153319074590485
B3,0.5,1.4,0.01,True,True,True,96,192,0.057758483830608554,0.1083000594393605,0.01720104417363899,0.030164436198149402,0.2017711469544281,0.4046699333118683
B3,0.5,1.5,0.01,True,True,True,96,192,0.061900920116895325,0.10318848054103015,0.017195575704875704,0.027990569762598838,0.22729704591712285,0.40686716898033637
B3,0.5,1.6,0.01,True,True,True,95,192,0.06698482683258333,0.09843642788622503,0.0173480561434593,0.026080713465369665,0.25252202015467806,0.40899582890455843
B3,0.5,1.7,0.01,True,True,True,95,192,0.0635869931553443,0.09496816915531368,0.01576354259321161,0.02460972036975645,0.24634950240200204,0.4102959837734018
B3,0.5,1.8,0.01,True,True,True,95,192,0.054586033640850906,0.09099271500443029,0.01442283557469251,0.023221251751489244,0.24797258803220001,0.4120088213512316
B3,0.5,1.9,0.01,True,True,True,64,192,0.04356533269020771,0.08733719945808302,0.011562467908881588,0.02261923570603744,0.15643052080990605,0.4135164375506698
B3,0.5,2.0,0.01,True,True,True,64,192,0.041653294823214976,0.0841724000930818,0.010549864109613019,0.0220362929810433,0.14703112480493874,0.41493620964772393
B3,0.55,0.1,0.01,False,False,False,64,192,0.20333120686295958,0.5315694834129557,0.07542867995457264,0.19528311928017583,0.029660576205511963,0.03531090299835982
B3,0.55,0.2,0.01,False,False,False,128,192,0.22926555080709005,0.3435577392314083,0.09539606743146578,0.13345916185126838,0.20016610871490692,0.28639627690301184
B3,0.55,0.3,0.01,True,False,False,128,192,0.20448734812188302,0.299669763890118,0.07949867406575833,0.12046739426685274,0.19666509084208855,0.3162950137996116
B3,0.55,0.4,0.01,True,True,True,128,192,0.16983427328989453,0.24977373657140634,0.07309814638568496,0.10687886284632733,0.21574274559455736,0.411666066880251
B3,0.55,0.5,0.01,True,True,True,128,192,0.1682750595785334,0.1981112838873521,0.06833519860333234,0.0894720922445521,0.25447241747539295,0.4346186831286307
B3,0.55,0.6,0.01,True,True,True,128,192,0.1328750194439472,0.17489822934753146,0.05381198597838588,0.07477435197088436,0.24352202671579393,0.4502649307013326
B3,0.55,0.7,0.01,True,True,True,127,192,0.1288062207708732,0.15536411373445197,0.05063764646629576,0.06294493286830954,0.28773405810261654,0.45888412730764433
B3,0.55,0.8,0.01,True,True,True,127,192,0.12563440262239012,0.13926630732749679,0.04377118066269259,0.05363578570402355,0.28616014388953126,0.4619305551662739
B3,0.55,0.9,0.01,True,True,True,127,192,0.11875287619570613,0.12638197718546312,0.03855931754332015,0.046384346235385066,0.29312931630223515,0.461755010093146
B3,0.55,1.0,0.01,True,True,True,96,192,0.07399240395702927,0.11656176210744357,0.024717757189331058,0.040807438949698266,0.20343054458787113,0.46172348748639236
B3,0.55,1.1,0.01,True,True,True,95,192,0.0717151481687516,0.10876283600584924,0.023022243807101023,0.03639119519940498,0.2189029008613922,0.46156311465546584
B3,0.55,1.2,0.01,True,True,True,96,192,0.06941618700314087,0.10315087559840683,0.02079217663922875,0.03296919489506889,0.19655661280712478,0.4642672522238602
B3,0.55,1.3,0.01,True,True,True,96,192,0.06603340752132422,0.0981197823585617,0.019408521973182297,0.030086601264383867,0.2003241481135002,0.46544548568700006
B3,0.55,1.4,0.01,True,True,True,95,192,0.06058161576850227,0.09287410465924353,0.017544856878424747,0.02742426531938763,0.22420438460039438,0.4617580382455926
B3,0.55,1.5,0.01,True,True,True,95,192,0.059567535769407265,0.08892273049127662,0.016485318999399423,0.02544952811685519,0.23162007729890122,0.46275235278098487
B3,0.55,1.6,0.01,True,True,True,95,192,0.06206956333071842,0.08615180956394616,0.01650016581745209,0.024361155750009772,0.23745466014832617,0.4661100566380594
B3,0.55,1.7,0.01,True,True,True,95,192,0.06365990286880785,0.08280227445489123,0.01813689325007954,0.023131131860304674,0.23779289739672416,0.4677768861638266
B3,0.55,1.8,0.01,True,True,True,64,192,0.04198035531864508,0.07705872730954541,0.010828413809960274,0.02279405570227938,0.14547934422950737,0.4276965234939065
B3,0.55,1.9,0.01,True,True,True,64,192,0.042119361328972926,0.07375075979477509,0.010645658626269705,0.02155909746171672,0.14509148377976122,0.4290562762553367
B3,0.55,2.0,0.01,True,True,True,64,192,0.03754960209983149,0.07150096627570174,0.009441856760138229,0.020527941925611914,0.14340577697261592,0.42259326401482555
B3,0.6,0.1,0.01,True,True,True,32,192,0.12678816211628796,0.5564626949675484,0.0437002082585608,0.2032794527858477,0.00743744854848416,0.03776859531087111
B3,0.6,0.2,0.01,False,False,False,128,192,0.37661001650432846,0.6237137396976691,0.1373618117450271,0.2267729875647443,0.08057003975684363,0.1475787246868379
B3,0.6,0.3,0.01,False,False,False,128,192,0.15867171627939092,0.18624796890658463,0.04309859292918802,0.06717227663077657,0.1861212291987122,0.2923896109395109
B3,0.6,0.4,0.01,False,True,False,128,192,0.1293797295000538,0.2101008614955608,0.056127224346808,0.08797917222355875,0.2317622820946605,0.340685118434202
B3,0.6,0.5,0.01,False,True,False,127,192,0.12931860724682928,0.19616493467097146,0.05441668408770475,0.08034778237898385,0.2602297279048532,0.36404781223442684
B3,0.6,0.6,0.01,True,True,True,127,192,0.11568528597167654,0.18155606214404116,0.04358114451513856,0.07115943326488072,0.24796480148231093,0.3836572073426767
B3,0.6,0.7,0.01,True,True,True,128,192,0.11211977264586226,0.16949551237097732,0.04248019662265465,0.06324663093867522,0.24475024338449713,0.4002300890902024
