n,kappa,h,ref,seed,method,cnots,delta_e,fidelity,joint_pass
8,0.85,1.0,antiphase,11,cost,16,0.20268116467488984,0.5069460302296512,False
8,0.85,1.0,antiphase,11,cost,32,0.04028615079255693,0.9049932549731518,False
8,0.85,1.0,antiphase,11,cost,64,0.0055496364336564685,0.9890563669960158,False
8,0.85,1.0,antiphase,11,cost,96,0.0016993902172024455,0.9978659703275125,False
8,0.85,1.0,antiphase,11,cost,128,0.0008650171173181231,0.9990187003410895,True
8,0.85,1.0,antiphase,11,cost,128,0.0008650171173181231,0.9990187003410895,True
8,0.8,0.6,plus,11,fixed,0,0.3475761295690428,0.4098035720244742,False
8,0.8,0.6,plus,11,fixed,16,0.11303112511253555,0.5021880040338691,False
8,0.45,0.3,antiphase,11,cost,6,0.20578267160314206,0.0038971961534984105,False
8,0.45,0.3,antiphase,11,cost,16,0.17614733042090308,0.01077729826036674,False
8,0.45,0.3,antiphase,11,cost,32,0.14851909389470896,0.04666408860647111,False
8,0.45,0.3,antiphase,11,cost,64,0.008562512031926595,0.9025685397129002,False
8,0.45,0.3,antiphase,11,cost,96,0.0026227126710579585,0.988204960522875,False
8,0.45,0.3,antiphase,11,cost,128,0.0006516286549145267,0.9971644523331741,False
8,0.45,0.3,antiphase,11,cost,128,0.0006516286549145267,0.9971644523331741,False
12,0.8,1.1,plus,11,cost,0,0.23998283268388962,0.6189422409263057,False
12,0.8,1.1,plus,11,cost,32,0.04086278335338308,0.8741185697413572,False
12,0.8,1.1,plus,11,cost,64,0.015029130934944845,0.9544947449472594,False
12,0.8,1.1,plus,11,cost,96,0.006246597871678065,0.9825930700026202,False
12,0.8,1.1,plus,11,cost,128,0.003906682383751321,0.9895613738303777,False
12,0.8,1.1,plus,11,cost,128,0.003906682383751321,0.9895613738303777,False
8,0.45,0.4,plus,11,cost,0,0.31953281668757444,0.4435099554040711,False
8,0.45,0.4,plus,11,cost,16,0.02682763207175931,0.8333874151805395,False
8,0.45,0.4,plus,11,cost,32,0.012744912758934968,0.8855886507903233,False
8,0.45,0.4,plus,11,cost,64,0.004326137745696679,0.9731947824370618,False
8,0.45,0.4,plus,11,cost,96,0.001146820510337987,0.9966955568343727,False
8,0.45,0.4,plus,11,cost,128,0.00025038923443099215,0.9995243313180058,True
8,0.45,0.4,plus,11,cost,128,0.00025038923443099215,0.9995243313180058,True
