n,kappa,h,ref,seed,method,cnots,delta_e,fidelity,joint_pass
8,0.65,1.3,plus,11,cost,128,6.459771093458855e-05,0.9999511701389927,True
8,0.95,0.9,ghz,11,cost,7,1.1834238978538878,0.0007562461887366598,False
8,0.95,0.9,ghz,11,cost,15,0.5156637829954445,0.03985443390570598,False
8,0.95,0.9,ghz,11,cost,31,0.07812514376078994,0.4344212630498751,False
8,0.95,0.9,ghz,11,cost,63,0.008549117485216806,0.9868779214394604,False
8,0.95,0.9,ghz,11,cost,95,0.0034739165033754738,0.9938117129172487,False
8,0.95,0.9,ghz,11,cost,127,0.0015994009192332737,0.9976542153626888,False
8,0.95,0.9,ghz,11,cost,127,0.0015994009192332737,0.9976542153626888,False
8,0.525,0.85,ghz,11,fixed,7,0.5939370696579316,0.014966115328206202,False
8,0.525,0.85,ghz,11,fixed,23,0.1399940298572231,0.6487068622363887,False
8,0.85,1.7,ghz,11,cost,7,1.732334125110537,0.005108081082863478,False
8,0.85,1.7,ghz,11,cost,15,0.8507964114905515,0.11610958168288191,False
8,0.85,1.7,ghz,11,cost,31,0.07070222786460545,0.9152732060124303,False
8,0.85,1.7,ghz,11,cost,63,0.0009623365418314211,0.9993644700422029,True
8,0.85,1.7,ghz,11,cost,95,0.00031270475893774297,0.99979112102042,True
8,0.85,1.7,ghz,11,cost,127,0.0001197248667115236,0.9999275861775835,True
8,0.85,1.7,ghz,11,cost,127,0.0001197248667115236,0.9999275861775835,True
8,0.8,0.4,ghz,23,cost,7,0.6564908659982547,2.967040635574974e-05,False
8,0.8,0.4,ghz,23,cost,15,0.3340396207249783,0.0017056980546040952,False
8,0.8,0.4,ghz,23,cost,31,0.17947150602439033,0.02266796629786634,False
8,0.8,0.4,ghz,23,cost,63,0.004685405611778548,0.5153609271931037,False
8,0.8,0.4,ghz,23,cost,127,0.0007972662990874957,0.9964991828815356,True
8,0.8,0.4,ghz,23,cost,127,0.0007972662990874957,0.9964991828815356,True
8,0.55,0.9,ghz,11,cost,7,0.6637439927675978,0.012886171529100723,False
8,0.55,0.9,ghz,11,cost,15,0.3835511797981408,0.10355427954835536,False
8,0.55,0.9,ghz,11,cost,31,0.141312593559349,0.5165833117650201,False
8,0.55,0.9,ghz,11,cost,63,0.00622030911551108,0.9862603378326927,False
8,0.55,0.9,ghz,11,cost,95,0.0005326505184091168,0.9993777078506765,True
8,0.55,0.9,ghz,11,cost,127,0.00014526941844228425,0.9998412642215813,True
8,0.55,0.9,ghz,11,cost,127,0.00014526941844228425,0.9998412642215813,True
8,0.0,1.1,antiphase,23,fixed,6,1.3494084590468363,0.0023935758742727104,False
8,0.0,1.1,antiphase,23,fixed,22,1.3494084590468363,0.002204161600889743,False
8,0.475,0.85,plus,11,gradient,0,0.2159159456800991,0.7190369955786484,False
8,0.475,0.85,plus,11,gradient,16,0.016498954390272935,0.9550108381185151,False
8,0.475,0.85,plus,11,gradient,32,0.0076224119352539255,0.9769634042651756,False
8,0.475,0.85,plus,11,gradient,64,0.003434114799703236,0.9914789380685419,False
8,0.475,0.85,plus,11,gradient,96,0.00045414922465969454,0.9994313954149138,True
8,0.475,0.85,plus,11,gradient,128,0.00018624925171595308,0.999772241370843,True
8,0.475,0.85,plus,11,gradient,128,0.00018624925171595308,0.999772241370843,True
8,0.4,1.8,ghz,11,cost,7,1.3254944268838453,0.02066223330711125,False
8,0.4,1.8,ghz,11,cost,15,0.7178833126484041,0.1843832433050438,False
8,0.4,1.8,ghz,11,cost,31,0.0169066737723782,0.982364082678287,False
8,0.4,1.8,ghz,11,cost,63,0.0001189752141053102,0.9999095816509884,True
8,0.4,1.8,ghz,11,cost,95,9.490118863419994e-06,0.9999946669065849,True
8,0.4,1.8,ghz,11,cost,127,1.943419347893993e-06,0.9999989472656032,True
8,0.4,1.8,ghz,11,cost,127,1.943419347893993e-06,0.9999989472656032,True
8,0.8,1.2,antiphase,11,fixed,6,0.6202060867657855,0.11001980552767686,False
8,0.8,1.2,antiphase,11,fixed,22,0.6202060867657855,0.11001980552767686,False
8,0.85,1.2,ghz,11,cost,7,1.2836251149167124,0.003275665149213292,False
8,0.85,1.2,ghz,11,cost,15,0.5449640538109002,0.10717087113592044,False
8,0.85,1.2,ghz,11,cost,31,0.0856293333806395,0.8433351860839803,False
8,0.85,1.2,ghz,11,cost,63,0.0033271154991991736,0.9961853792251093,False
8,0.85,1.2,ghz,11,cost,95,0.0009374976862184248,0.9991068328703642,True
8,0.85,1.2,ghz,11,cost,127,0.0003372049707675018,0.9996929154580964,True
8,0.85,1.2,ghz,11,cost,127,0.0003372049707675018,0.9996929154580964,True
12,0.0,1.1,antiphase,11,cost,10,1.3451707487382514,6.267791034523256e-05,False
12,0.0,1.1,antiphase,11,cost,32,0.5075082367836387,0.17022056008010705,False
12,0.0,1.1,antiphase,11,cost,96,0.21223012429557242,0.3657320685429769,False
12,0.0,1.1,antiphase,11,cost,128,0.20616119646036601,0.363122120215,False
12,0.0,1.1,antiphase,11,cost,128,0.20616119646036601,0.363122120215,False
8,0.8,0.8,antiphase,37,cost,6,0.2865110832348605,0.2505289620486456,False
8,0.8,0.8,antiphase,37,cost,16,0.1490807675510275,0.5104227377444551,False
8,0.8,0.8,antiphase,37,cost,32,0.036178252575438385,0.8590486456474339,False
8,0.8,0.8,antiphase,37,cost,64,0.007983289208359334,0.982007163131149,False
8,0.8,0.8,antiphase,37,cost,96,0.0026647495650296005,0.9954698320097731,False
8,0.8,0.8,antiphase,37,cost,128,0.0012068425344085032,0.9983753686808923,False
8,0.8,0.8,antiphase,37,cost,128,0.0012068425344085032,0.9983753686808923,False
8,0.7,1.6,ghz,11,cost,7,1.4637401848676281,0.008003634529876999,False
8,0.7,1.6,ghz,11,cost,15,0.8532759947963446,0.08242139899647075,False
8,0.7,1.6,ghz,11,cost,31,0.052319134665660405,0.934446932349767,False
8,0.7,1.6,ghz,11,cost,63,0.0015913548369534958,0.9982245729800824,False
8,0.7,1.6,ghz,11,cost,95,0.00011795258479052606,0.9999228404419952,True
8,0.7,1.6,ghz,11,cost,127,3.77641965032538e-05,0.9999769272144742,True
8,0.7,1.6,ghz,11,cost,127,3.77641965032538e-05,0.9999769272144742,True
8,1.0,1.9,plus,11,cost,0,0.199185682968418,0.8423622598297383,False
8,1.0,1.9,plus,11,cost,16,0.0748632647134615,0.9202012718067157,False
8,1.0,1.9,plus,11,cost,32,0.01046743095423075,0.9903771345190084,False
8,1.0,1.9,plus,11,cost,64,0.0007457686925462781,0.9995431007334308,True
8,1.0,1.9,plus,11,cost,128,9.740210204522981e-05,0.9999440426340541,True
8,1.0,1.9,plus,11,cost,128,9.740210204522981e-05,0.9999440426340541,True
12,0.3,0.4,plus,11,cost,0,0.3637644421345249,0.06411811772353405,False
12,0.3,0.4,plus,11,cost,32,0.027288608898426325,0.47984731564427535,False
12,0.3,0.4,plus,11,cost,64,0.00959195971967978,0.6881099024813998,False
12,0.3,0.4,plus,11,cost,96,0.0034319327297687905,0.927243952214171,False
12,0.3,0.4,plus,11,cost,128,0.0007433987449750509,0.9872112971002077,False
12,0.3,0.4,plus,11,cost,128,0.0007433987449750509,0.9872112971002077,False
8,0.9,1.9,ghz,11,cost,7,1.97733496432458,0.004881655256625755,False
8,0.9,1.9,ghz,11,cost,15,0.891992438948398,0.11375252823821944,False
8,0.9,1.9,ghz,11,cost,31,0.060770702518395225,0.9328318456386251,False
8,0.9,1.9,ghz,11,cost,63,0.0010512509264546388,0.9993196745026917,False
8,0.9,1.9,ghz,11,cost,95,0.0002693111400065007,0.9998436135884089,True
8,0.9,1.9,ghz,11,cost,127,0.00011674629122193636,0.9999337987781743,True
8,0.9,1.9,ghz,11,cost,127,0.00011674629122193636,0.9999337987781743,True
8,0.45,0.15,plus,11,cost,0,0.4217268040301613,0.2479639860297743,False
8,0.45,0.15,plus,11,cost,16,0.022629041503461567,0.5770220660675883,False
8,0.45,0.15,plus,11,cost,32,0.008242136043006498,0.7698686880045227,False
8,0.45,0.15,plus,11,cost,64,0.0030134796631391403,0.821447964552214,False
8,0.45,0.15,plus,11,cost,96,0.0027055969600320307,0.8259076739763871,False
8,0.45,0.15,plus,11,cost,128,0.0009592287891376783,0.9878967198117294,False
8,0.45,0.15,plus,11,cost,128,0.0009592287891376783,0.9878967198117294,False
12,0.8,1.7,ghz,11,cost,11,1.6753084162829588,0.0003181112222490625,False
12,0.8,1.7,ghz,11,cost,31,0.3973420584375085,0.2115304704500657,False
12,0.8,1.7,ghz,11,cost,63,0.21129294261011733,0.5096984409169065,False
12,0.8,1.7,ghz,11,cost,95,0.0024126345215570075,0.9962039463149764,False
12,0.8,1.7,ghz,11,cost,127,0.0009600691849727857,0.998572943570366,True
12,0.8,1.7,ghz,11,cost,127,0.0009600691849727857,0.998572943570366,True
8,0.9,0.9,antiphase,11,cost,6,0.30735975036693597,0.30681128450964,False
8,0.9,0.9,antiphase,11,cost,16,0.1513669653364178,0.6000718888312971,False
8,0.9,0.9,antiphase,11,cost,32,0.029115417276420974,0.9157026354810492,False
8,0.9,0.9,antiphase,11,cost,64,0.005293138276409648,0.9892045806934504,False
8,0.9,0.9,antiphase,11,cost,96,0.002484665811836262,0.9957812501810751,False
8,0.9,0.9,antiphase,11,cost,128,0.0014578142229457747,0.9980620963948691,False
8,0.9,0.9,antiphase,11,cost,128,0.0014578142229457747,0.9980620963948691,False
8,0.45,1.1,antiphase,11,cost,6,0.8319484521586822,0.02647197296785131,False
8,0.45,1.1,antiphase,11,cost,16,0.5416810844229085,0.16973673413303197,False
8,0.45,1.1,antiphase,11,cost,32,0.04510986397125483,0.9164074950327444,False
8,0.45,1.1,antiphase,11,cost,64,0.0008943271808639075,0.9987644355747152,True
8,0.45,1.1,antiphase,11,cost,96,9.499415278213519e-05,0.9999129393622849,True
8,0.45,1.1,antiphase,11,cost,128,2.216745987726476e-05,0.9999804944608857,True
8,0.45,1.1,antiphase,11,cost,128,2.216745987726476e-05,0.9999804944608857,True
12,0.3,0.6,antiphase,11,cost,10,0.5780884641109741,0.000131228921833512,False
12,0.3,0.6,antiphase,11,cost,32,0.32165714469102835,0.02402628456205484,False
12,0.3,0.6,antiphase,11,cost,64,0.0681412744054537,0.25278015950666777,False
12,0.3,0.6,antiphase,11,cost,96,0.036873437786590024,0.47399368262725056,False
12,0.3,0.6,antiphase,11,cost,128,0.033646995583861784,0.47578817334064893,False
12,0.3,0.6,antiphase,11,cost,128,0.033646995583861784,0.47578817334064893,False
8,0.3,1.1,antiphase,11,cost,6,0.9826354927917884,0.01360642254330771,False
8,0.3,1.1,antiphase,11,cost,16,0.41408709676894273,0.3216835709755494,False
8,0.3,1.1,antiphase,11,cost,32,0.2021763879235603,0.45638905406158387,False
8,0.3,1.1,antiphase,11,cost,64,0.00026428648540699484,0.9994187532442471,True
8,0.3,1.1,antiphase,11,cost,96,1.973905955310329e-05,0.999979305812621,True
8,0.3,1.1,antiphase,11,cost,128,3.340358558645562e-06,0.9999969943117865,True
8,0.3,1.1,antiphase,11,cost,128,3.340358558645562e-06,0.9999969943117865,True
8,0.8,1.2,ghz,11,fixed,7,1.2202060867657851,0.004183336731216742,False
8,0.8,1.2,ghz,11,fixed,23,0.13868123865130944,0.8438562808642377,False
8,0.8,0.6,plus,37,cost,0,0.3475761295690428,0.4098035720244742,False
8,0.8,0.6,plus,37,cost,16,0.09039333805167649,0.563788116204004,False
8,0.8,0.6,plus,37,cost,32,0.013501277343878959,0.9251181429250438,False
8,0.8,0.6,plus,37,cost,64,0.006048163648873284,0.9731363601908957,False
8,0.8,0.6,plus,37,cost,96,0.004341416357673822,0.9808414267282818,False
8,0.8,0.6,plus,37,cost,128,0.0019164648685449093,0.9917869070198206,False
8,0.8,0.6,plus,37,cost,128,0.0019164648685449093,0.9917869070198206,False
8,0.8,0.4,ghz,23,fixed,7,0.6564908659982547,2.967040635574974e-05,False
8,0.8,0.4,ghz,23,fixed,23,0.20809676599444493,0.010795128551684493,False
12,0.8,0.5,ghz,11,cost,11,0.6902657764189226,2.2461959413958144e-06,False
12,0.8,0.5,ghz,11,cost,31,0.14911283615826662,0.03004657464434255,False
12,0.8,0.5,ghz,11,cost,63,0.054282940896049826,0.11275331966899993,False
12,0.8,0.5,ghz,11,cost,95,0.04770666827351233,0.13921963916178615,False
12,0.8,0.5,ghz,11,cost,127,0.0421104543025268,0.15951402781018129,False
12,0.8,0.5,ghz,11,cost,127,0.0421104543025268,0.15951402781018129,False
12,0.0,1.9,antiphase,11,cost,10,2.034045009907924,0.00042299306915087007,False
12,0.0,1.9,antiphase,11,cost,32,0.7230867780916533,0.19967356441014444,False
12,0.0,1.9,antiphase,11,cost,64,0.23036140851804396,0.472764204579932,False
12,0.0,1.9,antiphase,11,cost,96,0.20054588274314314,0.47711578937379134,False
12,0.0,1.9,antiphase,11,cost,128,6.074587652952582e-05,0.9998757399796221,True
12,0.0,1.9,antiphase,11,cost,128,6.074587652952582e-05,0.9998757399796221,True
8,0.75,1.9,antiphase,11,cost,6,1.3015046764494067,0.052520092806209964,False
8,0.75,1.9,antiphase,11,cost,16,0.7901903222127686,0.2597931100168595,False
8,0.75,1.9,antiphase,11,cost,32,0.04454229516747077,0.9528236581281821,False
8,0.75,1.9,antiphase,11,cost,128,4.323310628784327e-05,0.9999757576547225,True
8,0.75,1.9,antiphase,11,cost,128,4.323310628784327e-05,0.9999757576547225,True
8,0.975,0.55,plus,11,gradient,0,0.5131985860163298,0.16866382525392112,False
8,0.975,0.55,plus,11,gradient,16,0.21280433650340957,0.2743320514566227,False
8,0.975,0.55,plus,11,gradient,96,0.0075008093191408776,0.5311018919834994,False
8,0.975,0.55,plus,11,gradient,128,0.0007227327187990795,0.9983955661280985,True
8,0.975,0.55,plus,11,gradient,128,0.0007227327187990795,0.9983955661280985,True
8,1.0,0.7,ghz,11,cost,7,1.1473967598874601,0.00010731911575903449,False
8,1.0,0.7,ghz,11,cost,15,0.5193990487168916,0.017790812289346022,False
8,1.0,0.7,ghz,11,cost,31,0.024098093690362976,0.49918234945652334,False
8,1.0,0.7,ghz,11,cost,63,0.018655026673344066,0.5584323731974199,False
8,1.0,0.7,ghz,11,cost,127,0.0011713020939141394,0.997269396114817,False
8,1.0,0.7,ghz,11,cost,127,0.0011713020939141394,0.997269396114817,False
8,0.45,2.0,antiphase,11,cost,6,1.6675751880922118,0.025958596409702866,False
8,0.45,2.0,antiphase,11,cost,16,0.56279992065039,0.4388334451984779,False
8,0.45,2.0,antiphase,11,cost,32,0.022607017818686348,0.9760972349021957,False
8,0.45,2.0,antiphase,11,cost,64,0.00023184394854336432,0.9998362996997032,True
8,0.45,2.0,antiphase,11,cost,96,1.031334278511764e-05,0.9999947521825903,True
8,0.45,2.0,antiphase,11,cost,128,3.0153877501604143e-06,0.9999985331085711,True
8,0.45,2.0,antiphase,11,cost,128,3.0153877501604143e-06,0.9999985331085711,True
8,0.15,0.3,antiphase,11,cost,6,0.7268452416032568,1.0639503600192963e-06,False
8,0.15,0.3,antiphase,11,cost,16,0.5157503859920318,0.0016645505975797573,False
8,0.15,0.3,antiphase,11,cost,32,0.003551155396007477,0.9912390849386087,False
8,0.15,0.3,antiphase,11,cost,64,4.780685986460753e-05,0.9998218018889465,True
8,0.15,0.3,antiphase,11,cost,96,1.1460985771982735e-05,0.9999693978059492,True
8,0.15,0.3,antiphase,11,cost,128,1.0709076836423748e-07,0.9999998692221995,True
8,0.15,0.3,antiphase,11,cost,128,1.0709076836423748e-07,0.9999998692221995,True
8,0.0,0.9,ghz,23,cost,7,0.2216609572519983,0.534477467885496,False
8,0.0,0.9,ghz,23,cost,15,0.12296732941751465,0.6847301070197824,False
8,0.0,0.9,ghz,23,cost,31,0.021487473503100984,0.9044926947881907,False
8,0.0,0.9,ghz,23,cost,63,0.00324312261797588,0.9954850791718793,False
8,0.0,0.9,ghz,23,cost,95,4.7010697181715244e-05,0.9999477879572114,True
8,0.0,0.9,ghz,23,cost,127,5.06152358470402e-07,0.9999995641027033,True
8,0.0,0.9,ghz,23,cost,127,5.06152358470402e-07,0.9999995641027033,True
8,0.65,0.3,ghz,11,cost,7,0.34163006886230146,0.0001836111004524044,False
8,0.65,0.3,ghz,11,cost,15,0.3087087593223248,0.0017641021676621403,False
8,0.65,0.3,ghz,11,cost,31,0.06982309297205669,0.051187885960514386,False
8,0.65,0.3,ghz,11,cost,63,0.05552426583242398,0.10345880817676381,False
8,0.65,0.3,ghz,11,cost,95,0.004369767959150783,0.5264667553369363,False
8,0.65,0.3,ghz,11,cost,127,0.0036162391935463667,0.5696386348797848,False
8,0.65,0.3,ghz,11,cost,127,0.0036162391935463667,0.5696386348797848,False
8,0.0,1.1,antiphase,23,cost,6,1.3494084590468363,0.0023935758742727104,False
8,0.0,1.1,antiphase,23,cost,16,0.5244084590468365,0.3089488262817214,False
8,0.0,1.1,antiphase,23,cost,32,0.0744931813138705,0.7177466793359593,False
8,0.0,1.1,antiphase,23,cost,64,0.003631805241327557,0.9954514520132569,False
8,0.0,1.1,antiphase,23,cost,96,0.0002478068523297239,0.9997739218354351,True
8,0.0,1.1,antiphase,23,cost,128,4.0651487287490795e-08,0.9999999658453239,True
8,0.0,1.1,antiphase,23,cost,128,4.0651487287490795e-08,0.9999999658453239,True
8,0.325,0.15,plus,11,fixed,0,0.5334515656016539,0.021185111098108656,False
8,0.325,0.15,plus,11,fixed,16,0.15626155762548455,0.14760423750021712,False
8,0.0,0.1,antiphase,11,cost,6,1.0025015666823316,1.953173815028542e-11,False
8,0.0,0.1,antiphase,11,cost,16,0.7146876933684688,9.962008489846003e-05,False
8,0.0,0.1,antiphase,11,cost,32,0.0003148418743565973,0.999370274029431,True
8,0.0,0.1,antiphase,11,cost,62,2.152544520406252e-08,0.999999957994987,True
12,0.3,1.0,antiphase,11,cost,10,0.8957309481676822,0.000677518431113752,False
12,0.3,1.0,antiphase,11,cost,32,0.4385297657523422,0.132467219068084,False
12,0.3,1.0,antiphase,11,cost,64,0.10043451699806989,0.496885701235529,False
12,0.3,1.0,antiphase,11,cost,96,0.08657806534449586,0.5086533904485554,False
12,0.3,1.0,antiphase,11,cost,128,0.0001535450531819175,0.9994445938726753,True
12,0.3,1.0,antiphase,11,cost,128,0.0001535450531819175,0.9994445938726753,True
8,0.025,1.25,antiphase,11,cost,6,1.4306589721793488,0.004504818480279983,False
8,0.025,1.25,antiphase,11,cost,16,0.5178778162388032,0.3576192878395754,False
8,0.025,1.25,antiphase,11,cost,32,0.18537312277796447,0.5982068957445736,False
8,0.025,1.25,antiphase,11,cost,64,0.004083234211768927,0.9900759586643649,False
8,0.025,1.25,antiphase,11,cost,128,4.9008167284370074e-06,0.9999964552612852,True
8,0.025,1.25,antiphase,11,cost,128,4.9008167284370074e-06,0.9999964552612852,True
8,0.85,1.5,antiphase,11,cost,6,0.8496993718131763,0.09149509403901317,False
8,0.85,1.5,antiphase,11,cost,16,0.33924050963539876,0.5038240793339107,False
8,0.85,1.5,antiphase,11,cost,32,0.032156607326942366,0.9564591542216591,False
8,0.85,1.5,antiphase,11,cost,64,0.0013382526562828456,0.9988586045382627,False
8,0.85,1.5,antiphase,11,cost,128,0.00015574264386231107,0.9998902455856351,True
8,0.85,1.5,antiphase,11,cost,128,0.00015574264386231107,0.9998902455856351,True
8,0.45,1.9,ghz,11,cost,7,1.472367837697611,0.01722009856469762,False
8,0.45,1.9,ghz,11,cost,15,0.9024571187095058,0.11483745600699846,False
8,0.45,1.9,ghz,11,cost,31,0.41168973531770514,0.4642840855817865,False
8,0.45,1.9,ghz,11,cost,63,0.00033436117790586195,0.9997022723833554,True
8,0.45,1.9,ghz,11,cost,95,2.2275012093508906e-05,0.9999880127345792,True
8,0.45,1.9,ghz,11,cost,127,3.0225749507728494e-06,0.9999984690801627,True
8,0.45,1.9,ghz,11,cost,127,3.0225749507728494e-06,0.9999984690801627,True
8,0.2,1.8,ghz,11,cost,7,1.1258466911977285,0.039091867069059975,False
8,0.2,1.8,ghz,11,cost,15,0.7087981397273249,0.14951753882816005,False
8,0.2,1.8,ghz,11,cost,31,0.0291037712208142,0.9689601899046867,False
8,0.2,1.8,ghz,11,cost,63,7.516511500993417e-06,0.9999944741030933,True
8,0.2,1.8,ghz,11,cost,95,9.330609092028652e-07,0.9999994224284964,True
8,0.2,1.8,ghz,11,cost,127,2.1441566833146908e-07,0.9999998837075956,True
8,0.2,1.8,ghz,11,cost,127,2.1441566833146908e-07,0.9999998837075956,True
8,0.2,0.9,antiphase,11,cost,6,0.9278282232600361,0.005463560425448601,False
8,0.2,0.9,antiphase,11,cost,16,0.4180179237720232,0.24778387631133783,False
8,0.2,0.9,antiphase,11,cost,32,0.0417672314840456,0.8857024744338681,False
8,0.2,0.9,antiphase,11,cost,64,0.0006913315460372882,0.9976711141447501,False
8,0.2,0.9,antiphase,11,cost,96,3.4564467751740935e-05,0.9999538258319923,True
8,0.2,0.9,antiphase,11,cost,128,6.938620228602588e-06,0.9999922332546529,True
8,0.2,0.9,antiphase,11,cost,128,6.938620228602588e-06,0.9999922332546529,True
8,0.8,0.4,plus,37,cost,0,0.4564908659982555,0.148165412310859,False
8,0.8,0.4,plus,37,cost,16,0.1736390935266543,0.197356960968122,False
8,0.8,0.4,plus,37,cost,32,0.08899839719501745,0.37702662246282925,False
8,0.8,0.4,plus,37,cost,64,0.001252311116908933,0.9927945898254156,False
8,0.8,0.4,plus,37,cost,96,0.0005295383821077859,0.9973068081334715,True
8,0.8,0.4,plus,37,cost,128,0.0003833296133317621,0.9982050471086537,True
8,0.8,0.4,plus,37,cost,128,0.0003833296133317621,0.9982050471086537,True
8,0.35,0.5,antiphase,11,cost,6,0.4465448934622269,0.004354760969110326,False
8,0.35,0.5,antiphase,11,cost,16,0.3534607321407531,0.031500312711553353,False
8,0.35,0.5,antiphase,11,cost,32,0.10748710273064832,0.3320582484105029,False
8,0.35,0.5,antiphase,11,cost,64,0.0007176775568453753,0.9941954542312575,False
8,0.35,0.5,antiphase,11,cost,96,0.0003656549381809704,0.9972790087364434,False
8,0.35,0.5,antiphase,11,cost,128,0.00010713422470631784,0.9996822269890399,True
8,0.35,0.5,antiphase,11,cost,128,0.00010713422470631784,0.9996822269890399,True
12,0.3,1.3,antiphase,11,cost,10,1.1606684654060369,0.0009855583050275318,False
12,0.3,1.3,antiphase,11,cost,32,0.5218151818581171,0.170290874479643,False
12,0.3,1.3,antiphase,11,cost,64,0.14606441247302668,0.4964317971641543,False
12,0.3,1.3,antiphase,11,cost,96,0.1284479414627905,0.5176053148503614,False
12,0.3,1.3,antiphase,11,cost,128,0.00027553815811742766,0.9992627158367483,True
12,0.3,1.3,antiphase,11,cost,128,0.00027553815811742766,0.9992627158367483,True
12,0.0,1.6,antiphase,11,cost,10,1.7605724749549883,0.0002973596109062628,False
12,0.0,1.6,antiphase,11,cost,32,0.6218675252708682,0.18252586780792118,False
12,0.0,1.6,antiphase,11,cost,64,0.3670086664717811,0.23210655719588263,False
12,0.0,1.6,antiphase,11,cost,96,0.3367076144067414,0.23130700302650165,False
12,0.0,1.6,antiphase,11,cost,128,0.3283564383041231,0.23204872917428132,False
12,0.0,1.6,antiphase,11,cost,128,0.3283564383041231,0.23204872917428132,False
8,1.0,0.2,plus,11,cost,0,0.8101672548267027,0.03537692550735806,False
8,1.0,0.2,plus,11,cost,16,0.24538164159631903,0.24810538154327808,False
8,1.0,0.2,plus,11,cost,64,0.0001354147698946484,0.5002604913158976,False
8,1.0,0.2,plus,11,cost,108,0.00012510291219181013,0.50040759819328,False
8,0.1,0.1,plus,11,cost,0,0.8027807789671171,0.012222006271936117,False
8,0.1,0.1,plus,11,cost,16,0.2006965448246102,0.4976814825059329,False
8,0.1,0.1,plus,11,cost,32,0.0003506561640571615,0.9992191789161154,True
8,0.1,0.1,plus,11,cost,64,2.7571306349116753e-08,0.9999999364110613,True
8,0.1,0.1,plus,11,cost,70,2.3604987298142532e-08,0.9999999397568164,True
8,0.05,0.5,antiphase,11,cost,6,0.9673857793466784,1.4775872979064625e-05,False
8,0.05,0.5,antiphase,11,cost,16,0.699944521538799,0.0009378006389990632,False
8,0.05,0.5,antiphase,11,cost,32,0.38038820975593124,0.48765353595533484,False
8,0.05,0.5,antiphase,11,cost,64,0.0007938137097509568,0.9974610810946853,True
8,0.05,0.5,antiphase,11,cost,128,2.291652553054746e-06,0.9999975389457082,True
8,0.05,0.5,antiphase,11,cost,128,2.291652553054746e-06,0.9999975389457082,True
12,0.0,0.1,ghz,11,cost,11,0.002501566421599044,0.9925070214162464,False
12,0.0,0.1,ghz,11,cost,31,0.00041849350503560717,0.9987417423577486,True
12,0.0,0.1,ghz,11,cost,63,6.668374092910767e-07,0.9999979784584323,True
12,0.0,0.1,ghz,11,cost,83,2.469524362780362e-08,0.9999999251868373,True
8,0.3,1.2,antiphase,37,fixed,6,1.0710134982110622,0.01475669103723503,False
8,0.3,1.2,antiphase,37,fixed,22,1.0710134982110622,0.01475669103723503,False
8,0.825,0.55,plus,11,gradient,0,0.3880750272771897,0.29794481629068964,False
8,0.825,0.55,plus,11,gradient,16,0.10986415298578955,0.4495003650471245,False
8,0.825,0.55,plus,11,gradient,32,0.006937008388525179,0.9645649470692753,False
8,0.825,0.55,plus,11,gradient,96,0.0023152967621484777,0.9891384930160089,False
8,0.825,0.55,plus,11,gradient,128,0.0020220364715954897,0.991219165810084,False
8,0.825,0.55,plus,11,gradient,128,0.0020220364715954897,0.991219165810084,False
8,0.325,0.15,antiphase,11,cost,6,0.35845156560165375,1.7509415572952666e-07,False
8,0.325,0.15,antiphase,11,cost,16,0.34792445016387064,3.368384545651121e-06,False
8,0.325,0.15,antiphase,11,cost,64,0.12116229034174852,0.0011860084907418774,False
8,0.325,0.15,antiphase,11,cost,96,5.77661419398634e-06,0.9999625293198545,True
8,0.325,0.15,antiphase,11,cost,128,1.7418483067022095e-07,0.9999996269248613,True
8,0.325,0.15,antiphase,11,cost,128,1.7418483067022095e-07,0.9999996269248613,True
8,0.6,0.2,antiphase,11,cost,6,0.018911473136764445,0.8699469306189836,False
8,0.6,0.2,antiphase,11,cost,16,0.008646507847878127,0.910190097283843,False
8,0.6,0.2,antiphase,11,cost,32,0.0015706779227583345,0.9441846613851301,False
8,0.6,0.2,antiphase,11,cost,64,0.0011903022981919475,0.956639265564638,False
8,0.6,0.2,antiphase,11,cost,128,0.0007360512581708889,0.9741362290132969,False
8,0.6,0.2,antiphase,11,cost,128,0.0007360512581708889,0.9741362290132969,False
8,0.4,0.8,plus,11,cost,0,0.22299787954058892,0.6871221523041317,False
8,0.4,0.8,plus,11,cost,16,0.011762406694266314,0.967768006387162,False
8,0.4,0.8,plus,11,cost,32,0.005265268547235857,0.9787377019017469,False
8,0.4,0.8,plus,11,cost,64,0.0012400886314984927,0.9969854099110282,False
8,0.4,0.8,plus,11,cost,96,0.00012647609951965677,0.9998460420410364,True
8,0.4,0.8,plus,11,cost,128,4.602582361745711e-05,0.9999503016544415,True
8,0.4,0.8,plus,11,cost,128,4.602582361745711e-05,0.9999503016544415,True
8,0.85,0.5,plus,11,cost,0,0.43610219424689123,0.2080798849375727,False
8,0.85,0.5,plus,11,cost,16,0.16617936231609198,0.29801513340938135,False
8,0.85,0.5,plus,11,cost,32,0.011910612488783778,0.964433413302078,False
8,0.85,0.5,plus,11,cost,96,0.0009856845169764483,0.9957277253906194,False
8,0.85,0.5,plus,11,cost,128,0.0006626879862834389,0.9977210513221725,True
8,0.85,0.5,plus,11,cost,128,0.0006626879862834389,0.9977210513221725,True
8,0.025,0.85,ghz,11,fixed,7,0.2025247217057189,0.5563914527110492,False
8,0.025,0.85,ghz,11,fixed,23,0.023535463917063737,0.8973398936355955,False
