point,kappa,h,layers,n_runs,best_run,best_seed,best_joint_pass,observable_pass_count,state_pass_count,joint_pass_count,optimization_success_count,cnots,unitary_depth,energy_best_energy,median_energy,min_energy,max_energy,energy_best_delta_e,median_delta_e,min_delta_e,max_delta_e,energy_best_epsilon_c,median_epsilon_c,min_epsilon_c,max_epsilon_c,energy_best_epsilon_sf,median_epsilon_sf,min_epsilon_sf,max_epsilon_sf,energy_best_epsilon_mx,median_epsilon_mx,min_epsilon_mx,max_epsilon_mx,energy_best_fidelity,median_fidelity,min_fidelity,max_fidelity,energy_best_seconds,median_seconds,min_seconds,max_seconds
9,0.8,0.2,2,3,p09_L2_s23,23,True,3,3,3,3,64,75,-6.502321463718252,-6.502304646360268,-6.502321463718252,-6.502304646360142,7.584221048451134e-05,7.794438023245309e-05,7.584221048451134e-05,7.794438024821826e-05,0.0006999813259938037,0.0007207560297295412,0.0006999813259938037,0.000720757803827965,0.00025181998239548475,0.00025930737702811735,0.00025181998239548475,0.00025930742340302126,0.0016573747434715513,0.0017248173775235853,0.0016573747434715513,0.0017248201163178045,0.9997484287832693,0.999740324183481,0.999740324121807,0.9997484287832693,0.002408917003776878,0.0034763749863486737,0.002408917003776878,0.004609958006767556
9,0.8,0.2,4,3,p09_L4_s37,37,True,3,3,3,2,128,149,-6.50266753496398,-6.502665195412995,-6.50266753496398,-6.502476580226393,3.258330476840765e-05,3.287574864163645e-05,3.258330476840765e-05,5.645264696685359e-05,0.00039921837049461395,0.00040550948109996376,0.00039921837049461395,0.0005335349774362452,0.00014247005452883155,0.00014456709286064795,0.00014247005452883155,0.00019509105088538758,0.0007377358947765478,0.0007508543465075679,0.0007377358947765478,0.0011902590630640808,0.9998930689662717,0.9998897550797416,0.9998337702335494,0.9998930689662717,0.08910591702442616,0.05224979200283997,0.019644791987957433,0.08910591702442616
9,0.8,0.2,6,3,p09_L6_s23,23,True,3,3,3,0,192,223,-6.502872504673581,-6.502825671156745,-6.502872504673581,-6.502695727653922,6.962091068318799e-06,1.2816280672844904e-05,6.962091068318799e-06,2.9059218525695485e-05,0.0001429434110284955,0.00016404580666629087,0.0001429434110284955,0.0003057335683558371,4.6516161049559024e-05,5.4774082730302265e-05,4.6516161049559024e-05,0.00011046618459503721,0.0002481721616899579,0.0002481721616899579,0.00018402889787602628,0.000592919259770508,0.9999757469594858,0.9999673913384424,0.9999096145395522,0.9999757469594858,0.1952206669957377,0.1170137079898268,0.11592554199160077,0.1952206669957377
10,0.8,0.4,1,3,p10_L1_s23,23,False,0,0,0,3,32,38,-5.689191293510777,-5.689191293510775,-5.689191293510777,-5.689191293510773,0.14534195430940755,0.14534195430940777,0.14534195430940755,0.145341954309408,0.8179857558250305,0.8179857558250305,0.8179857551831475,0.8179857567686961,0.2608416272181348,0.2608416272181348,0.26084162676717965,0.26084162791164545,0.46256839456070087,0.46256839456070087,0.4625683916615464,0.4625683954719356,0.382507006612939,0.382507006612939,0.38250700503974366,0.38250700777222807,0.0013875419972464442,0.0011915000213775784,0.0009039589785970747,0.0013875419972464442
10,0.8,0.4,2,3,p10_L2_s11,11,False,0,2,0,3,64,75,-6.836367164576814,-6.8363671645768,-6.836367164576814,-6.8346368466283485,0.0019449704261529366,0.001944970426154602,0.0019449704261529366,0.0021612601697110767,0.02564408237584792,0.02564408237584792,0.025644076155702633,0.028061775678289713,0.008434052016114413,0.008434052016114413,0.008434050211377386,0.00929007845265073,0.024193306644050283,0.024193306644050283,0.024193296610819037,0.02797116379679948,0.9901228037612125,0.9901228030555513,0.9888109742218711,0.9901228037612125,0.005606916995020583,0.005606916995020583,0.003596667025703937,0.006625707988860086
10,0.8,0.4,4,3,p10_L4_s11,11,True,2,3,2,3,128,149,-6.848976561380097,-6.848119414397707,-6.848976561380097,-6.8437810056301345,0.00036879582574256276,0.0004759391985412753,0.00036879582574256276,0.0010182402944878266,0.009589720708028215,0.01144087817151973,0.009589720708028215,0.016719659991687008,0.002847349591675763,0.003448255314130788,0.002847349591675763,0.0053730159802533595,0.006339457592907827,0.007863586536591916,0.006339457592907827,0.013073211520187256,0.9983795467434871,0.9976242131654307,0.9957757330765384,0.9983795467434871,0.02593616599915549,0.03949737499351613,0.02593616599915549,0.06906208299915306
10,0.8,0.4,6,3,p10_L6_s37,37,True,1,2,1,2,192,223,-6.849408860932504,-6.84384642786497,-6.849408860932504,-6.350988630519939,0.0003147583816915933,0.0010100625151333587,0.0003147583816915933,0.06261728718326232,0.008405819951793458,0.01748562433118417,0.008405819951793458,0.04335305898481101,0.0024423785449890767,0.005597140675933476,0.0024423785449890767,0.02026085296155479,0.005154604663041185,0.013196870496427593,0.005154604663041185,0.11882755064582279,0.9987190944121249,0.9952197706339371,0.8821640009060722,0.9987190944121249,0.08587283300585113,0.08587283300585113,0.05641420799656771,0.11973987499368377
11,0.8,0.5,1,3,p11_L1_s37,37,False,0,0,0,3,32,38,-6.325955610603167,-6.325955610603165,-6.325955610603167,-6.325955610603163,0.10420263040606337,0.10420263040606359,0.10420263040606337,0.10420263040606381,0.699379653092721,0.699379653092721,0.6993796456133443,0.6993796531273543,0.22499788672906257,0.22499788672906257,0.22499788258701042,0.22499788681514504,0.3548226715178868,0.3548226715178868,0.35482266585478606,0.3548226718168993,0.5407485941728986,0.5407485941728986,0.5407485940418085,0.5407486057003589,0.001028333994327113,0.001028333994327113,0.0007330829976126552,0.0011088330065831542
11,0.8,0.5,2,3,p11_L2_s23,23,False,0,0,0,3,64,75,-7.105075172586902,-6.555036544217211,-7.105075172586902,-6.555036544217107,0.00681268515809641,0.07556751370430781,0.00681268515809641,0.0755675137043208,0.09547759758025953,0.6931314025852311,0.09547759758025953,0.6931314535123548,0.03057127827091566,0.2091038268435179,0.03057127827091566,0.2091038331226281,0.06791434051470968,0.2970377315781694,0.06791434051470968,0.2970377610284278,0.9582497081813628,0.5978516155578797,0.5978515879135508,0.9582497081813628,0.0046920419845264405,0.0046920419845264405,0.003275291994214058,0.005057833011960611
11,0.8,0.5,4,3,p11_L4_s11,11,False,0,2,0,3,128,149,-7.148701895765857,-7.148701895744522,-7.148701895765857,-6.6999187177550645,0.001359344760727077,0.0013593447633939437,0.001359344760727077,0.05745724201207614,0.02752207179759414,0.027522876373587524,0.02752207179759414,0.6181612069443053,0.008005384728622889,0.008005675691847292,0.008005384728622889,0.18497574170167874,0.010222706049672181,0.010223476491188987,0.010222706049672181,0.2533772133193011,0.9956495572926787,0.995649476878373,0.695482934940254,0.9956495572926787,0.050498667027568445,0.02614458298194222,0.013925457984441891,0.050498667027568445
11,0.8,0.5,6,3,p11_L6_s37,37,True,1,3,1,0,192,223,-7.158328441386168,-7.15270137805924,-7.158328441386168,-7.150914794681245,0.00015602655818824918,0.0008594094740541625,0.00015602655818824918,0.0010827323963036317,0.004236050717261408,0.022094419563364776,0.004236050717261408,0.026206877972449805,0.0010434909373750398,0.006079451814936021,0.0010434909373750398,0.0074207397824788135,0.0008141945971946174,0.008295371080336456,0.0008141945971946174,0.010485964148280846,0.999715377019153,0.9971827776986534,0.9959069361937506,0.999715377019153,0.11840424998081289,0.1160973749938421,0.11369716699118726,0.11840424998081289
11,0.8,0.5,8,3,p11_L8_s37,37,True,3,3,3,0,256,297,-7.158961929028851,-7.156500138662473,-7.158961929028851,-7.153802684055963,7.684060285284566e-05,0.00038456439865008907,7.684060285284566e-05,0.0007217462244638595,0.0019396083257490204,0.007073557078459247,0.0019396083257490204,0.015219167295906666,0.0005056982506426166,0.0019646282933649672,0.0005056982506426166,0.004338223583378986,0.0006958040320739212,0.0017742626921434246,0.0006958040320739212,0.005794184930976276,0.9998961326807445,0.999306097810769,0.9983054338715437,0.9998961326807445,0.15076429100008681,0.15148362499894574,0.15076429100008681,0.15188558399677277
