kind,inner_optimizer_calls,optimizer_success,selected_checkpoint_reason,n,kappa,h,ref,seed,budget,seconds,stop,nit,nfev,cnots,joint_pass,delta_e,fidelity,archive,raw_record,used_for_current_comparison,exit_message,energy
energy-only ADAPT campaign,73,True,budget_checkpoint_64,12,0.939693,0.24111,antiphase,11,192,20.653421375027392,budget,4656,5064,64,True,8.641695609101774e-05,0.999708107927068,results/stage5_v1/adaptive/cache/8525bbdf43d76dfdd2a24a777fead779d2a9d94d62b02a4c1441905df7606dc9.npz,results/stage5_v1/adaptive/cache/8525bbdf43d76dfdd2a24a777fead779d2a9d94d62b02a4c1441905df7606dc9.json,,,
energy-only ADAPT campaign,82,True,budget_checkpoint_128,12,0.3,1.9,ghz,11,192,59.24067629198544,budget,12679,13397,127,True,2.4663921654640337e-05,0.9999690073169065,results/stage5_v1/adaptive/cache/3a5d37bdbf828de06e55bf8eb6830ccb619718673a362b5420a479474f4b7bfc.npz,results/stage5_v1/adaptive/cache/3a5d37bdbf828de06e55bf8eb6830ccb619718673a362b5420a479474f4b7bfc.json,,,
energy-only ADAPT campaign,52,False,budget_checkpoint_128,8,0.3,0.325,antiphase,11,128,4.479775874991901,budget,6926,7343,128,True,5.791544615774136e-06,0.9999902977123823,results/stage5_v1/adaptive/cache/5b90e599b314f42cd0c94da0b7214ec9e624a4cbbac3a6dcd8fe630a80091ffa.npz,results/stage5_v1/adaptive/cache/5b90e599b314f42cd0c94da0b7214ec9e624a4cbbac3a6dcd8fe630a80091ffa.json,,,
energy-only ADAPT campaign,47,True,budget_checkpoint_128,8,0.8,0.65,ghz,11,128,0.8311161670135334,budget,1677,1881,127,False,0.0022005002658918027,0.9945774891253757,results/stage5_v1/adaptive/cache/5af08f3a2ba643e9fa7c0cdd9799f041967522d576f07822d6899fb5c2f2c333.npz,results/stage5_v1/adaptive/cache/5af08f3a2ba643e9fa7c0cdd9799f041967522d576f07822d6899fb5c2f2c333.json,,,
energy-only ADAPT campaign,52,True,budget_checkpoint_128,8,0.8,0.65,plus,11,128,1.2694618749665096,budget,1924,2138,128,False,0.002427317306401444,0.992172468878095,results/stage5_v1/adaptive/cache/b0716eb2c7753a8bc6084bdb945a9ba050d554d63afcdfad1ff23012e84d6e5a.npz,results/stage5_v1/adaptive/cache/b0716eb2c7753a8bc6084bdb945a9ba050d554d63afcdfad1ff23012e84d6e5a.json,,,
energy-only ADAPT campaign,24,True,budget_checkpoint_64,12,0.0,0.1,ghz,11,192,0.1685457500279881,pool_gradient,81,129,63,True,6.668374092910767e-07,0.9999979784584323,results/stage5_v1/adaptive/cache/3501cee69851cf50f0ec4214a41d1fe61b83fc7f839aeef2461f46140a34f851.npz,results/stage5_v1/adaptive/cache/3501cee69851cf50f0ec4214a41d1fe61b83fc7f839aeef2461f46140a34f851.json,,,
energy-only ADAPT campaign,41,True,budget_checkpoint_64,8,0.02178,0.359626,antiphase,11,128,1.3600522499764338,pool_gradient,1527,1710,64,True,4.648590011546716e-05,0.9998770906977293,results/stage5_v1/adaptive/cache/14e663f56912be9841356a1ec2e21470d60c908f58600bf018964905c1cc5b10.npz,results/stage5_v1/adaptive/cache/14e663f56912be9841356a1ec2e21470d60c908f58600bf018964905c1cc5b10.json,,,
energy-only ADAPT campaign,42,True,pool_gradient,8,0.0,0.9625,plus,11,128,1.2714256249601021,pool_gradient,1880,2067,106,True,1.553734918502414e-11,0.9999999999841858,results/stage5_v1/adaptive/cache/d3e38878f833e30ba375cb4664f90a98f8796bc9e2b016aaa1eda8232594da3e.npz,results/stage5_v1/adaptive/cache/d3e38878f833e30ba375cb4664f90a98f8796bc9e2b016aaa1eda8232594da3e.json,,,
energy-only ADAPT campaign,73,False,budget_checkpoint_160,12,0.0,0.5,plus,11,192,46.55793779203668,budget,8690,9188,160,True,2.9160003410429645e-06,0.9999896731657852,results/stage5_v1/adaptive/cache/404588a4a455bd6aa5a6d12a3109159c971217220113cfebf487eaa05a474712.npz,results/stage5_v1/adaptive/cache/404588a4a455bd6aa5a6d12a3109159c971217220113cfebf487eaa05a474712.json,,,
energy-only ADAPT campaign,49,True,budget_checkpoint_64,12,0.939693,0.24111,antiphase,11,128,4.226287457975559,budget,820,986,64,True,8.641695609101774e-05,0.999708107927068,results/stage5_v1/adaptive/cache/6e33025280742b15ce0e264d59e6a77250ed27e0ab5ae2ecc060e473603ab449.npz,results/stage5_v1/adaptive/cache/6e33025280742b15ce0e264d59e6a77250ed27e0ab5ae2ecc060e473603ab449.json,,,
energy-only ADAPT campaign,53,True,budget_checkpoint_128,8,0.3,0.35,plus,11,128,3.9556393749662675,budget,6207,6636,128,True,9.827582023946846e-06,0.9999827884952048,results/stage5_v1/adaptive/cache/a6ea9176e3bcfeda4f5853c238c2dd7c4df35d4f0a5cf54f5cbe540da914ee42.npz,results/stage5_v1/adaptive/cache/a6ea9176e3bcfeda4f5853c238c2dd7c4df35d4f0a5cf54f5cbe540da914ee42.json,,,
energy-only ADAPT campaign,50,True,budget_checkpoint_128,8,0.8,0.625,plus,11,128,1.3366482079727575,budget,1935,2150,128,False,0.002499139818126328,0.9934744500860727,results/stage5_v1/adaptive/cache/fcf54511ba50ecb56d4dd64f8bc2f30b43c7e2927f51e0176b3ff86a82e6fb71.npz,results/stage5_v1/adaptive/cache/fcf54511ba50ecb56d4dd64f8bc2f30b43c7e2927f51e0176b3ff86a82e6fb71.json,,,
energy-only ADAPT campaign,52,False,budget_checkpoint_128,8,0.288113,0.411276,plus,11,128,2.1536109590088017,budget,3434,3720,128,True,1.063911125553929e-05,0.9999794953446814,results/stage5_v1/adaptive/cache/7dd119a8876f6baff610961061f31a3b07428be94db5e2d9ac171fcf3d75efb4.npz,results/stage5_v1/adaptive/cache/7dd119a8876f6baff610961061f31a3b07428be94db5e2d9ac171fcf3d75efb4.json,,,
energy-only ADAPT campaign,49,True,pool_gradient,8,0.0,0.975,antiphase,11,128,1.61354420799762,pool_gradient,2474,2686,124,True,1.566524687746096e-11,0.9999999999838869,results/stage5_v1/adaptive/cache/b297609da2dbd4f873a8c57ca5bd009be8d5f8b833f3d718a11f398a2320a20d.npz,results/stage5_v1/adaptive/cache/b297609da2dbd4f873a8c57ca5bd009be8d5f8b833f3d718a11f398a2320a20d.json,,,
energy-only ADAPT campaign,53,True,budget_checkpoint_128,8,0.0,1.075,antiphase,11,128,2.7513926660176367,budget,3520,3762,128,True,6.57494043720952e-06,0.9999947472421388,results/stage5_v1/adaptive/cache/6edcef3063c1bb49e2a4736a1f514a6004f8679a6fa55ebd9163f7dc78df1e34.npz,results/stage5_v1/adaptive/cache/6edcef3063c1bb49e2a4736a1f514a6004f8679a6fa55ebd9163f7dc78df1e34.json,,,
energy-only ADAPT campaign,51,False,budget_checkpoint_128,8,0.8,0.425,plus,11,128,3.9005587919964455,budget,5856,6225,128,True,0.0006843716731984584,0.996821791046116,results/stage5_v1/adaptive/cache/e806142a0a6ee6d39989772644aca94ea1736f55c21c0752bb6afc58bced587e.npz,results/stage5_v1/adaptive/cache/e806142a0a6ee6d39989772644aca94ea1736f55c21c0752bb6afc58bced587e.json,,,
energy-only ADAPT campaign,84,True,budget_checkpoint_96,12,0.0,1.9,plus,11,192,76.54330504196696,budget,17207,18025,96,True,9.819559495068593e-05,0.9997980118460387,results/stage5_v1/adaptive/cache/98b87f3f2649986423aab8b2b751062dcc07a56691cba94327a3ae033af4613f.npz,results/stage5_v1/adaptive/cache/98b87f3f2649986423aab8b2b751062dcc07a56691cba94327a3ae033af4613f.json,,,
energy-only ADAPT campaign,47,True,budget_checkpoint_128,8,0.3,0.45,ghz,11,128,1.3548107919632457,budget,2477,2696,127,True,1.29133597338571e-05,0.9999657605236951,results/stage5_v1/adaptive/cache/478ad73453ad20aa40c4f693d6a609c442657a90f1000417166c9fe4d083a3fd.npz,results/stage5_v1/adaptive/cache/478ad73453ad20aa40c4f693d6a609c442657a90f1000417166c9fe4d083a3fd.json,,,
energy-only ADAPT campaign,69,True,budget_checkpoint_128,12,0.06117,0.441084,antiphase,11,192,16.176734416978434,budget,3419,3769,128,True,8.892844962697193e-05,0.9996370713679815,results/stage5_v1/adaptive/cache/9e2c4caf779a10fa0511ff443c87f1ef24b1f1e94831826059923a57266c8b93.npz,results/stage5_v1/adaptive/cache/9e2c4caf779a10fa0511ff443c87f1ef24b1f1e94831826059923a57266c8b93.json,,,
energy-only ADAPT campaign,43,True,budget_checkpoint_128,12,0.373046,0.338199,ghz,11,128,3.956482292036526,budget,1097,1254,127,False,0.010892354243904409,0.5246449578750189,results/stage5_v1/adaptive/cache/8924bda18541c2d23997f5eb023064c923acce121860946cad9aadfa9e945684.npz,results/stage5_v1/adaptive/cache/8924bda18541c2d23997f5eb023064c923acce121860946cad9aadfa9e945684.json,,,
energy-only ADAPT campaign,54,False,budget_checkpoint_128,8,0.3,0.5,antiphase,11,128,4.460441625036765,budget,5848,6215,128,True,2.182664548877611e-06,0.9999949133280028,results/stage5_v1/adaptive/cache/27513b67779a8e2403d1d3a363e870bb3dd293027e6b5da8337c2ac955f6ae1c.npz,results/stage5_v1/adaptive/cache/27513b67779a8e2403d1d3a363e870bb3dd293027e6b5da8337c2ac955f6ae1c.json,,,
energy-only ADAPT campaign,82,True,budget_checkpoint_192,12,0.966337,1.406657,ghz,11,192,38.25633158395067,budget,8374,8875,191,True,0.0009307589681576781,0.9986383893731957,results/stage5_v1/adaptive/cache/f257e43f61f168f9a359fb87399392aac995f582c10e848a551241bf16745327.npz,results/stage5_v1/adaptive/cache/f257e43f61f168f9a359fb87399392aac995f582c10e848a551241bf16745327.json,,,
energy-only ADAPT campaign,60,False,budget_checkpoint_128,8,0.443579,0.626355,plus,11,128,5.843573124962859,budget,7709,8154,128,True,7.732479041944185e-05,0.9998863165759214,results/stage5_v1/adaptive/cache/e309b76374f808bae19e6350579ea826c124fc40cd4969c15c994497ffecb8f7.npz,results/stage5_v1/adaptive/cache/e309b76374f808bae19e6350579ea826c124fc40cd4969c15c994497ffecb8f7.json,,,
energy-only ADAPT campaign,50,False,budget_checkpoint_96,8,0.765734,0.129284,ghz,11,128,3.9750510419835337,budget,7089,7614,95,False,5.081858042388365e-05,0.5146877635080651,results/stage5_v1/adaptive/cache/6ecc76cabf0e4688ee29fe05c72fbecb978ae5db9d76cca6ae5b2a66212b2b2b.npz,results/stage5_v1/adaptive/cache/6ecc76cabf0e4688ee29fe05c72fbecb978ae5db9d76cca6ae5b2a66212b2b2b.json,,,
energy-only ADAPT campaign,90,False,budget_checkpoint_192,12,0.3,0.5,plus,11,192,77.05886762496084,budget,17235,18066,192,False,7.520861660529714e-05,0.9988760139325821,results/stage5_v1/adaptive/cache/d45df336d280070fd15849740fe3c028bcae51b0cf730afbfba260fa47851dde.npz,results/stage5_v1/adaptive/cache/d45df336d280070fd15849740fe3c028bcae51b0cf730afbfba260fa47851dde.json,,,
energy-only ADAPT campaign,56,False,budget_checkpoint_128,8,0.437892,0.842059,ghz,11,128,4.34132808301365,budget,6879,7301,127,True,4.670449144938971e-05,0.9999502112965218,results/stage5_v1/adaptive/cache/fed97472d52f78ca4a6074d591b2238dc5e9c01fc06f8483d60cbf1b79b4cb74.npz,results/stage5_v1/adaptive/cache/fed97472d52f78ca4a6074d591b2238dc5e9c01fc06f8483d60cbf1b79b4cb74.json,,,
energy-only ADAPT campaign,46,True,budget_checkpoint_128,8,0.772757,0.395669,antiphase,11,128,1.5903914169757627,budget,2445,2685,128,True,0.0005538717338320343,0.9970327987415185,results/stage5_v1/adaptive/cache/88930003846d3ee0481f0c0138f1d0b8f796b8748b07ded2c2c75833b36b9ee2.npz,results/stage5_v1/adaptive/cache/88930003846d3ee0481f0c0138f1d0b8f796b8748b07ded2c2c75833b36b9ee2.json,,,
energy-only ADAPT campaign,55,True,budget_checkpoint_96,8,0.3,0.5625,plus,11,128,7.802239749988075,budget,9095,9606,96,True,2.202832700337609e-05,0.9999610623635086,results/stage5_v1/adaptive/cache/63474d7702dc1ec822f8318d1ade280c56adf8ea1a033b061518b368732cdc15.npz,results/stage5_v1/adaptive/cache/63474d7702dc1ec822f8318d1ade280c56adf8ea1a033b061518b368732cdc15.json,,,
energy-only ADAPT campaign,84,False,budget_checkpoint_192,12,0.8,1.7,ghz,11,192,46.868882832990494,budget,13840,14622,191,True,0.00017283581092838082,0.9998118603251472,results/stage5_v1/adaptive/cache/3c1ef38333ede467f72839e55c13bff104417d5171cfda5992cdb96344f55e87.npz,results/stage5_v1/adaptive/cache/3c1ef38333ede467f72839e55c13bff104417d5171cfda5992cdb96344f55e87.json,,,
energy-only ADAPT campaign,82,False,budget_checkpoint_192,12,0.0,1.5,antiphase,11,192,44.02880366699537,budget,8703,9236,192,True,6.785510224371905e-05,0.9998651931156157,results/stage5_v1/adaptive/cache/28d5025d727e791c6f787b7b61e9519e74fd03f159013758de23c25a16de08ee.npz,results/stage5_v1/adaptive/cache/28d5025d727e791c6f787b7b61e9519e74fd03f159013758de23c25a16de08ee.json,,,
energy-only ADAPT campaign,57,False,budget_checkpoint_96,8,0.3,0.5375,plus,11,128,7.454823292035144,budget,9170,9644,96,True,1.6703059573019985e-05,0.9999735383907781,results/stage5_v1/adaptive/cache/4b06b0a68f2b1bdc12f0cf49bbb62234c73a6c3cf4a53627d8cb44f61e9ad13b.npz,results/stage5_v1/adaptive/cache/4b06b0a68f2b1bdc12f0cf49bbb62234c73a6c3cf4a53627d8cb44f61e9ad13b.json,,,
energy-only ADAPT campaign,83,False,budget_checkpoint_192,12,0.966337,1.406657,antiphase,11,192,44.054953624960035,budget,7688,8153,192,True,0.0006272683452926605,0.9991394146864596,results/stage5_v1/adaptive/cache/cff8e65b6f31fdde8e2e9c446e9757f1d2e05a38b17fd4e05da5dffb47ac7f95.npz,results/stage5_v1/adaptive/cache/cff8e65b6f31fdde8e2e9c446e9757f1d2e05a38b17fd4e05da5dffb47ac7f95.json,,,
energy-only ADAPT campaign,89,False,budget_checkpoint_192,12,0.482429,0.584498,antiphase,11,192,69.76678712503053,budget,13311,14000,192,False,0.0010694370625577616,0.9948346628553155,results/stage5_v1/adaptive/cache/480c8203ef68f26ab3f62049a6ee489aca468cd514e712814c4b74095d2f672d.npz,results/stage5_v1/adaptive/cache/480c8203ef68f26ab3f62049a6ee489aca468cd514e712814c4b74095d2f672d.json,,,
energy-only ADAPT campaign,39,True,budget_checkpoint_32,8,0.819202,0.175689,antiphase,11,128,0.31681591598317027,energy_stagnation,808,938,32,True,3.762810627450097e-05,0.9998882395511066,results/stage5_v1/adaptive/cache/dc463516b71d50e5d805e577314e2b46c1d321af9bf33f8da2045cf0096ea3c8.npz,results/stage5_v1/adaptive/cache/dc463516b71d50e5d805e577314e2b46c1d321af9bf33f8da2045cf0096ea3c8.json,,,
energy-only ADAPT campaign,82,False,budget_checkpoint_192,12,0.0,1.3,ghz,11,192,69.57495641702553,budget,11990,12580,191,True,5.631580189409865e-05,0.999886000155663,results/stage5_v1/adaptive/cache/740ab8148f1c25d5782743e599be2026825c63e6a6fe7076daf42b515ed76069.npz,results/stage5_v1/adaptive/cache/740ab8148f1c25d5782743e599be2026825c63e6a6fe7076daf42b515ed76069.json,,,
energy-only ADAPT campaign,56,True,budget_checkpoint_128,12,0.610248,0.212278,ghz,11,128,15.857952000049409,budget,4360,4836,127,False,0.007575947417439943,0.621147021299598,results/stage5_v1/adaptive/cache/e320c023287e47760ad4dcc74ab5c8d47026cccc91b0c7ccdfda6616442d7fd9.npz,results/stage5_v1/adaptive/cache/e320c023287e47760ad4dcc74ab5c8d47026cccc91b0c7ccdfda6616442d7fd9.json,,,
energy-only ADAPT campaign,85,True,budget_checkpoint_192,12,0.8,0.7,plus,11,192,22.982531625020783,budget,5979,6408,192,False,0.005130839633509836,0.9746221009718125,results/stage5_v1/adaptive/cache/468f5f215cd4f70f74746fd3a3dcb1aff1cbada18c519430a3e274105f8e9e1b.npz,results/stage5_v1/adaptive/cache/468f5f215cd4f70f74746fd3a3dcb1aff1cbada18c519430a3e274105f8e9e1b.json,,,
energy-only ADAPT campaign,46,True,budget_checkpoint_96,8,0.0,0.9125,plus,11,128,1.6805410420056432,pool_gradient,2358,2574,96,True,6.7840995279233596e-06,0.9999938227711122,results/stage5_v1/adaptive/cache/2fe5c10a1a83b2e1abfb96bf28c71c963bf13c1a66e6627516f279b8a9fe9041.npz,results/stage5_v1/adaptive/cache/2fe5c10a1a83b2e1abfb96bf28c71c963bf13c1a66e6627516f279b8a9fe9041.json,,,
energy-only ADAPT campaign,53,False,budget_checkpoint_128,8,0.0,1.0625,antiphase,11,128,2.8348168749944307,budget,3457,3729,128,True,1.5959452116076633e-05,0.999986494645205,results/stage5_v1/adaptive/cache/4fdf3442150e3a41bcbaf87ff336f233eda510a295b84f5af374dfc859f32f7b.npz,results/stage5_v1/adaptive/cache/4fdf3442150e3a41bcbaf87ff336f233eda510a295b84f5af374dfc859f32f7b.json,,,
energy-only ADAPT campaign,47,True,budget_checkpoint_96,8,0.674447,0.274637,antiphase,11,128,1.630354915978387,budget,2598,2861,96,False,0.0004930447434720042,0.9942708759609392,results/stage5_v1/adaptive/cache/47d6c01dc16a45352631df1b75d8c0241d256030437afa0f2b6a7d386b6d30d3.npz,results/stage5_v1/adaptive/cache/47d6c01dc16a45352631df1b75d8c0241d256030437afa0f2b6a7d386b6d30d3.json,,,
energy-only ADAPT campaign,85,True,budget_checkpoint_96,12,0.3,1.8,plus,11,192,77.51727324997773,budget,18060,19157,96,True,5.194565257848893e-05,0.999918136551653,results/stage5_v1/adaptive/cache/549c84c2b0641beba3df6d57b785a710be16483ca4cd60b300a9340592bd0adb.npz,results/stage5_v1/adaptive/cache/549c84c2b0641beba3df6d57b785a710be16483ca4cd60b300a9340592bd0adb.json,,,
energy-only ADAPT campaign,79,True,budget_checkpoint_192,12,0.530192,0.304778,ghz,11,192,35.31957358395448,budget,9813,10463,191,False,0.007282817326333291,0.815816713321826,results/stage5_v1/adaptive/cache/b94d9042d2282b5f503b0239035c5286c0b2c7421d4d08746369bc8b37010b67.npz,results/stage5_v1/adaptive/cache/b94d9042d2282b5f503b0239035c5286c0b2c7421d4d08746369bc8b37010b67.json,,,
energy-only ADAPT campaign,82,False,budget_checkpoint_192,12,0.8,0.4,plus,11,192,23.470342083019204,budget,4968,5442,192,False,0.0012347857704924081,0.4977611146715609,results/stage5_v1/adaptive/cache/494461a8cefbd133ec611a31f32c789ec51f71f81c722209618b087acacd0269.npz,results/stage5_v1/adaptive/cache/494461a8cefbd133ec611a31f32c789ec51f71f81c722209618b087acacd0269.json,,,
energy-only ADAPT campaign,58,True,budget_checkpoint_128,8,0.475423,0.125996,plus,11,128,2.988494167046156,budget,5574,5936,128,False,0.001506310953229062,0.9700352646374006,results/stage5_v1/adaptive/cache/6482cc42e1c23c33e020a73990ae5f7d1fac3349c15084e66ae0cc7eb7128bfa.npz,results/stage5_v1/adaptive/cache/6482cc42e1c23c33e020a73990ae5f7d1fac3349c15084e66ae0cc7eb7128bfa.json,,,
energy-only ADAPT campaign,48,True,budget_checkpoint_128,8,0.8,0.4625,ghz,11,128,2.211883375013713,budget,3556,3899,127,False,0.0010767103825737312,0.9952516362416608,results/stage5_v1/adaptive/cache/fc0957b7893ccc2f6ad4e17cb1415ace63fec29e9e83d6fae894979a914157fb.npz,results/stage5_v1/adaptive/cache/fc0957b7893ccc2f6ad4e17cb1415ace63fec29e9e83d6fae894979a914157fb.json,,,
energy-only ADAPT campaign,55,True,budget_checkpoint_128,12,0.488185,1.297485,ghz,11,128,14.08472470898414,budget,2928,3210,127,False,0.0010233297012668767,0.9979186906375198,results/stage5_v1/adaptive/cache/9bf1ad2a336d21b3efdb0040f2783b43576a4bc2bae02c14ee6e9f5ea1b3981e.npz,results/stage5_v1/adaptive/cache/9bf1ad2a336d21b3efdb0040f2783b43576a4bc2bae02c14ee6e9f5ea1b3981e.json,,,
energy-only ADAPT campaign,51,True,budget_checkpoint_128,8,0.971946,1.880783,ghz,11,128,3.387935083010234,budget,4977,5286,127,True,0.00012830764662297156,0.9999248540010357,results/stage5_v1/adaptive/cache/fc88a29395be5e69b057b694bd2d79185efc0e0b6ddc6ab41f8abd1a5462447e.npz,results/stage5_v1/adaptive/cache/fc88a29395be5e69b057b694bd2d79185efc0e0b6ddc6ab41f8abd1a5462447e.json,,,
energy-only ADAPT campaign,46,True,budget_checkpoint_128,8,0.3,0.3875,ghz,11,128,2.2133984999964014,budget,3587,3867,127,True,1.863821907011065e-05,0.9999625317429761,results/stage5_v1/adaptive/cache/cfa88dae650875278e437c0ffd35a8ca0e04a07323ca84bf66c0a0df1d6d2244.npz,results/stage5_v1/adaptive/cache/cfa88dae650875278e437c0ffd35a8ca0e04a07323ca84bf66c0a0df1d6d2244.json,,,
energy-only ADAPT campaign,50,True,budget_checkpoint_128,8,0.8,0.6625,antiphase,11,128,3.48071270796936,budget,4272,4563,128,False,0.0012715149228887945,0.9976402691292345,results/stage5_v1/adaptive/cache/6e3197dd377ccdfb11c08e98faa44c004f6c448323a17dd4e4380e7bf1b8919a.npz,results/stage5_v1/adaptive/cache/6e3197dd377ccdfb11c08e98faa44c004f6c448323a17dd4e4380e7bf1b8919a.json,,,
energy-only ADAPT campaign,51,True,budget_checkpoint_128,8,0.0,1.0875,antiphase,11,128,2.3237016670173034,budget,2878,3104,128,True,5.18035014591689e-05,0.9999522855691096,results/stage5_v1/adaptive/cache/7d1f0d59743d01e9dcdba75e4e688f2d8399246cb2f6f0974378a636cc487d29.npz,results/stage5_v1/adaptive/cache/7d1f0d59743d01e9dcdba75e4e688f2d8399246cb2f6f0974378a636cc487d29.json,,,
energy-only ADAPT campaign,87,True,budget_checkpoint_160,12,0.3,1.8,antiphase,11,192,49.78177100000903,budget,8140,8678,160,True,1.916839570685151e-05,0.9999749260325396,results/stage5_v1/adaptive/cache/5d5fa9eca15d284c44d9e7d740ad0c54e5d9206f5085174d21b2f58bd5c3c775.npz,results/stage5_v1/adaptive/cache/5d5fa9eca15d284c44d9e7d740ad0c54e5d9206f5085174d21b2f58bd5c3c775.json,,,
energy-only ADAPT campaign,48,True,budget_checkpoint_128,12,0.06117,0.441084,antiphase,11,128,5.055141624994576,budget,1283,1484,128,True,8.892844962697193e-05,0.9996370713679815,results/stage5_v1/adaptive/cache/2a5d547d3d9db2712c17a61a3d357790e49233383b32bff5dc1b2ac9c6eadd69.npz,results/stage5_v1/adaptive/cache/2a5d547d3d9db2712c17a61a3d357790e49233383b32bff5dc1b2ac9c6eadd69.json,,,
energy-only ADAPT campaign,40,True,budget_checkpoint_32,8,0.765734,0.129284,antiphase,11,128,0.47222829097881913,pool_gradient,722,858,32,True,1.6061708156156485e-05,0.9999436370383477,results/stage5_v1/adaptive/cache/b91dcaccba4611aaaefce241e8449cfe74ed1af36b1c7c555f49fa3e32284a42.npz,results/stage5_v1/adaptive/cache/b91dcaccba4611aaaefce241e8449cfe74ed1af36b1c7c555f49fa3e32284a42.json,,,
energy-only ADAPT campaign,30,True,pool_gradient,8,0.0,0.8125,ghz,11,128,0.5399048330145888,pool_gradient,1177,1289,89,True,4.151790022888235e-12,0.9999999999920015,results/stage5_v1/adaptive/cache/0c2f40a08cf840f908bed29c9c700873229b121250453d7f3d61895092e68f40.npz,results/stage5_v1/adaptive/cache/0c2f40a08cf840f908bed29c9c700873229b121250453d7f3d61895092e68f40.json,,,
energy-only ADAPT campaign,84,False,budget_checkpoint_192,12,0.8,1.9,antiphase,11,192,50.53628141700756,budget,12252,12905,192,True,0.00017779524799266255,0.9998212373873304,results/stage5_v1/adaptive/cache/471c6e3dde57e0ea233d80f87ea462dbc90e7304565920cb9f404aa8eab436e9.npz,results/stage5_v1/adaptive/cache/471c6e3dde57e0ea233d80f87ea462dbc90e7304565920cb9f404aa8eab436e9.json,,,
energy-only ADAPT campaign,51,False,budget_checkpoint_128,8,0.0,1.2,ghz,11,128,2.6190957080107182,budget,4303,4620,127,True,9.970917247414945e-08,0.9999999292010479,results/stage5_v1/adaptive/cache/2fe2d15a1b99543c919cf23702cd7e5858b930de8972bba4def2adc3c9279a5c.npz,results/stage5_v1/adaptive/cache/2fe2d15a1b99543c919cf23702cd7e5858b930de8972bba4def2adc3c9279a5c.json,,,
energy-only ADAPT campaign,46,True,budget_checkpoint_128,8,0.8,0.6125,ghz,11,128,1.9194851249922067,budget,3132,3389,127,False,0.0034534515726057924,0.9858590634736122,results/stage5_v1/adaptive/cache/274b1f227ea91b55dc710c09b37dfb8088c232a0332691fe40356f94cfd34bec.npz,results/stage5_v1/adaptive/cache/274b1f227ea91b55dc710c09b37dfb8088c232a0332691fe40356f94cfd34bec.json,,,
energy-only ADAPT campaign,53,False,budget_checkpoint_128,8,0.971946,1.880783,antiphase,11,128,4.143793124996591,budget,4914,5272,128,True,0.00010199830596313575,0.9999412394324158,results/stage5_v1/adaptive/cache/c62f668fb17102761296d35fe534bbd24f759bb4e75f762414ad19da082bc25e.npz,results/stage5_v1/adaptive/cache/c62f668fb17102761296d35fe534bbd24f759bb4e75f762414ad19da082bc25e.json,,,
energy-only ADAPT campaign,53,True,budget_checkpoint_96,8,0.044299,1.729493,antiphase,11,128,3.601861250004731,budget,7332,7780,96,True,1.043302795644685e-05,0.9999936692592152,results/stage5_v1/adaptive/cache/cd7cd1aeef4fd8aa1f156652359cee89612b9b28116ac5123feff3088beb1b0d.npz,results/stage5_v1/adaptive/cache/cd7cd1aeef4fd8aa1f156652359cee89612b9b28116ac5123feff3088beb1b0d.json,,,
energy-only ADAPT campaign,86,False,budget_checkpoint_192,12,0.859849,1.882228,plus,11,192,82.23628437501611,budget,15130,15947,192,True,0.00013456452606182742,0.9998775379523184,results/stage5_v1/adaptive/cache/4a95c4cbdc7d5f69eaabf785f8dcaed506440d92ff9d46c59eb1bfee9e4dd8b3.npz,results/stage5_v1/adaptive/cache/4a95c4cbdc7d5f69eaabf785f8dcaed506440d92ff9d46c59eb1bfee9e4dd8b3.json,,,
energy-only ADAPT campaign,88,True,budget_checkpoint_192,12,0.8,0.9,plus,11,192,48.295432209037244,budget,10148,10750,192,False,0.0016628680900168114,0.9956610377087097,results/stage5_v1/adaptive/cache/5f3abc21824108817a3d9a1de9018be7813cf53de72bb3b1954bab0a84022d75.npz,results/stage5_v1/adaptive/cache/5f3abc21824108817a3d9a1de9018be7813cf53de72bb3b1954bab0a84022d75.json,,,
energy-only ADAPT campaign,47,True,budget_checkpoint_96,8,0.3,0.3,antiphase,11,128,2.886562166037038,budget,4869,5207,96,True,9.246879704283284e-05,0.9994739925378323,results/stage5_v1/adaptive/cache/6051d657ab5cf763bd1e28cdf5f1c2fe2ef8947f1dffdc1d099cde391e420aba.npz,results/stage5_v1/adaptive/cache/6051d657ab5cf763bd1e28cdf5f1c2fe2ef8947f1dffdc1d099cde391e420aba.json,,,
energy-only ADAPT campaign,56,False,budget_checkpoint_128,8,0.0,1.1,plus,11,128,3.8116555419983342,budget,5829,6172,128,True,3.1168076120025034e-08,0.9999999733350202,results/stage5_v1/adaptive/cache/6e44281e0d700b1270f4c52404811f15129b3136084122760316a1f08f599691.npz,results/stage5_v1/adaptive/cache/6e44281e0d700b1270f4c52404811f15129b3136084122760316a1f08f599691.json,,,
energy-only ADAPT campaign,59,True,budget_checkpoint_128,8,0.628157,0.641121,plus,11,128,5.315330165962223,budget,7213,7609,128,True,0.0006462370898780989,0.9989069233827794,results/stage5_v1/adaptive/cache/745b1e4a67a376972a8e1faa9ff85a7f4ea38f6904c4740dae8ccb28ffad0e1f.npz,results/stage5_v1/adaptive/cache/745b1e4a67a376972a8e1faa9ff85a7f4ea38f6904c4740dae8ccb28ffad0e1f.json,,,
