kind,inner_optimizer_calls,optimizer_success,selected_checkpoint_reason,n,kappa,h,ref,seed,budget,seconds,stop,nit,nfev,cnots,joint_pass,delta_e,fidelity,archive,raw_record,used_for_current_comparison,exit_message,energy
energy-only ADAPT campaign,54,True,budget_checkpoint_96,8,0.570508,1.605488,plus,11,128,4.840676792024169,budget,8374,8852,96,True,5.5507280048772145e-05,0.9999659226218515,results/stage5_v1/adaptive/cache/b73ac9897ffd0b9854ae1ea5164d51a1207cb9d64a891613b0466968ad9c1f20.npz,results/stage5_v1/adaptive/cache/b73ac9897ffd0b9854ae1ea5164d51a1207cb9d64a891613b0466968ad9c1f20.json,,,
energy-only ADAPT campaign,86,True,budget_checkpoint_96,12,0.3,2.0,plus,11,192,83.10523441596888,budget,17479,18567,96,True,3.846604482700874e-05,0.9999455793768824,results/stage5_v1/adaptive/cache/a4ebbd9e3993a472f8c6eff39ca5295cfd729f7a778af6537f40f82046dc1fb5.npz,results/stage5_v1/adaptive/cache/a4ebbd9e3993a472f8c6eff39ca5295cfd729f7a778af6537f40f82046dc1fb5.json,,,
energy-only ADAPT campaign,85,False,budget_checkpoint_160,12,0.3,1.3,ghz,11,192,65.41187491698656,budget,16479,17322,159,True,2.1564577840453108e-05,0.9999592029525648,results/stage5_v1/adaptive/cache/ab67d6ea6033c8c76e29074c8ce6268dcfdb7fce73055ba65b1c35cded32ce63.npz,results/stage5_v1/adaptive/cache/ab67d6ea6033c8c76e29074c8ce6268dcfdb7fce73055ba65b1c35cded32ce63.json,,,
energy-only ADAPT campaign,83,False,budget_checkpoint_128,12,0.3,0.8,plus,11,192,79.55984912498388,budget,17374,18150,128,True,0.00010576687758027485,0.9992808446852015,results/stage5_v1/adaptive/cache/9f7adb71dd0e103be474827d2afed9910bd662ea71349bf5bcea1565c780d2d1.npz,results/stage5_v1/adaptive/cache/9f7adb71dd0e103be474827d2afed9910bd662ea71349bf5bcea1565c780d2d1.json,,,
energy-only ADAPT campaign,74,True,budget_checkpoint_192,12,0.0,0.6,antiphase,11,192,12.07251454202924,budget,2321,2613,192,False,0.20206890644100062,0.0023050162420222716,results/stage5_v1/adaptive/cache/927058d63a1b65c87f28eaeae6220b67ef3b22fb1b3b2cac544f27e03cc24be3.npz,results/stage5_v1/adaptive/cache/927058d63a1b65c87f28eaeae6220b67ef3b22fb1b3b2cac544f27e03cc24be3.json,,,
energy-only ADAPT campaign,93,True,budget_checkpoint_96,12,0.3,1.2,plus,11,192,97.28249879204668,budget,19860,20845,96,True,8.081345791518164e-05,0.9997931075851186,results/stage5_v1/adaptive/cache/73b6a0706c550cf66f24b10bdd4c5ffae4419c4f9e868d8d2878cc59cd3186d4.npz,results/stage5_v1/adaptive/cache/73b6a0706c550cf66f24b10bdd4c5ffae4419c4f9e868d8d2878cc59cd3186d4.json,,,
energy-only ADAPT campaign,88,False,budget_checkpoint_192,12,0.966337,1.406657,plus,11,192,69.11099854198983,budget,15280,16002,192,True,0.0006939757590934311,0.999067166789011,results/stage5_v1/adaptive/cache/a6faaaff76abdd15b7018adc23647d4d655d9af1e69758d24cfff8ebe8a3554a.npz,results/stage5_v1/adaptive/cache/a6faaaff76abdd15b7018adc23647d4d655d9af1e69758d24cfff8ebe8a3554a.json,,,
energy-only ADAPT campaign,46,True,budget_checkpoint_64,8,0.791528,0.22551,plus,11,128,2.774472707998939,budget,3531,3866,64,False,0.0004740825326505771,0.5009090694472305,results/stage5_v1/adaptive/cache/871a42f4ef80df9dfad4d6935edf5e623c89d8203b47b03f44558863c8b1d0e5.npz,results/stage5_v1/adaptive/cache/871a42f4ef80df9dfad4d6935edf5e623c89d8203b47b03f44558863c8b1d0e5.json,,,
energy-only ADAPT campaign,73,True,budget_checkpoint_160,12,0.3,0.6,ghz,11,192,11.945161834009923,budget,3414,3708,159,True,0.00012705462028724432,0.9993102254135364,results/stage5_v1/adaptive/cache/ca33ce47433f410a08ce73569cadcb897ca2112bf888c70e769b0dc05987530b.npz,results/stage5_v1/adaptive/cache/ca33ce47433f410a08ce73569cadcb897ca2112bf888c70e769b0dc05987530b.json,,,
energy-only ADAPT campaign,84,False,budget_checkpoint_192,12,0.3,1.0,plus,11,192,75.03604183299467,budget,17072,17830,192,True,1.866244778181425e-05,0.9999519202213007,results/stage5_v1/adaptive/cache/2846f4901dd03d3b5631fb2341a8ea0862940184cf62a01109bdaf81c1be836d.npz,results/stage5_v1/adaptive/cache/2846f4901dd03d3b5631fb2341a8ea0862940184cf62a01109bdaf81c1be836d.json,,,
energy-only ADAPT campaign,51,True,budget_checkpoint_128,8,0.0,0.8625,antiphase,11,128,1.7208616249845363,budget,2030,2229,128,True,2.3148888017798797e-05,0.9999784742337758,results/stage5_v1/adaptive/cache/bb53fc838d3966267b0310b402f379c6ade454aa900ed38af9a5537b42c0f552.npz,results/stage5_v1/adaptive/cache/bb53fc838d3966267b0310b402f379c6ade454aa900ed38af9a5537b42c0f552.json,,,
energy-only ADAPT campaign,54,False,budget_checkpoint_128,8,0.566917,0.595969,antiphase,11,128,3.5053363750339486,budget,4941,5256,128,True,0.0006665434741039977,0.9987600533998404,results/stage5_v1/adaptive/cache/d731a90931a39a98ccac403e77bd0b4d2e1b47c83ca8d0a6a456c94475c81de7.npz,results/stage5_v1/adaptive/cache/d731a90931a39a98ccac403e77bd0b4d2e1b47c83ca8d0a6a456c94475c81de7.json,,,
energy-only ADAPT campaign,52,True,budget_checkpoint_128,8,0.8,0.6875,plus,11,128,2.2807601669919677,budget,2857,3097,128,True,0.0009599461276705856,0.9983684720448552,results/stage5_v1/adaptive/cache/b7bb657014ccde35addbc254f7757496138790e36069d4c29a6a3dd9bb8190a7.npz,results/stage5_v1/adaptive/cache/b7bb657014ccde35addbc254f7757496138790e36069d4c29a6a3dd9bb8190a7.json,,,
energy-only ADAPT campaign,51,True,budget_checkpoint_128,8,0.8,0.475,plus,11,128,1.532813666970469,budget,2352,2576,128,False,0.0008953883697963017,0.9961940565739454,results/stage5_v1/adaptive/cache/4af5c4ecdbf98bc83f9fb0ee538117c3a707cafc5fb93353976b9a1ff0315c6a.npz,results/stage5_v1/adaptive/cache/4af5c4ecdbf98bc83f9fb0ee538117c3a707cafc5fb93353976b9a1ff0315c6a.json,,,
energy-only ADAPT campaign,52,True,budget_checkpoint_128,8,0.0,0.95,plus,11,128,2.82390758296242,budget,4250,4536,128,True,1.2536627976844628e-05,0.9999900484321281,results/stage5_v1/adaptive/cache/a91e3909d1ef75845bba0ed8a9aa123a0b224518d3dcb9292c9e45ec553e5763.npz,results/stage5_v1/adaptive/cache/a91e3909d1ef75845bba0ed8a9aa123a0b224518d3dcb9292c9e45ec553e5763.json,,,
energy-only ADAPT campaign,55,False,budget_checkpoint_96,8,0.448486,1.809405,antiphase,11,128,4.431606166996062,budget,9120,9646,96,True,2.0372876965213393e-05,0.9999884741415189,results/stage5_v1/adaptive/cache/9dfc7aa9a6950a569150aacfe70a1325e83fc488b144bce586b5346b269ccd60.npz,results/stage5_v1/adaptive/cache/9dfc7aa9a6950a569150aacfe70a1325e83fc488b144bce586b5346b269ccd60.json,,,
energy-only ADAPT campaign,44,True,budget_checkpoint_128,8,0.3,0.325,ghz,11,128,2.8753900000010617,budget,5922,6307,127,True,1.1506135080496804e-05,0.9999801795888948,results/stage5_v1/adaptive/cache/5a3c0c23ab16dd663eb87006d0ffdd99e63b53189b0a5b7f486f307ac292704d.npz,results/stage5_v1/adaptive/cache/5a3c0c23ab16dd663eb87006d0ffdd99e63b53189b0a5b7f486f307ac292704d.json,,,
energy-only ADAPT campaign,45,True,budget_checkpoint_96,8,0.0,0.8875,ghz,11,128,1.8436245829798281,energy_stagnation,2972,3202,95,True,4.0456091017437856e-05,0.999953623514873,results/stage5_v1/adaptive/cache/715f4c781e2d4d42fb82865d1e19292e24a5247b72812b9d528f52b158f8f20d.npz,results/stage5_v1/adaptive/cache/715f4c781e2d4d42fb82865d1e19292e24a5247b72812b9d528f52b158f8f20d.json,,,
energy-only ADAPT campaign,80,True,budget_checkpoint_160,12,0.3,0.6,plus,11,192,56.600595415977295,budget,13242,13897,160,True,3.272668068809992e-05,0.9997838169828553,results/stage5_v1/adaptive/cache/58b87bc76b1464323d279df974b6397e3974bbe3c94063485688e99549599cc9.npz,results/stage5_v1/adaptive/cache/58b87bc76b1464323d279df974b6397e3974bbe3c94063485688e99549599cc9.json,,,
energy-only ADAPT campaign,48,True,budget_checkpoint_96,8,0.0,0.9875,plus,11,128,2.369386458012741,energy_stagnation,3248,3501,96,True,4.608182460286159e-05,0.9999452420435102,results/stage5_v1/adaptive/cache/0cd1c0db924e6037ca68b1a2cc05244b3a3a0547c6ae33e488d9c916614ca9d7.npz,results/stage5_v1/adaptive/cache/0cd1c0db924e6037ca68b1a2cc05244b3a3a0547c6ae33e488d9c916614ca9d7.json,,,
energy-only ADAPT campaign,56,True,budget_checkpoint_64,8,0.253979,1.898939,antiphase,11,128,6.091352999967057,energy_stagnation,9764,10379,64,True,1.7273107350668226e-05,0.9999887766953912,results/stage5_v1/adaptive/cache/30232098371dd205b93cf675853235107a65e371d5b3cc67cc7d0027658408c2.npz,results/stage5_v1/adaptive/cache/30232098371dd205b93cf675853235107a65e371d5b3cc67cc7d0027658408c2.json,,,
energy-only ADAPT campaign,51,True,budget_checkpoint_128,8,0.570566,0.254549,antiphase,11,128,1.4856990419793874,budget,3559,3847,128,False,0.00304307108052404,0.959987889050891,results/stage5_v1/adaptive/cache/5e80be9c5af59033a6391a89d9856d334679a50b1e75201487ed3428c28e1d3a.npz,results/stage5_v1/adaptive/cache/5e80be9c5af59033a6391a89d9856d334679a50b1e75201487ed3428c28e1d3a.json,,,
energy-only ADAPT campaign,50,True,budget_checkpoint_128,8,0.8,0.65,antiphase,11,128,2.780716500012204,budget,4050,4323,128,False,0.0012654246007879344,0.997596534909915,results/stage5_v1/adaptive/cache/a54130c7eec173de99bfe85ff1aef7a7556edfe6acee495e53e9903863a16a11.npz,results/stage5_v1/adaptive/cache/a54130c7eec173de99bfe85ff1aef7a7556edfe6acee495e53e9903863a16a11.json,,,
energy-only ADAPT campaign,51,True,budget_checkpoint_128,8,0.8,0.5875,plus,11,128,2.006584707996808,budget,2405,2633,128,False,0.0018498112580958015,0.9946085743056584,results/stage5_v1/adaptive/cache/2211aebc038fcc86d6cb70b9a78de928047ac51cede1dd941d2d170ce742233f.npz,results/stage5_v1/adaptive/cache/2211aebc038fcc86d6cb70b9a78de928047ac51cede1dd941d2d170ce742233f.json,,,
energy-only ADAPT campaign,57,True,budget_checkpoint_128,12,0.0,0.4,ghz,11,192,29.24335937498836,budget,7896,8295,127,True,3.615284622796958e-05,0.9998653678901195,results/stage5_v1/adaptive/cache/c1b941b118f1d22d2d8859ec24d9d52fdc68089d8c6f61b817e030022a9b1e91.npz,results/stage5_v1/adaptive/cache/c1b941b118f1d22d2d8859ec24d9d52fdc68089d8c6f61b817e030022a9b1e91.json,,,
energy-only ADAPT campaign,61,True,budget_checkpoint_64,12,0.163684,0.21294,ghz,11,192,12.913964082952589,budget,3390,3678,63,True,4.8296653314701864e-05,0.9997659068941858,results/stage5_v1/adaptive/cache/dd8f2567374480bc9e89b07ade67458d59030f6040e2c6aa100ea10e5001c1f9.npz,results/stage5_v1/adaptive/cache/dd8f2567374480bc9e89b07ade67458d59030f6040e2c6aa100ea10e5001c1f9.json,,,
energy-only ADAPT campaign,79,True,budget_checkpoint_96,12,0.163249,1.732959,antiphase,11,192,29.25862950005103,budget,5889,6369,96,True,8.401673322981178e-05,0.9998568593012226,results/stage5_v1/adaptive/cache/a4f0e9d89b3f8ad96c96a8165daa080e544c1942a4b741403455bbe17ae5255e.npz,results/stage5_v1/adaptive/cache/a4f0e9d89b3f8ad96c96a8165daa080e544c1942a4b741403455bbe17ae5255e.json,,,
energy-only ADAPT campaign,40,True,budget_checkpoint_96,8,0.0,0.8,antiphase,11,128,1.0067465000320226,pool_gradient,1607,1763,96,True,1.4882385094949768e-05,0.9999818351431634,results/stage5_v1/adaptive/cache/f8d24bdf68c3f13539bb71cfff6ede90a47e98565b2c9977d27737d57c059127.npz,results/stage5_v1/adaptive/cache/f8d24bdf68c3f13539bb71cfff6ede90a47e98565b2c9977d27737d57c059127.json,,,
energy-only ADAPT campaign,24,True,budget_checkpoint_32,8,0.137812,0.091546,ghz,11,128,0.07377362495753914,pool_gradient,195,249,31,True,2.104481404141545e-06,0.999994145537423,results/stage5_v1/adaptive/cache/fceb33cc56683051fa51bc41383dfa07a254e1ea00cd4dba543b944b020259d7.npz,results/stage5_v1/adaptive/cache/fceb33cc56683051fa51bc41383dfa07a254e1ea00cd4dba543b944b020259d7.json,,,
energy-only ADAPT campaign,59,True,budget_checkpoint_128,12,0.502393,0.86836,antiphase,11,128,16.225537416001316,budget,3150,3446,128,False,0.0018400108753380273,0.9933406154165287,results/stage5_v1/adaptive/cache/437ca2189f1c731ea7ed9f87731c04c3476dd7cb6dd9c09236d4f301c8b564f7.npz,results/stage5_v1/adaptive/cache/437ca2189f1c731ea7ed9f87731c04c3476dd7cb6dd9c09236d4f301c8b564f7.json,,,
energy-only ADAPT campaign,49,True,budget_checkpoint_128,12,0.81745,0.365998,antiphase,11,128,4.966313874989282,budget,1048,1251,128,True,0.0009454798496304484,0.9937668643783386,results/stage5_v1/adaptive/cache/aed2fbdf1ec23cde35ab70a2f7e2747c2d654ed0be71fd262d63cb64c3364a69.npz,results/stage5_v1/adaptive/cache/aed2fbdf1ec23cde35ab70a2f7e2747c2d654ed0be71fd262d63cb64c3364a69.json,,,
energy-only ADAPT campaign,80,True,budget_checkpoint_192,12,0.8,0.2,ghz,11,192,34.90213920798851,budget,8951,9742,191,False,0.12240413258856986,0.0003559909425445618,results/stage5_v1/adaptive/cache/5fc8116e49da91762691df2172afbff299cf151f8f19ada2eee0951c1f24771b.npz,results/stage5_v1/adaptive/cache/5fc8116e49da91762691df2172afbff299cf151f8f19ada2eee0951c1f24771b.json,,,
energy-only ADAPT campaign,50,True,budget_checkpoint_128,8,0.8,0.45,plus,11,128,1.2384045830112882,budget,1964,2169,128,True,0.0005512581464052202,0.9980332917913267,results/stage5_v1/adaptive/cache/cc74de080545edafd3bd9afee91543e6f5e4b948cad506aa0fdb8543ec4b5cad.npz,results/stage5_v1/adaptive/cache/cc74de080545edafd3bd9afee91543e6f5e4b948cad506aa0fdb8543ec4b5cad.json,,,
energy-only ADAPT campaign,52,True,budget_checkpoint_128,8,0.41097,0.323522,ghz,11,128,1.3617339580086991,budget,3779,4082,127,False,0.0004906923777505678,0.9978181723495462,results/stage5_v1/adaptive/cache/fd9b0a0b4145fdef849ac46509b65df0061431db8250b78e5d991078bb964d6f.npz,results/stage5_v1/adaptive/cache/fd9b0a0b4145fdef849ac46509b65df0061431db8250b78e5d991078bb964d6f.json,,,
energy-only ADAPT campaign,49,False,budget_checkpoint_128,8,0.0,0.8375,antiphase,11,128,3.160910874954425,budget,3920,4249,128,True,3.537185977231516e-05,0.999960501834219,results/stage5_v1/adaptive/cache/b458dd1198cebb7f0988d42ed62e98b1264c261b5c34414182e51d799f14effe.npz,results/stage5_v1/adaptive/cache/b458dd1198cebb7f0988d42ed62e98b1264c261b5c34414182e51d799f14effe.json,,,
energy-only ADAPT campaign,59,True,budget_checkpoint_128,8,0.578708,0.324332,plus,11,128,4.128861165954731,budget,4397,4726,128,False,0.0016505950577365702,0.9897747887513625,results/stage5_v1/adaptive/cache/c0281b0b6c221791a93f40391d416c4231d01e7e4c8e674689f46c407d3c6029.npz,results/stage5_v1/adaptive/cache/c0281b0b6c221791a93f40391d416c4231d01e7e4c8e674689f46c407d3c6029.json,,,
energy-only ADAPT campaign,47,True,pool_gradient,8,0.0,1.0,antiphase,11,128,1.368348165997304,pool_gradient,2130,2312,120,True,1.397593152319132e-11,0.9999999999832094,results/stage5_v1/adaptive/cache/5183133269f2135eda02984f3e5631a06e576663ab86613498b8b85897a28af7.npz,results/stage5_v1/adaptive/cache/5183133269f2135eda02984f3e5631a06e576663ab86613498b8b85897a28af7.json,,,
energy-only ADAPT campaign,62,True,budget_checkpoint_128,8,0.461833,0.33009,plus,11,128,6.783770499983802,budget,10267,10826,128,True,0.0004561898792146968,0.9986298828512499,results/stage5_v1/adaptive/cache/06dd235a6f0cf5788985a3ba225841b185339d8763a4f04bde8579ea34d86d41.npz,results/stage5_v1/adaptive/cache/06dd235a6f0cf5788985a3ba225841b185339d8763a4f04bde8579ea34d86d41.json,,,
energy-only ADAPT campaign,50,True,budget_checkpoint_64,8,0.198276,1.974569,antiphase,11,128,4.073793874995317,pool_gradient,6311,6735,64,True,3.6419171070001255e-06,0.9999978436199614,results/stage5_v1/adaptive/cache/1dae59476973efdc8050f478bbdff8e65ac453e16d6aabe40b1c738d71481d7c.npz,results/stage5_v1/adaptive/cache/1dae59476973efdc8050f478bbdff8e65ac453e16d6aabe40b1c738d71481d7c.json,,,
energy-only ADAPT campaign,42,False,budget_checkpoint_128,8,0.906262,0.370871,ghz,11,128,1.7143286660430022,budget,5249,5651,127,False,0.002031623973051011,0.509976675077409,results/stage5_v1/adaptive/cache/32215a10e2dafbf34ab05e0fc675691216206a1a6d131028e106a40cfe4f90e2.npz,results/stage5_v1/adaptive/cache/32215a10e2dafbf34ab05e0fc675691216206a1a6d131028e106a40cfe4f90e2.json,,,
energy-only ADAPT campaign,55,True,budget_checkpoint_128,8,0.602809,0.193923,ghz,11,128,2.933514084026683,budget,4808,5165,127,False,0.02560510082508549,0.17554031412488727,results/stage5_v1/adaptive/cache/9fe5efd69460e5b1f87c055b652d8ffb2f40c108921a7313966376d12fd7f61c.npz,results/stage5_v1/adaptive/cache/9fe5efd69460e5b1f87c055b652d8ffb2f40c108921a7313966376d12fd7f61c.json,,,
energy-only ADAPT campaign,54,True,budget_checkpoint_128,8,0.475423,0.125996,antiphase,11,128,2.375776458007749,budget,4604,4945,128,False,0.001802079371323484,0.9674539513034384,results/stage5_v1/adaptive/cache/ca1dbd4fd12ce96ae3455ab3d44fbd02d34d2cdc586459449d53f4c949785a3f.npz,results/stage5_v1/adaptive/cache/ca1dbd4fd12ce96ae3455ab3d44fbd02d34d2cdc586459449d53f4c949785a3f.json,,,
energy-only ADAPT campaign,81,True,budget_checkpoint_192,12,0.8,0.9,ghz,11,192,31.539297875016928,budget,8339,8875,191,False,0.0026836460565946574,0.992864448786329,results/stage5_v1/adaptive/cache/9e99e8e0a4c8e57a1eb28fa8f171b319d468ffd22e50fbed3f91f3a78700da60.npz,results/stage5_v1/adaptive/cache/9e99e8e0a4c8e57a1eb28fa8f171b319d468ffd22e50fbed3f91f3a78700da60.json,,,
energy-only ADAPT campaign,61,True,budget_checkpoint_128,12,0.859849,1.882228,plus,11,128,31.655060415971093,budget,5995,6447,128,True,0.0005766516292400325,0.9992625026074525,results/stage5_v1/adaptive/cache/c1875573fc11763d15e34da5f176f2d0a29f194a43d8b245a9a0a50d415f7935.npz,results/stage5_v1/adaptive/cache/c1875573fc11763d15e34da5f176f2d0a29f194a43d8b245a9a0a50d415f7935.json,,,
energy-only ADAPT campaign,52,True,budget_checkpoint_96,8,0.0,1.1375,antiphase,11,128,2.9386131250066683,budget,3618,3859,96,True,9.17569029204035e-05,0.9999231082022172,results/stage5_v1/adaptive/cache/4d3008c4ce36edd229cfb155c7aee82a91e623c61bf73b2660724da69db56e63.npz,results/stage5_v1/adaptive/cache/4d3008c4ce36edd229cfb155c7aee82a91e623c61bf73b2660724da69db56e63.json,,,
energy-only ADAPT campaign,57,True,budget_checkpoint_128,12,0.747181,1.348673,antiphase,11,128,10.380782249965705,budget,1955,2169,128,False,0.0016888544153346174,0.9969799299063808,results/stage5_v1/adaptive/cache/48cd51cb12e19a308a66ce65ee86c4079618d875bd031ad54b56f7acd58d5740.npz,results/stage5_v1/adaptive/cache/48cd51cb12e19a308a66ce65ee86c4079618d875bd031ad54b56f7acd58d5740.json,,,
energy-only ADAPT campaign,55,False,budget_checkpoint_128,8,0.611818,0.255952,plus,11,128,5.322169499995653,budget,8971,9494,128,False,0.0033319264834581475,0.6255148430258102,results/stage5_v1/adaptive/cache/43ed1b594956709a8c6fe766cad8c20b6cabae78c9ad62ae03d4b8b92c1dff3b.npz,results/stage5_v1/adaptive/cache/43ed1b594956709a8c6fe766cad8c20b6cabae78c9ad62ae03d4b8b92c1dff3b.json,,,
energy-only ADAPT campaign,51,True,budget_checkpoint_64,8,0.220221,1.745028,ghz,11,128,2.7207092499593273,pool_gradient,7676,8183,63,True,2.0063144792858978e-05,0.9999826051483552,results/stage5_v1/adaptive/cache/94f23f4142b837f8455d0706926519cded66dfb2d36af60b90cc891e4c8bc239.npz,results/stage5_v1/adaptive/cache/94f23f4142b837f8455d0706926519cded66dfb2d36af60b90cc891e4c8bc239.json,,,
energy-only ADAPT campaign,44,True,budget_checkpoint_96,8,0.0,1.1375,ghz,11,128,1.4694490000256337,pool_gradient,2463,2665,95,True,8.385819081113688e-05,0.9999138721596169,results/stage5_v1/adaptive/cache/0430691ef9116f2950da4e5ec620460f2c0516f854e1d0efd19d9c3c830d8bda.npz,results/stage5_v1/adaptive/cache/0430691ef9116f2950da4e5ec620460f2c0516f854e1d0efd19d9c3c830d8bda.json,,,
energy-only ADAPT campaign,60,False,budget_checkpoint_128,12,0.373046,0.338199,plus,11,128,29.30278145801276,budget,5523,5880,128,False,0.0002910621294819708,0.9925294088222324,results/stage5_v1/adaptive/cache/6cef11e72d4fa2b547522745dbc74b7402dc495f11ac17c097141b3690a0fd42.npz,results/stage5_v1/adaptive/cache/6cef11e72d4fa2b547522745dbc74b7402dc495f11ac17c097141b3690a0fd42.json,,,
energy-only ADAPT campaign,41,True,budget_checkpoint_128,8,0.979034,0.415738,ghz,11,128,1.3644868329865858,budget,2664,2933,127,False,0.0024672211516296727,0.5092779147927045,results/stage5_v1/adaptive/cache/885daa7f914c0fa16e1702ae46925cd4e432eb391fac6d671022ad97652c6e9c.npz,results/stage5_v1/adaptive/cache/885daa7f914c0fa16e1702ae46925cd4e432eb391fac6d671022ad97652c6e9c.json,,,
energy-only ADAPT campaign,35,True,budget_checkpoint_32,8,0.849337,0.113717,antiphase,11,128,0.28139237500727177,pool_gradient,388,495,32,True,4.804000898639416e-06,0.9999879055473799,results/stage5_v1/adaptive/cache/0c6085c82d0ff0c8c091a51c0397416914baf6ddc903c8153867bc4f544b3153.npz,results/stage5_v1/adaptive/cache/0c6085c82d0ff0c8c091a51c0397416914baf6ddc903c8153867bc4f544b3153.json,,,
energy-only ADAPT campaign,54,False,budget_checkpoint_128,8,0.3,0.3375,plus,11,128,5.289515374985058,budget,6907,7332,128,True,5.9454070923115054e-06,0.9999890228795288,results/stage5_v1/adaptive/cache/54efa1f6e483e2488fe749e466cff711b779972a44645927f1194d97a367416c.npz,results/stage5_v1/adaptive/cache/54efa1f6e483e2488fe749e466cff711b779972a44645927f1194d97a367416c.json,,,
energy-only ADAPT campaign,54,False,budget_checkpoint_128,8,0.768403,1.34725,plus,11,128,3.667055291996803,budget,8030,8446,128,True,0.0001918340179725142,0.9998510544364023,results/stage5_v1/adaptive/cache/9e674db2a7bf08c23e5d94c5d3b3caba83d3baa18e2c0715ca8ea41d018fa30e.npz,results/stage5_v1/adaptive/cache/9e674db2a7bf08c23e5d94c5d3b3caba83d3baa18e2c0715ca8ea41d018fa30e.json,,,
energy-only ADAPT campaign,55,True,budget_checkpoint_128,12,0.747181,1.348673,ghz,11,128,8.482943875016645,budget,2127,2357,127,False,0.0010329710358778499,0.9983119522929742,results/stage5_v1/adaptive/cache/81979b75e1aa0a353fd41fc56396f434f3614fcb459492f7e4a472e340778012.npz,results/stage5_v1/adaptive/cache/81979b75e1aa0a353fd41fc56396f434f3614fcb459492f7e4a472e340778012.json,,,
energy-only ADAPT campaign,48,True,budget_checkpoint_128,8,0.8,0.6625,ghz,11,128,1.122023125004489,budget,1842,2052,127,False,0.002825985519345653,0.9934409017925464,results/stage5_v1/adaptive/cache/654d7a8f2336fa50d605f7f10d73a2f886f83642903dfb18bbe507a774582a4c.npz,results/stage5_v1/adaptive/cache/654d7a8f2336fa50d605f7f10d73a2f886f83642903dfb18bbe507a774582a4c.json,,,
energy-only ADAPT campaign,41,True,budget_checkpoint_96,8,0.0,0.8375,ghz,11,128,1.1446903750183992,pool_gradient,2042,2226,95,True,3.4041490257763485e-06,0.9999966707654112,results/stage5_v1/adaptive/cache/16f20acba393956dd04ca997c8942ea541744628079bdea1c799928b96142524.npz,results/stage5_v1/adaptive/cache/16f20acba393956dd04ca997c8942ea541744628079bdea1c799928b96142524.json,,,
energy-only ADAPT campaign,59,True,budget_checkpoint_128,8,0.489637,0.263468,antiphase,11,128,2.620258249982726,budget,5892,6318,128,True,0.000468194151360235,0.9983522103475091,results/stage5_v1/adaptive/cache/9e1d4d8fb02bbcbd20e42fdb4a20ae6b579a26a183762db0617e7f33d89799fa.npz,results/stage5_v1/adaptive/cache/9e1d4d8fb02bbcbd20e42fdb4a20ae6b579a26a183762db0617e7f33d89799fa.json,,,
energy-only ADAPT campaign,55,True,budget_checkpoint_96,8,0.3,0.4,plus,11,128,2.881277250009589,budget,4530,4834,96,True,4.905743952487995e-05,0.9998825707048843,results/stage5_v1/adaptive/cache/b1bc3c5c881e0f8090b5845f635a0c4bc5787e0ccb4dc2ad672953797a15f3b5.npz,results/stage5_v1/adaptive/cache/b1bc3c5c881e0f8090b5845f635a0c4bc5787e0ccb4dc2ad672953797a15f3b5.json,,,
energy-only ADAPT campaign,56,True,budget_checkpoint_128,12,0.966337,1.406657,ghz,11,128,6.318154417036567,budget,1978,2183,127,False,0.0031619102616244157,0.994720035136575,results/stage5_v1/adaptive/cache/3236db23f19cb7880e7905bccdba1bc611ce4dfd557686c2249e0baf3d63fa4d.npz,results/stage5_v1/adaptive/cache/3236db23f19cb7880e7905bccdba1bc611ce4dfd557686c2249e0baf3d63fa4d.json,,,
energy-only ADAPT campaign,47,True,budget_checkpoint_128,8,0.674447,0.274637,plus,11,128,2.504435667011421,budget,4109,4455,128,False,0.0018969584408299323,0.5185819895079865,results/stage5_v1/adaptive/cache/b5e617990d962ad5d5e9f39601055247ae6aa855902c1173fca7de0246c43f24.npz,results/stage5_v1/adaptive/cache/b5e617990d962ad5d5e9f39601055247ae6aa855902c1173fca7de0246c43f24.json,,,
energy-only ADAPT campaign,64,True,budget_checkpoint_96,12,0.163249,1.732959,ghz,11,192,10.843350249982905,energy_stagnation,3271,3603,95,True,7.735331482609334e-06,0.9999863874935502,results/stage5_v1/adaptive/cache/686df8a3d1a16e9a4dc0e3cad4b6236b280156b41dbe57ecbf026ea6b7102027.npz,results/stage5_v1/adaptive/cache/686df8a3d1a16e9a4dc0e3cad4b6236b280156b41dbe57ecbf026ea6b7102027.json,,,
energy-only ADAPT campaign,78,True,budget_checkpoint_128,12,0.0,2.0,ghz,11,192,38.67437979101669,budget,8876,9491,127,True,1.1201037878845929e-05,0.9999846891456017,results/stage5_v1/adaptive/cache/b9770e6546cff9dfef8e43398b97f690c6af99c9fbc77ff5d173a93ef4d333f1.npz,results/stage5_v1/adaptive/cache/b9770e6546cff9dfef8e43398b97f690c6af99c9fbc77ff5d173a93ef4d333f1.json,,,
energy-only ADAPT campaign,55,True,budget_checkpoint_96,8,0.3,0.3875,plus,11,128,4.063771624991205,budget,5086,5413,96,True,2.7289365354343786e-05,0.9999458106138224,results/stage5_v1/adaptive/cache/734d42f5bbb5a1d22e6d8f48f72db151ce6b0d9eb1936a6b70472ec1c08b2e2b.npz,results/stage5_v1/adaptive/cache/734d42f5bbb5a1d22e6d8f48f72db151ce6b0d9eb1936a6b70472ec1c08b2e2b.json,,,
