kappa,h,reference_resolvable,registered_grid_sha,parameter_source,completed,missing
0.45,0.125,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/1dd250af23dcf5051d4815773a8d58f143201dcc5b7098b5bf551610fd6d431b.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.45,0.1375,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/d12f9e0c609fc34bf44da69288095d582f309fe9f7e411961e73d9db66044b4b.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.45,0.15,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/d06e5cae3c7e7aee7cdc1ab07d8099c5af2c211f2fb31dc1b9ca46a3abac92d9.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.45,0.1625,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/d7998d632e59ca6b48407db4bd8df0e64c24b98283c0d43b72832d1528df519b.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.45,0.175,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/9230dca72934a5430e6c248f407efc9d1086343bba98aa30432dd3e333150f23.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.45,0.1875,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/5f0a605c637dfa86d346e43472a735b8e8e7be3bf5b24ed3eb425a0079ed3350.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.45,0.2,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/55ac2a08d3b3ea7c32890728c5ba21aec38ec64ed0be738227d1f7aa22a2f7c2.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.45,0.2125,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/2dc65d23b3883df1d483367ec5e9b99b83689f7a3cfc0ab2110f7f7596b4299d.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.5,0.05,False,9509c10490cedbb4a295e205c72564deeff46ca17cecafcd717075279910c565,results/stage6_v1/legacy_b3/adaptive/cache/6fa977c60e11fca58c76abf64cfb5895219a60117465435c5d725d3001613645.npz,[],"[[0, ""raw""], [0, ""zne_quadratic""], [0, ""sv""], [0.01, ""raw""], [0.01, ""zne_quadratic""], [0.01, ""sv""], [0.05, ""raw""], [0.05, ""zne_quadratic""], [0.05, ""sv""]]"
0.5,0.0625,False,9509c10490cedbb4a295e205c72564deeff46ca17cecafcd717075279910c565,results/stage6_v1/legacy_b3/adaptive/cache/b51e7961ee454584b47e5c9b4b72c63ed0db3d5d055fafd572530fb517807e91.npz,[],"[[0, ""raw""], [0, ""zne_quadratic""], [0, ""sv""], [0.01, ""raw""], [0.01, ""zne_quadratic""], [0.01, ""sv""], [0.05, ""raw""], [0.05, ""zne_quadratic""], [0.05, ""sv""]]"
0.5,0.075,False,9509c10490cedbb4a295e205c72564deeff46ca17cecafcd717075279910c565,results/stage6_v1/legacy_b3/adaptive/cache/cdec9da5d143785e578ebdb23ea02e60a87796d27c119b4f0be2d59eb108bdd3.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.5,0.0875,False,9509c10490cedbb4a295e205c72564deeff46ca17cecafcd717075279910c565,results/stage6_v1/legacy_b3/adaptive/cache/7af7ae9f9651bac3b6c1751a5ab6eb3acb4868ebe6cc4a65b3d2e9efe93b6be9.npz,[],"[[0, ""raw""], [0, ""zne_quadratic""], [0, ""sv""], [0.01, ""raw""], [0.01, ""zne_quadratic""], [0.01, ""sv""], [0.05, ""raw""], [0.05, ""zne_quadratic""], [0.05, ""sv""]]"
0.5,0.1,False,9509c10490cedbb4a295e205c72564deeff46ca17cecafcd717075279910c565,results/stage6_v1/legacy_b3/adaptive/cache/03abb218500e5b90519b3761152a485483624015542837490cf3461c77bb23da.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.5,0.1125,False,9509c10490cedbb4a295e205c72564deeff46ca17cecafcd717075279910c565,results/stage6_v1/legacy_b3/adaptive/cache/f2f149c164c6eeffbc98ab5017fce4e2ab1db1d519238b545b1e1ae63e2d2a63.npz,[],"[[0, ""raw""], [0, ""zne_quadratic""], [0, ""sv""], [0.01, ""raw""], [0.01, ""zne_quadratic""], [0.01, ""sv""], [0.05, ""raw""], [0.05, ""zne_quadratic""], [0.05, ""sv""]]"
0.5,0.125,False,9509c10490cedbb4a295e205c72564deeff46ca17cecafcd717075279910c565,results/stage6_v1/legacy_b3/adaptive/cache/3c114058ddcdce495c962835e9fb6dd07f55225ebbf0235f9ada37cec4817da1.npz,[],"[[0, ""raw""], [0, ""zne_quadratic""], [0, ""sv""], [0.01, ""raw""], [0.01, ""zne_quadratic""], [0.01, ""sv""], [0.05, ""raw""], [0.05, ""zne_quadratic""], [0.05, ""sv""]]"
0.5,0.1375,False,9509c10490cedbb4a295e205c72564deeff46ca17cecafcd717075279910c565,results/stage6_v1/legacy_b3/adaptive/cache/2f8c9f8d1ebbc730f325eb40ad8940dfada97edd91a23928d215711852a1cccd.npz,[],"[[0, ""raw""], [0, ""zne_quadratic""], [0, ""sv""], [0.01, ""raw""], [0.01, ""zne_quadratic""], [0.01, ""sv""], [0.05, ""raw""], [0.05, ""zne_quadratic""], [0.05, ""sv""]]"
0.5,0.15,False,9509c10490cedbb4a295e205c72564deeff46ca17cecafcd717075279910c565,results/stage6_v1/legacy_b3/adaptive/cache/890587812d00c17a5a6b1aa1f8d706bf45bffbd464b9887779397f9fe99f83c4.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.5,0.1625,False,9509c10490cedbb4a295e205c72564deeff46ca17cecafcd717075279910c565,results/stage6_v1/legacy_b3/adaptive/cache/d6146eb3a703c8b548f77f83049411747cff81c2d3e0a4f816b7bc9d1f64a730.npz,[],"[[0, ""raw""], [0, ""zne_quadratic""], [0, ""sv""], [0.01, ""raw""], [0.01, ""zne_quadratic""], [0.01, ""sv""], [0.05, ""raw""], [0.05, ""zne_quadratic""], [0.05, ""sv""]]"
0.5,0.175,False,9509c10490cedbb4a295e205c72564deeff46ca17cecafcd717075279910c565,results/stage6_v1/legacy_b3/adaptive/cache/2b0a770b19f0421e14ce93108ab9acfcd03747a40143c755b97fc86ddec5f01b.npz,[],"[[0, ""raw""], [0, ""zne_quadratic""], [0, ""sv""], [0.01, ""raw""], [0.01, ""zne_quadratic""], [0.01, ""sv""], [0.05, ""raw""], [0.05, ""zne_quadratic""], [0.05, ""sv""]]"
0.5,0.1875,False,9509c10490cedbb4a295e205c72564deeff46ca17cecafcd717075279910c565,results/stage6_v1/legacy_b3/adaptive/cache/db9da3233b641b7dc0bcb2d4e01977191e39458ff62b0d94ee8bebdd183d3c51.npz,[],"[[0, ""raw""], [0, ""zne_quadratic""], [0, ""sv""], [0.01, ""raw""], [0.01, ""zne_quadratic""], [0.01, ""sv""], [0.05, ""raw""], [0.05, ""zne_quadratic""], [0.05, ""sv""]]"
0.5,0.2,False,9509c10490cedbb4a295e205c72564deeff46ca17cecafcd717075279910c565,results/stage6_v1/legacy_b3/adaptive/cache/22ac08f5e50192fb32a26e3a96905e210b98f8186414755241ad9c7f5e591e58.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.5,0.2125,False,9509c10490cedbb4a295e205c72564deeff46ca17cecafcd717075279910c565,results/stage6_v1/legacy_b3/adaptive/cache/31d55a7c1c3a4a28b8391bb75d9d45b1ea82ab806c8ca8a6c5e263d4d338a199.npz,[],"[[0, ""raw""], [0, ""zne_quadratic""], [0, ""sv""], [0.01, ""raw""], [0.01, ""zne_quadratic""], [0.01, ""sv""], [0.05, ""raw""], [0.05, ""zne_quadratic""], [0.05, ""sv""]]"
0.5,0.225,False,9509c10490cedbb4a295e205c72564deeff46ca17cecafcd717075279910c565,results/stage6_v1/legacy_b3/adaptive/cache/9ca3d915aaf24d470c740ea2e5849405806d595c89d0cb2dfaa0c66153a1ab11.npz,[],"[[0, ""raw""], [0, ""zne_quadratic""], [0, ""sv""], [0.01, ""raw""], [0.01, ""zne_quadratic""], [0.01, ""sv""], [0.05, ""raw""], [0.05, ""zne_quadratic""], [0.05, ""sv""]]"
0.5,0.2375,False,9509c10490cedbb4a295e205c72564deeff46ca17cecafcd717075279910c565,results/stage6_v1/legacy_b3/adaptive/cache/d17dbb84d204ba0087e590ccd9572d6491dd895675a7f998aab22bf1959fde50.npz,[],"[[0, ""raw""], [0, ""zne_quadratic""], [0, ""sv""], [0.01, ""raw""], [0.01, ""zne_quadratic""], [0.01, ""sv""], [0.05, ""raw""], [0.05, ""zne_quadratic""], [0.05, ""sv""]]"
0.5,0.25,False,9509c10490cedbb4a295e205c72564deeff46ca17cecafcd717075279910c565,results/stage6_v1/legacy_b3/adaptive/cache/cc187e168d5ae8596842ec65d452bbf549dc3aa231773a733de8afa7c403fbab.npz,[],"[[0, ""raw""], [0, ""zne_quadratic""], [0, ""sv""], [0.01, ""raw""], [0.01, ""zne_quadratic""], [0.01, ""sv""], [0.05, ""raw""], [0.05, ""zne_quadratic""], [0.05, ""sv""]]"
0.55,0.0125,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/206a172cca482a4466d016ecad1ec7ef7af86618b6a13bee7a0489be6de2c7d0.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.55,0.025,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/70d4767918af15cf4922e05f9565fbb39ce14e24a37d558e718c515221a68680.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.55,0.0375,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/4bdbd047f0a22a5af3c2c3a2349a141c41ff2cdd595006ca551f0bb41df406fe.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.55,0.05,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/9acb6ed1478fba7c68b414321d357f04c1edbbf1bb36687ba2e73d648b619bfe.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.55,0.0625,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/ab12c1fb92732f433ad51489ae2ff0acfae88ae16336e67ddff05ee2ffe83319.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.55,0.075,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/729f23a23ab5a553a3cc247ae090542a7d21fdc8aee6ccc75b46a9e405a20e66.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.55,0.0875,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/af13a54685ec050fd2cad2bede9719e53990e97f0f27d4fee55e07154ffa14e2.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.55,0.1,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/3735846ad66536ade0626f8af1d1ff13013c831fb7d7799e52f5a1e5c54b6fc1.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.55,0.1125,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/a19cc3c84a7cfd98513be9f2e2168b6414b72c249772dc3ec472c873fc721180.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.55,0.125,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/3186708950b017c004af6a081e9bad7225945ad4168f4cf9a6f54f11d20d1f21.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.55,0.1375,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/ff478f50316e8833ec794f8d796654fa3ee86b68be3df8c3c94b2e0ac7ce9211.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.55,0.15,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/0a4cbb8a0ee602dfba0ed971f8a2b6084125ccf55a44f8c6fb573e326ea81449.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.55,0.1625,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/2048f8bf2dcb1b408abdea0f1a73f6d227f186d8f4212ba9c4df483b28ceec60.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.55,0.175,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/a10bd8ec487b2859488a82b1468d7b6062704013b45b12d384928dad6afd4bdb.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.55,0.1875,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/100e58898364a9e3343a790bba558940db7169daa492e8f9560d7e558f5d6872.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.55,0.2,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/9b5a40d2da1eeefbbcbb233ff28d281c031b88d6cb1a0574144429ea16a39a47.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.55,0.2125,True,bd45fcd0ee1b30c38fbad53e4046cac0b54002841dc5a3a2d541b38dbca02c8b,results/stage6_v1/legacy_b3/adaptive/cache/4760d57d71c431a7d86e1b6ae967066655a5d16e8a25029bbde53ebac6edc3fa.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.8,0.475,True,4c550335f97d014f3987990fed8a8c8b8ef9da552da8bbc001688c956fc0dde1,results/stage6_v1/legacy_b3/adaptive/cache/fbf3e57350899148772a562876aec121e4fc5e3628583a1a15f69cec2eedc266.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.8,0.4875,True,4c550335f97d014f3987990fed8a8c8b8ef9da552da8bbc001688c956fc0dde1,results/stage6_v1/legacy_b3/adaptive/cache/7f93abab0349201032cdd95a9c1597e5aab007bdd0096046d08046cb396325a6.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.8,0.5,True,4c550335f97d014f3987990fed8a8c8b8ef9da552da8bbc001688c956fc0dde1,results/stage6_v1/legacy_b3/adaptive/cache/647bd64a6399ef7643b40eb97f2f69376329698296bbff1a70587734f8435747.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.8,0.5125,True,4c550335f97d014f3987990fed8a8c8b8ef9da552da8bbc001688c956fc0dde1,results/stage6_v1/legacy_b3/adaptive/cache/b59d9985cf5292aa25754fe02e00e565a308ddfa771ef2cf97329e050efc907c.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.8,0.525,True,4c550335f97d014f3987990fed8a8c8b8ef9da552da8bbc001688c956fc0dde1,results/stage6_v1/legacy_b3/adaptive/cache/57cf7c859032c26ef6b4900f002ee3ca9dfe0b0cd06922658207fc342f0112e1.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
