kappa,h,p,estimator,comparison,budget,equal_CNOT_shots_completed,zero_CNOT_control,actual_G,actual_shots,archive,sha256,scientific_fingerprint,disposition
0.0,0.925,0.05,raw,equal_gate,100000,True,False,9500000,100000,results/stage6_followup_v1/measurements/802e43e5fac860d228054da45ac45e2c3e6413aa515b490144d9b1b10fece7b1.npz,96149788cac90cf31eb54035a558f88722bc5be8eb98bfab40e1463282f5b7d1,802e43e5fac860d228054da45ac45e2c3e6413aa515b490144d9b1b10fece7b1,newly_executed
0.0,0.925,0.05,zne_quadratic,equal_gate,100000,True,False,9500000,33334,results/stage6_followup_v1/measurements/1f22ca17b786f71cc6a7018464c0b901dcada9b052f9565bf2b5d16a5a45f881.npz,38a759171a0a5c04497f692cefb2a5c4e93417a361b348de08d936ce225782d5,1f22ca17b786f71cc6a7018464c0b901dcada9b052f9565bf2b5d16a5a45f881,newly_executed
0.0,0.925,0.05,sv,equal_gate,100000,True,False,9500000,100000,results/stage6_followup_v1/measurements/648c78125b8467dc76a8369380897b47d9997411876c2c21b68fda4f047700ff.npz,f6410c5e7d17b3e116ef9a35b02aa8ebccfd26c570da6000cb719774005fb566,648c78125b8467dc76a8369380897b47d9997411876c2c21b68fda4f047700ff,newly_executed
0.0,0.925,0,raw,equal_gate,300000,True,False,28499810,299998,results/stage6_followup_v1/measurements/c46813cfe5b72320ccfb10f939308a4148e93c4b3bd9a708b2474b4c41142270.npz,772577996d7626a65b61f5906b74378cde300d6f94e10381a2552f18f95da8cf,c46813cfe5b72320ccfb10f939308a4148e93c4b3bd9a708b2474b4c41142270,newly_executed
0.0,0.925,0,zne_quadratic,equal_gate,300000,True,False,28499810,100000,results/stage6_followup_v1/measurements/9d2bd783a673a0818f9f0b0797b68aed930c755408c0a848bf95036d84779b7b.npz,3a1679e4e6d970d3c3b82d7ab50be392f65b2f22cd7b0ccd03b610605f1f1078,9d2bd783a673a0818f9f0b0797b68aed930c755408c0a848bf95036d84779b7b,newly_executed
0.0,0.925,0,sv,equal_gate,300000,True,False,28499810,299998,results/stage6_followup_v1/measurements/e65fb0437a125d6c72db6f31bf0fb8ee04aa5ebc5304b5ea548279016306cf15.npz,2bd7c375d0b50f1be4c389439deb82a1296ef015a6e23b6b4ee825edf096d53f,e65fb0437a125d6c72db6f31bf0fb8ee04aa5ebc5304b5ea548279016306cf15,newly_executed
0.0,0.925,0.01,raw,equal_gate,300000,True,False,28499810,299998,results/stage6_followup_v1/measurements/49cf70128fa3ea32721555d079ddb95a3bd654ed0d0611ca4add143b032be6f0.npz,9241f59db3a84c16d04d5090f9bf62d1b38fb1097eda60e380d32eae02d72a72,49cf70128fa3ea32721555d079ddb95a3bd654ed0d0611ca4add143b032be6f0,newly_executed
0.0,0.925,0.01,zne_quadratic,equal_gate,300000,True,False,28499810,100000,results/stage6_followup_v1/measurements/a38c84661cde41d18c47ed04feb441d9b8cb3b05e4bcab5b02aa53d6d4d77f17.npz,cdfc7407181f4090f9471ac03d0887ae973987ee568c5380f4ba0d9264d8aed3,a38c84661cde41d18c47ed04feb441d9b8cb3b05e4bcab5b02aa53d6d4d77f17,newly_executed
0.0,0.925,0.01,sv,equal_gate,300000,True,False,28499810,299998,results/stage6_followup_v1/measurements/367b6ce9e48418c6f797160b1de46eb7b854dc82112d659b63b31d1a0840a2ed.npz,26d9039ae637c6daf22f6e27940c5d5496eb3f5cac78eb59642d819bd890142a,367b6ce9e48418c6f797160b1de46eb7b854dc82112d659b63b31d1a0840a2ed,newly_executed
0.0,0.925,0.05,raw,equal_gate,300000,True,False,28499810,299998,results/stage6_followup_v1/measurements/ba2a73a4ce3f6847b08dbe3def9f61a706ffd2d1c7a9734ad4ed884bcaae9de9.npz,b32ee67004a0d20bfa2b151aa542cf139395ebfd1bb933b39fc0ec6a8b747e9d,ba2a73a4ce3f6847b08dbe3def9f61a706ffd2d1c7a9734ad4ed884bcaae9de9,newly_executed
0.0,0.925,0.05,zne_quadratic,equal_gate,300000,True,False,28499810,100000,results/stage6_followup_v1/measurements/91de6e3bb9c56a3d948ccc8c9a1c1178076d7be75adee07816685a49d4e93657.npz,2da77b23b1fcd724ee88dc107fd7389db3fe70ed33e7673b7d70e018d4dd1f01,91de6e3bb9c56a3d948ccc8c9a1c1178076d7be75adee07816685a49d4e93657,newly_executed
0.0,0.925,0.05,sv,equal_gate,300000,True,False,28499810,299998,results/stage6_followup_v1/measurements/4d9a55a523d9869227a7573beecc0510a455140735d307deaebf811701aa0baf.npz,96ce8b6a5e2e6d48b883194eddab64727e53c8e414df6a6b7c075fa5b4a4788b,4d9a55a523d9869227a7573beecc0510a455140735d307deaebf811701aa0baf,newly_executed
0.0,0.9375,0,raw,equal_shots,100000,False,False,9500000,100000,results/stage6_followup_v1/measurements/baf35d5cc25c2f70daeda2bdd54f54e0f09c6bae5cd510037be2180533f80355.npz,d1804fde8bc4fa073563fc1525ffdee6ad908dee1eb0cbdb3eaf64a313e94a7a,baf35d5cc25c2f70daeda2bdd54f54e0f09c6bae5cd510037be2180533f80355,newly_executed
0.0,0.9375,0,zne_quadratic,equal_shots,100000,False,False,28499810,100000,results/stage6_followup_v1/measurements/3ec304d8967d4a428208009b42608c3d9cb3cacaad2980a4c3d5ca386ea608db.npz,7965fe830adb81e4cb70bbac505221558cf6def9e502e1c880eeb2b614712ff9,3ec304d8967d4a428208009b42608c3d9cb3cacaad2980a4c3d5ca386ea608db,newly_executed
0.0,0.9375,0,sv,equal_shots,100000,False,False,9500000,100000,results/stage6_followup_v1/measurements/29763846cd7cf359c2a8909d858e792882a0d1cbf32067c9692bff32b13abbf6.npz,793dcb85c4f34e21aa0ddb2c96ce84de389fa0e2075513bb0ffe179be3e73ef0,29763846cd7cf359c2a8909d858e792882a0d1cbf32067c9692bff32b13abbf6,newly_executed
0.0,0.9375,0.01,raw,equal_shots,100000,False,False,9500000,100000,results/stage6_followup_v1/measurements/39c73010aed29a6ea40785d9d4aaf9c2fac1e9429b3133593ce01849bd3bee57.npz,949ec4751ba9a77cf03bee5222e76a91da7b45b297c693cac0a42291e51bc785,39c73010aed29a6ea40785d9d4aaf9c2fac1e9429b3133593ce01849bd3bee57,newly_executed
0.0,0.9375,0.01,zne_quadratic,equal_shots,100000,False,False,28499810,100000,results/stage6_followup_v1/measurements/d692fb03f1d1b0fcbe19a383717066dab39ff40361535cab89b2400674a4a9c2.npz,2d5b1d30673c51514e83aead38107f5874973f3314bcd228e399edda16db1e5a,d692fb03f1d1b0fcbe19a383717066dab39ff40361535cab89b2400674a4a9c2,newly_executed
0.0,0.9375,0.01,sv,equal_shots,100000,False,False,9500000,100000,results/stage6_followup_v1/measurements/f086480567f441be0213f0e38e8d67fbbb8fb122e9cb6ec0707211a4222c360e.npz,6fe84c6dce9141533f71a5d2fe205964f157057aee8cb4c0802a71554ceb6c1e,f086480567f441be0213f0e38e8d67fbbb8fb122e9cb6ec0707211a4222c360e,newly_executed
0.0,0.9375,0.05,raw,equal_shots,100000,False,False,9500000,100000,results/stage6_followup_v1/measurements/1c0968cfc83b08c01acdb8269406b56f8e87f2ee78197721dd0edbaeaefca2ca.npz,a780a6635f57f2fb867b48c3c266f8f11a6f32a1e5b3e1887fc333174ddb2801,1c0968cfc83b08c01acdb8269406b56f8e87f2ee78197721dd0edbaeaefca2ca,newly_executed
0.0,0.9375,0.05,zne_quadratic,equal_shots,100000,False,False,28499810,100000,results/stage6_followup_v1/measurements/f60b3a3819cc58f2d110951f0615d5d8b54defaa367a24de3a4263eefc51e855.npz,380dded03537bc343e10d3bce8dd39305335b6386d4594404a03761813c52f31,f60b3a3819cc58f2d110951f0615d5d8b54defaa367a24de3a4263eefc51e855,newly_executed
0.0,0.9375,0.05,sv,equal_shots,100000,False,False,9500000,100000,results/stage6_followup_v1/measurements/a9b577090dc4ba0bb27a8b80b78d41ad730393012aefc918e239ea136c756b0e.npz,8c5ef79921854760aae5d5e5443950cb28bda78c87a36b5dd7607d87a0d796c2,a9b577090dc4ba0bb27a8b80b78d41ad730393012aefc918e239ea136c756b0e,newly_executed
0.0,0.9375,0,raw,equal_gate,100000,True,False,9500000,100000,results/stage6_followup_v1/measurements/c48d4563610f4aa2db3549615453bc70abc65b9cf44c1064c7f2cb0518bcb3a3.npz,2c9986628651d1155dbef7aa4611d31768de1d58d634c6f5b5ae0c7842dfa34a,c48d4563610f4aa2db3549615453bc70abc65b9cf44c1064c7f2cb0518bcb3a3,newly_executed
0.0,0.9375,0,zne_quadratic,equal_gate,100000,True,False,9500000,33334,results/stage6_followup_v1/measurements/b2e8d233ea361d0aa77f6ab111d22167cbba32092fa66839cab8767db7149770.npz,d01e5bcbc9aaef52bca43c6cbd67b9d2ec0119a6569499373ce2a94843980940,b2e8d233ea361d0aa77f6ab111d22167cbba32092fa66839cab8767db7149770,newly_executed
0.0,0.9375,0,sv,equal_gate,100000,True,False,9500000,100000,results/stage6_followup_v1/measurements/ca41a4b0ac94769bd624d0f0eef3a26526ebd14aa17478ec3d085667d0597b7c.npz,4952d61e67cf050f622774af69c11359a37ccd4de12ba5c65444ce3eb90767b2,ca41a4b0ac94769bd624d0f0eef3a26526ebd14aa17478ec3d085667d0597b7c,newly_executed
0.0,0.9375,0.01,raw,equal_gate,100000,True,False,9500000,100000,results/stage6_followup_v1/measurements/37dc61bb35f22a113d33770d28d43be6a831a7fd822fa7b74e8f0e744d7d7c98.npz,0025acf1831821633d4f59aa8bebdfaf89dfaf37e5415a66ec54df68ba94ca45,37dc61bb35f22a113d33770d28d43be6a831a7fd822fa7b74e8f0e744d7d7c98,newly_executed
0.0,0.9375,0.01,zne_quadratic,equal_gate,100000,True,False,9500000,33334,results/stage6_followup_v1/measurements/e9e3c8c3f1bbc293484f2e384762ac3b7d61b6ce6fa8ae1383c9c132a12258fa.npz,7f8d5f4a842e92777a3e186357e37c490942988eae8c0cc006dcbee252b73410,e9e3c8c3f1bbc293484f2e384762ac3b7d61b6ce6fa8ae1383c9c132a12258fa,newly_executed
0.0,0.9375,0.01,sv,equal_gate,100000,True,False,9500000,100000,results/stage6_followup_v1/measurements/81d6ac68ccb0db844af4fe1bc1cd0a7ba1b393b4bc7151b9148808be0b405ea8.npz,45c24f01ac94df3085be36f50ea1cbdd6dbc9a7573068b9f293b05cd23906fc4,81d6ac68ccb0db844af4fe1bc1cd0a7ba1b393b4bc7151b9148808be0b405ea8,newly_executed
0.0,0.9375,0.05,raw,equal_gate,100000,True,False,9500000,100000,results/stage6_followup_v1/measurements/134e819321a42e704561a7275b7bbdbc015825b7eba8c57daab8fa77da659f62.npz,dbfb40f5963efa686b30c599b7efbef75ed93413f9a4baf1a49e22bcdc2ba410,134e819321a42e704561a7275b7bbdbc015825b7eba8c57daab8fa77da659f62,newly_executed
0.0,0.9375,0.05,zne_quadratic,equal_gate,100000,True,False,9500000,33334,results/stage6_followup_v1/measurements/e1f2572ddf2620aefd25ddc40900f23169715b799bafed89a539455a269a95e2.npz,223560997821617079998f8dcbcc6297965d5e39ac238cd05db2b84dd365c6a0,e1f2572ddf2620aefd25ddc40900f23169715b799bafed89a539455a269a95e2,newly_executed
0.0,0.9375,0.05,sv,equal_gate,100000,True,False,9500000,100000,results/stage6_followup_v1/measurements/dff0656c953c37f5f4b670319756b1ee3ef26381308863479055ce4416eef4af.npz,f76f91e5903b8cfc556ba30a9492190bf40cafd7fa7649d8b1045237ddf92d5e,dff0656c953c37f5f4b670319756b1ee3ef26381308863479055ce4416eef4af,newly_executed
0.0,0.9375,0,raw,equal_gate,300000,True,False,28499810,299998,results/stage6_followup_v1/measurements/f7324f2f2e8001661e9e7f062c86776fd70697640e49377ede0d2f6f4a108e38.npz,60cbfc282ef33e6a22b04050a4dcc988bcec270762b13425ebfec5f1312b3bd0,f7324f2f2e8001661e9e7f062c86776fd70697640e49377ede0d2f6f4a108e38,newly_executed
0.0,0.9375,0,zne_quadratic,equal_gate,300000,True,False,28499810,100000,results/stage6_followup_v1/measurements/015df30fac122ff803e499d5f456ff97769f66123d2e062679fca0eda64f7983.npz,4ebf78497faf14c0abd9f7d245074371169874f730912e934f2670fdaa54c0b6,015df30fac122ff803e499d5f456ff97769f66123d2e062679fca0eda64f7983,newly_executed
0.0,0.9375,0,sv,equal_gate,300000,True,False,28499810,299998,results/stage6_followup_v1/measurements/8ed7f2bf14152ecf683f22af28a00c18caab0d2d201c8054996841df759fc24a.npz,9930eabf392c0b857d4d16c33dc3b429b2a905afaed125233a8fce0dcc1b2d10,8ed7f2bf14152ecf683f22af28a00c18caab0d2d201c8054996841df759fc24a,newly_executed
0.0,0.9375,0.01,raw,equal_gate,300000,True,False,28499810,299998,results/stage6_followup_v1/measurements/74fce1320f04c20819076b7b1fc6de8b222b7952268837a01e9822702d9740cd.npz,a5f989103122850f96268281e42d8d7e8a93973d0cc06ca77237fd4e106ce1f6,74fce1320f04c20819076b7b1fc6de8b222b7952268837a01e9822702d9740cd,newly_executed
0.0,0.9375,0.01,zne_quadratic,equal_gate,300000,True,False,28499810,100000,results/stage6_followup_v1/measurements/8113ba7c9f3c1e8db4c6c8f176db115d98ca067e72949e7a1496ba65367a4ad4.npz,79f8e6cc9216c5e8b4e9c1549df44916c26cac87fbf8d68d8fe2cb56b1b8d16c,8113ba7c9f3c1e8db4c6c8f176db115d98ca067e72949e7a1496ba65367a4ad4,newly_executed
0.0,0.9375,0.01,sv,equal_gate,300000,True,False,28499810,299998,results/stage6_followup_v1/measurements/1326a6dbd2f489cc9b917d0d345a363270e287fa4a2303328dffa217f0de7c07.npz,c4cafef4dbf1d545a564b439af8d1e4b4946dfd5a5be6c7dfd588d5d0a6474db,1326a6dbd2f489cc9b917d0d345a363270e287fa4a2303328dffa217f0de7c07,newly_executed
0.0,0.9375,0.05,raw,equal_gate,300000,True,False,28499810,299998,results/stage6_followup_v1/measurements/9ebdd6f69d42f11f044bda5b8d87ab7552546eed91ca208d19e68cd23fce6e8a.npz,08c4d21e90f919b6e6f498d49940ec3883e355652fda93269876c6a567fbde7f,9ebdd6f69d42f11f044bda5b8d87ab7552546eed91ca208d19e68cd23fce6e8a,newly_executed
0.0,0.9375,0.05,zne_quadratic,equal_gate,300000,True,False,28499810,100000,results/stage6_followup_v1/measurements/0b86ecb7bf1608377f8ca4218e302a5c3ed3dbf5d36f07558788c79f27e50782.npz,3607d492f9156bfe2129fb34335b3895c7613cece8aaf030e6afb1d8a12c9072,0b86ecb7bf1608377f8ca4218e302a5c3ed3dbf5d36f07558788c79f27e50782,newly_executed
0.0,0.9375,0.05,sv,equal_gate,300000,True,False,28499810,299998,results/stage6_followup_v1/measurements/8d46d4dbd2f21dceb6df80ad3c6161339a5796b8e7fa36ddeb255cb3cd0012fb.npz,7a84146b8422c7e2112034b77f6fcc4f78df981d645ed0351681d93a03e64833,8d46d4dbd2f21dceb6df80ad3c6161339a5796b8e7fa36ddeb255cb3cd0012fb,newly_executed
0.0,0.95,0,raw,equal_shots,100000,False,False,9600000,100000,results/stage6_followup_v1/measurements/030a112166e32dec3ca42c8a906079b41b2d6fee7ed2661cf4b5ab320c0d6bed.npz,2d0b3eb1bdd482d9c29ac84f8c21aa91bf149dbe423997b10821cc3cc1ee1903,030a112166e32dec3ca42c8a906079b41b2d6fee7ed2661cf4b5ab320c0d6bed,newly_executed
0.0,0.95,0,zne_quadratic,equal_shots,100000,False,False,28799808,100000,results/stage6_followup_v1/measurements/7a771c31322683777378cb4bde4969f504e771a55f5f582405822a4c35f155f9.npz,f3851f78e6237efbb8d7b2b827249d7232ddcdf6324c84821c49ffd0e1853088,7a771c31322683777378cb4bde4969f504e771a55f5f582405822a4c35f155f9,newly_executed
0.0,0.95,0,sv,equal_shots,100000,False,False,9600000,100000,results/stage6_followup_v1/measurements/92800c9f8511e489856e9186a09e4a02854018b040e64f77e796c10e67a29a80.npz,cde7cbc5ea942fe5a0b8f88015effc64180793be711bd856ea624d0cacebf168,92800c9f8511e489856e9186a09e4a02854018b040e64f77e796c10e67a29a80,newly_executed
0.0,0.95,0.01,raw,equal_shots,100000,False,False,9600000,100000,results/stage6_followup_v1/measurements/2567cf72e816c54e614ef3f308dc7b19ffa7527ba2f7f053b2ab25585d299311.npz,0c1b8e70adaa3e47edfbfa8e07c703f9a1e78b2636b448340a78404893b6e76c,2567cf72e816c54e614ef3f308dc7b19ffa7527ba2f7f053b2ab25585d299311,newly_executed
0.0,0.95,0.01,zne_quadratic,equal_shots,100000,False,False,28799808,100000,results/stage6_followup_v1/measurements/5f45f098b4bb83a28e8f37fc4ffa9b5105174d1e8bc9837525b650445bf0b6b6.npz,07c9cd81d484fceb0f474353d70621b6bca57e14085899bf87312e13e2e26946,5f45f098b4bb83a28e8f37fc4ffa9b5105174d1e8bc9837525b650445bf0b6b6,newly_executed
0.0,0.95,0.01,sv,equal_shots,100000,False,False,9600000,100000,results/stage6_followup_v1/measurements/0f7799e59c1d4047d574f979b7e5f974ec9add6cb5d6050cc1f749873290f8c5.npz,241696a992ad470ec6fb7f9b9698d593200c4784bbcd5cb9fced07ad3c52ec74,0f7799e59c1d4047d574f979b7e5f974ec9add6cb5d6050cc1f749873290f8c5,newly_executed
0.0,0.95,0.05,raw,equal_shots,100000,False,False,9600000,100000,results/stage6_followup_v1/measurements/d87562ee29e3e2bab4fd5d047619bb4504cfc37373d96ece47bb96e96e62912f.npz,6db0fef6eb071fbc10c8714f279c2058e172c47681d380a2771003f76d5ea9d0,d87562ee29e3e2bab4fd5d047619bb4504cfc37373d96ece47bb96e96e62912f,newly_executed
0.0,0.95,0.05,zne_quadratic,equal_shots,100000,False,False,28799808,100000,results/stage6_followup_v1/measurements/b7fd6184ab5d25eb7e09e78701d7c00290a99fabe622519047b28f2c165e0f22.npz,d05befa68d29464fa76a60b4772053a456d651303db6dd62817e89258c0fc6c7,b7fd6184ab5d25eb7e09e78701d7c00290a99fabe622519047b28f2c165e0f22,newly_executed
0.0,0.95,0.05,sv,equal_shots,100000,False,False,9600000,100000,results/stage6_followup_v1/measurements/25abe54061e0dde73541260ca65c4cab4206137627553abef7679679fb3605eb.npz,8af59e16b88a0ca33d5d3fd67d76177243d6e1a5d22a2182b192cf1bac9f78f6,25abe54061e0dde73541260ca65c4cab4206137627553abef7679679fb3605eb,newly_executed
0.0,0.95,0,raw,equal_gate,100000,True,False,9600000,100000,results/stage6_followup_v1/measurements/e0047c263b9f5f27c8971b89929cb3c0495c84950a050c86bcb969c8ddafdb4a.npz,d086a9f946f6e71d4cb39879e71571fadeab0df1998c9c415d9a061972245ea0,e0047c263b9f5f27c8971b89929cb3c0495c84950a050c86bcb969c8ddafdb4a,newly_executed
0.0,0.95,0,zne_quadratic,equal_gate,100000,True,False,9600000,33334,results/stage6_followup_v1/measurements/68845121eb17f4ae63cb576e4fa9d90b18651a98bd11dd160d645d6f52e68d05.npz,31e8ab3cdb5350cbb0b95fbb1c088a7ab2b8de2744c4e18f63119a82b9c50f80,68845121eb17f4ae63cb576e4fa9d90b18651a98bd11dd160d645d6f52e68d05,newly_executed
0.0,0.95,0,sv,equal_gate,100000,True,False,9600000,100000,results/stage6_followup_v1/measurements/d622cb98f324b97d4bb051eea1a4dae928865f2b92513b025bba2e76770c8c36.npz,ec13b7b81beb0dd6b95c6477769cd0b0e78604e00da40d0ee6a2d53c5996069b,d622cb98f324b97d4bb051eea1a4dae928865f2b92513b025bba2e76770c8c36,newly_executed
0.0,0.95,0.01,raw,equal_gate,100000,True,False,9600000,100000,results/stage6_followup_v1/measurements/c264c04686e446d7c6a46bf4c03ea8c3bc95c57b4708980495402cbb73d390e2.npz,8f3e250cede22065d09c368da48f93d5a7bfcbdeedf6e09c769bb04a7b4a1f02,c264c04686e446d7c6a46bf4c03ea8c3bc95c57b4708980495402cbb73d390e2,newly_executed
0.0,0.95,0.01,zne_quadratic,equal_gate,100000,True,False,9600000,33334,results/stage6_followup_v1/measurements/d5eddc0030efff61172f74638c24fe266a43d5f5e3d51183bd689014a398acbf.npz,2e58c95d6992433b171b4cf9dec65af0200985addb925b2c983f311adcb2cfb1,d5eddc0030efff61172f74638c24fe266a43d5f5e3d51183bd689014a398acbf,newly_executed
0.0,0.95,0.01,sv,equal_gate,100000,True,False,9600000,100000,results/stage6_followup_v1/measurements/7f7ca4717dfc94c094a127e18e7ac2c93114869a73fddb4593165f66f9fd30dd.npz,cf5139faa4081bd3bcb01d7e99cff3fc490dffb591f3405c1abf9c4c43780cfd,7f7ca4717dfc94c094a127e18e7ac2c93114869a73fddb4593165f66f9fd30dd,newly_executed
0.0,0.95,0.05,raw,equal_gate,100000,True,False,9600000,100000,results/stage6_followup_v1/measurements/16021088f1227e42e287d60a432b03f99bc010f4cd585ba7f962014633263e7c.npz,90cb34c7e816c9b44822ebe50a1d1897c26dfcfda339637a1f5d47d83b6e4232,16021088f1227e42e287d60a432b03f99bc010f4cd585ba7f962014633263e7c,newly_executed
0.0,0.95,0.05,zne_quadratic,equal_gate,100000,True,False,9600000,33334,results/stage6_followup_v1/measurements/009cc64603a84a10976101e876bc537f85d2efbd84a2a77e130132f98af1aec4.npz,633701d276a5683dca6494b152f5f6b67bce2e84a385bb4b8c5fbf1bd1c6452e,009cc64603a84a10976101e876bc537f85d2efbd84a2a77e130132f98af1aec4,newly_executed
0.0,0.95,0.05,sv,equal_gate,100000,True,False,9600000,100000,results/stage6_followup_v1/measurements/ed49a428754d8af0d4b486a7213a53346494deb9d8ce270e1e2d0736b69d1448.npz,9a7800169f051e546c259ac3075ce023df1d9ff1f1ceb7dde7ef24ad365c6fea,ed49a428754d8af0d4b486a7213a53346494deb9d8ce270e1e2d0736b69d1448,newly_executed
0.0,0.95,0,raw,equal_gate,300000,True,False,28799808,299998,results/stage6_followup_v1/measurements/4cb0a0c03b0d0556d69608aa190db970921ebc9bab12493e3d2123a38deb1285.npz,4d28e8a3a94722bdcb7c29e35a0778c820ccd75173508b663651f7f54e49be24,4cb0a0c03b0d0556d69608aa190db970921ebc9bab12493e3d2123a38deb1285,newly_executed
0.0,0.95,0,zne_quadratic,equal_gate,300000,True,False,28799808,100000,results/stage6_followup_v1/measurements/7f1f150c10d2ebb5bfb77a62970a978e180d0687ffc7f597aeaf3bb098f8718f.npz,52af7909f6997747471f3cb68b2a2e46feb9f192f92f6ba43d4f4390e521b76a,7f1f150c10d2ebb5bfb77a62970a978e180d0687ffc7f597aeaf3bb098f8718f,newly_executed
0.0,0.95,0,sv,equal_gate,300000,True,False,28799808,299998,results/stage6_followup_v1/measurements/8289b9c292c651d6a3620178167e7a1cd9e02375b4b60e9d0aa32d5bba939439.npz,b277223cd468ba3fe3d2ac94c155ccf93670f3160d926aeeb81c392a339497d1,8289b9c292c651d6a3620178167e7a1cd9e02375b4b60e9d0aa32d5bba939439,newly_executed
0.0,0.95,0.01,raw,equal_gate,300000,True,False,28799808,299998,results/stage6_followup_v1/measurements/edb06f8f6177d1296097b24894d525b8adee89b0499204d5de123ca0357ec47c.npz,5a5f7fb3ff824a9482fc67eb3b9f6b6016f33d63fdbf0933b26a068948adedec,edb06f8f6177d1296097b24894d525b8adee89b0499204d5de123ca0357ec47c,newly_executed
0.0,0.95,0.01,zne_quadratic,equal_gate,300000,True,False,28799808,100000,results/stage6_followup_v1/measurements/5a5fe46a01b898e7038ade7e1710604387b77a4b99ad9b8e2363d09e2865b426.npz,8d8022acc21e81f6b795b522464d0a04eb5190ba3b67b6838d623ad0a647168c,5a5fe46a01b898e7038ade7e1710604387b77a4b99ad9b8e2363d09e2865b426,newly_executed
0.0,0.95,0.01,sv,equal_gate,300000,True,False,28799808,299998,results/stage6_followup_v1/measurements/5322cab7309fa9c58c55cd6b316e8ecbd1af7da4f70e72b17eabee17abb50d2e.npz,ddfa51ff8be58885ebc779bb1478f0d92bade6686ddd41ab1249e7f26092d0ef,5322cab7309fa9c58c55cd6b316e8ecbd1af7da4f70e72b17eabee17abb50d2e,newly_executed
0.0,0.95,0.05,raw,equal_gate,300000,True,False,28799808,299998,results/stage6_followup_v1/measurements/fd0f246ee965861bc3b8447bfad337f0e21f7c62806059728858d6f0f4c0894a.npz,48355d4c8c03abce5cbbe65df82311e6270755523949ca3520b70ae10fc39a2f,fd0f246ee965861bc3b8447bfad337f0e21f7c62806059728858d6f0f4c0894a,newly_executed
0.0,0.95,0.05,zne_quadratic,equal_gate,300000,True,False,28799808,100000,results/stage6_followup_v1/measurements/e11c2bdb05857d50aa2e5cbd4f5b060cc4b7ba62e186d6f08f5df677d0a54c00.npz,c5c0b48dc6d692fb8a2bd20053ba8f86e579bf0d1d174b5d1cc5b6b6d7fec844,e11c2bdb05857d50aa2e5cbd4f5b060cc4b7ba62e186d6f08f5df677d0a54c00,newly_executed
0.0,0.95,0.05,sv,equal_gate,300000,True,False,28799808,299998,results/stage6_followup_v1/measurements/f5ef1a7d01a559feb79ba99dd386d2683e7e21637933a8a20ae56ec5bcdae614.npz,a8233349adb0a789c91365703c343d7ab8a230ed1db0bface02de6bd4b670917,f5ef1a7d01a559feb79ba99dd386d2683e7e21637933a8a20ae56ec5bcdae614,newly_executed
0.0,0.9625,0,raw,equal_shots,100000,False,False,9500000,100000,results/stage6_followup_v1/measurements/cd46fe40ad4f4912f0a31bdc7f55fa82a9345760fc94eaf739b48acb28555ea4.npz,fcd78e64324e9692b06acfacac8666564c1af908a72361b0ac2b293a363e217e,cd46fe40ad4f4912f0a31bdc7f55fa82a9345760fc94eaf739b48acb28555ea4,newly_executed
0.0,0.9625,0,zne_quadratic,equal_shots,100000,False,False,28499810,100000,results/stage6_followup_v1/measurements/74637f9352e5637ac7eb99d66f9dee31c0bdb7eddd0a6d16f7867ef4d4ac9ec0.npz,7cbc88cd9a4b78dd02f76e4b35a6b852923d289895577b01a05715d1aac95724,74637f9352e5637ac7eb99d66f9dee31c0bdb7eddd0a6d16f7867ef4d4ac9ec0,newly_executed
0.0,0.9625,0,sv,equal_shots,100000,False,False,9500000,100000,results/stage6_followup_v1/measurements/bebd49c6f0d22f0be4b8a03a33801e0a002edabdf4033dc082cd00c4752053e0.npz,c6f3ea6d04d31086e22af7f50ed0fa5acc650141a672bacd872c50106c8e48f2,bebd49c6f0d22f0be4b8a03a33801e0a002edabdf4033dc082cd00c4752053e0,newly_executed
0.0,0.9625,0.01,raw,equal_shots,100000,False,False,9500000,100000,results/stage6_followup_v1/measurements/0f8e1fd9ad97bac24c9231f47505aa98c15b478f639115955c95b5af56b21eb5.npz,fc2cf2af9251faf55de838b9c7e5643bd14e90e58616de11a999e916e89e2ad7,0f8e1fd9ad97bac24c9231f47505aa98c15b478f639115955c95b5af56b21eb5,newly_executed
0.0,0.9625,0.01,zne_quadratic,equal_shots,100000,False,False,28499810,100000,results/stage6_followup_v1/measurements/c707f856680e82c1fd46cecb9e56b507ea1c1c8b1fe228fd41a0c8e2b034ee7c.npz,45d2b75fb1f1e6c1b90878aa5e10b966978809f666018262072be60c9d436906,c707f856680e82c1fd46cecb9e56b507ea1c1c8b1fe228fd41a0c8e2b034ee7c,newly_executed
0.0,0.9625,0.01,sv,equal_shots,100000,False,False,9500000,100000,results/stage6_followup_v1/measurements/7c9095de36581a4ea55dc33e6fe100c0c989be3a570d77dafc86cb5faa9dcc47.npz,3f9658a4184049e9e8eb3072cb49ba2295e959e9a41de3a11328af74845f5305,7c9095de36581a4ea55dc33e6fe100c0c989be3a570d77dafc86cb5faa9dcc47,newly_executed
0.0,0.9625,0.05,raw,equal_shots,100000,False,False,9500000,100000,results/stage6_followup_v1/measurements/f2bff428332214d70aa29ff0adbade333faaf64859965640ea83f2e836c0bc40.npz,314c66b4d316e273fd75e9ad510bf88b4354c0061d941b5ced6510f577c1893e,f2bff428332214d70aa29ff0adbade333faaf64859965640ea83f2e836c0bc40,newly_executed
