kappa,h,reference_resolvable,parameter_source,parameter_source_sha,gate_hash,complete,historical_reused,newly_executed,combination_count,methods,p,budgets
0.5,0.175,False,results/stage6_v1/legacy_b3/adaptive/cache/2b0a770b19f0421e14ce93108ab9acfcd03747a40143c755b97fc86ddec5f01b.npz,1ccd262001725da0359f4e8594b81edc75971b7d7861d1f1d91e24056c759690,6a3b4e6cf9a73191e414890ca8fcb03cfaea386d60e8eaab94baa7916ecd86b8,True,0,18,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.5,0.1875,False,results/stage6_v1/legacy_b3/adaptive/cache/db9da3233b641b7dc0bcb2d4e01977191e39458ff62b0d94ee8bebdd183d3c51.npz,a916f6c91bc67d4904d0e716c7752c872cb79a615fa86386b8d890a363bdbc92,83fa50ac2dbd2c4ced53c51b7e5e56d5f1c52e1c589d417e3e5f5c707b38d0f3,True,0,18,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.5,0.2,False,results/stage6_v1/legacy_b3/adaptive/cache/22ac08f5e50192fb32a26e3a96905e210b98f8186414755241ad9c7f5e591e58.npz,6792dcd19425ff3550f94d626ebcb32239f1db57fe58b32d7f6313da8739d257,b749eb7328db08e7d0f666ce41c19bcba69c78209d0c385575a9183d716fec86,True,0,18,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.5,0.2125,False,results/stage6_v1/legacy_b3/adaptive/cache/31d55a7c1c3a4a28b8391bb75d9d45b1ea82ab806c8ca8a6c5e263d4d338a199.npz,75cf6db8c218aea92a252bb19ce4df68193b0079f38ef37cd7a6685053fda9ee,f9baea36a92ec52a917ba9a04d41c6e62bf93897800adeecae048fa4b8874d42,True,0,18,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.5,0.225,False,results/stage6_v1/legacy_b3/adaptive/cache/9ca3d915aaf24d470c740ea2e5849405806d595c89d0cb2dfaa0c66153a1ab11.npz,71e68cd19b4327ff38353ed7e9a624ca1e04253f0dcc9e43e1d8c0b2b268ce81,9a16d6b8e8717f3116af06ec7f6d3e9b382d20896aeaa9eb1eb4b5440b34a7e8,True,0,18,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.5,0.2375,False,results/stage6_v1/legacy_b3/adaptive/cache/d17dbb84d204ba0087e590ccd9572d6491dd895675a7f998aab22bf1959fde50.npz,b68521dfd61a4bcc32e29bd721f2e7dd86f85f35e8dadc257d06eff92857d66b,6b555133cbfc77dae9e708930226f593b8e159c7e35acd6ddb6283a98e8dc472,True,0,18,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.5,0.25,False,results/stage6_v1/legacy_b3/adaptive/cache/cc187e168d5ae8596842ec65d452bbf549dc3aa231773a733de8afa7c403fbab.npz,7c25d0f1db3cc594c965688a7d1466fedfdab1c9d70172a31ba347acf1932a00,aa2dbd2982880702d658363578008f92808208ac0b07e8d387941edd2c1a9318,True,0,18,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.55,0.0125,True,results/stage6_v1/legacy_b3/adaptive/cache/206a172cca482a4466d016ecad1ec7ef7af86618b6a13bee7a0489be6de2c7d0.npz,037cd4e5503e33e9d0ab42ab68eda846704702194f2602562a8b803553f7ac34,6e1e8d0226edc871436a28559180ccd0de603d72e20766fe2582f2bb563fc19e,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.55,0.025,True,results/stage6_v1/legacy_b3/adaptive/cache/70d4767918af15cf4922e05f9565fbb39ce14e24a37d558e718c515221a68680.npz,886b469d1c9a75a567a6ac647b6626e8856fbabc26a427cff29fbe254d8af0eb,5b4554659f4871e71aece63531f46dc27c0868484420cb79822d60d052eaf355,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.55,0.0375,True,results/stage6_v1/legacy_b3/adaptive/cache/4bdbd047f0a22a5af3c2c3a2349a141c41ff2cdd595006ca551f0bb41df406fe.npz,83e784a4c5d4b218da5c43be4c6fd216fe7578e312b70152821a590e9d7d8f7c,ea78e3261b1313e03d0c53cc782a245f178a76001fc14bd216d18dba7093e167,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.55,0.05,True,results/stage6_v1/legacy_b3/adaptive/cache/9acb6ed1478fba7c68b414321d357f04c1edbbf1bb36687ba2e73d648b619bfe.npz,d9d9fabf7c7492d7b3363fb8dec0abfbcf161d6debfac1e86ce4dfa6f0d6dab5,93de3242912e3ddad58e990f1162b6e454324dcfefa07f98bd66c5282fca7412,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.55,0.0625,True,results/stage6_v1/legacy_b3/adaptive/cache/ab12c1fb92732f433ad51489ae2ff0acfae88ae16336e67ddff05ee2ffe83319.npz,83e465614255b4e134e4a37f426cfd5305381b1245dc6593b4dd2c021a4f255e,8596caa6b70be28b634d702f7cabf062cb4c9d0ace5e4c79943364e9f17d9f21,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.55,0.075,True,results/stage6_v1/legacy_b3/adaptive/cache/729f23a23ab5a553a3cc247ae090542a7d21fdc8aee6ccc75b46a9e405a20e66.npz,f04e112166592f97b0e3394026d33f4a2e924ad6716ef42f35878051ccffe00b,fcc4305483578bd758c93502f05f131d3d3140a29ce15b8c19df38085d511835,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.55,0.0875,True,results/stage6_v1/legacy_b3/adaptive/cache/af13a54685ec050fd2cad2bede9719e53990e97f0f27d4fee55e07154ffa14e2.npz,18c58042dc8e4600bd578fa7377fe0b0cb617056038c6b051402555603b33bff,fced1471f5c573971320494ae936203123bc609747c6b43cc7aa64dae91060bb,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.55,0.1,True,results/stage6_v1/legacy_b3/adaptive/cache/3735846ad66536ade0626f8af1d1ff13013c831fb7d7799e52f5a1e5c54b6fc1.npz,05721b5f3df7c23b2d1af3c74c9e78d5b43e6d2e03aea467a1dc6e42fdc26a9e,6f8670449d5f15eb06adb3e4f4d9048c9447a50ca551857ca5150c79b069329b,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.55,0.1125,True,results/stage6_v1/legacy_b3/adaptive/cache/a19cc3c84a7cfd98513be9f2e2168b6414b72c249772dc3ec472c873fc721180.npz,de94f9feb5a11b2ca90d5c1f96ac26706c2bfd83ef877ab5bceed59314ee81db,0a755ec6913acfb3592ec1027df6118337d6ef769f10d21c031a6390f87ae59e,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.55,0.125,True,results/stage6_v1/legacy_b3/adaptive/cache/3186708950b017c004af6a081e9bad7225945ad4168f4cf9a6f54f11d20d1f21.npz,cf12f94bcf1505bd950974b62060414d185024fc96a373bc3e559b29326f909e,44c96ebb073b79d8597a78641594d794fb91b39f1bd5737468c52c6324be09df,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.55,0.1375,True,results/stage6_v1/legacy_b3/adaptive/cache/ff478f50316e8833ec794f8d796654fa3ee86b68be3df8c3c94b2e0ac7ce9211.npz,ac1df94f8750c1524ad7cb6e1b3f43802234d27925ddaeb0dadbd1872334e95d,05209513269d512c7c70febb1fe4458d1803f5a52ae3241c47b8f76a093f3a8b,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.55,0.15,True,results/stage6_v1/legacy_b3/adaptive/cache/0a4cbb8a0ee602dfba0ed971f8a2b6084125ccf55a44f8c6fb573e326ea81449.npz,000e9db46a05fef8cfcc8d9ea3eea898efe46913ebea714fe66620189c08358a,115b1dc55b1f97c09ccace83a5a01d356a225ccc7a1b271aeb270ada91887d25,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.55,0.1625,True,results/stage6_v1/legacy_b3/adaptive/cache/2048f8bf2dcb1b408abdea0f1a73f6d227f186d8f4212ba9c4df483b28ceec60.npz,a93683bb5deecf0e7580fff424af9518c0c0eb7ed2719024339bad6d33f35471,473848e68bad82b889978cce9088f9eb9aa8124cf0d9a15ad7ba1fbfad16317e,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.55,0.175,True,results/stage6_v1/legacy_b3/adaptive/cache/a10bd8ec487b2859488a82b1468d7b6062704013b45b12d384928dad6afd4bdb.npz,359100f8ef8463b7a8ec3111c55e6ac0e46e2f5d7004e68214d273740d303d26,154b6968ff182d018011e7ae7960d076d141cb1bfec36c9a535626160aba3bd2,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.55,0.1875,True,results/stage6_v1/legacy_b3/adaptive/cache/100e58898364a9e3343a790bba558940db7169daa492e8f9560d7e558f5d6872.npz,ed6d5f0f478001dfc3fbfed720d00cc27e92760c721a382d0a73d93b997ec8f4,74f415cd93fee3e84c23c0da71fe817bc8b394b420a5f16356d00799dfbb1a56,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.55,0.2,True,results/stage6_v1/legacy_b3/adaptive/cache/9b5a40d2da1eeefbbcbb233ff28d281c031b88d6cb1a0574144429ea16a39a47.npz,de13681346889bd8a8139128fc64f3cd3535398e00b32d4a5ff71e2694971bcf,c253cecad96bc72be67da4bfb5e5d1e2a45db375f9b20b00a62e117ab04833db,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.55,0.2125,True,results/stage6_v1/legacy_b3/adaptive/cache/4760d57d71c431a7d86e1b6ae967066655a5d16e8a25029bbde53ebac6edc3fa.npz,549ba44412ae1a4091a38078fa89517ddbd185717a2452c4a39601792cbd09f8,bcd830eee133f6129e9530743c05e13bb3544ba9dd1d1d911d25f08a3c074c55,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.8,0.475,True,results/stage6_v1/legacy_b3/adaptive/cache/fbf3e57350899148772a562876aec121e4fc5e3628583a1a15f69cec2eedc266.npz,d5867c4e565bb54ddc05b35d22c97c1480bbd86e06bcd2120c0e296f0e18e7f5,bc9cc47bf10bf2ce67b557d12ffb75475f7a13b7f3e39c484a5bbaceacb267b1,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.8,0.4875,True,results/stage6_v1/legacy_b3/adaptive/cache/7f93abab0349201032cdd95a9c1597e5aab007bdd0096046d08046cb396325a6.npz,4caf2afe4878280cdf2781500991a8c7a6eaaa10ba854953fdd19263e2976de6,407029ec50e47e7cdd504e047b851081bdfc4f9f23927467af4789afb9f8f629,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.8,0.5,True,results/stage6_v1/legacy_b3/adaptive/cache/647bd64a6399ef7643b40eb97f2f69376329698296bbff1a70587734f8435747.npz,48cf65808fe05d0ca3c6bd026e9a481b760fcb10925975d5994ed5f4c7400605,33284fefcbed1f3de6e2daa3d8e06f35d2981cb7707e86c8e2a6aa03f70e7334,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.8,0.5125,True,results/stage6_v1/legacy_b3/adaptive/cache/b59d9985cf5292aa25754fe02e00e565a308ddfa771ef2cf97329e050efc907c.npz,9ab965017a33e3409212a28a01489bc465b998a0e2cf58cd1fca04f1f7d3d10c,c0588ff5dfea5eb10016dc46021b5ee4256e216011901bbe046b938bb80cd5c5,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.8,0.525,True,results/stage6_v1/legacy_b3/adaptive/cache/57cf7c859032c26ef6b4900f002ee3ca9dfe0b0cd06922658207fc342f0112e1.npz,2f7e0ec914dd58596849a29f643d07bb76e1c2759fdc437b97d886ebf93fd692,19f7c455e14ae4889fbfa78af2a409fc96d7d092774fe20d6b5d60cfa627d942,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.8,0.5375,True,results/stage6_v1/legacy_b3/adaptive/cache/066c630279904ccaba153442e029895ba32e1389111ad5adb8c35cd7a26ac693.npz,768b0eaaa12f64fcc8dffad7c88da60d0030cee8b9a6faa12bb9ea5fb9aa8675,5a479e07ca4c2daa2670baa770737764d5dedb8d89ff3266f70640581e5fc171,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.8,0.55,True,results/stage6_v1/legacy_b3/adaptive/cache/f0b5cde7df1c6a9b432731c82f85f7287aaff5bb5f6886962ed735d6def1a682.npz,574631a3f14587dcd53adbfee2ad131b8895edc7fa5f6f394a0d87ceaecc8c4a,64f0d64b15908ad04e95ad90c52581e62ff0372f5cd81c85cc525e409d5024c8,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.8,0.5625,True,results/stage6_v1/legacy_b3/adaptive/cache/5d8d727e02537b375d9bbdaf9490e20c72b6920989552954e50e3cde880e0bd1.npz,1b292f1df0a35bf57bd5ef36f272df7e41ad327211a6da49251916b1cee95d1a,8e022c0f687190508caf66ee0a637d7a5c463cdb6e8589ca2b38c1629c0cd960,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.8,0.575,True,results/stage6_v1/legacy_b3/adaptive/cache/7a246b03cf9591ef1e69efc66a367fcbd0a96b4ab158d65df0f834995104cfe3.npz,ab8d970b0f06ed9034fee0963bff0be4cc03f506b0ac5b8710710a23aa49e4a0,907ec24b574e52fc35084b6c39cb0963accfb47ca3f37dbb0023b0d55f1a8cb2,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.8,0.5875,True,results/stage6_v1/legacy_b3/adaptive/cache/6a0cac50df6591ea1d50ca419658fb483abe753976aa07a2da70a26594a0f6ee.npz,b29bdcaf90d417088416e7eef58e1b14a2f76a5ddb9622cd7062e60bbbae33aa,5b221ccbfb7071d8d7c9bf8d2c9d9e4a35b0aacd6e62feb46f3f662ead470767,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.8,0.6,True,results/stage6_v1/legacy_b3/adaptive/cache/4f88da5da5f965990e6d8c9e0fa35583de1dd6507ca312e66023af1519f7a173.npz,6bd8163f6f1c16a72db0b3ff1622f8b15c0420936494bb57067f15f48f142f5f,bab0036b5428f454fe60b8e62c8553f8f6b7b5193e89e3e71f211cf56833bba5,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.8,0.6125,True,results/stage6_v1/legacy_b3/adaptive/cache/f57842317c385866c1651df7e723efb551e6ee3b49efa46654a637a308a626d2.npz,a9498f76d7acce6d3408cafe97cd8c5beb64e39f001a229f5b1f4f5e26378c6e,09c1618a9da360195c6f50e3169ace63b01f29ada3135845c7f8bb6641522d27,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.8,0.625,True,results/stage6_v1/legacy_b3/adaptive/cache/afc3af4977a7304d6fd78aca393a0d4bcc1e45102e0a501fb3a6840031411a8d.npz,e54ac29de021519137347fc41c09e5691ff283e4e592f784cfa7f448d1182d80,4928db52bb81c0381c703eace490ae24e9f509563e75974e24a7f8781406ef9b,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.8,0.6375,True,results/stage6_v1/legacy_b3/adaptive/cache/36cd11fff7e6eb0906488b8b6463733efe2538d09437fad208981428e127eb53.npz,299ac4734c24245a558347cbbdef0c46561ac07e58c8188a4f00bf88d646806c,8286c6ed3b6781562eabbb0f3a24f0f12a844032a3d6ac49210c51c081f4eeba,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.8,0.65,True,results/stage6_v1/legacy_b3/adaptive/cache/578f6e09a9da7829d91bd0eaac44be6353b0091a52d5eeb52688a2f596b00c35.npz,508e3c7f575409aed0bcd2a55f93dcd3cfd3097a83813db78378acb8c1f2ed1f,e87c0fd88b001da971c0ef3c9cd3e4c82c51c963216e463f9db28bec576a07e3,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.8,0.6625,True,results/stage6_v1/legacy_b3/adaptive/cache/18737f508182d4ffd8bcde2e0cfdcc7e5012f66c40fd4c47bc73d33c4ac63012.npz,64cee2ef2db6d2e8dc1fe2ced0be64bce6875ab5fcee6fdda8988030447443e7,108140df58932e894298f7a95d57df2b504366d0a8105036b3a4a6b007cca17d,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
0.8,0.675,True,results/stage6_v1/legacy_b3/adaptive/cache/af085e753f682a57f2f25b9cc6412cd6070f4f4f6cf01ea7e1ace4cdd85827d2.npz,e16379ff857a96661e57b5206a440d649a1cc47fe4ebe5b234fa32906937929c,fbc97a5faa7a2e46ec5cdf802ed55c64e0bf990cb9230dc737a4f242403dc6b6,True,18,0,18,"[""raw"", ""zne_quadratic"", ""sv""]","[0, 0.01, 0.05]","[10000, 100000]"
