pair_index,pair_type,method,p,trace_distance,XZ_total_variation,classical_minus_quantum,known_binary_single_copy_optimal_error,oracle_error_10k,oracle_error_100k,oracle_error_1M,D4_same_output,D5_same_output,D4_any_reject,D5_any_reject,interpretation,counts,independent_opposite_phase_labels
10,same_ferro_control,H6,0.01,0.13564880946964114,0.08580440394324905,-0.04984440552639209,0.43217559526517946,0.0,0.0,0.0,True,True,True,True,Known_binary_measurement_templates_distinguish_while_some_frozen_outputs_do_not,results/stage6_v1/noise_diagnosability/pair_cache/35be09a8faeaeadabac63d1348f9620d312d4bbc371896ba7e3b6d1bc55506b0.npz,False
10,same_ferro_control,H6,0.05,0.0869109534741643,0.049902241846871205,-0.0370087116272931,0.45654452326291783,0.0,0.0,0.0,True,True,True,True,Known_binary_measurement_templates_distinguish_while_some_frozen_outputs_do_not,results/stage6_v1/noise_diagnosability/pair_cache/66359b82e6b064113897b5311bfffcf41fcd57c7657002d463f4786cc20352c6.npz,False
11,same_antiphase_control,B3,0,0.05572504785178169,0.02793651376299279,-0.027788534088788897,0.47213747607410916,0.0,0.0,0.0,True,True,False,False,Known_binary_measurement_templates_distinguish_while_some_frozen_outputs_do_not,results/stage6_v1/noise_diagnosability/pair_cache/27430c30f5038d974107deb5b83562e6c085c9abefc3194b78dbdfa0649e4c71.npz,False
11,same_antiphase_control,B3,0.01,0.07542941754881957,0.03641747518000951,-0.03901194236881006,0.4622852912255902,0.0,0.0,0.0,True,True,False,False,Known_binary_measurement_templates_distinguish_while_some_frozen_outputs_do_not,results/stage6_v1/noise_diagnosability/pair_cache/fd0ebdc6892e72ec9de306b85315a86ae5902fd39957e420b4a8bf827fe99d94.npz,False
11,same_antiphase_control,B3,0.05,0.10460554502139463,0.05788753122624034,-0.04671801379515429,0.4476972274893027,0.0,0.0,0.0,True,True,True,True,Known_binary_measurement_templates_distinguish_while_some_frozen_outputs_do_not,results/stage6_v1/noise_diagnosability/pair_cache/9d39bd5acef338401f42e70b78c1052591d1441ff78ec9d4b471dc7b5b998b28.npz,False
11,same_antiphase_control,H6,0,0.055989115200628006,0.028114297550936522,-0.027874817649691484,0.472005442399686,0.0,0.0,0.0,True,True,False,False,Known_binary_measurement_templates_distinguish_while_some_frozen_outputs_do_not,results/stage6_v1/noise_diagnosability/pair_cache/e0bf394639febdcb2d38205c73fddcdea61c80f38f8ec5459526b978fc542f96.npz,False
11,same_antiphase_control,H6,0.01,0.05766066117444758,0.03324186040743934,-0.024418800767008246,0.4711696694127762,0.0,0.0,0.0,True,True,False,True,Known_binary_measurement_templates_distinguish_while_some_frozen_outputs_do_not,results/stage6_v1/noise_diagnosability/pair_cache/a3c3dd01c96c5fe5bd7002a72378ccd6ec5454fb7f7ae9a5a73c10abd13957db.npz,False
11,same_antiphase_control,H6,0.05,0.02215792024851696,0.013766534747298435,-0.008391385501218526,0.48892103987574154,0.0625,0.0,0.0,True,True,True,True,Known_binary_measurement_templates_distinguish_while_some_frozen_outputs_do_not,results/stage6_v1/noise_diagnosability/pair_cache/2013b78a498c2a43a1f4f4f78efd17a4f5810ae0577ed3769b2fd8869fd8d00c.npz,False
12,far_ferro_paramagnetic_control,B3,0,0.9417328849277655,0.8880719394142851,-0.05366094551348044,0.02913355753611724,0.0,0.0,0.0,False,False,False,False,Binary_differences_measurable_no_global_phase_accuracy_inference,results/stage6_v1/noise_diagnosability/pair_cache/1b56380933bcc4d4cec8dbaedef6da9c4443b088cf4dbf47e2b63ea7a1d95f6d.npz,True
12,far_ferro_paramagnetic_control,B3,0.01,0.889928691319546,0.7333922244150034,-0.1565364669045426,0.055035654340227,0.0,0.0,0.0,False,False,False,False,Binary_differences_measurable_no_global_phase_accuracy_inference,results/stage6_v1/noise_diagnosability/pair_cache/48dc28bb5aed7d7a182287843c7d57972fc71cec0f4ff1d1e2dbcac0c647c646.npz,True
