window,h,p,epsilon_c,epsilon_sf,epsilon_mx,branch_sensitive,both_preparations_pass
W3,0.4,0,0.0021258170743113647,0.0005185287935582927,0.0009476374611877558,False,True
W3,0.4,0.01,0.042893981725748875,0.013094715725185058,0.005526453941275961,True,True
W3,0.4,0.05,0.007605205554286693,0.0025827183809576937,0.0015765698025252007,False,True
W3,0.4125,0,0.002603143863291524,0.0006327843517968113,0.0011009139782351962,False,True
W3,0.4125,0.01,0.04094936831409707,0.012782819675656809,0.004707835639310681,True,True
W3,0.4125,0.05,0.007721559039568187,0.0025877764203329767,0.0011921177622683417,False,True
W3,0.425,0,0.003147801423512231,0.0007630684253650544,0.0012644755958093334,False,True
W3,0.425,0.01,0.03891221584571064,0.012452232188857992,0.0037956244383147986,True,True
W3,0.425,0.05,0.007832634145906901,0.0025902367658500736,0.0007808423404801999,False,True
W3,0.4375,0,0.003768263321262344,0.0009106788627113449,0.0014327252358652953,False,True
W3,0.4375,0.01,0.03700057198690365,0.012190053836044545,0.002751378914276875,True,True
W3,0.4375,0.05,0.007980415954479328,0.002603002741262017,0.0003237567659640731,False,True
W3,0.45,0,0.004464107921518745,0.0010772935644504655,0.0016153642325619777,False,True
W3,0.45,0.01,0.034959065418720736,0.011852359441866939,0.0015549786736678561,True,True
W3,0.45,0.05,0.008091200621230824,0.002605631692780608,0.00017091480630858184,False,True
W3,0.4625,0,0.005241289521743853,0.0012632985699375654,0.0018003199125959934,False,True
W3,0.4625,0.01,0.03293017363279255,0.011522631603425232,0.00025442689648377814,True,True
W3,0.4625,0.05,0.008208759605934307,0.0026102374032271614,0.0007043276007327702,False,True
W3,0.475,0,0.006075825349364683,0.0014637769522996558,0.0019849383058753167,False,True
W3,0.475,0.01,0.03089538394489999,0.011173022549939682,0.0012182787801790218,True,True
W3,0.475,0.05,0.008317954870733663,0.002661109008945478,0.0012898717718782555,False,True
W3,0.4875,0,0.00693954166206634,0.0016698680147396727,0.0021446688794902746,False,True
W3,0.4875,0.01,0.0301616425045675,0.010853522472085098,0.0028231118620792583,True,True
W3,0.4875,0.05,0.008439195403286411,0.002778446943841925,0.0019256970605436002,False,True
W3,0.5,0,0.007798679110441187,0.001873147430193789,0.00226740910900064,False,True
W3,0.5,0.01,0.031184633103229484,0.010909006601582186,0.0045325551599466885,True,True
W3,0.5,0.05,0.008565329882940054,0.002897288204502191,0.002603624658711459,False,True
W3,0.5125,0,0.008591063573561986,0.0020579123318202885,0.002332599547768932,False,True
W3,0.5125,0.01,0.03213203520886229,0.01098415947006702,0.006419357349389809,True,True
W3,0.5125,0.05,0.008725339939565358,0.0030275023576617904,0.003348833113519868,False,True
W3,0.525,0,0.010895321928749868,0.0029840513323249884,0.0038189967821069537,False,True
W3,0.525,0.01,0.030296164956175646,0.009810040234498885,0.005005694249245407,True,True
W3,0.525,0.05,0.008469492314659197,0.002879321542429647,0.0032081220796621387,False,True
W3,0.5375,0,0.011940501974869844,0.003238018548138877,0.0038622919739665917,False,True
W3,0.5375,0.01,0.03053198615373015,0.009707440246615906,0.004402951759904461,True,True
W3,0.5375,0.05,0.008339796911649947,0.00286864161245963,0.0032439775941048993,False,True
W3,0.55,0,0.012788973275838611,0.0034241593602802878,0.0037573859407648014,False,True
W3,0.55,0.01,0.030686102959538483,0.009601126889906969,0.003753714493131499,True,True
W3,0.55,0.05,0.008205862919974907,0.0028568147255859933,0.003276544112318225,False,True
W3,0.5625,0,0.013316323915820716,0.003508136412240126,0.0034732270871740134,False,True
W3,0.5625,0.01,0.030729670520730612,0.009493949982999988,0.003062632349874417,True,True
W3,0.5625,0.05,0.008080059144837025,0.002846175851543023,0.003312169065021596,False,True
W3,0.575,0,0.01338317526283328,0.003452807673207936,0.002980549559435719,False,True
W3,0.575,0.01,0.03067075240295905,0.009387589740026847,0.0022938170610479203,True,True
W3,0.575,0.05,0.007954775458568285,0.0028360740508636406,0.0033461088364436266,False,True
W3,0.5875,0,0.012799465589116599,0.003212370336720727,0.002247985734060043,False,True
W3,0.5875,0.01,0.03048749963974002,0.00927617550514856,0.0013546977638170254,True,True
W3,0.5875,0.05,0.007825293177431403,0.0028264542679882487,0.0033642826175078674,False,True
W3,0.6,0,0.008827987550764749,0.0021338123137492615,0.0005254133763854529,False,False
W3,0.6,0.01,0.02975987709243144,0.008958055948969743,0.0016767055654757779,True,False
W3,0.6,0.05,0.007549721727351081,0.002810213242143464,0.003065709627979026,False,False
W3,0.6125,0,0.008646220353491163,0.0021040078044713,0.0001222467811063943,False,False
W3,0.6125,0.01,0.029911022152893235,0.009100578505781137,0.0010584077258772306,True,False
W3,0.6125,0.05,0.007641360416976443,0.002855832681682477,0.003366855394276235,False,False
W3,0.625,0,0.008413347455864084,0.00206975681522166,0.00027868661492647107,False,False
W3,0.625,0.01,0.030035538359181338,0.009251856177806259,0.00020419746730065969,True,False
W3,0.625,0.05,0.007760075025397146,0.0029078344237452453,0.0037212944541582457,False,False
W3,0.6375,0,0.008110638334701714,0.0020177383628068035,0.000669474034026285,False,False
W3,0.6375,0.01,0.03016384367665574,0.009413723838629748,0.0008688197782160123,True,False
W3,0.6375,0.05,0.00790823257592935,0.0029690978327701623,0.004126797710513594,False,False
W3,0.65,0,0.0077141050307588666,0.0019411724177341577,0.0010392446066562755,False,False
W3,0.65,0.01,0.03027959731547239,0.009579666246556623,0.002158731701271066,True,False
W3,0.65,0.05,0.008080542716382318,0.0030378955553955617,0.004584529078691248,False,False
W3,0.6625,0,0.0072402267427208455,0.0018435235534071531,0.001374325103858931,False,False
W3,0.6625,0.01,0.030397211050493686,0.009752270457003581,0.0036965258067146456,True,False
W3,0.6625,0.05,0.008279710510785583,0.003115709500212699,0.005104094353412782,False,False
W3,0.675,0,0.0067129385035196165,0.0017304739237468114,0.00166827682239723,False,False
W3,0.675,0.01,0.030511387084127123,0.009925798815911671,0.005435484600548102,True,False
W3,0.675,0.05,0.008496674380040651,0.003199548916726941,0.005674016369122001,False,False
W3,0.6875,0,0.006177191334256427,0.0016109342093281048,0.0019001547390536944,False,True
W3,0.6875,0.01,0.030622951666446074,0.010098196386687977,0.007419299703864346,True,True
W3,0.6875,0.05,0.00873301260874956,0.0032899775844116297,0.00630590801812821,False,True
W3,0.7,0,0.005631735935624382,0.0014846024412441122,0.002074490460601819,False,True
W3,0.7,0.01,0.030729739660828134,0.010264009706519514,0.009591388289585001,True,True
W3,0.7,0.05,0.00897863218994247,0.0033840442076766147,0.0069848333670248335,False,True
W3,0.7125,0,0.005109879832768116,0.0013595414783306031,0.0021905249725185927,False,True
W3,0.7125,0.01,0.030818277316044432,0.010416293500618914,0.011913013062703703,True,True
W3,0.7125,0.05,0.009224258558924052,0.003478244924771501,0.007701523763194034,False,True
W3,0.725,0,0.004635705381801691,0.0012434953131407883,0.0022492033980984205,False,True
W3,0.725,0.01,0.03089716280422511,0.010557112592940232,0.014391566896428287,True,True
W3,0.725,0.05,0.009469640349104668,0.0035728557948975226,0.008458905323208633,False,True
W3,0.7375,0,0.004204602601833085,0.0012809638072938528,0.002259181401751742,False,True
W3,0.7375,0.01,0.030946087493123414,0.010675718967797107,0.016923302938165297,True,True
W3,0.7375,0.05,0.009701801652310289,0.0036630456488811747,0.00922899632622725,False,True
W3,0.75,0,0.003840902321692985,0.0012953866348770632,0.0022230920954839917,False,True
W3,0.75,0.01,0.030972744891909362,0.010775946052786325,0.019525267125331203,True,True
W3,0.75,0.05,0.00992180153912369,0.0037492467688599734,0.010018092936021898,False,True
