window,chain,p,feature,stride,h,value,derivative
W1,W1/descending/seed307,0.01,order,1,0.75,0.36996987251417235,0.0006173997769742812
W1,W1/descending/seed307,0.01,order,1,0.7625,0.3676812614301841,0.3655603736611397
W1,W1/descending/seed307,0.01,order,1,0.775,0.3608308631726438,0.3730254119203078
W1,W1/descending/seed307,0.01,order,1,0.7875,0.3583556261321763,0.1945070976082519
W1,W1/descending/seed307,0.01,order,1,0.8,0.3559681857324375,0.19130859246803844
W1,W1/descending/seed307,0.01,order,1,0.8125,0.3535729113204753,1.331623451310497
W1,W1/descending/seed307,0.01,order,1,0.825,0.32267759944967517,1.3651029501761478
W1,W1/descending/seed307,0.01,order,1,0.8375,0.31944533756607185,0.24732848187957224
W1,W1/descending/seed307,0.01,order,1,0.85,0.3164943874026859,0.2336872045219458
W1,W1/descending/seed307,0.01,order,1,0.8625,0.3136031574530232,0.2278251073275559
W1,W1/descending/seed307,0.01,order,1,0.875,0.31079875971949694,0.22466732345268348
W1,W1/descending/seed307,0.01,order,1,0.8875,0.3079864743667061,0.2227470859906724
W1,W1/descending/seed307,0.01,order,1,0.9,0.30523008256973017,0.22863050863740497
W1,W1/descending/seed307,0.01,order,1,0.9125,0.302270711650771,0.2174300058539984
W1,W1/descending/seed307,0.01,order,1,0.925,0.29979433242338016,0.5859121851561095
W1,W1/descending/seed307,0.01,order,1,0.9375,0.2876229070218684,0.6210617319667531
W1,W1/descending/seed307,0.01,order,1,0.95,0.28426778912421136,0.256338829214954
W1,W1/descending/seed307,0.01,order,1,0.9625,0.2812144362914945,0.2404465306966408
W1,W1/descending/seed307,0.01,order,1,0.975,0.2782566258567953,0.2359775331423588
W1,W1/descending/seed307,0.01,order,1,0.9875,0.2753149979629355,0.23346872126040097
W1,W1/descending/seed307,0.01,order,1,1.0,0.27241990782528525,0.23138272384299086
W1,W1/descending/seed307,0.01,order,1,1.0125,0.26953042986686077,0.2311127932319028
W1,W1/descending/seed307,0.01,order,1,1.025,0.2666420879944877,0.2282597263593118
W1,W1/descending/seed307,0.01,order,1,1.0375,0.26382393670787796,0.2247268379052656
W1,W1/descending/seed307,0.01,order,1,1.05,0.261023917046856,0.22371276747424318
W1,W1/descending/seed307,0.01,order,1,1.0625,0.2582311175210219,0.21837937575013022
W1,W1/descending/seed307,0.01,order,1,1.075,0.2555644326531028,0.21544393445546994
W1,W1/descending/seed307,0.01,order,1,1.0875,0.2528450191596352,0.21172499584265125
W1,W1/descending/seed307,0.01,order,1,1.1,0.25027130775703654,0.2017943139326004
W1,W1/descending/seed307,0.01,order,1,1.1125,0.24780016131132016,0.19466766874311148
W1,W1/descending/seed307,0.01,order,1,1.125,0.24540461603845878,0.18788828823219994
W1,W1/descending/seed307,0.01,order,1,1.1375,0.24310295410551516,0.18142927268906028
W1,W1/descending/seed307,0.01,order,1,1.15,0.24086888422123232,0.1764423623309863
W1,W1/descending/seed307,0.01,order,1,1.1625,0.23869189504724045,0.17360799843595842
W1,W1/descending/seed307,0.01,order,1,1.175,0.23652868426033333,0.1559303776251557
W1,W1/descending/seed307,0.01,order,1,1.1875,0.23479363560661157,0.15289406247595316
W1,W1/descending/seed307,0.01,order,1,1.2,0.2327063326984345,0.1606950343699598
W1,W1/descending/seed307,0.01,order,1,1.2125,0.2307762597473626,0.16283628908995063
W1,W1/descending/seed307,0.01,order,1,1.225,0.22863542547118565,0.15923731779941086
W1,W1/descending/seed307,0.01,order,1,1.2375,0.22679532680237732,0.14493517074995133
W1,W1/descending/seed307,0.01,order,1,1.25,0.22501204620243687,0.14038972524052085
W1,W1/descending/seed307,0.01,mx,4,0.75,0.34614563414711874,0.6473043522534878
W1,W1/descending/seed307,0.01,mx,4,0.8,0.3614055028563674,-0.03690960388353881
W1,W1/descending/seed307,0.01,mx,4,0.85,0.34245467375876487,-0.06722694039200583
W1,W1/descending/seed307,0.01,mx,4,0.9,0.35468280881716696,-0.07698121379047285
W1,W1/descending/seed307,0.01,mx,4,0.95,0.3347565523797176,-0.10140548555941642
W1,W1/descending/seed307,0.01,mx,4,1.0,0.3445422602612255,0.1954425561390125
W1,W1/descending/seed307,0.01,mx,4,1.05,0.35430080799361885,0.18269844093750054
W1,W1/descending/seed307,0.01,mx,4,1.1,0.3628121043549756,0.16053463031076465
W1,W1/descending/seed307,0.01,mx,4,1.15,0.37035427102469537,0.14116740447829246
W1,W1/descending/seed307,0.01,mx,4,1.2,0.37692884480280475,0.12687912895284548
W1,W1/descending/seed307,0.01,mx,4,1.25,0.3830421839199799,0.11765443573416157
W1,W1/descending/seed307,0.01,mx,2,0.75,0.34614563414711874,0.3432429061450861
W1,W1/descending/seed307,0.01,mx,2,0.775,0.3542511376512445,0.3051973741849734
W1,W1/descending/seed307,0.01,mx,2,0.8,0.3614055028563674,-0.3300245639182826
W1,W1/descending/seed307,0.01,mx,2,0.825,0.33774990945533057,-0.3790165819520519
W1,W1/descending/seed307,0.01,mx,2,0.85,0.34245467375876487,0.21066548795190876
W1,W1/descending/seed307,0.01,mx,2,0.875,0.348283183852926,0.24456270116804202
W1,W1/descending/seed307,0.01,mx,2,0.9,0.35468280881716696,0.26669298546691067
W1,W1/descending/seed307,0.01,mx,2,0.925,0.36161783312627155,-0.39852512874899215
W1,W1/descending/seed307,0.01,mx,2,0.95,0.3347565523797176,-0.4429185491415568
W1,W1/descending/seed307,0.01,mx,2,0.975,0.33947190566919383,0.19571415763015843
W1,W1/descending/seed307,0.01,mx,2,1.0,0.3445422602612255,0.2006718121116009
W1,W1/descending/seed307,0.01,mx,2,1.025,0.3495054962747739,0.1951709546478675
W1,W1/descending/seed307,0.01,mx,2,1.05,0.35430080799361885,0.18521136569395757
W1,W1/descending/seed307,0.01,mx,2,1.075,0.3587660645594718,0.17022592722713537
W1,W1/descending/seed307,0.01,mx,2,1.1,0.3628121043549756,0.1582870562962908
W1,W1/descending/seed307,0.01,mx,2,1.125,0.36668041737428636,0.1508433333943957
W1,W1/descending/seed307,0.01,mx,2,1.15,0.37035427102469537,0.13893518637803215
W1,W1/descending/seed307,0.01,mx,2,1.175,0.37362717669318796,0.13149147556218832
W1,W1/descending/seed307,0.01,mx,2,1.2,0.37692884480280475,0.12042152588908817
W1,W1/descending/seed307,0.01,mx,2,1.225,0.3796482529876424,0.12226678234350263
W1,W1/descending/seed307,0.01,mx,2,1.25,0.3830421839199799,0.14924769224349888
W1,W1/descending/seed307,0.01,mx,1,0.75,0.34614563414711874,0.25408999158466905
W1,W1/descending/seed307,0.01,mx,1,0.7625,0.34976007247055435,0.3242201401650302
W1,W1/descending/seed307,0.01,mx,1,0.775,0.3542511376512445,0.31955269589984425
W1,W1/descending/seed307,0.01,mx,1,0.7875,0.3577488898680505,0.2861746082049148
W1,W1/descending/seed307,0.01,mx,1,0.8,0.3614055028563674,0.2966839281556446
W1,W1/descending/seed307,0.01,mx,1,0.8125,0.3651659880719416,-0.9462237360414765
W1,W1/descending/seed307,0.01,mx,1,0.825,0.33774990945533057,-1.012458107089115
W1,W1/descending/seed307,0.01,mx,1,0.8375,0.339854535394714,0.18819057213737267
W1,W1/descending/seed307,0.01,mx,1,0.85,0.34245467375876487,0.2158944304255428
W1,W1/descending/seed307,0.01,mx,1,0.8625,0.34525189615535257,0.23314040376644485
W1,W1/descending/seed307,0.01,mx,1,0.875,0.348283183852926,0.24564361836768533
W1,W1/descending/seed307,0.01,mx,1,0.8875,0.3513929866145447,0.2559849985696392
W1,W1/descending/seed307,0.01,mx,1,0.9,0.35468280881716696,0.2541848382671592
W1,W1/descending/seed307,0.01,mx,1,0.9125,0.3577476075712237,0.27740097236418215
W1,W1/descending/seed307,0.01,mx,1,0.925,0.36161783312627155,-0.97655407646978
W1,W1/descending/seed307,0.01,mx,1,0.9375,0.3333337556594795,-1.074451229862163
W1,W1/descending/seed307,0.01,mx,1,0.95,0.3347565523797176,0.14651346344616734
W1,W1/descending/seed307,0.01,mx,1,0.9625,0.33699659224563366,0.18861413157905105
W1,W1/descending/seed307,0.01,mx,1,0.975,0.33947190566919383,0.1986320770399832
W1,W1/descending/seed307,0.01,mx,1,0.9875,0.3419623941716332,0.2028141836812658
W1,W1/descending/seed307,0.01,mx,1,1.0,0.3445422602612255,0.20385911614291707
W1,W1/descending/seed307,0.01,mx,1,1.0125,0.3470588720752061,0.19852944054193777
W1,W1/descending/seed307,0.01,mx,1,1.025,0.3495054962747739,0.1959742687795032
W1,W1/descending/seed307,0.01,mx,1,1.0375,0.3519582287946937,0.1918124687537972
W1,W1/descending/seed307,0.01,mx,1,1.05,0.35430080799361885,0.18517433930761307
W1,W1/descending/seed307,0.01,mx,1,1.0625,0.356587587277384,0.17861026263411794
W1,W1/descending/seed307,0.01,mx,1,1.075,0.3587660645594718,0.16546636067517007
W1,W1/descending/seed307,0.01,mx,1,1.0875,0.3607242462942632,0.161841591820151
W1,W1/descending/seed307,0.01,mx,1,1.1,0.3628121043549756,0.16237790533395646
W1,W1/descending/seed307,0.01,mx,1,1.1125,0.3647836939276121,0.1547325207724306
W1,W1/descending/seed307,0.01,mx,1,1.125,0.36668041737428636,0.1522327523358573
W1,W1/descending/seed307,0.01,mx,1,1.1375,0.36858951273600854,0.1469541460163608
W1,W1/descending/seed307,0.01,mx,1,1.15,0.37035427102469537,0.13875195443754684
W1,W1/descending/seed307,0.01,mx,1,1.1625,0.37205831159694724,0.1309162267397017
W1,W1/descending/seed307,0.01,mx,1,1.175,0.37362717669318796,0.1461578431188535
W1,W1/descending/seed307,0.01,mx,1,1.1875,0.37571225767491856,0.13206672438467137
W1,W1/descending/seed307,0.01,mx,1,1.2,0.37692884480280475,0.12361020004919432
W1,W1/descending/seed307,0.01,mx,1,1.2125,0.3788025126761484,0.10877632739350496
W1,W1/descending/seed307,0.01,mx,1,1.225,0.3796482529876424,0.10236980144096108
W1,W1/descending/seed307,0.01,mx,1,1.2375,0.38136175771217246,0.1357572372935021
W1,W1/descending/seed307,0.01,mx,1,1.25,0.3830421839199799,0.13311095595568645
W1,W1/descending/seed307,0.05,order,4,0.75,0.1350317095082129,-0.0350657225611235
W1,W1/descending/seed307,0.05,order,4,0.8,0.13453833535626514,0.054800688639032424
W1,W1/descending/seed307,0.05,order,4,0.85,0.12955164064430963,0.05197865204026009
W1,W1/descending/seed307,0.05,order,4,0.9,0.12934047015223915,0.0143425462346769
W1,W1/descending/seed307,0.05,order,4,0.95,0.1281173860208419,0.01356794950497564
W1,W1/descending/seed307,0.05,order,4,1.0,0.1279836752017416,0.0023884176815616165
W1,W1/descending/seed307,0.05,order,4,1.05,0.12787854425268574,0.0020632454555442603
W1,W1/descending/seed307,0.05,order,4,1.1,0.12777735065618717,0.001634133836107221
W1,W1/descending/seed307,0.05,order,4,1.15,0.12771513086907504,0.001021371601220844
W1,W1/descending/seed307,0.05,order,4,1.2,0.12767521349606506,0.0011589061330592454
W1,W1/descending/seed307,0.05,order,4,1.25,0.12759924025576913,0.0018800234787774706
W1,W1/descending/seed307,0.05,order,2,0.75,0.1350317095082129,0.026410904449072348
W1,W1/descending/seed307,0.05,order,2,0.775,0.13457822966461255,0.009867483038954905
W1,W1/descending/seed307,0.05,order,2,0.8,0.13453833535626514,0.09598343732820025
W1,W1/descending/seed307,0.05,order,2,0.825,0.1297790577982026,0.09973389423910994
W1,W1/descending/seed307,0.05,order,2,0.85,0.12955164064430963,0.00712830318661295
W1,W1/descending/seed307,0.05,order,2,0.875,0.12942264263887193,0.004223409841409342
W1,W1/descending/seed307,0.05,order,2,0.9,0.12934047015223915,0.0023949570928483155
W1,W1/descending/seed307,0.05,order,2,0.925,0.12930289478422952,0.024461682627945347
W1,W1/descending/seed307,0.05,order,2,0.95,0.1281173860208419,0.0252300886434651
W1,W1/descending/seed307,0.05,order,2,0.975,0.12804139035205625,0.002674216382006378
W1,W1/descending/seed307,0.05,order,2,1.0,0.1279836752017416,0.002263381522545682
W1,W1/descending/seed307,0.05,order,2,1.025,0.12792822127592898,0.002102618981116855
W1,W1/descending/seed307,0.05,order,2,1.05,0.12787854425268574,0.0019759216369394927
W1,W1/descending/seed307,0.05,order,2,1.075,0.127829425194082,0.0020238719299716657
W1,W1/descending/seed307,0.05,order,2,1.1,0.12777735065618717,0.0017474521833182877
W1,W1/descending/seed307,0.05,order,2,1.125,0.12774205258491608,0.0012443957422427765
W1,W1/descending/seed307,0.05,order,2,1.15,0.12771513086907504,0.0011839587277191477
W1,W1/descending/seed307,0.05,order,2,1.175,0.12768285464853013,0.0007983474601997997
W1,W1/descending/seed307,0.05,order,2,1.2,0.12767521349606506,0.0011816301643485794
W1,W1/descending/seed307,0.05,order,2,1.225,0.1276237731403127,0.001519464805918691
W1,W1/descending/seed307,0.05,order,2,1.25,0.12759924025576913,0.0004431659575674374
W1,W1/descending/seed307,0.05,order,1,0.75,0.1350317095082129,-0.014881791154595092
W1,W1/descending/seed307,0.05,order,1,0.7625,0.13501135074202902,0.018139193744013404
W1,W1/descending/seed307,0.05,order,1,0.775,0.13457822966461255,0.018607475609369928
W1,W1/descending/seed307,0.05,order,1,0.7875,0.13454616385179477,0.0015957723338964058
W1,W1/descending/seed307,0.05,order,1,0.8,0.13453833535626514,0.00018159196170763892
W1,W1/descending/seed307,0.05,order,1,0.8125,0.13454162405275208,0.1903711023225032
W1,W1/descending/seed307,0.05,order,1,0.825,0.1297790577982026,0.19597402237711492
W1,W1/descending/seed307,0.05,order,1,0.8375,0.12964227349332424,0.009096686155718459
W1,W1/descending/seed307,0.05,order,1,0.85,0.12955164064430963,0.00659743096799037
W1,W1/descending/seed307,0.05,order,1,0.8625,0.12947733771912448,0.005159920217507441
W1,W1/descending/seed307,0.05,order,1,0.875,0.12942264263887193,0.004124214927303527
W1,W1/descending/seed307,0.05,order,1,0.8875,0.1293742323459419,0.003286899465312132
W1,W1/descending/seed307,0.05,order,1,0.9,0.12934047015223915,0.0035181521007530137
W1,W1/descending/seed307,0.05,order,1,0.9125,0.12928627854342306,0.0015030147203862754
W1,W1/descending/seed307,0.05,order,1,0.925,0.12930289478422952,0.043801480778311586
W1,W1/descending/seed307,0.05,order,1,0.9375,0.12819124152396527,0.04742035053550442
W1,W1/descending/seed307,0.05,order,1,0.95,0.1281173860208419,0.0046747921537777515
W1,W1/descending/seed307,0.05,order,1,0.9625,0.12807437172012084,0.003039826751425778
W1,W1/descending/seed307,0.05,order,1,0.975,0.12804139035205625,0.002557753155162601
W1,W1/descending/seed307,0.05,order,1,0.9875,0.12801042789124178,0.0023086060125860897
W1,W1/descending/seed307,0.05,order,1,1.0,0.1279836752017416,0.002142973296453299
W1,W1/descending/seed307,0.05,order,1,1.0125,0.12795685355883046,0.0022181570325034983
W1,W1/descending/seed307,0.05,order,1,1.025,0.12792822127592898,0.002113885039639385
W1,W1/descending/seed307,0.05,order,1,1.0375,0.12790400643283947,0.0019870809297293235
W1,W1/descending/seed307,0.05,order,1,1.05,0.12787854425268574,0.0021191358170513652
W1,W1/descending/seed307,0.05,order,1,1.0625,0.1278510280374132,0.001964762344149662
W1,W1/descending/seed307,0.05,order,1,1.075,0.127829425194082,0.002096566482562956
W1,W1/descending/seed307,0.05,order,1,1.0875,0.1277986138753491,0.002082981515792781
W1,W1/descending/seed307,0.05,order,1,1.1,0.12777735065618717,0.0015754798882321452
W1,W1/descending/seed307,0.05,order,1,1.1125,0.12775922687814328,0.0014119228508437942
W1,W1/descending/seed307,0.05,order,1,1.125,0.12774205258491608,0.0012200847146885963
W1,W1/descending/seed307,0.05,order,1,1.1375,0.12772872476027608,0.0010768686336417588
W1,W1/descending/seed307,0.05,order,1,1.15,0.12771513086907504,0.0010981285009856734
W1,W1/descending/seed307,0.05,order,1,1.1625,0.12770127154775146,0.0012910488217956484
W1,W1/descending/seed307,0.05,order,1,1.175,0.12768285464853013,6.106559504903686e-05
W1,W1/descending/seed307,0.05,order,1,1.1875,0.12769974490787522,0.00030564609860217473
W1,W1/descending/seed307,0.05,order,1,1.2,0.12767521349606506,0.0013736469152707542
W1,W1/descending/seed307,0.05,order,1,1.2125,0.12766540373499347,0.002057614230094984
W1,W1/descending/seed307,0.05,order,1,1.225,0.1276237731403127,0.002161874264456465
W1,W1/descending/seed307,0.05,order,1,1.2375,0.12761135687838204,0.000981315381742398
W1,W1/descending/seed307,0.05,order,1,1.25,0.12759924025576913,0.0009573442363244311
W1,W1/descending/seed307,0.05,mx,4,0.75,0.043921213527856995,0.1255209776789767
W1,W1/descending/seed307,0.05,mx,4,0.8,0.042856915169667734,-0.16809291200654675
W1,W1/descending/seed307,0.05,mx,4,0.85,0.027111922327202345,-0.15485528792133518
W1,W1/descending/seed307,0.05,mx,4,0.9,0.02737138637753426,-0.10212587390772654
W1,W1/descending/seed307,0.05,mx,4,0.95,0.016899334936429714,-0.1067821276754217
W1,W1/descending/seed307,0.05,mx,4,1.0,0.016693173609992118,-0.001931516024429314
W1,W1/descending/seed307,0.05,mx,4,1.05,0.016706183333986782,-0.0002294899012875995
W1,W1/descending/seed307,0.05,mx,4,1.1,0.01667022461986336,-0.000351089864333326
W1,W1/descending/seed307,0.05,mx,4,1.15,0.016671074347553452,-4.2703824699452664e-05
W1,W1/descending/seed307,0.05,mx,4,1.2,0.016665954237393414,-0.00018089234611917693
W1,W1/descending/seed307,0.05,mx,4,1.25,0.016652985112941537,-0.00033787263195589334
W1,W1/descending/seed307,0.05,mx,2,0.75,0.043921213527856995,-0.11423971310698056
W1,W1/descending/seed307,0.05,mx,2,0.775,0.042227142524472426,-0.02128596716378517
W1,W1/descending/seed307,0.05,mx,2,0.8,0.042856915169667734,-0.2940779560170391
W1,W1/descending/seed307,0.05,mx,2,0.825,0.027523244723620572,-0.3148998568493093
W1,W1/descending/seed307,0.05,mx,2,0.85,0.027111922327202345,-0.007784205852161663
W1,W1/descending/seed307,0.05,mx,2,0.875,0.027134034431012487,0.005189281006638291
W1,W1/descending/seed307,0.05,mx,2,0.9,0.02737138637753426,0.013870278112258494
W1,W1/descending/seed307,0.05,mx,2,0.925,0.027827548336625416,-0.20944102882209226
W1,W1/descending/seed307,0.05,mx,2,0.95,0.016899334936429714,-0.2220613595365286
W1,W1/descending/seed307,0.05,mx,2,0.975,0.016724480359799045,-0.004123226528751911
W1,W1/descending/seed307,0.05,mx,2,1.0,0.016693173609992118,-0.0007226680304981969
W1,W1/descending/seed307,0.05,mx,2,1.025,0.016688346958274137,0.00026019447989328315
W1,W1/descending/seed307,0.05,mx,2,1.05,0.016706183333986782,0.0003793785977220243
W1,W1/descending/seed307,0.05,mx,2,1.075,0.01670731588816024,-0.0007191742824684266
W1,W1/descending/seed307,0.05,mx,2,1.1,0.01667022461986336,-0.0008569612299650364
W1,W1/descending/seed307,0.05,mx,2,1.125,0.016664467826661988,1.6994553801830126e-05
W1,W1/descending/seed307,0.05,mx,2,1.15,0.016671074347553452,-0.0006373020968895582
W1,W1/descending/seed307,0.05,mx,2,1.175,0.01663260272181751,-0.00010240220320073545
W1,W1/descending/seed307,0.05,mx,2,1.2,0.016665954237393414,-0.001337344064126722
W1,W1/descending/seed307,0.05,mx,2,1.225,0.01656573551861117,-0.0002593824890375074
W1,W1/descending/seed307,0.05,mx,2,1.25,0.016652985112941537,0.0072393500354669404
W1,W1/descending/seed307,0.05,mx,1,0.75,0.043921213527856995,0.13262830936815484
W1,W1/descending/seed307,0.05,mx,1,0.7625,0.04432662271056182,-0.06776284013538181
W1,W1/descending/seed307,0.05,mx,1,0.775,0.042227142524472426,-0.07374549005308784
W1,W1/descending/seed307,0.05,mx,1,0.7875,0.0424829854592346,0.025190905807812136
W1,W1/descending/seed307,0.05,mx,1,0.8,0.042856915169667734,0.03217458195040801
W1,W1/descending/seed307,0.05,mx,1,0.8125,0.0432873500079948,-0.6133468178418886
W1,W1/descending/seed307,0.05,mx,1,0.825,0.027523244723620572,-0.642808681466835
W1,W1/descending/seed307,0.05,mx,1,0.8375,0.027217132971324047,-0.016452895856728933
W1,W1/descending/seed307,0.05,mx,1,0.85,0.027111922327202345,-0.0055552483206668946
W1,W1/descending/seed307,0.05,mx,1,0.8625,0.027078251763307373,0.0008844841524056068
W1,W1/descending/seed307,0.05,mx,1,0.875,0.027134034431012487,0.005549481738648776
W1,W1/descending/seed307,0.05,mx,1,0.8875,0.027216988806773593,0.009494077860870753
W1,W1/descending/seed307,0.05,mx,1,0.9,0.02737138637753426,0.008452449333418599
W1,W1/descending/seed307,0.05,mx,1,0.9125,0.027428300040109065,0.018246478363646235
W1,W1/descending/seed307,0.05,mx,1,0.925,0.027827548336625416,-0.40687517491963376
W1,W1/descending/seed307,0.05,mx,1,0.9375,0.017256420667118307,-0.4371285360078295
W1,W1/descending/seed307,0.05,mx,1,0.95,0.016899334936429714,-0.019276702679680735
W1,W1/descending/seed307,0.05,mx,1,0.9625,0.01677450310012629,-0.0069941830652267
W1,W1/descending/seed307,0.05,mx,1,0.975,0.016724480359799045,-0.003331369266415085
W1,W1/descending/seed307,0.05,mx,1,0.9875,0.01669121886846591,-0.0012522699922771219
W1,W1/descending/seed307,0.05,mx,1,1.0,0.016693173609992118,5.803224287503905e-05
W1,W1/descending/seed307,0.05,mx,1,1.0125,0.016692669674537787,-0.000193066068719161
W1,W1/descending/seed307,0.05,mx,1,1.025,0.016688346958274137,0.0003935221578820203
W1,W1/descending/seed307,0.05,mx,1,1.0375,0.016702507728484837,0.0007134550285058383
W1,W1/descending/seed307,0.05,mx,1,1.05,0.016706183333986782,0.00012715568857046833
W1,W1/descending/seed307,0.05,mx,1,1.0625,0.0167056866206991,4.530216693832134e-05
W1,W1/descending/seed307,0.05,mx,1,1.075,0.01670731588816024,-0.0016025722356178829
W1,W1/descending/seed307,0.05,mx,1,1.0875,0.016665622314808653,-0.0014836507318752856
W1,W1/descending/seed307,0.05,mx,1,1.1,0.01667022461986336,0.00013058572440705074
W1,W1/descending/seed307,0.05,mx,1,1.1125,0.01666888695791883,-0.00023027172805489826
W1,W1/descending/seed307,0.05,mx,1,1.125,0.016664467826661988,0.00029339695603747273
W1,W1/descending/seed307,0.05,mx,1,1.1375,0.016676221881819765,0.0002642608356585585
W1,W1/descending/seed307,0.05,mx,1,1.15,0.016671074347553452,-0.0005314409498208272
W1,W1/descending/seed307,0.05,mx,1,1.1625,0.016662935858074244,-0.001538865029437675
W1,W1/descending/seed307,0.05,mx,1,1.175,0.01663260272181751,0.0035304098004049767
W1,W1/descending/seed307,0.05,mx,1,1.1875,0.01675119610308437,0.001334060623036204
W1,W1/descending/seed307,0.05,mx,1,1.2,0.016665954237393414,-0.001097190567499462
W1,W1/descending/seed307,0.05,mx,1,1.2125,0.016723766338896884,-0.004008748751289648
W1,W1/descending/seed307,0.05,mx,1,1.225,0.01656573551861117,-0.004626775578031039
W1,W1/descending/seed307,0.05,mx,1,1.2375,0.016608096949446104,0.0034899837732147443
W1,W1/descending/seed307,0.05,mx,1,1.25,0.016652985112941537,0.0036921223860544305
W2,W2/ascending/seed307,0,order,4,0.25,0.9644133934732255,0.29993355972882263
W2,W2/ascending/seed307,0,order,4,0.3,0.9398472630911558,0.6827116555539625
W2,W2/ascending/seed307,0,order,4,0.35,0.8961422279178293,1.228770762022835
W2,W2/ascending/seed307,0,order,4,0.4,0.8169701868888721,1.9381108791354507
W2,W2/ascending/seed307,0,order,4,0.45,0.6945196390691195,
W2,W2/ascending/seed307,0,order,4,0.5,0.5593943729428663,2.4998626888871542
W2,W2/ascending/seed307,0,order,4,0.55,0.4518257212782334,1.8028833776981545
W2,W2/ascending/seed307,0,order,4,0.6,0.37910603517305075,1.2070221410260094
W2,W2/ascending/seed307,0,order,4,0.65,0.33112350717563255,0.7122789788707209
W2,W2/ascending/seed307,0,order,2,0.25,0.9644133934732255,0.36223272257436534
W2,W2/ascending/seed307,0,order,2,0.275,0.9537439518455284,0.4913226076413899
W2,W2/ascending/seed307,0,order,2,0.3,0.9398472630911558,0.6482942756277232
W2,W2/ascending/seed307,0,order,2,0.325,0.9213292380641425,0.874100703466528
W2,W2/ascending/seed307,0,order,2,0.35,0.8961422279178293,1.184688396300153
W2,W2/ascending/seed307,0,order,2,0.375,0.862094818249135,1.583440820579142
W2,W2/ascending/seed307,0,order,2,0.4,0.8169701868888721,2.036882613549455
W2,W2/ascending/seed307,0,order,2,0.425,0.7602506875716621,2.5006773318273616
W2,W2/ascending/seed307,0,order,2,0.45,0.6945196390691195,
W2,W2/ascending/seed307,0,order,2,0.475,0.6254306560707812,
W2,W2/ascending/seed307,0,order,2,0.5,0.5593943729428663,2.526537262996362
W2,W2/ascending/seed307,0,order,2,0.525,0.5009204942392536,2.151373033292657
W2,W2/ascending/seed307,0,order,2,0.55,0.4518257212782334,1.7872150607116772
W2,W2/ascending/seed307,0,order,2,0.575,0.4115597412036698,1.4543937221036547
W2,W2/ascending/seed307,0,order,2,0.6,0.37910603517305075,1.177039297124872
W2,W2/ascending/seed307,0,order,2,0.625,0.3527077763474261,0.9596505599483631
W2,W2/ascending/seed307,0,order,2,0.65,0.33112350717563255,0.767090973795117
W2,W2/ascending/seed307,0,order,1,0.25,0.9644133934732255,0.37248736818636985
W2,W2/ascending/seed307,0,order,1,0.2625,0.9594179870151364,0.42677766510788473
W2,W2/ascending/seed307,0,order,1,0.275,0.9537439518455284,0.48573314989164373
W2,W2/ascending/seed307,0,order,1,0.2875,0.9472746582678455,0.5558675501748951
W2,W2/ascending/seed307,0,order,1,0.3,0.9398472630911558,0.640073309705123
W2,W2/ascending/seed307,0,order,1,0.3125,0.9312728255252174,0.7407210010805372
W2,W2/ascending/seed307,0,order,1,0.325,0.9213292380641425,0.860898346978729
W2,W2/ascending/seed307,0,order,1,0.3375,0.9097503668507492,1.007480405852533
W2,W2/ascending/seed307,0,order,1,0.35,0.8961422279178293,1.174521431075533
W2,W2/ascending/seed307,0,order,1,0.3625,0.8803873310738608,1.361896386747766
W2,W2/ascending/seed307,0,order,1,0.375,0.862094818249135,1.5752104734929517
W2,W2/ascending/seed307,0,order,1,0.3875,0.841007069236537,1.8049852544105178
W2,W2/ascending/seed307,0,order,1,0.4,0.8169701868888721,2.040967354961417
W2,W2/ascending/seed307,0,order,1,0.4125,0.7899828853625018,2.268779972688396
W2,W2/ascending/seed307,0,order,1,0.425,0.7602506875716621,2.470841570768645
W2,W2/ascending/seed307,0,order,1,0.4375,0.7282118460932856,2.655373065771599
W2,W2/ascending/seed307,0,order,1,0.45,0.6945196390691195,
W2,W2/ascending/seed307,0,order,1,0.4625,0.6599766516955448,
W2,W2/ascending/seed307,0,order,1,0.475,0.6254306560707812,
W2,W2/ascending/seed307,0,order,1,0.4875,0.5916872708744505,2.66106458726437
W2,W2/ascending/seed307,0,order,1,0.5,0.5593943729428663,2.5057990817891067
W2,W2/ascending/seed307,0,order,1,0.5125,0.529042293829723,2.3389551481445103
W2,W2/ascending/seed307,0,order,1,0.525,0.5009204942392536,2.1547282294348378
W2,W2/ascending/seed307,0,order,1,0.5375,0.475174088093852,1.9637909184408073
W2,W2/ascending/seed307,0,order,1,0.55,0.4518257212782334,1.7789125338970955
W2,W2/ascending/seed307,0,order,1,0.5625,0.4307012747464245,1.6106392029825507
W2,W2/ascending/seed307,0,order,1,0.575,0.4115597412036698,1.4494138067832711
W2,W2/ascending/seed307,0,order,1,0.5875,0.39446592957684273,1.2981482412247587
W2,W2/ascending/seed307,0,order,1,0.6,0.37910603517305075,1.1650039865848658
W2,W2/ascending/seed307,0,order,1,0.6125,0.36534082991222105,1.0559303530249835
W2,W2/ascending/seed307,0,order,1,0.625,0.3527077763474261,0.9512801356826728
W2,W2/ascending/seed307,0,order,1,0.6375,0.34155882652015435,0.863370766871741
W2,W2/ascending/seed307,0,order,1,0.65,0.33112350717563255,0.8062803282517379
