index,h,height,prominence,width,endpoint,amplitude,step,position_support,full_computation_support,support_indices,resolved_under_protocol,reasons,window,chain,p,feature,stride,coarse_matches,last_two_position_difference,stable_last_two,stable_all_three
28,1.1,0.16237790533395646,0.0005363135138054531,0.006688429150856855,False,0.049708428260500426,0.012499999999999956,"[1.0875, 1.1125]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_derivative_prominence""]",W1,W1/descending/seed307,0.01,mx,1,"[null, {""index"": 5, ""h"": 1.0, ""height"": 0.1954425561390125, ""prominence"": 0.07778812040485095, ""width"": 0.11684210104469488, ""endpoint"": false, ""amplitude"": 0.04828563154026233, ""step"": 0.050000000000000044, ""position_support"": [0.95, 1.05], ""full_computation_support"": [0.75, 1.25], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W1"", ""chain"": ""W1/descending/seed307"", ""p"": 0.01, ""feature"": ""mx"", ""stride"": 4}]",,False,False
34,1.175,0.1461578431188535,0.015241616379151779,0.013010293782680059,False,0.049708428260500426,0.012499999999999956,"[1.1625, 1.1875]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_derivative_prominence""]",W1,W1/descending/seed307,0.01,mx,1,"[null, null]",,False,False
39,1.2375,0.1357572372935021,0.002646281337815637,0.006745373721851398,False,0.049708428260500426,0.012499999999999956,"[1.225, 1.25]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_derivative_prominence""]",W1,W1/descending/seed307,0.01,mx,1,"[null, null]",,False,False
2,0.775,0.018607475609369928,0.01842588364766229,0.022579827751968616,False,0.0074324692524437574,0.012499999999999956,"[0.7625, 0.7875]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W1,W1/descending/seed307,0.05,order,1,"[null, null]",,False,False
6,0.825,0.19597402237711492,0.19591295678206588,0.02512202869001858,False,0.0074324692524437574,0.012499999999999956,"[0.8125, 0.8375]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_raw_signal_range""]",W1,W1/descending/seed307,0.05,order,1,"[null, null]",,False,False
12,0.9,0.0035181521007530137,0.0002312526354408817,0.006967235949065872,False,0.0074324692524437574,0.012499999999999956,"[0.8875, 0.9125]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W1,W1/descending/seed307,0.05,order,1,"[null, null]",,False,False
15,0.9375,0.04742035053550442,0.04591733581511814,0.02492903596525069,False,0.0074324692524437574,0.012499999999999956,"[0.925, 0.95]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_raw_signal_range""]",W1,W1/descending/seed307,0.05,order,1,"[null, null]",,False,False
21,1.0125,0.0022181570325034983,7.518373605019946e-05,0.01075646753175717,False,0.0074324692524437574,0.012499999999999956,"[1.0, 1.025]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W1,W1/descending/seed307,0.05,order,1,"[null, null]",,False,False
24,1.05,0.0021191358170513652,0.00013205488732204174,0.011596404600797519,False,0.0074324692524437574,0.012499999999999956,"[1.0375, 1.0625]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W1,W1/descending/seed307,0.05,order,1,"[null, null]",,False,False
26,1.075,0.002096566482562956,0.00013180413841329397,0.020038594449635978,False,0.0074324692524437574,0.012499999999999956,"[1.0625, 1.0875]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W1,W1/descending/seed307,0.05,order,1,"[null, null]",,False,False
33,1.1625,0.0012910488217956484,0.00021418018815388962,0.008027080360252785,False,0.0074324692524437574,0.012499999999999956,"[1.15, 1.175]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W1,W1/descending/seed307,0.05,order,1,"[null, null]",,False,False
38,1.225,0.002161874264456465,0.0012045300281320337,0.027978308816358755,False,0.0074324692524437574,0.012499999999999956,"[1.2125, 1.2375]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W1,W1/descending/seed307,0.05,order,1,"[null, null]",,False,False
0,0.75,0.13262830936815484,0.0,,True,0.02776088719195065,0.012499999999999956,"[0.75, 0.7625]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W1,W1/descending/seed307,0.05,mx,1,"[{""index"": 1, ""h"": 0.775, ""height"": -0.02128596716378517, ""prominence"": 0.09295374594319539, ""width"": 0.016759369306167535, ""endpoint"": false, ""amplitude"": 0.027355478009245825, ""step"": 0.025000000000000022, ""position_support"": [0.75, 0.8], ""full_computation_support"": [0.75, 1.25], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W1"", ""chain"": ""W1/descending/seed307"", ""p"": 0.05, ""feature"": ""mx"", ""stride"": 2}, null]",-0.025000000000000022,False,False
4,0.8,0.03217458195040801,0.10592007200349585,0.019334356195292217,False,0.02776088719195065,0.012499999999999956,"[0.7875, 0.8125]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",True,[],W1,W1/descending/seed307,0.05,mx,1,"[{""index"": 1, ""h"": 0.775, ""height"": -0.02128596716378517, ""prominence"": 0.09295374594319539, ""width"": 0.016759369306167535, ""endpoint"": false, ""amplitude"": 0.027355478009245825, ""step"": 0.025000000000000022, ""position_support"": [0.75, 0.8], ""full_computation_support"": [0.75, 1.25], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W1"", ""chain"": ""W1/descending/seed307"", ""p"": 0.05, ""feature"": ""mx"", ""stride"": 2}, null]",0.025000000000000022,True,False
11,0.8875,0.009494077860870753,0.0010416285274521542,0.007900404273304578,False,0.02776088719195065,0.012499999999999956,"[0.875, 0.9]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_derivative_prominence""]",W1,W1/descending/seed307,0.05,mx,1,"[{""index"": 6, ""h"": 0.9, ""height"": 0.013870278112258494, ""prominence"": 0.2359316376487871, ""width"": 0.07104642061562357, ""endpoint"": false, ""amplitude"": 0.027355478009245825, ""step"": 0.025000000000000022, ""position_support"": [0.875, 0.925], ""full_computation_support"": [0.75, 1.25], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W1"", ""chain"": ""W1/descending/seed307"", ""p"": 0.05, ""feature"": ""mx"", ""stride"": 2}, null]",-0.012500000000000067,False,False
13,0.9125,0.018246478363646235,0.45537501437147576,0.08554618302089853,False,0.02776088719195065,0.012499999999999956,"[0.9, 0.925]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",True,[],W1,W1/descending/seed307,0.05,mx,1,"[{""index"": 6, ""h"": 0.9, ""height"": 0.013870278112258494, ""prominence"": 0.2359316376487871, ""width"": 0.07104642061562357, ""endpoint"": false, ""amplitude"": 0.027355478009245825, ""step"": 0.025000000000000022, ""position_support"": [0.875, 0.925], ""full_computation_support"": [0.75, 1.25], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W1"", ""chain"": ""W1/descending/seed307"", ""p"": 0.05, ""feature"": ""mx"", ""stride"": 2}, null]",0.012499999999999956,True,False
20,1.0,5.803224287503905e-05,0.00025109831159420004,0.007447711799126617,False,0.02776088719195065,0.012499999999999956,"[0.9875, 1.0125]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_derivative_prominence""]",W1,W1/descending/seed307,0.05,mx,1,"[null, null]",,False,False
23,1.0375,0.0007134550285058383,0.002316027264123721,0.07101046135831887,False,0.02776088719195065,0.012499999999999956,"[1.025, 1.05]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_derivative_prominence""]",W1,W1/descending/seed307,0.05,mx,1,"[null, null]",,False,False
28,1.1,0.00013058572440705074,0.000360857452461949,0.007647167725403321,False,0.02776088719195065,0.012499999999999956,"[1.0875, 1.1125]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_derivative_prominence""]",W1,W1/descending/seed307,0.05,mx,1,"[null, null]",,False,False
30,1.125,0.00029339695603747273,0.0018322619854751476,0.05696616016871949,False,0.02776088719195065,0.012499999999999956,"[1.1125, 1.1375]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_derivative_prominence""]",W1,W1/descending/seed307,0.05,mx,1,"[null, null]",,False,False
34,1.175,0.0035304098004049767,0.008157185378436016,0.032234480180391205,False,0.02776088719195065,0.012499999999999956,"[1.1625, 1.1875]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_derivative_prominence""]",W1,W1/descending/seed307,0.05,mx,1,"[null, null]",,False,False
40,1.25,0.0036921223860544305,0.0,,True,0.02776088719195065,0.012499999999999956,"[1.2375, 1.25]","[0.75, 1.25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W1,W1/descending/seed307,0.05,mx,1,"[null, null]",,False,False
15,0.4375,2.655373065771599,0.0,,True,0.23620154737993992,0.012500000000000011,"[0.425, 0.4375]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0,order,1,"[null, null]",,False,False
19,0.4875,2.66106458726437,0.0,,True,0.26056376369881795,0.012500000000000011,"[0.4875, 0.5]","[0.4875, 0.65]","[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0,order,1,"[null, null]",,False,False
15,0.4375,2.04887452805729,0.0,,True,0.2684020474358342,0.012500000000000011,"[0.425, 0.4375]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0,mx,1,"[null, null]",,False,False
19,0.4875,1.789145899118104,0.0,,True,0.17654881271323997,0.012500000000000011,"[0.4875, 0.5]","[0.4875, 0.65]","[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0,mx,1,"[null, null]",,False,False
1,0.2625,0.5754767914634282,1.140746872558175,0.06971117708818031,False,0.04504985587424837,0.012500000000000011,"[0.25, 0.275]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",True,[],W2,W2/ascending/seed307,0.01,order,1,"[null, null]",,False,False
6,0.325,0.07703983531343894,0.070614751244511,0.01812785603651284,False,0.04504985587424837,0.012500000000000011,"[0.3125, 0.3375]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",True,[],W2,W2/ascending/seed307,0.01,order,1,"[null, null]",,False,False
15,0.4375,0.7670658858557147,0.0,,True,0.04504985587424837,0.012500000000000011,"[0.425, 0.4375]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0.01,order,1,"[null, null]",,False,False
19,0.4875,0.8060526754233095,0.0,,True,0.09258205902729116,0.012500000000000011,"[0.4875, 0.5]","[0.4875, 0.65]","[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0.01,order,1,"[null, null]",,False,False
25,0.5625,0.5986745224627956,0.0157824591156821,0.007746246452779988,False,0.09258205902729116,0.012500000000000011,"[0.55, 0.575]","[0.4875, 0.65]","[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",False,"[""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0.01,order,1,"[null, null]",,False,False
32,0.65,0.6864870018121891,0.0,,True,0.09258205902729116,0.012500000000000011,"[0.6375, 0.65]","[0.4875, 0.65]","[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0.01,order,1,"[null, null]",,False,False
0,0.25,1.2052483167938548,0.0,,True,0.17925219790734265,0.012500000000000011,"[0.25, 0.2625]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0.01,mx,1,"[null, {""index"": 2, ""h"": 0.35, ""height"": 1.2619199497363918, ""prominence"": 0.7002103768618577, ""width"": 0.06963094859813865, ""endpoint"": false, ""amplitude"": 0.13256048934616566, ""step"": 0.04999999999999999, ""position_support"": [0.3, 0.4], ""full_computation_support"": [0.25, 0.4], ""support_indices"": [0, 1, 2, 3], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W2"", ""chain"": ""W2/ascending/seed307"", ""p"": 0.01, ""feature"": ""mx"", ""stride"": 4}]",,False,False
8,0.35,2.692126007871278,1.8378435278381895,0.024154522506538243,False,0.17925219790734265,0.012500000000000011,"[0.3375, 0.3625]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",True,[],W2,W2/ascending/seed307,0.01,mx,1,"[{""index"": 4, ""h"": 0.35, ""height"": 1.7380220975531402, ""prominence"": 0.8262073362476778, ""width"": 0.044289818069156675, ""endpoint"": false, ""amplitude"": 0.16539639747348323, ""step"": 0.025000000000000022, ""position_support"": [0.325, 0.375], ""full_computation_support"": [0.25, 0.425], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W2"", ""chain"": ""W2/ascending/seed307"", ""p"": 0.01, ""feature"": ""mx"", ""stride"": 2}, {""index"": 2, ""h"": 0.35, ""height"": 1.2619199497363918, ""prominence"": 0.7002103768618577, ""width"": 0.06963094859813865, ""endpoint"": false, ""amplitude"": 0.13256048934616566, ""step"": 0.04999999999999999, ""position_support"": [0.3, 0.4], ""full_computation_support"": [0.25, 0.4], ""support_indices"": [0, 1, 2, 3], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W2"", ""chain"": ""W2/ascending/seed307"", ""p"": 0.01, ""feature"": ""mx"", ""stride"": 4}]",0.0,True,True
15,0.4375,1.1234672358708337,0.0,,True,0.17925219790734265,0.012500000000000011,"[0.425, 0.4375]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0.01,mx,1,"[null, {""index"": 2, ""h"": 0.35, ""height"": 1.2619199497363918, ""prominence"": 0.7002103768618577, ""width"": 0.06963094859813865, ""endpoint"": false, ""amplitude"": 0.13256048934616566, ""step"": 0.04999999999999999, ""position_support"": [0.3, 0.4], ""full_computation_support"": [0.25, 0.4], ""support_indices"": [0, 1, 2, 3], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W2"", ""chain"": ""W2/ascending/seed307"", ""p"": 0.01, ""feature"": ""mx"", ""stride"": 4}]",,False,False
19,0.4875,0.9905474535732566,0.0,,True,0.10935326672723927,0.012500000000000011,"[0.4875, 0.5]","[0.4875, 0.65]","[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0.01,mx,1,"[null, null]",,False,False
25,0.5625,1.036705780884688,0.25213747879388215,0.025517311432544265,False,0.10935326672723927,0.012500000000000011,"[0.55, 0.575]","[0.4875, 0.65]","[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",True,[],W2,W2/ascending/seed307,0.01,mx,1,"[{""index"": 12, ""h"": 0.55, ""height"": 0.910637041487746, ""prominence"": 0.08267689216244367, ""width"": 0.021691913298865335, ""endpoint"": false, ""amplitude"": 0.09242472285016434, ""step"": 0.025000000000000022, ""position_support"": [0.525, 0.575], ""full_computation_support"": [0.5, 0.65], ""support_indices"": [10, 11, 12, 13, 14, 15, 16], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W2"", ""chain"": ""W2/ascending/seed307"", ""p"": 0.01, ""feature"": ""mx"", ""stride"": 2}, null]",0.012499999999999956,True,False
1,0.2625,0.025002464516009404,0.06320213120791696,0.029898364096701095,False,0.004024063448124726,0.012500000000000011,"[0.25, 0.275]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""insufficient_raw_signal_range""]",W2,W2/ascending/seed307,0.05,order,1,"[null, null]",,False,False
4,0.3,-0.009785194557676569,0.00038472762837216123,0.017883170594760692,False,0.004024063448124726,0.012500000000000011,"[0.2875, 0.3125]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0.05,order,1,"[null, null]",,False,False
6,0.325,-0.009970431995831142,2.14600960850575e-05,0.006251085644620941,False,0.004024063448124726,0.012500000000000011,"[0.3125, 0.3375]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0.05,order,1,"[null, null]",,False,False
15,0.4375,0.0010091976405455227,0.0,,True,0.004024063448124726,0.012500000000000011,"[0.425, 0.4375]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""endpoint"", ""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0.05,order,1,"[null, null]",,False,False
22,0.525,0.004206796399080837,0.00023197764058924264,0.008104041262196361,False,0.0029557602558580864,0.012500000000000011,"[0.5125, 0.5375]","[0.4875, 0.65]","[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0.05,order,1,"[null, null]",,False,False
25,0.5625,0.022620880044412317,0.0009627440608328541,0.006576757817463991,False,0.0029557602558580864,0.012500000000000011,"[0.55, 0.575]","[0.4875, 0.65]","[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0.05,order,1,"[null, null]",,False,False
28,0.6,0.023005331651081207,0.01230892145361473,0.047666711956057685,False,0.0029557602558580864,0.012500000000000011,"[0.5875, 0.6125]","[0.4875, 0.65]","[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0.05,order,1,"[null, null]",,False,False
32,0.65,0.12955676995990295,0.0,,True,0.0029557602558580864,0.012500000000000011,"[0.6375, 0.65]","[0.4875, 0.65]","[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",False,"[""endpoint"", ""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0.05,order,1,"[null, null]",,False,False
0,0.25,0.16420415113928483,0.0,,True,0.02200777100674684,0.012500000000000011,"[0.25, 0.2625]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0.05,mx,1,"[null, null]",,False,False
8,0.35,0.5109640862810454,0.4306119243628971,0.02419949969447831,False,0.02200777100674684,0.012500000000000011,"[0.3375, 0.3625]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",True,[],W2,W2/ascending/seed307,0.05,mx,1,"[{""index"": 4, ""h"": 0.35, ""height"": 0.28666860993011944, ""prominence"": 0.20098428031938437, ""width"": 0.045908281119628774, ""endpoint"": false, ""amplitude"": 0.020687172878199597, ""step"": 0.025000000000000022, ""position_support"": [0.325, 0.375], ""full_computation_support"": [0.25, 0.425], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W2"", ""chain"": ""W2/ascending/seed307"", ""p"": 0.05, ""feature"": ""mx"", ""stride"": 2}, null]",0.0,True,False
15,0.4375,0.10813639373155493,0.0,,True,0.02200777100674684,0.012500000000000011,"[0.425, 0.4375]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0.05,mx,1,"[null, null]",,False,False
19,0.4875,0.09555918927526563,0.0,,True,0.02010325837435055,0.012500000000000011,"[0.4875, 0.5]","[0.4875, 0.65]","[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/ascending/seed307,0.05,mx,1,"[null, null]",,False,False
25,0.5625,0.2675372041061579,0.18651084620778247,0.0335105255612957,False,0.02010325837435055,0.012500000000000011,"[0.55, 0.575]","[0.4875, 0.65]","[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",True,[],W2,W2/ascending/seed307,0.05,mx,1,"[null, null]",,False,False
29,0.6125,0.15476763643099556,0.03634534383704291,0.020377297565994552,False,0.02010325837435055,0.012500000000000011,"[0.6, 0.625]","[0.4875, 0.65]","[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",True,[],W2,W2/ascending/seed307,0.05,mx,1,"[null, null]",,False,False
