index,h,height,prominence,width,endpoint,amplitude,step,position_support,full_computation_support,support_indices,resolved_under_protocol,reasons,window,chain,p,feature,stride,coarse_matches,last_two_position_difference,stable_last_two,stable_all_three
15,0.4375,2.655117883100175,0.0,,True,0.23619511808882043,0.012500000000000011,"[0.425, 0.4375]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0,order,1,"[null, null]",,False,False
19,0.4875,2.652913977303051,0.0,,True,0.15964726026101334,0.012500000000000011,"[0.4875, 0.5]","[0.4875, 0.5625]","[19, 20, 21, 22, 23, 24, 25]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0,order,1,"[null, null]",,False,False
32,0.65,0.7526196464972301,0.0,,True,0.024751824894960306,0.012500000000000011,"[0.6375, 0.65]","[0.6125, 0.65]","[29, 30, 31, 32]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0,order,1,"[null, null]",,False,False
15,0.4375,2.0484461972485235,0.0,,True,0.26842139856093944,0.012500000000000011,"[0.425, 0.4375]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0,mx,1,"[null, null]",,False,False
19,0.4875,1.7842706056883024,0.0,,True,0.10544180578305618,0.012500000000000011,"[0.4875, 0.5]","[0.4875, 0.5625]","[19, 20, 21, 22, 23, 24, 25]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0,mx,1,"[null, null]",,False,False
29,0.6125,0.6321894693241923,0.0,,True,0.02303806174613554,0.012500000000000011,"[0.6125, 0.625]","[0.6125, 0.65]","[29, 30, 31, 32]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0,mx,1,"[null, null]",,False,False
14,0.425,0.5489109705154558,0.02935868033109834,0.017891433094982305,False,0.048078948187798176,0.012500000000000011,"[0.4125, 0.4375]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",True,[],W2,W2/descending/seed307,0.01,order,1,"[null, null]",,False,False
19,0.4875,0.741444389504311,0.0,,True,0.04690791222523544,0.012500000000000011,"[0.4875, 0.5]","[0.4875, 0.5625]","[19, 20, 21, 22, 23, 24, 25]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0.01,order,1,"[null, null]",,False,False
22,0.525,0.7394184364332066,0.022416561736147145,0.01209022387008961,False,0.04690791222523544,0.012500000000000011,"[0.5125, 0.5375]","[0.4875, 0.5625]","[19, 20, 21, 22, 23, 24, 25]",True,[],W2,W2/descending/seed307,0.01,order,1,"[null, null]",,False,False
30,0.625,0.14464230255832078,0.0006514219975048974,0.006347519385009404,False,0.004376276966254117,0.012500000000000011,"[0.6125, 0.6375]","[0.6125, 0.65]","[29, 30, 31, 32]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0.01,order,1,"[null, null]",,False,False
15,0.4375,1.0383763568713142,0.0,,True,0.11221286179240908,0.012500000000000011,"[0.425, 0.4375]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0.01,mx,1,"[null, null]",,False,False
20,0.5,0.760369400663814,0.00807202736539736,0.00670808279983296,False,0.04843764031395409,0.012500000000000011,"[0.4875, 0.5125]","[0.4875, 0.5625]","[19, 20, 21, 22, 23, 24, 25]",False,"[""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0.01,mx,1,"[null, null]",,False,False
25,0.5625,0.9508012992394796,0.0,,True,0.04843764031395409,0.012500000000000011,"[0.55, 0.5625]","[0.4875, 0.5625]","[19, 20, 21, 22, 23, 24, 25]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0.01,mx,1,"[null, null]",,False,False
32,0.65,1.955625415765553,0.0,,True,0.03053443430896513,0.012500000000000011,"[0.6375, 0.65]","[0.6125, 0.65]","[29, 30, 31, 32]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0.01,mx,1,"[null, null]",,False,False
11,0.3875,0.0012067937540161111,0.0077092062667301064,0.07820918636695547,False,0.0005132536331309834,0.012500000000000011,"[0.375, 0.4]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0.05,order,1,"[null, null]",,False,False
13,0.4125,0.0011323466121657688,0.0004254119008537671,0.0070350681968979045,False,0.0005132536331309834,0.012500000000000011,"[0.4, 0.425]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0.05,order,1,"[null, null]",,False,False
22,0.525,0.022786615225881768,0.018826970928196296,0.022629024816832204,False,0.0007785643168383705,0.012500000000000011,"[0.5125, 0.5375]","[0.4875, 0.5625]","[19, 20, 21, 22, 23, 24, 25]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0.05,order,1,"[null, null]",,False,False
29,0.6125,-0.0027053820699505238,0.0,,True,0.000474450659636666,0.012500000000000011,"[0.6125, 0.625]","[0.6125, 0.65]","[29, 30, 31, 32]",False,"[""endpoint"", ""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0.05,order,1,"[null, null]",,False,False
0,0.25,0.034394228173146524,0.0,,True,0.005325776219960823,0.012500000000000011,"[0.25, 0.2625]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""endpoint"", ""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0.05,mx,1,"[null, null]",,False,False
7,0.3375,0.025021579283592776,0.00022269167288907488,0.006727168734520112,False,0.005325776219960823,0.012500000000000011,"[0.325, 0.35]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0.05,mx,1,"[null, null]",,False,False
15,0.4375,0.09548026735570647,0.0,,True,0.005325776219960823,0.012500000000000011,"[0.425, 0.4375]","[0.25, 0.4375]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",False,"[""endpoint"", ""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0.05,mx,1,"[null, null]",,False,False
20,0.5,0.04317103592098781,0.016725009142429914,0.009370334903695127,False,0.003212391468763596,0.012500000000000011,"[0.4875, 0.5125]","[0.4875, 0.5625]","[19, 20, 21, 22, 23, 24, 25]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0.05,mx,1,"[null, null]",,False,False
25,0.5625,0.17428530456649227,0.0,,True,0.003212391468763596,0.012500000000000011,"[0.55, 0.5625]","[0.4875, 0.5625]","[19, 20, 21, 22, 23, 24, 25]",False,"[""endpoint"", ""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0.05,mx,1,"[null, null]",,False,False
32,0.65,0.4625911488201724,0.0,,True,0.005426941180114209,0.012500000000000011,"[0.6375, 0.65]","[0.6125, 0.65]","[29, 30, 31, 32]",False,"[""endpoint"", ""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W2,W2/descending/seed307,0.05,mx,1,"[null, null]",,False,False
14,0.525,0.6136469719002982,0.004934423058333692,0.007292267977430328,False,0.22566498686779893,0.012500000000000011,"[0.5125, 0.5375]","[0.35, 0.85]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_derivative_prominence""]",W3,W3/ascending/seed101,0,order,1,"[{""index"": 9, ""h"": 0.575, ""height"": 0.6345956219517284, ""prominence"": 0.3800616530093901, ""width"": 0.2570897747503462, ""endpoint"": false, ""amplitude"": 0.22566498686779893, ""step"": 0.025000000000000022, ""position_support"": [0.55, 0.6], ""full_computation_support"": [0.35, 0.85], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W3"", ""chain"": ""W3/ascending/seed101"", ""p"": 0, ""feature"": ""order"", ""stride"": 2}, {""index"": 5, ""h"": 0.6, ""height"": 0.6186288282487391, ""prominence"": 0.36744783344683274, ""width"": 0.2680471062180629, ""endpoint"": false, ""amplitude"": 0.22566498686779893, ""step"": 0.050000000000000044, ""position_support"": [0.55, 0.65], ""full_computation_support"": [0.35, 0.85], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W3"", ""chain"": ""W3/ascending/seed101"", ""p"": 0, ""feature"": ""order"", ""stride"": 4}]",-0.04999999999999993,False,False
18,0.575,0.6373182286432151,0.38188155550832725,0.25525385193054456,False,0.22566498686779893,0.012500000000000011,"[0.5625, 0.5875]","[0.35, 0.85]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",True,[],W3,W3/ascending/seed101,0,order,1,"[{""index"": 9, ""h"": 0.575, ""height"": 0.6345956219517284, ""prominence"": 0.3800616530093901, ""width"": 0.2570897747503462, ""endpoint"": false, ""amplitude"": 0.22566498686779893, ""step"": 0.025000000000000022, ""position_support"": [0.55, 0.6], ""full_computation_support"": [0.35, 0.85], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W3"", ""chain"": ""W3/ascending/seed101"", ""p"": 0, ""feature"": ""order"", ""stride"": 2}, {""index"": 5, ""h"": 0.6, ""height"": 0.6186288282487391, ""prominence"": 0.36744783344683274, ""width"": 0.2680471062180629, ""endpoint"": false, ""amplitude"": 0.22566498686779893, ""step"": 0.050000000000000044, ""position_support"": [0.55, 0.65], ""full_computation_support"": [0.35, 0.85], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W3"", ""chain"": ""W3/ascending/seed101"", ""p"": 0, ""feature"": ""order"", ""stride"": 4}]",0.0,True,True
14,0.525,1.5271917320462975,0.4666122613345731,0.16406900362130838,False,0.5303991232168599,0.012500000000000011,"[0.5125, 0.5375]","[0.35, 0.85]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",True,[],W3,W3/ascending/seed101,0,mx,1,"[{""index"": 7, ""h"": 0.525, ""height"": 1.492176488767397, ""prominence"": 0.44713057889345986, ""width"": 0.17742789472210244, ""endpoint"": false, ""amplitude"": 0.5303991232168599, ""step"": 0.025000000000000022, ""position_support"": [0.5, 0.55], ""full_computation_support"": [0.35, 0.85], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W3"", ""chain"": ""W3/ascending/seed101"", ""p"": 0, ""feature"": ""mx"", ""stride"": 2}, {""index"": 3, ""h"": 0.5, ""height"": 1.4473233011151314, ""prominence"": 0.4119220236017367, ""width"": 0.19015263540381672, ""endpoint"": false, ""amplitude"": 0.5303991232168599, ""step"": 0.050000000000000044, ""position_support"": [0.45, 0.55], ""full_computation_support"": [0.35, 0.85], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W3"", ""chain"": ""W3/ascending/seed101"", ""p"": 0, ""feature"": ""mx"", ""stride"": 4}]",0.0,True,True
14,0.525,0.302760553398711,0.20947547905905672,0.12254262110013378,False,0.08327311629606457,0.012500000000000011,"[0.5125, 0.5375]","[0.35, 0.85]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",True,[],W3,W3/ascending/seed101,0.01,order,1,"[{""index"": 7, ""h"": 0.525, ""height"": 0.25477738305443065, ""prominence"": 0.16150728548851934, ""width"": 0.23074172710213733, ""endpoint"": false, ""amplitude"": 0.08145591854811482, ""step"": 0.025000000000000022, ""position_support"": [0.5, 0.55], ""full_computation_support"": [0.35, 0.85], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W3"", ""chain"": ""W3/ascending/seed101"", ""p"": 0.01, ""feature"": ""order"", ""stride"": 2}, {""index"": 4, ""h"": 0.55, ""height"": 0.23610559779428852, ""prominence"": 0.14343906850407206, ""width"": 0.24098494861646, ""endpoint"": false, ""amplitude"": 0.08040863708209542, ""step"": 0.050000000000000044, ""position_support"": [0.5, 0.6], ""full_computation_support"": [0.35, 0.85], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W3"", ""chain"": ""W3/ascending/seed101"", ""p"": 0.01, ""feature"": ""order"", ""stride"": 4}]",0.0,True,True
16,0.55,0.220839673115778,0.0007712708487321862,0.014413207982583134,False,0.08327311629606457,0.012500000000000011,"[0.5375, 0.5625]","[0.35, 0.85]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_derivative_prominence""]",W3,W3/ascending/seed101,0.01,order,1,"[{""index"": 7, ""h"": 0.525, ""height"": 0.25477738305443065, ""prominence"": 0.16150728548851934, ""width"": 0.23074172710213733, ""endpoint"": false, ""amplitude"": 0.08145591854811482, ""step"": 0.025000000000000022, ""position_support"": [0.5, 0.55], ""full_computation_support"": [0.35, 0.85], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W3"", ""chain"": ""W3/ascending/seed101"", ""p"": 0.01, ""feature"": ""order"", ""stride"": 2}, {""index"": 4, ""h"": 0.55, ""height"": 0.23610559779428852, ""prominence"": 0.14343906850407206, ""width"": 0.24098494861646, ""endpoint"": false, ""amplitude"": 0.08040863708209542, ""step"": 0.050000000000000044, ""position_support"": [0.5, 0.6], ""full_computation_support"": [0.35, 0.85], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W3"", ""chain"": ""W3/ascending/seed101"", ""p"": 0.01, ""feature"": ""order"", ""stride"": 4}]",0.025000000000000022,False,False
0,0.35,2.9766670342952066,0.0,,True,0.286122642577892,0.012500000000000011,"[0.35, 0.3625]","[0.35, 0.85]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W3,W3/ascending/seed101,0.01,mx,1,"[null, null]",,False,False
12,0.5,0.7364790045064051,0.21614691572917444,0.07251328880044468,False,0.286122642577892,0.012500000000000011,"[0.4875, 0.5125]","[0.35, 0.85]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",True,[],W3,W3/ascending/seed101,0.01,mx,1,"[{""index"": 5, ""h"": 0.475, ""height"": 0.6928605958014682, ""prominence"": 0.13350186450116608, ""width"": 0.07652075796077235, ""endpoint"": false, ""amplitude"": 0.286122642577892, ""step"": 0.025000000000000022, ""position_support"": [0.45, 0.5], ""full_computation_support"": [0.35, 0.85], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W3"", ""chain"": ""W3/ascending/seed101"", ""p"": 0.01, ""feature"": ""mx"", ""stride"": 2}, null]",0.025000000000000022,True,False
16,0.55,0.569382562669313,0.03967339839851647,0.07823547892741907,False,0.286122642577892,0.012500000000000011,"[0.5375, 0.5625]","[0.35, 0.85]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",True,[],W3,W3/ascending/seed101,0.01,mx,1,"[null, null]",,False,False
2,0.375,0.00688980074434653,0.005310212548918614,0.08597988946846938,False,0.001348665984476194,0.012500000000000011,"[0.3625, 0.3875]","[0.35, 0.85]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W3,W3/ascending/seed101,0.05,order,1,"[null, null]",,False,False
14,0.525,0.012488388355486713,0.014083062900517085,0.031352086766213885,False,0.001348665984476194,0.012500000000000011,"[0.5125, 0.5375]","[0.35, 0.85]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W3,W3/ascending/seed101,0.05,order,1,"[null, null]",,False,False
40,0.85,0.0012908764385990423,0.0,,True,0.001348665984476194,0.012500000000000011,"[0.8375, 0.85]","[0.35, 0.85]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""endpoint"", ""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W3,W3/ascending/seed101,0.05,order,1,"[null, null]",,False,False
0,0.35,0.41418413174756685,0.0,,True,0.02711049835144207,0.012500000000000011,"[0.35, 0.3625]","[0.35, 0.85]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W3,W3/ascending/seed101,0.05,mx,1,"[null, null]",,False,False
12,0.5,0.0722968546024666,0.037060337199773974,0.05636001705750185,False,0.02711049835144207,0.012500000000000011,"[0.4875, 0.5125]","[0.35, 0.85]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",True,[],W3,W3/ascending/seed101,0.05,mx,1,"[{""index"": 5, ""h"": 0.475, ""height"": 0.06227491668576851, ""prominence"": 0.021952216466028796, ""width"": 0.06094714056170657, ""endpoint"": false, ""amplitude"": 0.02711049835144207, ""step"": 0.025000000000000022, ""position_support"": [0.45, 0.5], ""full_computation_support"": [0.35, 0.85], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W3"", ""chain"": ""W3/ascending/seed101"", ""p"": 0.05, ""feature"": ""mx"", ""stride"": 2}, null]",0.025000000000000022,True,False
33,0.7625,0.06499507209661304,0.009453837763751638,0.10441337842775221,False,0.02711049835144207,0.012500000000000011,"[0.75, 0.775]","[0.35, 0.85]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""insufficient_derivative_prominence""]",W3,W3/ascending/seed101,0.05,mx,1,"[null, null]",,False,False
19,0.5875,0.6650367242898554,0.0,,True,0.1039780275146146,0.012500000000000011,"[0.575, 0.5875]","[0.35, 0.5875]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W3,W3/descending/seed101,0,order,1,"[null, null]",,False,False
27,0.6875,0.5214556218891921,0.0,,True,0.06127634905337667,0.012500000000000011,"[0.6875, 0.7]","[0.6875, 0.85]","[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W3,W3/descending/seed101,0,order,1,"[null, null]",,False,False
15,0.5375,1.4684090715964047,0.059298890648484814,0.07082683210723302,False,0.31400456837684765,0.012500000000000011,"[0.525, 0.55]","[0.35, 0.5875]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",True,[],W3,W3/descending/seed101,0,mx,1,"[{""index"": 7, ""h"": 0.525, ""height"": 1.4623769521321144, ""prominence"": 0.021219226995054186, ""width"": 0.045995993101296935, ""endpoint"": false, ""amplitude"": 0.2962534441062248, ""step"": 0.025000000000000022, ""position_support"": [0.5, 0.55], ""full_computation_support"": [0.35, 0.575], ""support_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""resolved_under_protocol"": true, ""reasons"": [], ""window"": ""W3"", ""chain"": ""W3/descending/seed101"", ""p"": 0, ""feature"": ""mx"", ""stride"": 2}, null]",0.012499999999999956,True,False
27,0.6875,0.9160252623600975,0.0,,True,0.10182555518305547,0.012500000000000011,"[0.6875, 0.7]","[0.6875, 0.85]","[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W3,W3/descending/seed101,0,mx,1,"[null, null]",,False,False
19,0.5875,0.20348172274201204,0.0,,True,0.03820932894319562,0.012500000000000011,"[0.575, 0.5875]","[0.35, 0.5875]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W3,W3/descending/seed101,0.01,order,1,"[null, null]",,False,False
27,0.6875,0.19000675570746495,0.0,,True,0.022659755929574144,0.012500000000000011,"[0.6875, 0.7]","[0.6875, 0.85]","[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W3,W3/descending/seed101,0.01,order,1,"[null, null]",,False,False
0,0.35,0.4627638004050256,0.0,,True,0.13247092621697804,0.012500000000000011,"[0.35, 0.3625]","[0.35, 0.5875]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W3,W3/descending/seed101,0.01,mx,1,"[null, null]",,False,False
19,0.5875,0.641917813248341,0.0,,True,0.13247092621697804,0.012500000000000011,"[0.575, 0.5875]","[0.35, 0.5875]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W3,W3/descending/seed101,0.01,mx,1,"[null, null]",,False,False
27,0.6875,0.3408700628182242,0.0,,True,0.038247132658296545,0.012500000000000011,"[0.6875, 0.7]","[0.6875, 0.85]","[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""endpoint"", ""insufficient_derivative_prominence""]",W3,W3/descending/seed101,0.01,mx,1,"[null, null]",,False,False
1,0.3625,0.007190015720675014,0.00021439857541860619,0.008662217425408705,False,0.0009514067730139741,0.012500000000000011,"[0.35, 0.375]","[0.35, 0.5875]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W3,W3/descending/seed101,0.05,order,1,"[null, null]",,False,False
4,0.4,0.007141006920702964,0.0005064929894817993,0.0167563973692535,False,0.0009514067730139741,0.012500000000000011,"[0.3875, 0.4125]","[0.35, 0.5875]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W3,W3/descending/seed101,0.05,order,1,"[null, null]",,False,False
6,0.425,0.0064710944593375785,5.986947710656665e-05,0.007009720480662158,False,0.0009514067730139741,0.012500000000000011,"[0.4125, 0.4375]","[0.35, 0.5875]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",False,"[""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W3,W3/descending/seed101,0.05,order,1,"[null, null]",,False,False
27,0.6875,0.004289892610357171,0.0,,True,0.0005152249266923425,0.012500000000000011,"[0.6875, 0.7]","[0.6875, 0.85]","[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",False,"[""endpoint"", ""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W3,W3/descending/seed101,0.05,order,1,"[null, null]",,False,False
0,0.35,0.01660944527840369,0.0,,True,0.0035859497616694477,0.012500000000000011,"[0.35, 0.3625]","[0.35, 0.5875]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",False,"[""endpoint"", ""insufficient_raw_signal_range"", ""insufficient_derivative_prominence""]",W3,W3/descending/seed101,0.05,mx,1,"[null, null]",,False,False
