n,group,kappa,h,candidates,historical_pass,S0_pass,S1_pass,S2_pass,oracle_available,S0_cnots,S1_cnots,S2_cnots,S2_unresolved,category,S2_fidelity,S2_energy_error,S2_w0
8,map,0.5,0.1,18,False,False,False,False,False,128,128,32,False,no_qualified_candidate_budget_reached,0.0013923976335195923,0.04090673319263516,0.9999704852708953
8,map,0.5,0.2,18,False,False,False,False,False,127,128,128,False,no_qualified_candidate_budget_reached,0.9929361365623242,0.00114371000767155,0.9947520224026276
8,map,0.5,0.3,15,True,True,True,True,True,127,127,127,False,candidate_available,0.9974423996449575,0.000674497462896162,0.9987949269501601
8,map,0.5,0.4,17,True,True,True,True,True,128,128,128,False,candidate_available,0.9992286280564425,0.00034781279181395064,0.9995375481382918
8,map,0.5,0.5,18,True,True,True,True,True,127,128,128,False,candidate_available,0.9994179616498171,0.00031607045985548865,0.9996505150374073
8,map,0.5,0.6,17,True,True,True,True,True,127,128,128,False,candidate_available,0.9997017217910271,0.0001805913159613759,0.9998039220218431
8,map,0.5,0.7,16,True,True,True,True,True,127,128,128,False,candidate_available,0.9998439630499948,0.00011386871516050334,0.9999354254513395
8,map,0.5,0.8,18,True,True,True,True,True,127,128,128,False,candidate_available,0.9998961365761896,9.531541819640665e-05,0.9999460801968613
8,map,0.5,0.9,17,True,True,True,True,True,128,128,128,False,candidate_available,0.9999477807284265,5.1245589913762046e-05,0.9999781579145515
8,map,0.5,1.0,18,True,True,True,True,True,96,128,128,False,candidate_available,0.9999798251920075,2.42067874420826e-05,0.9999880077967329
8,map,0.5,1.1,17,True,True,True,True,True,96,128,128,False,candidate_available,0.9999840231143721,1.965959032612652e-05,0.999992185999095
8,map,0.5,1.2,18,True,True,True,True,True,95,128,128,False,candidate_available,0.9999815311605016,2.3873445280209182e-05,0.9999866362924097
8,map,0.5,1.3,16,True,True,True,True,True,96,128,128,False,candidate_available,0.9999928217024642,1.0458745570263162e-05,0.9999952687439906
8,map,0.5,1.4,17,True,True,True,True,True,96,128,128,False,candidate_available,0.9999939258832007,8.91163049177024e-06,0.9999963985149471
8,map,0.5,1.5,16,True,True,True,True,True,96,128,128,False,candidate_available,0.9999960409096897,6.306172155134959e-06,0.9999969052965884
8,map,0.5,1.6,18,True,True,True,True,True,95,128,128,False,candidate_available,0.9999947797070664,8.680534182348154e-06,0.9999954387254952
8,map,0.5,1.7,18,True,True,True,True,True,95,128,128,False,candidate_available,0.9999974187632469,4.725879122924326e-06,0.9999978886022967
8,map,0.5,1.8,18,True,True,True,True,True,95,128,128,False,candidate_available,0.9999989176179909,2.034159291675053e-06,0.9999992905347475
8,map,0.5,1.9,18,True,True,True,True,True,64,128,128,False,candidate_available,0.9999983607475985,3.248856420334789e-06,0.9999991714944826
8,map,0.5,2.0,17,True,True,True,True,True,64,128,128,False,candidate_available,0.9999986463024475,2.8895434938114306e-06,0.9999988259827259
8,map,0.55,0.1,17,False,False,False,False,False,64,128,128,False,no_qualified_candidate_budget_reached,0.9887226620890628,0.00011649847358963239,0.9998665453116979
8,map,0.55,0.2,18,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9862949358740591,0.0009888623083869064,0.9965870925011721
8,map,0.55,0.3,18,True,True,True,True,True,128,128,128,False,candidate_available,0.9964060985760159,0.0007001744102379526,0.9992615079083333
8,map,0.55,0.4,18,True,True,True,True,True,128,128,128,False,candidate_available,0.9960087060108195,0.0009633896981527945,0.9989319232225777
8,map,0.55,0.5,17,True,True,True,True,True,128,128,128,False,candidate_available,0.9990469732326938,0.00039618724509205006,0.9996461979137274
8,map,0.55,0.6,17,True,True,True,True,True,128,128,128,False,candidate_available,0.9995805922229223,0.0002530518132901616,0.9998415779351323
8,map,0.55,0.7,18,True,True,True,True,True,127,128,128,False,candidate_available,0.9997230301884499,0.00017895363121733787,0.9998740244780834
8,map,0.55,0.8,17,True,True,True,True,True,127,128,128,False,candidate_available,0.9998357755656698,0.00014740044286032372,0.999910417210828
8,map,0.55,0.9,16,True,True,True,True,True,127,128,128,False,candidate_available,0.9999124706019971,8.627536124783397e-05,0.9999575308931452
8,map,0.55,1.0,18,True,True,True,True,True,96,128,128,False,candidate_available,0.9999440092428683,6.126363323399886e-05,0.9999717359470617
8,map,0.55,1.1,17,True,True,True,True,True,95,128,128,False,candidate_available,0.9999612452185038,4.41985581565163e-05,0.99997391442141
8,map,0.55,1.2,18,True,True,True,True,True,96,128,128,False,candidate_available,0.9999781724726436,2.6839639833076134e-05,0.9999866741291394
8,map,0.55,1.3,18,True,True,True,True,True,96,128,128,False,candidate_available,0.9999886647949165,1.555223674087891e-05,0.9999927206783013
8,map,0.55,1.4,18,True,True,True,True,True,95,128,128,False,candidate_available,0.9999865375017125,1.9338205619723325e-05,0.9999915753000903
8,map,0.55,1.5,17,True,True,True,True,True,95,127,127,False,candidate_available,0.9999885059771537,1.739534621747474e-05,0.9999918457109486
8,map,0.55,1.6,17,True,True,True,True,True,95,128,128,False,candidate_available,0.9999892545358265,1.785474951332411e-05,0.9999915377183675
8,map,0.55,1.7,17,True,True,True,True,True,95,128,128,False,candidate_available,0.9999925197135472,1.270405599695934e-05,0.9999958007443654
8,map,0.55,1.8,17,True,True,True,True,True,64,128,128,False,candidate_available,0.9999967699169565,5.912745508318551e-06,0.9999976927891981
8,map,0.55,1.9,17,True,True,True,True,True,64,128,128,False,candidate_available,0.9999963648708188,6.956670985935887e-06,0.9999973718079664
8,map,0.55,2.0,16,True,True,True,True,True,64,128,128,False,candidate_available,0.9999978904192136,4.333224119523749e-06,0.9999984105235679
8,map,0.6,0.1,16,True,True,True,True,True,32,128,128,False,candidate_available,0.9999413409972601,4.455845757700416e-06,0.9999988336900302
8,map,0.6,0.2,17,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9741362290132969,0.0007360512581708889,0.9996666599909483
8,map,0.6,0.3,16,False,False,False,False,False,128,128,96,False,no_qualified_candidate_budget_reached,0.6872686026925009,0.015080301285209319,0.9904697689516128
8,map,0.6,0.4,17,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9925017735044722,0.0014869611662442495,0.9987239157529615
8,map,0.6,0.5,16,False,False,False,False,False,127,128,128,False,no_qualified_candidate_budget_reached,0.9962106539895127,0.0012662643392098438,0.9991951763645026
8,map,0.6,0.6,17,True,True,True,True,True,127,127,127,False,candidate_available,0.9988688667054559,0.0005480832832275295,0.9996459911786204
8,map,0.6,0.7,15,True,True,True,True,True,128,128,128,False,candidate_available,0.9994488329699605,0.00035852586586992974,0.9996468177169593
8,map,0.6,0.8,18,True,True,True,True,True,128,128,128,False,candidate_available,0.9996005704220445,0.000301018375966855,0.9998300293210574
8,map,0.6,0.9,18,True,True,True,True,True,127,128,128,False,candidate_available,0.9998125461713098,0.000178268745547161,0.9999095911325111
8,map,0.6,1.0,18,True,True,True,True,True,127,128,128,False,candidate_available,0.999874837785842,0.00011751468420673206,0.9999453057497842
8,map,0.6,1.1,18,True,True,True,True,True,127,128,128,False,candidate_available,0.9999589623044184,5.089927514800863e-05,0.999969874595852
8,map,0.6,1.2,16,True,True,True,True,True,127,127,127,False,candidate_available,0.9999506135811421,6.114082547536981e-05,0.9999696303279215
8,map,0.6,1.3,16,True,True,True,True,True,96,128,128,False,candidate_available,0.9999765801933094,2.990203315267337e-05,0.9999838621617538
8,map,0.6,1.4,17,True,True,True,True,True,96,128,128,False,candidate_available,0.9999887576837327,1.6664228190688135e-05,0.9999927043988937
8,map,0.6,1.5,16,True,True,True,True,True,128,128,128,False,candidate_available,0.9999905581038848,1.5094322936892723e-05,0.9999935406670349
8,map,0.6,1.6,17,True,True,True,True,True,95,128,128,False,candidate_available,0.9999877515194827,1.8828099313639157e-05,0.9999926649922395
8,map,0.6,1.7,18,True,True,True,True,True,95,128,128,False,candidate_available,0.9999856051641076,2.48387238581671e-05,0.999990161476864
8,map,0.6,1.8,17,True,True,True,True,True,95,128,128,False,candidate_available,0.9999958780674366,7.681877791432257e-06,0.9999969328186307
8,map,0.6,1.9,17,True,True,True,True,True,96,128,128,False,candidate_available,0.9999967717196367,6.195484594684331e-06,0.9999979115179597
8,map,0.6,2.0,18,True,True,True,True,True,95,127,127,False,candidate_available,0.9999957494842627,8.517823357756527e-06,0.9999974686249092
8,map,0.65,0.1,15,True,True,True,True,True,32,128,128,False,candidate_available,0.9999931994073021,9.271852765557753e-07,0.9999997352967275
8,map,0.65,0.2,16,True,True,True,True,True,128,128,128,False,candidate_available,0.9989157362641213,9.437480444385304e-05,0.9999710980705617
8,map,0.65,0.3,17,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9703312548251692,0.0017757612855047178,0.9986579627462298
8,map,0.65,0.4,17,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9908578273058127,0.002588280353213901,0.9954106651078504
8,map,0.65,0.5,17,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9979939236134161,0.0010960972796730806,0.9986784366950282
8,map,0.65,0.6,18,True,True,True,True,True,128,128,128,False,candidate_available,0.9987532848206422,0.0007470936367776071,0.999392697083848
8,map,0.65,0.7,18,True,True,True,True,True,128,128,128,False,candidate_available,0.9990173665433942,0.0005931216647918625,0.9995057386641211
8,map,0.65,0.8,15,True,True,True,True,True,128,128,128,False,candidate_available,0.9996827324910426,0.0002658956082948194,0.9997700700912937
8,map,0.65,0.9,17,True,True,True,True,True,128,128,128,False,candidate_available,0.9998025306716221,0.000180993025957088,0.9999002577554953
8,map,0.65,1.0,16,True,True,True,True,True,128,128,128,False,candidate_available,0.9998382687396133,0.0001511986857387626,0.9998994120623119
8,map,0.65,1.1,17,True,True,True,True,True,127,128,128,False,candidate_available,0.9998695526096659,0.00013957958647736746,0.9999185738997414
8,map,0.65,1.2,16,True,True,True,True,True,127,128,128,False,candidate_available,0.9999346535523714,8.008582263929753e-05,0.999968467842806
8,map,0.65,1.3,15,True,True,True,True,True,127,128,128,False,candidate_available,0.9999511701389927,6.459771093458855e-05,0.9999717303249007
8,map,0.65,1.4,16,True,True,True,True,True,96,128,127,False,candidate_available,0.9999692227541409,4.3769192091813736e-05,0.9999843295951629
8,map,0.65,1.5,18,True,True,True,True,True,96,127,127,False,candidate_available,0.9999819351076429,2.638870339866095e-05,0.999989393988082
8,map,0.65,1.6,17,True,True,True,True,True,95,127,127,False,candidate_available,0.9999883571636468,1.9168562273241818e-05,0.9999921157374669
8,map,0.65,1.7,18,True,True,True,True,True,95,127,127,False,candidate_available,0.9999881080874837,2.0817063260070157e-05,0.9999931252558422
8,map,0.65,1.8,17,True,True,True,True,True,96,128,128,False,candidate_available,0.9999895223297645,1.8251178411254898e-05,0.9999925776149086
8,map,0.65,1.9,17,True,True,True,True,True,95,128,128,False,candidate_available,0.9999927439951005,1.4060863569476112e-05,0.9999950000762364
8,map,0.65,2.0,16,True,True,True,True,True,95,128,128,False,candidate_available,0.9999905413645696,1.8480794231834352e-05,0.9999931632981011
8,map,0.7,0.1,14,True,True,True,True,True,32,104,104,False,candidate_available,0.9999982356593962,3.726357232780586e-07,0.9999999474167827
8,map,0.7,0.2,17,True,True,True,True,True,64,128,128,False,candidate_available,0.9998572369688079,2.4643010970049062e-05,0.9999878259906667
8,map,0.7,0.3,18,True,True,True,True,True,128,128,128,False,candidate_available,0.9968813654921693,0.00037615560083925637,0.9998527698711974
8,map,0.7,0.4,16,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9936635959731527,0.0012920989886855416,0.9978796404549142
8,map,0.7,0.5,16,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9948283649285788,0.0023017144830881353,0.9966835828127035
8,map,0.7,0.6,18,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9970101655798775,0.0016796520256997516,0.9982597309395655
8,map,0.7,0.7,18,False,False,False,False,False,127,128,128,False,no_qualified_candidate_budget_reached,0.9977573391720275,0.0012204280755746533,0.9987521424144257
8,map,0.7,0.8,16,True,True,True,True,True,128,128,128,False,candidate_available,0.9993310468773049,0.0005452627692701384,0.9995563493973121
8,map,0.7,0.9,17,True,True,True,True,True,128,128,128,False,candidate_available,0.9997340459223113,0.0002604067498328533,0.9998046872471424
8,map,0.7,1.0,17,True,True,True,True,True,128,128,128,False,candidate_available,0.9998730764971466,0.00012765537976577868,0.9999018147965915
8,map,0.7,1.1,16,True,True,True,True,True,127,128,128,False,candidate_available,0.9998009934623722,0.00021433432355033588,0.9999004180215998
8,map,0.7,1.2,16,True,True,True,True,True,127,128,128,False,candidate_available,0.9999137891395057,0.00010456136997172294,0.9999514897856336
8,map,0.7,1.3,18,True,True,True,True,True,127,128,128,False,candidate_available,0.9999436771923512,7.356417058912434e-05,0.9999628602144086
8,map,0.7,1.4,17,True,True,True,True,True,127,128,128,False,candidate_available,0.9999409434546574,7.876029570952348e-05,0.9999737150857382
8,map,0.7,1.5,18,True,True,True,True,True,96,128,128,False,candidate_available,0.9999515514673534,7.257867301313503e-05,0.9999688677594152
8,map,0.7,1.6,18,True,True,True,True,True,95,127,127,False,candidate_available,0.9999769272144742,3.77641965032538e-05,0.9999859812598266
8,map,0.7,1.7,17,True,True,True,True,True,96,128,128,False,candidate_available,0.9999834286451063,2.739032306675604e-05,0.9999915054805818
8,map,0.7,1.8,16,True,True,True,True,True,96,128,128,False,candidate_available,0.9999922369988384,1.4546916826230216e-05,0.9999949437056102
8,map,0.7,1.9,18,True,True,True,True,True,96,128,128,False,candidate_available,0.9999875277629612,2.42567604069599e-05,0.9999922264568676
8,map,0.7,2.0,18,True,True,True,True,True,95,128,128,False,candidate_available,0.9999948118834857,1.0800576042857557e-05,0.9999966177673869
8,map,0.75,0.1,15,True,True,True,True,True,32,106,106,False,candidate_available,0.9999994438137877,1.5031489319916602e-07,0.9999999810829889
8,map,0.75,0.2,17,True,True,True,True,True,64,128,128,False,candidate_available,0.9999513873637172,1.0023642602940974e-05,0.9999991950329418
8,map,0.75,0.3,16,True,True,True,True,True,128,128,128,False,candidate_available,0.9992524357809895,0.00013213146185497848,0.9999366147888165
8,map,0.75,0.4,15,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9946611218464726,0.0008851255810069514,0.9995230512741136
8,map,0.75,0.5,17,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9900835102137896,0.0021960574553039347,0.9980817675948617
8,map,0.75,0.6,17,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9928116516069317,0.0023417759052610787,0.9955662911293897
8,map,0.75,0.7,16,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.998492245021812,0.00110481876987234,0.9991417623563897
8,map,0.75,0.8,17,True,True,True,True,True,127,128,128,False,candidate_available,0.9989166666934309,0.0008754886588582256,0.9994716632426934
8,map,0.75,0.9,18,True,True,True,True,True,128,128,128,False,candidate_available,0.9995293862560543,0.00045201423597984736,0.9997052734793782
8,map,0.75,1.0,18,True,True,True,True,True,127,127,127,False,candidate_available,0.9995315045828886,0.0004412866333665111,0.9998021030703099
8,map,0.75,1.1,18,True,True,True,True,True,128,128,128,False,candidate_available,0.999776312917166,0.00024242066631119386,0.99987482387528
8,map,0.75,1.2,15,True,True,True,True,True,128,128,128,False,candidate_available,0.9998611494300592,0.00017112922027395783,0.9999307852554062
8,map,0.75,1.3,17,True,True,True,True,True,127,128,128,False,candidate_available,0.9998703878274243,0.00016640927992073173,0.999927384733206
8,map,0.75,1.4,16,True,True,True,True,True,127,128,128,False,candidate_available,0.999902154507142,0.00013202753105812093,0.9999585667468069
8,map,0.75,1.5,17,True,True,True,True,True,127,128,128,False,candidate_available,0.9999635645058292,5.566421382385833e-05,0.9999746441138079
8,map,0.75,1.6,18,True,True,True,True,True,127,128,128,False,candidate_available,0.9999538501469394,6.792407772859832e-05,0.9999758581973478
8,map,0.75,1.7,16,True,True,True,True,True,95,128,128,False,candidate_available,0.9999727640691974,4.6381600319334026e-05,0.9999840878932843
8,map,0.75,1.8,15,True,True,True,True,True,127,128,128,False,candidate_available,0.9999854386269883,2.6802908417833393e-05,0.9999895805565854
8,map,0.75,1.9,15,True,True,True,True,True,95,128,128,False,candidate_available,0.9999857851031543,2.6890468328488737e-05,0.9999900916790656
8,map,0.75,2.0,16,True,True,True,True,True,96,128,128,False,candidate_available,0.9999923983672401,1.6114391615751344e-05,0.9999950096777408
8,map,0.8,0.1,15,True,True,True,True,True,32,90,90,False,candidate_available,0.9999997829124929,7.207179708590417e-08,0.999999988742913
8,map,0.8,0.2,15,True,True,True,True,True,32,122,122,False,candidate_available,0.9999817234869666,4.850211573370622e-06,0.9999999771666388
8,map,0.8,0.3,15,True,True,True,True,True,128,128,128,False,candidate_available,0.9997507957511085,5.786420788245206e-05,0.9999849920819242
8,map,0.8,0.4,16,True,True,True,True,True,128,128,128,False,candidate_available,0.9983805076861488,0.0003643048089333467,0.9999104493314308
8,map,0.8,0.5,16,True,True,True,True,True,128,128,128,False,candidate_available,0.9982093883228896,0.0005982404868959401,0.9992818741647034
8,map,0.8,0.6,16,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9964609221338918,0.0016282987838714957,0.9980736382514536
8,map,0.8,0.7,15,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9975901730809955,0.0014086423616204158,0.9983554064348414
8,map,0.8,0.8,17,True,True,True,True,True,127,127,127,False,candidate_available,0.9994710262846436,0.0005006074308542274,0.9995542709155063
8,map,0.8,0.9,15,False,False,False,False,False,127,128,128,False,no_qualified_candidate_budget_reached,0.9986213732588956,0.0010463042341217754,0.9995566745278983
8,map,0.8,1.0,17,True,True,True,True,True,128,128,128,False,candidate_available,0.9992423659207242,0.0006922512412892434,0.9997101231602111
8,map,0.8,1.1,14,True,True,True,True,True,128,128,128,False,candidate_available,0.9997063672318369,0.0003105410172603573,0.9998451027009578
8,map,0.8,1.2,15,True,True,True,True,True,128,128,128,False,candidate_available,0.999794717859046,0.0002345083119150715,0.9998911279897869
8,map,0.8,1.3,17,True,True,True,True,True,128,128,128,False,candidate_available,0.9998535925914986,0.00017901026172517653,0.99993444175024
8,map,0.8,1.4,17,True,True,True,True,True,127,128,128,False,candidate_available,0.9998878182389181,0.00015598148481843488,0.999942823941918
8,map,0.8,1.5,16,True,True,True,True,True,127,128,128,False,candidate_available,0.9999049970688655,0.00012542557216765893,0.9999654905815785
8,map,0.8,1.6,16,True,True,True,True,True,127,128,128,False,candidate_available,0.999944393997002,8.797905065338618e-05,0.9999677668900373
8,map,0.8,1.7,17,True,True,True,True,True,127,128,128,False,candidate_available,0.9999761264477321,4.0914885192755435e-05,0.9999879939506191
8,map,0.8,1.8,17,True,True,True,True,True,96,128,128,False,candidate_available,0.9999760574177986,4.126449409014299e-05,0.9999852652691332
8,map,0.8,1.9,17,True,True,True,True,True,95,128,128,False,candidate_available,0.999981330977438,3.431569545542246e-05,0.9999876958669897
8,map,0.8,2.0,17,True,True,True,True,True,95,128,128,False,candidate_available,0.9999896554433174,2.0814005108338307e-05,0.9999920599113712
8,map,0.85,0.1,15,True,True,True,True,True,32,94,94,False,candidate_available,0.9999999046345796,3.711412355222876e-08,0.9999999942033375
8,map,0.85,0.2,15,True,True,True,True,True,32,106,106,False,candidate_available,0.9999925238252426,2.401911304072968e-06,0.9999999861075787
8,map,0.85,0.3,16,True,True,True,True,True,128,128,128,False,candidate_available,0.999898015374652,2.945564292844427e-05,0.9999934246296389
8,map,0.85,0.4,16,True,True,True,True,True,96,128,128,False,candidate_available,0.999319002532653,0.00018112980255347022,0.9999499429662074
8,map,0.85,0.5,15,True,True,True,True,True,128,128,128,False,candidate_available,0.9979169571820957,0.0006210684996076354,0.9997416291488352
8,map,0.85,0.6,17,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9962617226851938,0.0012966463570387443,0.999313987728877
8,map,0.85,0.7,17,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9969964031206768,0.0015389039488551415,0.9987359476957788
8,map,0.85,0.8,17,False,False,False,False,False,127,128,128,False,no_qualified_candidate_budget_reached,0.9982957974660609,0.0012567950339024136,0.9992759317302894
8,map,0.85,0.9,17,True,True,True,True,True,128,128,128,False,candidate_available,0.9990750317156577,0.0007758384989882128,0.9993730714144895
8,map,0.85,1.0,17,True,True,True,True,True,127,128,128,False,candidate_available,0.9992842323387432,0.000687310568318944,0.999648542319174
8,map,0.85,1.1,18,True,True,True,True,True,128,128,128,False,candidate_available,0.999653552465372,0.00039914934401874547,0.9997647617411409
8,map,0.85,1.2,17,True,True,True,True,True,127,127,127,False,candidate_available,0.9996929154580964,0.0003372049707675018,0.9998768564395597
8,map,0.85,1.3,17,True,True,True,True,True,127,128,128,False,candidate_available,0.9998401736496271,0.00019981199024066143,0.9999183208304895
8,map,0.85,1.4,16,True,True,True,True,True,127,127,127,False,candidate_available,0.9998941114351532,0.00014714849683250542,0.9999437292826324
8,map,0.85,1.5,16,True,True,True,True,True,128,128,128,False,candidate_available,0.9999009169006089,0.00014981835019134415,0.9999456953848103
8,map,0.85,1.6,16,True,True,True,True,True,127,127,127,False,candidate_available,0.9999513354794489,7.215615591626978e-05,0.9999772214291289
8,map,0.85,1.7,18,True,True,True,True,True,127,128,128,False,candidate_available,0.9999601905034903,6.557341418078622e-05,0.9999773206848905
8,map,0.85,1.8,16,True,True,True,True,True,127,128,128,False,candidate_available,0.999974245755181,4.869597954471061e-05,0.9999801505968893
8,map,0.85,1.9,17,True,True,True,True,True,96,128,128,False,candidate_available,0.9999729067821542,4.859401193302304e-05,0.9999848689626224
8,map,0.85,2.0,16,True,True,True,True,True,96,128,128,False,candidate_available,0.9999727494059807,5.121359150006555e-05,0.9999860106585519
8,map,0.9,0.1,12,False,False,True,True,True,31,32,32,False,candidate_available_selection_failed,0.9999957163389177,1.991594154260312e-06,0.9999999979298957
8,map,0.9,0.2,13,True,True,True,True,True,32,106,106,False,candidate_available,0.9999965724780142,1.2896463403855307e-06,0.9999999942296637
8,map,0.9,0.3,16,True,True,True,True,True,64,128,128,False,candidate_available,0.9999589834525086,1.4286705778188136e-05,0.9999964350570087
8,map,0.9,0.4,17,True,True,True,True,True,128,128,128,False,candidate_available,0.9997019011548615,9.76488621601268e-05,0.9999652183902623
8,map,0.9,0.5,17,True,True,True,True,True,128,128,128,False,candidate_available,0.9992359059903865,0.0002772054926043488,0.9998963019319009
8,map,0.9,0.6,18,True,True,True,True,True,128,128,128,False,candidate_available,0.9978068276699651,0.0008529362527673889,0.9997015513189151
8,map,0.9,0.7,18,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9971884741014065,0.001294813413525553,0.9994449514475456
8,map,0.9,0.8,17,True,True,True,True,True,128,128,128,False,candidate_available,0.9985810543858054,0.0009026838335639553,0.9992820197957941
8,map,0.9,0.9,17,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.998321984213709,0.0012669856567768534,0.9994707408596455
8,map,0.9,1.0,16,True,True,True,True,True,127,127,127,False,candidate_available,0.9993227487672848,0.0006306845077881373,0.9996326216778892
8,map,0.9,1.1,16,True,True,True,True,True,128,128,128,False,candidate_available,0.9995939129501802,0.00044740231933948493,0.9996959185057909
8,map,0.9,1.2,17,True,True,True,True,True,127,128,128,False,candidate_available,0.9996393357396386,0.00041371291478276007,0.9998003559143566
8,map,0.9,1.3,16,True,True,True,True,True,127,127,127,False,candidate_available,0.9996654833967117,0.00039825393331205383,0.9998313609524223
8,map,0.9,1.4,14,True,True,True,True,True,128,128,128,False,candidate_available,0.9998329586902941,0.0002202293756623508,0.9999226174826739
8,map,0.9,1.5,17,True,True,True,True,True,127,128,128,False,candidate_available,0.9998443491861109,0.00020695987362051582,0.9999251553036064
8,map,0.9,1.6,18,True,True,True,True,True,127,128,128,False,candidate_available,0.9998942548748544,0.0001490490339586259,0.9999576765279069
8,map,0.9,1.7,18,True,True,True,True,True,127,128,128,False,candidate_available,0.9999286119131398,0.0001096912681661788,0.999968361865335
8,map,0.9,1.8,17,True,True,True,True,True,128,128,128,False,candidate_available,0.999963184913099,6.666326045867699e-05,0.9999709032865705
8,map,0.9,1.9,17,True,True,True,True,True,127,128,128,False,candidate_available,0.9999643961902765,6.391665393401524e-05,0.9999866478893966
8,map,0.9,2.0,17,True,True,True,True,True,95,128,128,False,candidate_available,0.9999752327265802,4.7987426711859626e-05,0.9999855832705147
8,map,0.95,0.1,12,False,False,True,True,True,31,32,32,False,candidate_available_selection_failed,0.9999972623424859,1.4458942770856353e-06,0.999999998662673
8,map,0.95,0.2,15,True,True,True,True,True,32,98,98,False,candidate_available,0.9999982860372575,7.387125806612715e-07,0.9999999964921553
8,map,0.95,0.3,16,True,True,True,True,True,64,114,114,False,candidate_available,0.9999751836325418,9.699518009442798e-06,0.9999999663942297
8,map,0.95,0.4,17,True,True,True,True,True,96,128,128,False,candidate_available,0.9998804625487263,4.942689181763882e-05,0.9999908221824227
8,map,0.95,0.5,17,True,True,True,True,True,96,128,128,False,candidate_available,0.999637746381113,0.00014987078143180455,0.9999555807420607
8,map,0.95,0.6,17,True,True,True,True,True,128,128,128,False,candidate_available,0.9990178052930094,0.0004235531257581471,0.9998493854902248
8,map,0.95,0.7,16,True,True,True,True,True,128,128,128,False,candidate_available,0.9983334249314896,0.0008371297718314796,0.9995406821147484
8,map,0.95,0.8,16,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9980297805527917,0.0011496159014559026,0.9989750866425103
8,map,0.95,0.9,17,False,False,False,False,False,128,128,128,False,no_qualified_candidate_budget_reached,0.9987913218519917,0.0010275077437587044,0.9995266562625933
8,map,0.95,1.0,17,True,True,True,True,True,127,128,128,False,candidate_available,0.9990302734441311,0.0008829998756558766,0.9995081509140138
8,map,0.95,1.1,15,True,True,True,True,True,128,128,128,False,candidate_available,0.9992375492700041,0.0007241402327635704,0.9995627543104963
8,map,0.95,1.2,16,True,True,True,True,True,128,128,128,False,candidate_available,0.9996848085297619,0.00039676760681661705,0.9998116331190021
8,map,0.95,1.3,18,True,True,True,True,True,127,127,127,False,candidate_available,0.9996288403849112,0.00044037561479948195,0.9997955024161739
8,map,0.95,1.4,17,True,True,True,True,True,127,127,127,False,candidate_available,0.9997904263511395,0.0002776184986814645,0.9998938867101741
8,map,0.95,1.5,13,True,True,True,True,True,127,128,128,False,candidate_available,0.9998107090624323,0.00025641857889624475,0.9999135336011505
8,map,0.95,1.6,15,True,True,True,True,True,127,128,128,False,candidate_available,0.9999081128016937,0.00014598618622163606,0.9999467216274857
8,map,0.95,1.7,17,True,True,True,True,True,127,127,127,False,candidate_available,0.9998832321197823,0.00018650661761343557,0.9999454050631236
8,map,0.95,1.8,13,True,True,True,True,True,127,128,128,False,candidate_available,0.9999561087572778,7.282851616863262e-05,0.9999764517269073
8,map,0.95,1.9,17,True,True,True,True,True,95,128,128,False,candidate_available,0.9999415324846918,9.907206378656497e-05,0.9999760261497558
8,map,0.95,2.0,17,True,True,True,True,True,95,128,128,False,candidate_available,0.9999665111807956,6.367915051841422e-05,0.9999827655229991
8,map,1.0,0.1,12,False,False,True,True,True,31,32,32,False,candidate_available_selection_failed,0.9999981826580261,1.0740917488760715e-06,0.9999999991160053
8,map,1.0,0.2,15,True,True,True,True,True,32,98,98,False,candidate_available,0.999999084130787,4.44469564486738e-07,0.9999999982355844
8,map,1.0,0.3,16,True,True,True,True,True,32,114,92,False,candidate_available,0.9999874823384015,5.869465775409921e-06,0.9999991796763459
8,map,1.0,0.4,15,True,True,True,True,True,64,128,128,False,candidate_available,0.9999158794254928,3.598312778962942e-05,0.9999970712040374
