name,kappa,h,layers,seed,source,reference_source,archive,archive_sha256,end_to_end_seconds,cache_status,created_utc,energy,nit,nfev,njev,optimization_success,status,message,gradient_inf,seconds,ed_energy,delta_e,fidelity,epsilon_c,epsilon_sf,epsilon_mx,mx,observable_pass,state_pass,joint_pass,failed_metrics,method,old_iterations_in_source
B_point05_attempt0,0.55,0.1,6,101,results/stage3_v1/optimization/cache/959d2e7847449356194668742a7b475ecd8b38822956750b653377d4ae919761.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point05_attempt0.npz,71e93e11894df212999659ab135d0d15d832a4458500ebb8161ad047494335b4,0.00328979198820889,executed,2026-09-22T05:41:23.738415+00:00,-4.437841231466745,1,4,4,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8.287889107450042e-06,0.001237125019542873,-4.43859408126892,9.410622527183943e-05,0.9913859026139552,0.02365359583416038,0.007031363412395797,0.010743808562687973,0.09908960862842903,False,True,False,"[""epsilon_c""]",parameter_resume,1256
B_point05_attempt1,0.55,0.1,6,307,results/stage3_v1/optimization/cache/d2b69d6d210c33b09adc4044ffb7b1d3fb05bc1f76cafebdd1dad57c9a3fbf94.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point05_attempt1.npz,e832c20a6f36ef9d51788ddbc1d559c963d59462bd95aa8d0b0e09067a15f3ed,1.20522850000998,executed,2026-09-22T05:41:24.943928+00:00,-4.437857236272115,4000,4274,4274,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,3.2767889749152346e-05,1.1998169170110486,-4.43859408126892,9.210562460060245e-05,0.9916399680901861,0.023161744811434626,0.006866192077779165,0.010444527350743332,0.09938888984037367,False,True,False,"[""epsilon_c""]",parameter_resume,2000
B_point05_attempt2,0.55,0.1,6,101,results/stage3_v1/optimization/cache/00e9936134ddac50b3edad89539f848a0c5361561e507d10f9099c2deeacf877.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point05_attempt2.npz,fdda1019f0e4cc8fdb085a25bc6fa9819d8a2303d6e4613c4e4815bb3c9d99f5,0.27051916701020673,executed,2026-09-22T05:41:25.214849+00:00,-4.438007236998685,955,1015,1015,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.1436826152056573e-05,0.26784854198922403,-4.43859408126892,7.335553377929571e-05,0.9951259028364635,0.020000206344940707,0.005926095265775699,0.0087279045685668,0.1011055126225502,False,True,False,"[""epsilon_c""]",neighbor_initialization,1127
B_point05_attempt3,0.55,0.1,6,101,results/stage3_v1/optimization/cache/d3ce9f98078a54697df9afee9001324da9463609712c24a0ebaaf50535175e76.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point05_attempt3.npz,0515e9a13c32d9acb6c5177ba9738287e087df67fded2b4b54825194b3943af1,1.0105547079874668,executed,2026-09-22T05:41:26.225776+00:00,-4.438050794614736,3571,3833,3833,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.692019605539999e-06,1.0061218749906402,-4.43859408126892,6.791083177293267e-05,0.9952297081012047,0.019879752509829762,0.005825589483425098,0.008463595192997816,0.10136982199811918,True,True,True,[],neighbor_initialization,323
B_point05_attempt4,0.55,0.1,6,701,"uniform[-.5,.5]",results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point05_attempt4.npz,3eef89e3bcd3f7242fc22946cfa45dcb6e6c494c0ff5c1c45a8df5503fc87461,0.07104195898864418,executed,2026-09-22T05:41:26.297168+00:00,-4.347053910706485,226,258,258,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.2012417315077073e-05,0.06848554100724868,-4.43859408126892,0.011442521320304322,0.4799500160421114,0.9250962832552394,0.27893155869870967,0.21854891211344757,0.32838232930456457,False,False,False,"[""delta_e"", ""epsilon_c"", ""epsilon_sf"", ""epsilon_mx"", ""fidelity""]",independent_cold,0
B_point05_attempt5,0.55,0.1,6,809,"uniform[-.5,.5]",results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point05_attempt5.npz,a4575de91dcab5a40d21f4f1624ac2bc3978aedc74ac816c8b0ff6e885095bd6,0.46089249997748993,executed,2026-09-22T05:41:26.758647+00:00,-4.438204815892363,1631,1758,1758,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.982871064831973e-06,0.45761275000404567,-4.43859408126892,4.8658172069560024e-05,0.9973468017287007,0.015452146059708571,0.004558382429572183,0.00644023982268109,0.10339317736843591,True,True,True,[],independent_cold,0
B_point06_attempt0,0.55,0.2,6,307,results/stage3_v1/optimization/cache/e0a89df6033680bd5d5e6b40d0b9dbbbde0630a87cc8ec52dee3722bc07c26ae.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point06_attempt0.npz,ee4985939ba68bdace443da75101679e07fb5ab646dd8c69d832c89ee8691221,0.0030683749937452376,executed,2026-09-22T05:41:26.763907+00:00,-4.772873192285786,1,4,4,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8.874486404408799e-06,0.001192583004012704,-4.786727513038565,0.0017317900940974074,0.9907784596533165,0.03203086111379022,0.009376869544448385,0.00530162480645302,0.5556278611057287,False,True,False,"[""delta_e"", ""epsilon_c""]",parameter_resume,242
B_point06_attempt1,0.55,0.2,6,101,results/stage3_v1/optimization/cache/84a99aa1174414aae2eb5077f20c5aaba7b58d4a306c39e313cbd719db937e0e.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point06_attempt1.npz,c525e3ed1c27e4801a7bbfa1814802ec4a014fc9f3bc8d6f10f7a68353edb452,0.002752833010163158,executed,2026-09-22T05:41:26.766935+00:00,-4.771194669990964,1,3,3,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7.0974890333808105e-06,0.0009458750137127936,-4.786727513038565,0.0019416053809501177,0.9862908952946539,0.05099593477571268,0.01291429621931045,0.006052606133000515,0.5563788424322762,False,False,False,"[""delta_e"", ""epsilon_c"", ""fidelity""]",parameter_resume,170
B_point06_attempt2,0.55,0.2,6,307,results/stage3_v1/optimization/cache/a0bb4d47a06b97e6ec3c76d2262697df6aaad7c319e13a2aaf8b395ca2ba47a2.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point06_attempt2.npz,afd89a2afe7f4e3d4ec75c53378327cf5b3a7ded2cb8c66fc1182e0243327299,0.1237962500017602,executed,2026-09-22T05:41:26.890986+00:00,-4.770710041643559,405,464,464,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.756371380310043e-06,0.12083558298763819,-4.786727513038565,0.002002183924375789,0.9905912689603885,0.013493976394899798,0.004279636376794141,0.005275201536143137,0.5556014378354188,False,True,False,"[""delta_e""]",neighbor_initialization,1441
B_point06_attempt3,0.55,0.2,6,101,results/stage3_v1/optimization/cache/00e9936134ddac50b3edad89539f848a0c5361561e507d10f9099c2deeacf877.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point06_attempt3.npz,43147418d57aa5e4b886275bbd5808a3b1219e355aa8412033d55ed7b0b251b2,0.13426554200123064,executed,2026-09-22T05:41:27.025752+00:00,-4.767875243338616,459,507,507,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.0788971955832949e-05,0.13128649999271147,-4.786727513038565,0.002356533712493669,0.9767916433749574,0.0287543977190379,0.015329860599409204,0.00260617450231182,0.5529324108015875,False,False,False,"[""delta_e"", ""epsilon_c"", ""fidelity""]",neighbor_initialization,1127
B_point06_attempt4,0.55,0.2,6,701,"uniform[-.5,.5]",results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point06_attempt4.npz,e611255ac2fe4cbe98990322286908c6afed092c5b721f552669908b77891d25,0.15442895898013376,executed,2026-09-22T05:41:27.180499+00:00,-4.769616391006483,539,585,585,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.4039884142391656e-05,0.15206349999061786,-4.786727513038565,0.0021388902540102617,0.9930185143711565,0.02426900578769009,0.005137437053315708,0.009153081247721073,0.5594793175469968,False,True,False,"[""delta_e"", ""epsilon_c""]",independent_cold,0
B_point06_attempt5,0.55,0.2,6,809,"uniform[-.5,.5]",results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point06_attempt5.npz,a094ba8ff9ab12f0c9ab5c88ef89b7e26d4e7a67fff05e029793949271daaadd,0.1585369159874972,executed,2026-09-22T05:41:27.339370+00:00,-4.774873714960195,555,599,599,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7.4846588233867806e-06,0.15611379200709052,-4.786727513038565,0.0014817247597962435,0.9913089753939276,0.014227201672014102,0.0064910658210217825,0.003289158808931436,0.5536153951082071,False,True,False,"[""delta_e""]",independent_cold,0
B_point07_attempt0,0.55,0.3,6,307,results/stage3_v1/optimization/cache/c602fb056d6cae87fa92ba5338f3ac7470447ccc3793c21dcd5617825a948f41.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point07_attempt0.npz,af3fae636b1b84def79839e272ecd455059c12b190ce3617f9e6d6bc89f42109,0.0030369579908438027,executed,2026-09-22T05:41:27.344951+00:00,-5.244177654709903,1,4,4,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7.096336834599981e-06,0.0011847499990835786,-5.253644357016464,0.001183337788320138,0.9959188168197226,0.025545176312783413,0.007336526089440687,0.005464801827809729,0.6219574175435096,False,True,False,"[""delta_e"", ""epsilon_c""]",parameter_resume,432
B_point07_attempt1,0.55,0.3,6,101,results/stage3_v1/optimization/cache/b09f625e7e66d0262d27df45f85eee2a7c8283628867e8ea3529475aaf6adf06.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point07_attempt1.npz,46d74ac214d9c9f1e1548759acca7c3f9971f35ad861d4d108c903b9e962b866,0.0029508750012610108,executed,2026-09-22T05:41:27.348185+00:00,-5.243768814944178,1,4,4,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.041090113629295e-05,0.0011960419942624867,-5.253644357016464,0.0012344427590357254,0.9950482372328501,0.035855792999279545,0.009325872429961968,0.007050449109647805,0.6235430648253477,False,True,False,"[""delta_e"", ""epsilon_c""]",parameter_resume,252
B_point07_attempt2,0.55,0.3,6,211,results/stage3_v1/optimization/cache/dc13100bc58bf3b4fde9dc2cc01c5ca9496e435a2f068e18f81d816e7f6a9354.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point07_attempt2.npz,ad6da96a623e5efe6aca62b0c32cb24336a4f5ae45c418f71a7b46b4fdd6c431,0.07002308400114998,executed,2026-09-22T05:41:27.418472+00:00,-5.2467253780277705,243,257,257,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.1520560466493635e-05,0.06766316600260325,-5.253644357016464,0.0008648723735866781,0.9974009612096071,0.007224593038675807,0.002098328372642455,0.003479741319518337,0.6199723570352182,True,True,True,[],neighbor_initialization,155
B_point07_attempt3,0.55,0.3,6,101,results/stage3_v1/optimization/cache/ae344e128ee5093ffccef440661b3c7af9d6264422707a74229b722bb3e9b13e.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point07_attempt3.npz,f04ee3f6c283c14372adadbd95132e103b832057cd267b2e3cea470e6eda526f,0.07551395799964666,executed,2026-09-22T05:41:27.494334+00:00,-5.2437688149427295,252,278,278,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,6.74933069788608e-06,0.07309341599466279,-5.253644357016464,0.0012344427592168028,0.9950482551628616,0.03585579878735068,0.009325882903790494,0.00705057217025129,0.6235431878859512,False,True,False,"[""delta_e"", ""epsilon_c""]",neighbor_initialization,309
B_point07_attempt4,0.55,0.3,6,701,"uniform[-.5,.5]",results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point07_attempt4.npz,aad4f42a48dfe016d42495204d18cd034e2f24ca43e56a69033813fdc39252c8,0.12717558300937526,executed,2026-09-22T05:41:27.621815+00:00,-5.244557300789904,441,479,479,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.91970866474378e-05,0.1247177500044927,-5.253644357016464,0.0011358820283200455,0.9955368703800526,0.018400284159095004,0.006303584701111822,0.002919266192991876,0.6194118819086918,False,True,False,"[""delta_e""]",independent_cold,0
B_point07_attempt5,0.55,0.3,6,809,"uniform[-.5,.5]",results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point07_attempt5.npz,734bc3bb6356236065123d87e86ee78bef0a4a566b3a6420a1f88557bef4ba96,0.11930833299993537,executed,2026-09-22T05:41:27.741423+00:00,-5.242054624252447,410,452,452,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.644443630022252e-05,0.11713070800760761,-5.253644357016464,0.0014487165955021641,0.9934973228918081,0.02985764727420781,0.008627568763494797,0.005845857407070443,0.6223384731227704,False,True,False,"[""delta_e"", ""epsilon_c""]",independent_cold,0
B_point08_attempt0,0.6,0.2,6,307,results/stage3_v1/optimization/cache/c3d91c25f9dafbe679b0d95301a45d611b8e21df117191f9de2765a4f608ee58.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point08_attempt0.npz,f76cdbe05e76d60701a96b71b9636b91dc0b0499283634e07f54edf029ae1211,0.044014790997607633,executed,2026-09-22T05:41:27.787866+00:00,-4.949475450004529,140,160,160,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8.21416854002166e-06,0.04162562501733191,-4.951291785094114,0.00022704188619804277,0.9953032836100922,0.03755379259402836,0.011116019701294,0.015328408775703017,0.2186541153009373,False,True,False,"[""epsilon_c""]",parameter_resume,805
B_point08_attempt1,0.6,0.2,6,101,results/stage3_v1/optimization/cache/b307874892c0174f358ff177d67a108447a9cf19917ce42c50d3c68ade027a31.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point08_attempt1.npz,4d4f9fa8f00827a04a12cd8f971003ba2c8d8f535a2dd1316629b746a5d08c1b,0.002881583000998944,executed,2026-09-22T05:41:27.791244+00:00,-4.948892436807535,1,3,3,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.5758134139912117e-05,0.000968583015492186,-4.951291785094114,0.00029991853582234107,0.9957798991367696,0.03544770966647548,0.010322390524996117,0.013921078302353007,0.22006144577428732,False,True,False,"[""epsilon_c""]",parameter_resume,1426
B_point08_attempt2,0.6,0.2,6,307,results/stage3_v1/optimization/cache/a0bb4d47a06b97e6ec3c76d2262697df6aaad7c319e13a2aaf8b395ca2ba47a2.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point08_attempt2.npz,5cd6b0a65e979ec7046ed54faa0496eccd0c84d7d5bebc696100baa06dfd562a,0.18631583399837837,executed,2026-09-22T05:41:27.978027+00:00,-4.949475449738018,645,704,704,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,5.071162269221219e-05,0.1839251249912195,-4.951291785094114,0.00022704191951194996,0.995302104778777,0.03755845112492606,0.011117301278047886,0.015329265825387933,0.2186532582512524,False,True,False,"[""epsilon_c""]",neighbor_initialization,1441
B_point08_attempt3,0.6,0.2,6,101,results/stage3_v1/optimization/cache/d0cd70fd098755314de67ab73f64f6112a0ba0e40a3cc449c1f45cd4785e55bb.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point08_attempt3.npz,68da0a3de7dc5e6ef8230dbbdde2ec2f402769572ce4543fbc76e652c6137b3e,0.09978575000423007,executed,2026-09-22T05:41:28.078102+00:00,-4.948892436925517,349,373,373,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.557188100301479e-06,0.0975534999743104,-4.951291785094114,0.0002999185210745825,0.9957790727835858,0.035452233316097925,0.01032386550867087,0.013923532442473463,0.22005899163416687,False,True,False,"[""epsilon_c""]",neighbor_initialization,847
B_point08_attempt4,0.6,0.2,6,701,"uniform[-.5,.5]",results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point08_attempt4.npz,341ae4a8ab6ec5d6f47f29d9bac7c6ea2b8aa81f856b706386621c27a091dde3,0.4207782919984311,executed,2026-09-22T05:41:28.499477+00:00,-4.9466893384023995,1453,1586,1586,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9.344058443438996e-06,0.41777704199193977,-4.951291785094114,0.0005753058364642571,0.9843416860177949,0.0606488452118239,0.017774454413836627,0.02536322471577193,0.2086192993608684,False,False,False,"[""epsilon_c"", ""epsilon_mx"", ""fidelity""]",independent_cold,0
B_point08_attempt5,0.6,0.2,6,809,"uniform[-.5,.5]",results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point08_attempt5.npz,b409e979f0975766d183002262ce8acff2cce3f45686e7df831b24765872e927,0.4872138339851517,executed,2026-09-22T05:41:28.987074+00:00,-4.948254916307237,1719,1870,1870,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8.234799289574823e-06,0.4840948329947423,-4.951291785094114,0.00037960859835961536,0.9922380010242428,0.04578283923788895,0.01337769925099025,0.019141793852042704,0.21484073022459763,False,True,False,"[""epsilon_c""]",independent_cold,0
B_point09_attempt0,0.6,0.3,6,307,results/stage3_v1/optimization/cache/63f478bd72d9ce24a9b2de227b7f138ed2b1175a9cc581450f3a2fe4519493b3.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point09_attempt0.npz,b9d0821c4a8086d909f9d7bf071b545d10d725f2c271219a925db7681f35374c,0.0032605839951429516,executed,2026-09-22T05:41:28.992601+00:00,-5.282807257704514,1,4,4,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.2146247943212174e-05,0.0012255410256329924,-5.299222113625858,0.002051856990168077,0.9889468831464339,0.08996489324629592,0.028216849039907704,0.0298408198906418,0.6197112067906224,False,False,False,"[""delta_e"", ""epsilon_c"", ""epsilon_sf"", ""epsilon_mx"", ""fidelity""]",parameter_resume,281
B_point09_attempt1,0.6,0.3,6,307,results/stage3_v1/optimization/cache/1260167d5872c9a2b642abd9c3777c700bd3dcd5c42b09448400302a48ade67e.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point09_attempt1.npz,06b962633255e57752535845f13bc9c2a7e0e34b27f4c7ecb0a609c33db3e579,0.0030694160086568445,executed,2026-09-22T05:41:28.995933+00:00,-5.280778024255776,1,4,4,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.3628735601400876e-05,0.0012290409940760583,-5.299222113625858,0.0023055111712603216,0.9957992572039589,0.012579199233786309,0.006608499869489151,0.016463012508425967,0.6063333994084066,False,True,False,"[""delta_e""]",parameter_resume,405
B_point09_attempt2,0.6,0.3,6,307,results/stage3_v1/optimization/cache/cf5f6f04cf18f16dba6fb9fa205e01ddc0d92979ceaf56d88345de78706eddcb.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point09_attempt2.npz,c282c62a43571f928013e3ffcf4f2437301d697620d49d15b4b42fd38b39653c,0.09339683401049115,executed,2026-09-22T05:41:29.089587+00:00,-5.223905800130394,308,350,350,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.108645317415835e-05,0.091201875009574,-5.299222113625858,0.009414539186933024,0.8245632226795835,0.5306957173604507,0.14842892475298353,0.08041873913828823,0.5094516477616924,False,False,False,"[""delta_e"", ""epsilon_c"", ""epsilon_sf"", ""epsilon_mx"", ""fidelity""]",neighbor_initialization,427
B_point09_attempt3,0.6,0.3,6,211,results/stage3_v1/optimization/cache/dc13100bc58bf3b4fde9dc2cc01c5ca9496e435a2f068e18f81d816e7f6a9354.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point09_attempt3.npz,1476d9f0c59caba0ce355206028b77217eae1ad00db941e673bb681c8ce0b3bc,0.07156995800323784,executed,2026-09-22T05:41:29.161411+00:00,-5.273553080073895,241,261,261,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7.5951983760091935e-06,0.06924333298229612,-5.299222113625858,0.003208629193995449,0.9568636346758914,0.19445824459850652,0.059403650790288295,0.03720339703798736,0.627073783937968,False,False,False,"[""delta_e"", ""epsilon_c"", ""epsilon_sf"", ""epsilon_mx"", ""fidelity""]",neighbor_initialization,155
B_point09_attempt4,0.6,0.3,6,701,"uniform[-.5,.5]",results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point09_attempt4.npz,85e737d8f3a2cf2608aa883e3621e7c9d1ff00bdf22a2c5a7dc7a4410377706d,0.1467102500027977,executed,2026-09-22T05:41:29.308785+00:00,-5.291856751970833,496,553,553,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.1991069630189486e-05,0.14427424999303184,-5.299222113625858,0.000920670206878138,0.9943095304200744,0.050033042833364676,0.013132973643113888,0.004188130256471911,0.5856822566435087,False,True,False,"[""epsilon_c""]",independent_cold,0
B_point09_attempt5,0.6,0.3,6,809,"uniform[-.5,.5]",results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point09_attempt5.npz,534a08d8eb44b87afd90372668f253f0cd610f0247397736e9f7cfb0d3c3b627,0.2011521249951329,executed,2026-09-22T05:41:29.510287+00:00,-5.2718002640098875,700,752,752,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7.049518387036713e-06,0.19848937500501052,-5.299222113625858,0.0034277312019963535,0.964527973131794,0.11575518929128645,0.04151707077933747,0.03365125362639998,0.6235216405263806,False,False,False,"[""delta_e"", ""epsilon_c"", ""epsilon_sf"", ""epsilon_mx"", ""fidelity""]",independent_cold,0
B_point10_attempt0,0.65,0.3,6,307,results/stage3_v1/optimization/cache/a501db4b7559080577bb0bba158975ce383b3576f48ac4363b90792648b1b9e8.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point10_attempt0.npz,eb7cee3faa4a486dff2febc96c35ee20259279ab33a65bfc4ac5278234b0cbe7,0.003675708023365587,executed,2026-09-22T05:41:29.516462+00:00,-5.528878327782783,1,4,4,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8.709546317708927e-06,0.00130562498816289,-5.533040550898411,0.0005202778894535243,0.9943601733668082,0.044449625805681126,0.013498781029407492,0.018848961780771,0.3358850767896526,False,True,False,"[""epsilon_c""]",parameter_resume,631
B_point10_attempt1,0.65,0.3,6,211,results/stage3_v1/optimization/cache/3a5dccca8c6f471878e83781a4323ced360517c16e0bea5bef21adf1e9d6c6e8.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point10_attempt1.npz,e6def9e4e585c10bf95a5543fb153b428a445f4a92b649b0667a892ef15748fc,0.003361624985700473,executed,2026-09-22T05:41:29.520168+00:00,-5.525483409029971,1,4,4,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.6038817561181418e-05,0.0012574160064104944,-5.533040550898411,0.0009446427335549901,0.9909860620603611,0.0572713219588431,0.017308097507266196,0.02528721461289929,0.32944682395752434,False,True,False,"[""epsilon_c"", ""epsilon_mx""]",parameter_resume,1325
B_point10_attempt2,0.65,0.3,6,307,results/stage3_v1/optimization/cache/cf5f6f04cf18f16dba6fb9fa205e01ddc0d92979ceaf56d88345de78706eddcb.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point10_attempt2.npz,ca4f492488cd0ab3b83502a91fcaad34467d889ae758e85b936d1f6507843ff0,0.13737150002270937,executed,2026-09-22T05:41:29.657856+00:00,-5.528365450336757,477,517,517,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.8327106088733558e-05,0.13473329198313877,-5.533040550898411,0.0005843875702067347,0.9937624438480512,0.050216488166887285,0.01514209463077959,0.02074816390034956,0.33398587467007407,False,True,False,"[""epsilon_c"", ""epsilon_mx""]",neighbor_initialization,427
B_point10_attempt3,0.65,0.3,6,307,results/stage3_v1/optimization/cache/ef8c213a685aef19925fdaf39bfebf347a52ae6d1767d22e46840b20cfc533a2.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point10_attempt3.npz,f0960bc16cc8cd17f02cf6ab0c5225493cd0a7994df09ed41d6e7ee203661eb7,0.1561259999871254,executed,2026-09-22T05:41:29.814357+00:00,-5.526027646978142,560,592,592,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7.469364538437162e-06,0.15383129101246595,-5.533040550898411,0.0008766129900336095,0.9922770159644415,0.05876411045882535,0.017388555737862632,0.023540762519844827,0.3311932760505788,False,True,False,"[""epsilon_c"", ""epsilon_mx""]",neighbor_initialization,1817
B_point10_attempt4,0.65,0.3,6,701,"uniform[-.5,.5]",results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point10_attempt4.npz,d1952a51364bdf3b4187773a5e396fbba6d767e62881b079a63f576ccedea401,0.1310321670025587,executed,2026-09-22T05:41:29.945668+00:00,-5.401770186096679,456,496,496,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7.96351037912757e-06,0.12873150000814348,-5.533040550898411,0.016408795600216464,0.924595759080956,0.2381887872880455,0.07428305588259937,0.14454591905685743,0.49927995762728106,False,False,False,"[""delta_e"", ""epsilon_c"", ""epsilon_sf"", ""epsilon_mx"", ""fidelity""]",independent_cold,0
B_point10_attempt5,0.65,0.3,6,809,"uniform[-.5,.5]",results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point10_attempt5.npz,2c92e889559ce07ec852cb8f3e8175c83d7a10b76bf7e785c709ea2e2e3e5eb8,0.09649662501760758,executed,2026-09-22T05:41:30.042439+00:00,-5.530121440347268,323,362,362,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8.112925935055415e-06,0.0942811669956427,-5.533040550898411,0.0003648888188928501,0.9983732778003364,0.021194004473323202,0.006576384946284097,0.008530473404336214,0.3462035651660874,False,True,False,"[""epsilon_c""]",independent_cold,0
B_point11_attempt0,0.65,0.4,6,307,results/stage3_v1/optimization/cache/da1fad2d5416bd1aa593b21b2ed5dab830e8eb2332adf95a55908783eeb8f152.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point11_attempt0.npz,736cfbd820b82869e635530d04c78596c1c6286d92a8b3d08a905a0da45930af,0.0034587080008350313,executed,2026-09-22T05:41:30.048134+00:00,-5.9158081079652565,2,5,5,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9.928127084890548e-06,0.0014673749974463135,-5.925552444855231,0.0012180421112467643,0.9966941320928362,0.013673383712296094,0.0042765531522458156,0.0026342273704056396,0.6102646784880931,False,True,False,"[""delta_e""]",parameter_resume,825
B_point11_attempt1,0.65,0.4,6,101,results/stage3_v1/optimization/cache/c8ea9ae395bf1e92034eeca02a7e1e65e8b9fafd2c0945c6ce773dd53156baa1.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point11_attempt1.npz,4e9c7bfe085d56a0a57506695c7f2423391cedac6738d230754334041be3f457,0.002990209002746269,executed,2026-09-22T05:41:30.051378+00:00,-5.90854979030229,1,4,4,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9.4301364086391e-06,0.0011875829950440675,-5.925552444855231,0.0021253318191175596,0.9915241757992679,0.073345824639652,0.02357788887089904,0.024768399407665398,0.6323988505253528,False,True,False,"[""delta_e"", ""epsilon_c"", ""epsilon_sf"", ""epsilon_mx""]",parameter_resume,376
